Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
43,500	-0,644	1,084	2,513	-0,0154	0,026	0,060								43,500	-4,035	26,782	48,695	-0,0963	0,639	1,162
43,550	-0,586	1,210	2,042	-0,0140	0,029	0,049								43,550	-2,634	28,824	31,573	-0,0629	0,688	0,754
43,600	-0,523	1,288	1,571	-0,0125	0,031	0,037								43,600	-1,153	29,939	13,980	-0,0275	0,715	0,334
43,650	-0,457	1,367	1,414	-0,0109	0,033	0,034								43,650	0,360	30,222	-2,199	0,0086	0,721	-0,052
43,700	-0,386	1,429	0,785	-0,0092	0,034	0,019								43,700	1,869	29,719	-19,164	0,0446	0,710	-0,458
43,750	-0,314	1,445	0,314	-0,0075	0,034	0,007								43,750	3,332	28,306	-37,542	0,0795	0,676	-0,896
43,800	-0,242	1,461	0,000	-0,0058	0,035	0,000								43,800	4,700	25,965	-54,507	0,1122	0,620	-1,301
43,850	-0,168	1,445	-0,785	-0,0040	0,034	-0,019								43,850	5,928	22,855	-68,016	0,1415	0,546	-1,624
43,900	-0,097	1,382	-1,414	-0,0023	0,033	-0,034								43,900	6,985	19,164	-79,011	0,1668	0,457	-1,886
43,950	-0,030	1,304	-1,728	-7,1250E-4	0,031	-0,041								43,950	7,845	14,954	-88,907	0,1873	0,357	-2,123
44,000	0,033	1,210	-2,199	7,8750E-4	0,029	-0,053								44,000	8,481	10,273	-96,918	0,2025	0,245	-2,314
44,050	0,091	1,084	-2,670	0,0022	0,026	-0,064								44,050	8,872	5,262	-101,316	0,2118	0,126	-2,419
44,100	0,141	0,942	-2,985	0,0034	0,022	-0,071								44,100	9,007	0,141	-102,102	0,2150	0,003	-2,437
44,150	0,185	0,785	-3,456	0,0044	0,019	-0,082								44,150	8,886	-4,948	-100,374	0,2121	-0,118	-2,396
44,200	0,220	0,597	-3,927	0,0053	0,014	-0,094								44,200	8,512	-9,896	-95,819	0,2032	-0,236	-2,288
44,250	0,245	0,393	-4,084	0,0059	0,009	-0,098								44,250	7,896	-14,530	-88,750	0,1885	-0,347	-2,119
44,300	0,259	0,188	-3,613	0,0062	0,004	-0,086								44,300	7,059	-18,771	-80,111	0,1685	-0,448	-1,912
44,350	0,264	0,031	-2,199	0,0063	7,500E-4	-0,052								44,350	6,019	-22,541	-69,900	0,1437	-0,538	-1,669
44,400	0,262	-0,031	-0,471	0,0063	-7,500E-4	-0,011								44,400	4,805	-25,761	-57,334	0,1147	-0,615	-1,369
44,450	0,261	-0,016	0,314	0,0062	-3,750E-4	0,008								44,450	3,443	-28,274	-41,155	0,0822	-0,675	-0,983
44,500	0,261	0,000	0,157	0,0062	0,000	0,004								44,500	1,978	-29,877	-22,934	0,0472	-0,713	-0,547
44,550	0,261	0,000	0,000	0,0062	0,000	0,000								44,550	0,456	-30,568	-5,655	0,0109	-0,730	-0,135
44,600	0,261	0,000	0,000	0,0062	0,000	0,000								44,600	-1,079	-30,442	11,153	-0,0258	-0,727	0,266
44,650	0,261	0,000	0,000	0,0062	0,000	0,000								44,650	-2,589	-29,452	29,531	-0,0618	-0,703	0,705
44,700	0,261	0,000	-0,157	0,0062	0,000	-0,004								44,700	-4,024	-27,489	48,223	-0,0961	-0,656	1,151
44,750	0,261	-0,016	-0,314	0,0062	-3,750E-4	-0,008								44,750	-5,338	-24,630	64,717	-0,1274	-0,588	1,545
44,800	0,259	-0,031	-0,471	0,0062	-7,500E-4	-0,011								44,800	-6,487	-21,017	78,383	-0,1549	-0,502	1,871
44,850	0,258	-0,063	-0,942	0,0062	-0,001	-0,022								44,850	-7,439	-16,792	90,792	-0,1776	-0,401	2,167
44,900	0,253	-0,126	-1,414	0,0060	-0,003	-0,034								44,900	-8,167	-11,938	102,573	-0,1950	-0,285	2,449
44,950	0,245	-0,204	-1,728	0,0059	-0,005	-0,041								44,950	-8,633	-6,535	109,642	-0,2061	-0,156	2,618
45,000	0,232	-0,298	-2,042	0,0056	-0,007	-0,049								45,000	-8,820	-0,974	109,170	-0,2106	-0,023	2,606
45,050	0,215	-0,408	-2,356	0,0051	-0,010	-0,056								45,050	-8,730	4,383	103,516	-0,2084	0,105	2,471
45,100	0,192	-0,534	-2,356	0,0046	-0,013	-0,056								45,100	-8,382	9,378	96,447	-0,2001	0,224	2,302
45,150	0,162	-0,644	-2,356	0,0039	-0,015	-0,056								45,150	-7,793	14,027	89,064	-0,1860	0,335	2,126
45,200	0,127	-0,770	-2,513	0,0030	-0,018	-0,060								45,200	-6,979	18,284	80,111	-0,1666	0,437	1,913
45,250	0,085	-0,895	-2,199	0,0020	-0,021	-0,052								45,250	-5,964	22,038	69,429	-0,1424	0,526	1,657
45,300	0,038	-0,990	-2,042	9,0000E-4	-0,024	-0,049								45,300	-4,775	25,227	57,020	-0,1140	0,602	1,361
45,350	-0,014	-1,100	-2,199	-3,3750E-4	-0,026	-0,052								45,350	-3,442	27,740	41,626	-0,0822	0,662	0,994
45,400	-0,072	-1,210	-2,042	-0,0017	-0,029	-0,049								45,400	-2,001	29,390	23,876	-0,0478	0,702	0,570
45,450	-0,135	-1,304	-1,571	-0,0032	-0,031	-0,038								45,450	-0,503	30,128	6,912	-0,0120	0,719	0,165
45,500	-0,203	-1,367	-0,942	-0,0048	-0,033	-0,022								45,500	1,012	30,081	-9,268	0,0241	0,718	-0,221
45,550	-0,272	-1,398	-0,628	-0,0065	-0,033	-0,015								45,550	2,505	29,201	-27,018	0,0598	0,697	-0,645
45,600	-0,342	-1,429	-0,314	-0,0082	-0,034	-0,007								45,600	3,932	27,379	-45,082	0,0939	0,654	-1,076
45,650	-0,415	-1,429	0,314	-0,0099	-0,034	0,007								45,650	5,243	24,693	-60,790	0,1252	0,589	-1,451
45,700	-0,485	-1,398	0,785	-0,0116	-0,033	0,019								45,700	6,401	21,300	-73,199	0,1528	0,509	-1,748
45,750	-0,554	-1,351	1,257	-0,0132	-0,032	0,030								45,750	7,373	17,373	-83,409	0,1760	0,415	-1,991
45,800	-0,620	-1,272	1,728	-0,0148	-0,030	0,041								45,800	8,138	12,959	-92,677	0,1943	0,309	-2,212
45,850	-0,682	-1,178	2,042	-0,0163	-0,028	0,049								45,850	8,669	8,105	-99,117	0,2070	0,194	-2,366
45,900	-0,738	-1,068		-0,0176	-0,025									45,900	8,949	3,047	-101,945	0,2136	0,073	-2,434
														45,950	8,974	-2,089	-101,945	0,2142	-0,050	-2,434
														46,000	8,740	-7,147	-98,646	0,2086	-0,171	-2,355
														46,050	8,259	-11,954	-92,834	0,1972	-0,285	-2,216
														46,100	7,545	-16,431	-85,137	0,1801	-0,392	-2,032
														46,150	6,616	-20,467	-75,712	0,1579	-0,489	-1,808
														46,200	5,498	-24,002	-64,560	0,1312	-0,573	-1,541
														46,250	4,216	-26,923	-50,423	0,1006	-0,643	-1,204
														46,300	2,805	-29,044	-33,144	0,0670	-0,693	-0,791
														46,350	1,312	-30,238	-15,237	0,0313	-0,722	-0,364
														46,400	-0,218	-30,568	1,571	-0,0052	-0,730	0,037
														46,450	-1,745	-30,081	19,007	-0,0417	-0,718	0,454
														46,500	-3,226	-28,667	37,856	-0,0770	-0,684	0,904
														46,550	-4,612	-26,295	55,606	-0,1101	-0,628	1,327
														46,600	-5,856	-23,106	70,843	-0,1398	-0,552	1,691
														46,650	-6,923	-19,211	84,038	-0,1653	-0,459	2,006
														46,700	-7,777	-14,703	95,819	-0,1857	-0,351	2,288
														46,750	-8,393	-9,629	105,558	-0,2004	-0,230	2,520
														46,800	-8,740	-4,147	110,113	-0,2087	-0,099	2,629
														46,850	-8,807	1,382	107,443	-0,2103	0,033	2,565
														46,900	-8,602	6,597	100,688	-0,2054	0,157	2,404
														46,950	-8,148	11,451	93,462	-0,1945	0,273	2,231
														47,000	-7,457	15,944	85,137	-0,1780	0,381	2,032
														47,050	-6,553	19,965	75,398	-0,1565	0,477	1,800
														47,100	-5,460	23,483	64,403	-0,1304	0,561	1,537
														47,150	-4,205	26,405	51,051	-0,1004	0,630	1,219
														47,200	-2,820	28,589	34,243	-0,0673	0,683	0,818
														47,250	-1,346	29,829	16,022	-0,0321	0,712	0,382
														47,300	0,163	30,191	-0,471	0,0039	0,721	-0,011
														47,350	1,673	29,782	-16,965	0,0399	0,711	-0,405
														47,400	3,142	28,494	-35,029	0,0750	0,680	-0,836
														47,450	4,522	26,279	-52,150	0,1080	0,627	-1,245
														47,500	5,770	23,279	-66,445	0,1377	0,556	-1,586
														47,550	6,850	19,635	-78,069	0,1635	0,469	-1,864
														47,600	7,733	15,472	-87,651	0,1846	0,369	-2,092
														47,650	8,397	10,870	-95,819	0,2005	0,259	-2,287
														47,700	8,820	5,890	-100,845	0,2106	0,141	-2,408
														47,750	8,987	0,785	-101,945	0,2145	0,019	-2,434
														47,800	8,899	-4,304	-100,688	0,2124	-0,103	-2,404
														47,850	8,556	-9,283	-96,761	0,2043	-0,222	-2,310
														47,900	7,970	-13,980	-89,693	0,1903	-0,334	-2,141
														47,950	7,158	-18,253	-80,739	0,1709	-0,436	-1,928
														48,000	6,145	-22,054	-71,157	0,1467	-0,526	-1,699
														48,050	4,953	-25,368	-59,219	0,1182	-0,606	-1,414
														48,100	3,608	-27,976	-43,197	0,0861	-0,668	-1,031
														48,150	2,155	-29,688	-24,976	0,0514	-0,709	-0,596
														48,200	0,639	-30,473	-7,697	0,0153	-0,727	-0,184
														48,250	-0,892	-30,458	8,796	-0,0213	-0,727	0,210
														48,300	-2,406	-29,594	27,175	-0,0575	-0,706	0,649
														48,350	-3,852	-27,740	46,181	-0,0920	-0,662	1,102
														48,400	-5,180	-24,976	62,832	-0,1237	-0,596	1,500
														48,450	-6,349	-21,457	76,655	-0,1516	-0,512	1,830
														48,500	-7,326	-17,310	89,378	-0,1749	-0,413	2,134
														48,550	-8,080	-12,519	101,002	-0,1929	-0,299	2,411
														48,600	-8,578	-7,210	108,542	-0,2048	-0,172	2,591
														48,650	-8,801	-1,665	109,485	-0,2101	-0,040	2,614
														48,700	-8,745	3,738	104,458	-0,2088	0,089	2,494
														48,750	-8,427	8,781	97,389	-0,2012	0,210	2,325
														48,800	-7,867	13,477	89,850	-0,1878	0,322	2,145
														48,850	-7,080	17,766	81,053	-0,1690	0,424	1,935
														48,900	-6,090	21,583	70,843	-0,1454	0,515	1,691
														48,950	-4,921	24,850	58,748	-0,1175	0,593	1,403
														49,000	-3,605	27,458	43,825	-0,0861	0,655	1,046
														49,050	-2,176	29,233	26,232	-0,0519	0,698	0,626
														49,100	-0,682	30,081	8,796	-0,0163	0,718	0,210
														49,150	0,833	30,112	-7,540	0,0199	0,719	-0,180
														49,200	2,329	29,327	-24,976	0,0556	0,700	-0,596
														49,250	3,765	27,615	-43,040	0,0899	0,659	-1,028
														49,300	5,091	25,023	-59,062	0,1215	0,597	-1,410
														49,350	6,267	21,708	-71,943	0,1496	0,518	-1,717
														49,400	7,262	17,829	-82,310	0,1734	0,426	-1,965
														49,450	8,050	13,477	-91,420	0,1922	0,322	-2,183
														49,500	8,610	8,687	-98,332	0,2055	0,207	-2,348
														49,550	8,919	3,644	-101,788	0,2129	0,087	-2,430
														49,600	8,974	-1,492	-101,945	0,2142	-0,036	-2,434
														49,650	8,770	-6,550	-99,117	0,2094	-0,156	-2,366
														49,700	8,319	-11,404	-93,777	0,1986	-0,272	-2,239
														49,750	7,629	-15,928	-85,766	0,1821	-0,380	-2,047
														49,800	6,726	-19,981	-76,655	0,1606	-0,477	-1,830
														49,850	5,631	-23,593	-66,288	0,1344	-0,563	-1,582
														49,900	4,367	-26,609	-52,308	0,1042	-0,635	-1,249
														49,950	2,970	-28,824	-35,186	0,0709	-0,688	-0,840
														50,000	1,484	-30,128	-17,279	0,0354	-0,719	-0,413
														50,050	-0,042	-30,552	-0,628	-0,0010	-0,729	-0,015
														50,100	-1,571	-30,191	16,650	-0,0375	-0,721	0,397
														50,150	-3,061	-28,887	35,971	-0,0731	-0,690	0,859
														50,200	-4,459	-26,594	53,878	-0,1065	-0,635	1,286
														50,250	-5,721	-23,499	69,115	-0,1366	-0,561	1,650
														50,300	-6,809	-19,682	82,624	-0,1626	-0,470	1,973
														50,350	-7,689	-15,237	94,562	-0,1836	-0,364	2,257
														50,400	-8,333	-10,226	104,615	-0,1989	-0,244	2,497
														50,450	-8,712	-4,775	109,799	-0,2080	-0,114	2,621
														50,500	-8,811	0,754	107,914	-0,2103	0,018	2,576
														50,550	-8,636	6,016	101,474	-0,2062	0,144	2,422
														50,600	-8,209	10,901	94,091	-0,1960	0,260	2,246
														50,650	-7,546	15,425	86,080	-0,1802	0,368	2,055
														50,700	-6,666	19,509	76,498	-0,1592	0,466	1,826
														50,750	-5,595	23,075	65,659	-0,1336	0,551	1,567
														50,800	-4,359	26,075	52,779	-0,1041	0,622	1,260
														50,850	-2,988	28,353	36,443	-0,0713	0,677	0,870
														50,900	-1,524	29,719	18,378	-0,0364	0,709	0,439
														50,950	-0,016	30,191	1,414	-3,7500E-4	0,721	0,034
														51,000	1,495	29,861	-15,080	0,0357	0,713	-0,360
														51,050	2,970	28,683	-32,830	0,0709	0,685	-0,784
														51,100	4,364	26,578	-50,266	0,1042	0,634	-1,200
														51,150	5,628	23,656	-65,031	0,1344	0,565	-1,552
														51,200	6,729	20,075	-76,969	0,1606	0,479	-1,838
														51,250	7,636	15,959	-86,708	0,1823	0,381	-2,070
														51,300	8,325	11,404	-94,876	0,1987	0,272	-2,265
														51,350	8,776	6,472	-100,217	0,2095	0,155	-2,392
														51,400	8,972	1,382	-101,945	0,2142	0,033	-2,434
														51,450	8,914	-3,723	-101,159	0,2128	-0,089	-2,415
														51,500	8,600	-8,734	-97,232	0,2053	-0,209	-2,321
														51,550	8,041	-13,446	-90,321	0,1920	-0,321	-2,156
														51,600	7,256	-17,766	-81,839	0,1732	-0,424	-1,954
														51,650	6,264	-21,630	-72,257	0,1495	-0,516	-1,725
														51,700	5,093	-24,991	-60,633	0,1216	-0,597	-1,448
														51,750	3,765	-27,693	-45,239	0,0899	-0,661	-1,080
														51,800	2,323	-29,515	-27,175	0,0555	-0,705	-0,649
														51,850	0,814	-30,411	-9,739	0,0194	-0,726	-0,232
														51,900	-0,718	-30,489	6,912	-0,0171	-0,728	0,165
														51,950	-2,235	-29,719	24,976	-0,0534	-0,709	0,596
														52,000	-3,690	-27,992	43,982	-0,0881	-0,668	1,050
														52,050	-5,034	-25,321	61,261	-0,1202	-0,604	1,463
														52,100	-6,222	-21,866	75,241	-0,1485	-0,522	1,796
														52,150	-7,221	-17,797	87,651	-0,1724	-0,425	2,092
														52,200	-8,002	-13,100	99,431	-0,1910	-0,313	2,374
														52,250	-8,531	-7,854	107,914	-0,2037	-0,187	2,576
														52,300	-8,787	-2,309	109,799	-0,2098	-0,055	2,621
														52,350	-8,762	3,126	105,086	-0,2092	0,075	2,509
														52,400	-8,474	8,200	98,175	-0,2023	0,196	2,344
														52,450	-7,942	12,943	90,949	-0,1896	0,309	2,171
														52,500	-7,180	17,294	82,310	-0,1714	0,413	1,965
														52,550	-6,213	21,174	72,100	-0,1483	0,505	1,721
														52,600	-5,063	24,504	60,162	-0,1209	0,585	1,436
														52,650	-3,762	27,191	45,710	-0,0898	0,649	1,091
														52,700	-2,344	29,075	28,274	-0,0560	0,694	0,675
														52,750	-0,855	30,018	10,524	-0,0204	0,717	0,251
														52,800	0,658	30,128	-5,655	0,0157	0,719	-0,135
														52,850	2,158	29,452	-22,619	0,0515	0,703	-0,540
														52,900	3,603	27,866	-40,841	0,0860	0,665	-0,975
														52,950	4,945	25,368	-57,491	0,1180	0,606	-1,373
														53,000	6,140	22,117	-70,686	0,1466	0,528	-1,688
														53,050	7,157	18,300	-81,210	0,1708	0,437	-1,939
														53,100	7,970	13,996	-90,635	0,1903	0,334	-2,164
														53,150	8,556	9,236	-97,861	0,2043	0,220	-2,336
														53,200	8,894	4,210	-101,474	0,2123	0,101	-2,423
														53,250	8,977	-0,911	-101,945	0,2143	-0,022	-2,434
														53,300	8,803	-5,985	-99,431	0,2101	-0,143	-2,374
														53,350	8,379	-10,854	-94,248	0,2000	-0,259	-2,250
														53,400	7,717	-15,410	-87,022	0,1842	-0,368	-2,077
														53,450	6,838	-19,556	-78,069	0,1632	-0,467	-1,864
														53,500	5,762	-23,216	-67,387	0,1375	-0,554	-1,609
														53,550	4,516	-26,295	-54,035	0,1078	-0,628	-1,290
														53,600	3,132	-28,620	-37,228	0,0748	-0,683	-0,889
														53,650	1,654	-30,018	-19,007	0,0395	-0,717	-0,454
														53,700	0,130	-30,521	-2,199	0,0031	-0,729	-0,053
														53,750	-1,398	-30,238	14,608	-0,0334	-0,722	0,349
														53,800	-2,893	-29,060	33,615	-0,0691	-0,694	0,803
														53,850	-4,304	-26,876	52,150	-0,1028	-0,642	1,245
														53,900	-5,581	-23,845	67,544	-0,1332	-0,569	1,612
														53,950	-6,688	-20,122	80,739	-0,1597	-0,480	1,928
														54,000	-7,593	-15,771	93,148	-0,1813	-0,376	2,224
														54,050	-8,266	-10,807	103,987	-0,1973	-0,258	2,482
														54,100	-8,674	-5,372	109,485	-0,2071	-0,128	2,614
														54,150	-8,803	0,141	107,914	-0,2102	0,003	2,576
														54,200	-8,660	5,419	101,945	-0,2067	0,129	2,434
														54,250	-8,261	10,336	94,876	-0,1972	0,247	2,265
														54,300	-7,626	14,907	87,179	-0,1821	0,356	2,081
														54,350	-6,770	19,054	77,597	-0,1616	0,455	1,852
														54,400	-5,721	22,667	66,916	-0,1366	0,541	1,598
														54,450	-4,503	25,745	54,350	-0,1075	0,615	1,298
														54,500	-3,146	28,102	38,170	-0,0751	0,671	0,911
														54,550	-1,693	29,562	20,263	-0,0404	0,706	0,484
														54,600	-0,190	30,128	3,142	-0,0045	0,719	0,075
														54,650	1,319	29,877	-13,195	0,0315	0,713	-0,315
														54,700	2,798	28,808	-30,631	0,0668	0,688	-0,731
														54,750	4,200	26,814	-48,381	0,1003	0,640	-1,155
														54,800	5,479	23,970	-63,460	0,1308	0,572	-1,515
														54,850	6,597	20,467	-75,398	0,1575	0,489	-1,800
														54,900	7,526	16,431	-85,451	0,1797	0,392	-2,040
														54,950	8,240	11,922	-94,091	0,1967	0,285	-2,246
														55,000	8,718	7,021	-99,746	0,2081	0,168	-2,381
														55,050	8,943	1,948	-101,631	0,2135	0,046	-2,426
														55,100	8,913	-3,142	-100,845	0,2128	-0,075	-2,407
														55,150	8,628	-8,137	-97,547	0,2060	-0,194	-2,329
														55,200	8,099	-12,896	-91,263	0,1933	-0,308	-2,179
														55,250	7,339	-17,263	-82,781	0,1752	-0,412	-1,976
														55,300	6,373	-21,174	-73,356	0,1521	-0,505	-1,751
														55,350	5,221	-24,599	-62,047	0,1246	-0,587	-1,481
														55,400	3,913	-27,379	-46,967	0,0934	-0,654	-1,121
														55,450	2,483	-29,295	-29,060	0,0593	-0,699	-0,694
														55,500	0,983	-30,285	-11,624	0,0235	-0,723	-0,277
														55,550	-0,545	-30,458	5,027	-0,0130	-0,727	0,120
														55,600	-2,062	-29,782	22,934	-0,0492	-0,711	0,547
														55,650	-3,523	-28,164	41,783	-0,0841	-0,672	0,997
														55,700	-4,879	-25,604	59,062	-0,1165	-0,611	1,410
														55,750	-6,084	-22,258	73,513	-0,1452	-0,531	1,755
														55,800	-7,105	-18,253	86,394	-0,1696	-0,436	2,062
														55,850	-7,909	-13,619	98,018	-0,1888	-0,325	2,340
														55,900	-8,467	-8,451	106,814	-0,2021	-0,202	2,550
														55,950	-8,754	-2,937	109,799	-0,2090	-0,070	2,621
														56,000	-8,760	2,529	105,715	-0,2091	0,060	2,524
														56,050	-8,501	7,634	98,489	-0,2030	0,182	2,351
														56,100	-7,997	12,378	91,263	-0,1909	0,295	2,179
														56,150	-7,263	16,760	83,095	-0,1734	0,400	1,984
														56,200	-6,321	20,687	73,199	-0,1509	0,494	1,748
														56,250	-5,195	24,080	61,575	-0,1240	0,575	1,470
														56,300	-3,913	26,845	47,438	-0,0934	0,641	1,132
														56,350	-2,510	28,824	30,159	-0,0599	0,688	0,720
														56,400	-1,030	29,861	12,409	-0,0246	0,713	0,296
														56,450	0,476	30,065	-3,613	0,0114	0,718	-0,086
														56,500	1,976	29,500	-20,577	0,0472	0,704	-0,491
														56,550	3,426	28,007	-38,956	0,0818	0,669	-0,930
														56,600	4,777	25,604	-55,449	0,1140	0,611	-1,324
														56,650	5,986	22,462	-68,801	0,1429	0,536	-1,643
														56,700	7,023	18,724	-79,954	0,1677	0,447	-1,909
														56,750	7,859	14,467	-89,378	0,1876	0,345	-2,134
														56,800	8,470	9,786	-96,918	0,2022	0,234	-2,314
														56,850	8,837	4,775	-101,002	0,2110	0,114	-2,411
														56,900	8,947	-0,314	-101,474	0,2136	-0,007	-2,423
														56,950	8,806	-5,372	-99,746	0,2102	-0,128	-2,381
														57,000	8,410	-10,289	-94,876	0,2008	-0,246	-2,265
														57,050	7,777	-14,860	-87,336	0,1857	-0,355	-2,085
														57,100	6,924	-19,022	-78,697	0,1653	-0,454	-1,879
														57,150	5,875	-22,729	-68,801	0,1402	-0,543	-1,642
														57,200	4,651	-25,902	-55,920	0,1110	-0,618	-1,335
														57,250	3,285	-28,321	-39,113	0,0784	-0,676	-0,934
														57,300	1,819	-29,814	-21,049	0,0434	-0,712	-0,503
														57,350	0,303	-30,426	-4,241	0,0072	-0,726	-0,101
														57,400	-1,224	-30,238	12,723	-0,0292	-0,722	0,304
														57,450	-2,721	-29,154	31,259	-0,0650	-0,696	0,746
														57,500	-4,139	-27,112	49,637	-0,0988	-0,647	1,185
														57,550	-5,432	-24,190	65,659	-0,1297	-0,577	1,567
														57,600	-6,558	-20,546	79,011	-0,1566	-0,491	1,886
														57,650	-7,486	-16,289	91,420	-0,1787	-0,389	2,183
														57,700	-8,187	-11,404	102,573	-0,1955	-0,272	2,449
														57,750	-8,627	-6,032	108,856	-0,2060	-0,144	2,599
														57,800	-8,790	-0,518	108,228	-0,2099	-0,012	2,584
														57,850	-8,679	4,791	102,887	-0,2072	0,114	2,456
														57,900	-8,311	9,770	95,976	-0,1984	0,233	2,291
														57,950	-7,702	14,389	88,122	-0,1839	0,344	2,104
														58,000	-6,872	18,583	79,168	-0,1641	0,444	1,890
														58,050	-5,843	22,305	68,487	-0,1395	0,532	1,635
														58,100	-4,642	25,431	55,449	-0,1108	0,607	1,324
														58,150	-3,300	27,850	40,055	-0,0788	0,665	0,956
														58,200	-1,857	29,437	22,462	-0,0443	0,703	0,536
														58,250	-0,357	30,096	5,027	-0,0085	0,719	0,120
														58,300	1,153	29,939	-11,310	0,0275	0,715	-0,270
														58,350	2,637	28,966	-28,746	0,0630	0,691	-0,686
														58,400	4,050	27,065	-46,653	0,0967	0,646	-1,114
														58,450	5,344	24,300	-62,047	0,1276	0,580	-1,481
														58,500	6,480	20,860	-74,142	0,1547	0,498	-1,770
														58,550	7,430	16,886	-84,352	0,1774	0,403	-2,014
														58,600	8,168	12,425	-93,148	0,1950	0,297	-2,224
														58,650	8,672	7,571	-99,274	0,2070	0,181	-2,370
														58,700	8,925	2,498	-101,945	0,2131	0,060	-2,434
														58,750	8,922	-2,623	-101,316	0,2130	-0,063	-2,419
														58,800	8,663	-7,634	-97,861	0,2068	-0,182	-2,336
														58,850	8,159	-12,409	-91,892	0,1948	-0,296	-2,194
														58,900	7,422	-16,823	-83,881	0,1772	-0,402	-2,003
														58,950	6,476	-20,797	-74,613	0,1546	-0,497	-1,781
														59,000	5,342	-24,285	-63,146	0,1275	-0,580	-1,507
														59,050	4,048	-27,112	-48,538	0,0966	-0,647	-1,159
														59,100	2,631	-29,138	-31,102	0,0628	-0,696	-0,742
														59,150	1,134	-30,222	-13,352	0,0271	-0,721	-0,319
														59,200	-0,391	-30,473	3,142	-0,0093	-0,727	0,075
														59,250	-1,913	-29,908	20,892	-0,0457	-0,714	0,499
														59,300	-3,382	-28,384	40,055	-0,0807	-0,678	0,956
														59,350	-4,752	-25,902	57,491	-0,1134	-0,618	1,372
														59,400	-5,972	-22,635	71,943	-0,1426	-0,540	1,717
														59,450	-7,015	-18,708	84,980	-0,1675	-0,447	2,029
														59,500	-7,843	-14,137	96,918	-0,1872	-0,337	2,314
														59,550	-8,429	-9,016	106,029	-0,2012	-0,215	2,531
														59,600	-8,745	-3,534	109,642	-0,2088	-0,084	2,617
														59,650	-8,782	1,948	106,657	-0,2097	0,046	2,546
														59,700	-8,550	7,131	99,903	-0,2041	0,170	2,385
														59,750	-8,069	11,938	92,520	-0,1926	0,285	2,209
														59,800	-7,356	16,383	84,195	-0,1756	0,391	2,010
														59,850	-6,431	20,358	74,142	-0,1535	0,486	1,770
														59,900	-5,320	23,798	62,832	-0,1270	0,568	1,500
														59,950	-4,051	26,641	49,323	-0,0967	0,636	1,178
														60,000	-2,656	28,730	32,201	-0,0634	0,686	0,769
														60,050	-1,178	29,861	13,980	-0,0281	0,713	0,334
														60,100	0,330	30,128	-2,199	0,0079	0,719	-0,052
														60,150	1,835	29,641	-18,850	0,0438	0,708	-0,450
														60,200	3,294	28,243	-37,228	0,0786	0,674	-0,889
														60,250	4,659	25,918	-54,193	0,1112	0,619	-1,294
														60,300	5,886	22,824	-67,701	0,1405	0,545	-1,616
														60,350	6,941	19,148	-78,854	0,1657	0,457	-1,882
														60,400	7,801	14,938	-88,750	0,1862	0,357	-2,119
														60,450	8,435	10,273	-96,447	0,2014	0,245	-2,303
														60,500	8,828	5,294	-100,845	0,2107	0,126	-2,408
														60,550	8,965	0,188	-101,788	0,2140	0,004	-2,430
														60,600	8,847	-4,885	-100,060	0,2112	-0,117	-2,389
														60,650	8,476	-9,817	-95,662	0,2023	-0,234	-2,284
														60,700	7,865	-14,451	-88,750	0,1878	-0,345	-2,119
														60,750	7,031	-18,692	-79,954	0,1678	-0,446	-1,909
														60,800	5,996	-22,447	-69,743	0,1431	-0,536	-1,665
														60,850	4,786	-25,667	-57,334	0,1143	-0,613	-1,369
														60,900	3,429	-28,180	-40,998	0,0819	-0,673	-0,979
														60,950	1,968	-29,767	-22,777	0,0470	-0,711	-0,544
														61,000	0,452	-30,458	-5,969	0,0108	-0,727	-0,142
														61,050	-1,078	-30,364	10,839	-0,0257	-0,725	0,259
														61,100	-2,584	-29,374	29,531	-0,0617	-0,701	0,705
														61,150	-4,015	-27,410	48,223	-0,0959	-0,654	1,151
														61,200	-5,325	-24,552	64,560	-0,1271	-0,586	1,541
														61,250	-6,470	-20,954	78,069	-0,1545	-0,500	1,864
														61,300	-7,420	-16,745	90,478	-0,1772	-0,400	2,160
														61,350	-8,145	-11,907	101,945	-0,1944	-0,284	2,434
														61,400	-8,611	-6,550	109,013	-0,2056	-0,156	2,603
														61,450	-8,800	-1,005	108,856	-0,2101	-0,024	2,599
														61,500	-8,712	4,335	103,516	-0,2080	0,103	2,471
														61,550	-8,366	9,346	96,761	-0,1997	0,223	2,310
														61,600	-7,777	14,012	88,907	-0,1857	0,334	2,122
