Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
4,600	1,308	-7,893	11,781	0,0312	-0,188	0,281
4,620	1,153	-7,658	12,763	0,0275	-0,183	0,305
4,640	1,002	-7,383	13,744	0,0239	-0,176	0,328
4,660	0,858	-7,108	14,726	0,0205	-0,170	0,352
4,680	0,718	-6,794	15,708	0,0171	-0,162	0,375
4,700	0,586	-6,480	15,708	0,0140	-0,155	0,375
4,720	0,459	-6,165	16,690	0,0110	-0,147	0,398
4,740	0,339	-5,812	16,690	0,0081	-0,139	0,398
4,760	0,226	-5,498	16,690	0,0054	-0,131	0,398
4,780	0,119	-5,144	18,653	0,0029	-0,123	0,445
4,800	0,020	-4,752	19,635	4,8750E-4	-0,113	0,469
4,820	-0,071	-4,359	19,635	-0,0017	-0,104	0,469
4,840	-0,154	-3,966	19,635	-0,0037	-0,095	0,469
4,860	-0,229	-3,574	20,617	-0,0055	-0,085	0,492
4,880	-0,297	-3,142	21,598	-0,0071	-0,075	0,516
4,900	-0,355	-2,710	20,617	-0,0085	-0,065	0,492
4,920	-0,405	-2,317	20,617	-0,0097	-0,055	0,492
4,940	-0,448	-1,885	22,580	-0,0107	-0,045	0,539
4,960	-0,481	-1,414	22,580	-0,0115	-0,034	0,539
4,980	-0,504	-0,982	21,598	-0,0120	-0,023	0,516
5,000	-0,520	-0,550	21,598	-0,0124	-0,013	0,516
5,020	-0,526	-0,118	20,617	-0,0126	-0,003	0,492
5,040	-0,525	0,275	19,635	-0,0125	0,007	0,469
5,060	-0,515	0,668	19,635	-0,0123	0,016	0,469
5,080	-0,498	1,060	19,635	-0,0119	0,025	0,469
5,100	-0,473	1,453	18,653	-0,0113	0,035	0,445
5,120	-0,440	1,806	17,671	-0,0105	0,043	0,422
5,140	-0,401	2,160	18,653	-0,0096	0,052	0,445
5,160	-0,353	2,553	18,653	-0,0084	0,061	0,445
5,180	-0,298	2,906	17,671	-0,0071	0,069	0,422
5,200	-0,237	3,259	17,671	-0,0057	0,078	0,422
5,220	-0,168	3,613	16,690	-0,0040	0,086	0,398
5,240	-0,093	3,927	16,690	-0,0022	0,094	0,398
5,260	-0,011	4,280	17,671	-2,6250E-4	0,102	0,422
5,280	0,079	4,634	16,690	0,0019	0,111	0,398
5,300	0,174	4,948	14,726	0,0042	0,118	0,352
5,320	0,276	5,223	14,726	0,0066	0,125	0,352
5,340	0,383	5,537	15,708	0,0092	0,132	0,375
5,360	0,498	5,851	14,726	0,0119	0,140	0,352
5,380	0,617	6,126	13,744	0,0147	0,146	0,328
5,400	0,743	6,401	12,763	0,0177	0,153	0,305
5,420	0,873	6,637	11,781	0,0209	0,158	0,281
5,440	1,008	6,872	11,781	0,0241	0,164	0,281
5,460	1,148	7,108	11,781	0,0274	0,170	0,281
5,480	1,293	7,343	10,799	0,0309	0,175	0,258
5,500	1,442	7,540	9,817	0,0344	0,180	0,234
5,520	1,594	7,736	8,836	0,0381	0,185	0,211
5,540	1,751	7,893	7,854	0,0418	0,188	0,188
5,560	1,910	8,050	7,854	0,0456	0,192	0,188
5,580	2,073	8,207	5,890	0,0495	0,196	0,141
5,600	2,238	8,286	4,909	0,0534	0,198	0,117
5,620	2,405	8,404	6,872	0,0574	0,201	0,164
5,640	2,575	8,561	5,890	0,0615	0,204	0,141
5,660	2,747	8,639	1,963	0,0656	0,206	0,047
5,680	2,920	8,639	1,963	0,0697	0,206	0,047
5,700	3,093	8,718	2,945	0,0738	0,208	0,070
5,720	3,269	8,757	0,982	0,0780	0,209	0,023
5,740	3,443	8,757	-9,726E-12	0,0822	0,209	-2,325E-13
5,760	3,619	8,757	-0,982	0,0864	0,209	-0,023
5,780	3,793	8,718	-1,963	0,0906	0,208	-0,047
5,800	3,968	8,679	-2,945	0,0947	0,207	-0,070
5,820	4,141	8,600	-4,909	0,0989	0,205	-0,117
5,840	4,312	8,482	-4,909	0,1029	0,203	-0,117
5,860	4,480	8,404	-4,909	0,1070	0,201	-0,117
5,880	4,648	8,286	-6,872	0,1110	0,198	-0,164
5,900	4,811	8,129	-6,872	0,1149	0,194	-0,164
5,920	4,973	8,011	-7,854	0,1187	0,191	-0,187
5,940	5,132	7,815	-10,799	0,1225	0,187	-0,258
5,960	5,286	7,579	-10,799	0,1262	0,181	-0,258
5,980	5,435	7,383	-10,799	0,1298	0,176	-0,258
6,000	5,581	7,147	-11,781	0,1332	0,171	-0,281
6,020	5,721	6,912	-12,763	0,1366	0,165	-0,305
6,040	5,858	6,637	-14,726	0,1398	0,158	-0,352
6,060	5,986	6,322	-13,744	0,1429	0,151	-0,328
6,080	6,110	6,087	-14,726	0,1459	0,145	-0,352
6,100	6,230	5,733	-17,671	0,1487	0,137	-0,422
6,120	6,340	5,380	-15,708	0,1514	0,128	-0,375
6,140	6,445	5,105	-16,690	0,1539	0,122	-0,398
6,160	6,544	4,712	-19,635	0,1562	0,113	-0,469
6,180	6,633	4,320	-18,653	0,1584	0,103	-0,445
6,200	6,717	3,966	-18,653	0,1603	0,095	-0,445
6,220	6,792	3,574	-19,635	0,1621	0,085	-0,469
6,240	6,860	3,181	-20,617	0,1638	0,076	-0,492
6,260	6,919	2,749	-22,580	0,1652	0,066	-0,539
6,280	6,970	2,278	-21,598	0,1664	0,054	-0,516
6,300	7,010	1,885	-20,617	0,1674	0,045	-0,492
6,320	7,045	1,453	-22,580	0,1682	0,035	-0,539
6,340	7,069	0,982	-22,580	0,1687	0,023	-0,539
6,360	7,084	0,550	-21,598	0,1691	0,013	-0,516
6,380	7,091	0,118	-20,617	0,1693	0,003	-0,492
6,400	7,089	-0,275	-19,635	0,1692	-0,007	-0,469
6,420	7,080	-0,668	-20,617	0,1690	-0,016	-0,492
6,440	7,062	-1,100	-20,617	0,1686	-0,026	-0,492
6,460	7,036	-1,492	-18,653	0,1680	-0,036	-0,445
6,480	7,003	-1,846	-17,671	0,1672	-0,044	-0,422
6,500	6,962	-2,199	-18,653	0,1662	-0,053	-0,445
6,520	6,915	-2,592	-19,635	0,1651	-0,062	-0,469
6,540	6,858	-2,985	-17,671	0,1637	-0,071	-0,422
6,560	6,795	-3,299	-16,690	0,1622	-0,079	-0,398
6,580	6,726	-3,652	-17,671	0,1606	-0,087	-0,422
6,600	6,649	-4,006	-17,671	0,1587	-0,096	-0,422
6,620	6,566	-4,359	-16,690	0,1567	-0,104	-0,398
6,640	6,475	-4,673	-14,726	0,1546	-0,112	-0,352
6,660	6,379	-4,948	-13,744	0,1523	-0,118	-0,328
6,680	6,277	-5,223	-13,744	0,1498	-0,125	-0,328
6,700	6,170	-5,498	-13,744	0,1473	-0,131	-0,328
6,720	6,057	-5,773	-12,763	0,1446	-0,138	-0,305
6,740	5,939	-6,008	-12,763	0,1418	-0,143	-0,305
6,760	5,817	-6,283	-11,781	0,1389	-0,150	-0,281
6,780	5,688	-6,480	-9,817	0,1358	-0,155	-0,234
6,800	5,557	-6,676	-9,817	0,1327	-0,159	-0,234
6,820	5,421	-6,872	-8,836	0,1294	-0,164	-0,211
6,840	5,283	-7,029	-8,836	0,1261	-0,168	-0,211
6,860	5,140	-7,226	-7,854	0,1227	-0,172	-0,188
6,880	4,994	-7,343	-6,872	0,1192	-0,175	-0,164
6,900	4,846	-7,501	-6,872	0,1157	-0,179	-0,164
6,920	4,694	-7,618	-4,909	0,1120	-0,182	-0,117
6,940	4,541	-7,697	-3,927	0,1084	-0,184	-0,094
6,960	4,386	-7,775	-3,927	0,1047	-0,186	-0,094
6,980	4,230	-7,854	-2,945	0,1010	-0,187	-0,070
7,000	4,072	-7,893	-1,963	0,0972	-0,188	-0,047
7,020	3,914	-7,933	-1,963	0,0934	-0,189	-0,047
7,040	3,754	-7,972	-2,665E-13	0,0896	-0,190	0,000
7,060	3,596	-7,933	0,982	0,0858	-0,189	0,023
7,080	3,437	-7,933	0,982	0,0820	-0,189	0,023
7,100	3,278	-7,893	1,963	0,0783	-0,188	0,047
7,120	3,121	-7,854	1,963	0,0745	-0,187	0,047
7,140	2,964	-7,815	2,945	0,0708	-0,187	0,070
7,160	2,809	-7,736	4,909	0,0670	-0,185	0,117
7,180	2,655	-7,618	5,890	0,0634	-0,182	0,141
7,200	2,504	-7,501	5,890	0,0598	-0,179	0,141
7,220	2,355	-7,383	6,872	0,0562	-0,176	0,164
7,240	2,209	-7,226	6,872	0,0527	-0,172	0,164
7,260	2,066	-7,108	6,872	0,0493	-0,170	0,164
7,280	1,924	-6,951	9,817	0,0459	-0,166	0,234
7,300	1,788	-6,715	9,817	0,0427	-0,160	0,234
7,320	1,656	-6,558	8,836	0,0395	-0,157	0,211
7,340	1,525	-6,362	10,799	0,0364	-0,152	0,258
7,360	1,401	-6,126	11,781	0,0334	-0,146	0,281
7,380	1,280	-5,890	11,781	0,0306	-0,141	0,281
7,400	1,166	-5,655	11,781	0,0278	-0,135	0,281
7,420	1,054	-5,419	13,744	0,0252	-0,129	0,328
7,440	0,949	-5,105	14,726	0,0226	-0,122	0,352
7,460	0,850	-4,830	12,763	0,0203	-0,115	0,305
7,480	0,756	-4,595	13,744	0,0180	-0,110	0,328
7,500	0,666	-4,280	15,708	0,0159	-0,102	0,375
7,520	0,584	-3,966	15,708	0,0139	-0,095	0,375
7,540	0,507	-3,652	16,690	0,0121	-0,087	0,398
7,560	0,438	-3,299	15,708	0,0105	-0,079	0,375
7,580	0,375	-3,024	15,708	0,0090	-0,072	0,375
7,600	0,317	-2,670	17,671	0,0076	-0,064	0,422
7,620	0,269	-2,317	17,671	0,0064	-0,055	0,422
7,640	0,225	-1,963	17,671	0,0054	-0,047	0,422
7,660	0,190	-1,610	16,690	0,0045	-0,038	0,398
7,680	0,160	-1,296	17,671	0,0038	-0,031	0,422
7,700	0,138	-0,903	18,653	0,0033	-0,022	0,445
7,720	0,124	-0,550	16,690	0,0030	-0,013	0,398
7,740	0,116	-0,236	16,690	0,0028	-0,006	0,398
7,760	0,115	0,118	17,671	0,0027	0,003	0,422
7,780	0,121	0,471	16,690	0,0029	0,011	0,398
7,800	0,134	0,785	14,726	0,0032	0,019	0,352
7,820	0,152	1,060	14,726	0,0036	0,025	0,352
7,840	0,176	1,374	15,708	0,0042	0,033	0,375
7,860	0,207	1,689	13,744	0,0049	0,040	0,328
7,880	0,243	1,924	12,763	0,0058	0,046	0,305
7,900	0,284	2,199	14,726	0,0068	0,053	0,352
7,920	0,331	2,513	14,726	0,0079	0,060	0,352
7,940	0,385	2,788	12,763	0,0092	0,067	0,305
7,960	0,443	3,024	12,763	0,0106	0,072	0,305
7,980	0,506	3,299	13,744	0,0121	0,079	0,328
8,000	0,575	3,574	12,763	0,0137	0,085	0,305
8,020	0,649	3,809	12,763	0,0155	0,091	0,305
8,040	0,727	4,084	12,763	0,0174	0,097	0,305
8,060	0,812	4,320	11,781	0,0194	0,103	0,281
8,080	0,900	4,555	11,781	0,0215	0,109	0,281
8,100	0,994	4,791	10,799	0,0237	0,114	0,258
8,120	1,092	4,987	10,799	0,0261	0,119	0,258
8,140	1,194	5,223	10,799	0,0285	0,125	0,258
8,160	1,301	5,419	9,817	0,0310	0,129	0,234
8,180	1,411	5,616	9,817	0,0337	0,134	0,234
8,200	1,525	5,812	8,836	0,0364	0,139	0,211
8,220	1,643	5,969	7,854	0,0392	0,143	0,188
8,240	1,764	6,126	6,872	0,0421	0,146	0,164
8,260	1,888	6,244	6,872	0,0451	0,149	0,164
8,280	2,014	6,401	7,854	0,0481	0,153	0,187
8,300	2,144	6,558	6,872	0,0512	0,157	0,164
8,320	2,276	6,676	5,890	0,0543	0,159	0,141
8,340	2,411	6,794	3,927	0,0576	0,162	0,094
8,360	2,548	6,833	2,945	0,0608	0,163	0,070
8,380	2,684	6,912	4,909	0,0641	0,165	0,117
8,400	2,824	7,029	3,927	0,0674	0,168	0,094
8,420	2,966	7,069	1,963	0,0708	0,169	0,047
8,440	3,107	7,108	1,963	0,0742	0,170	0,047
8,460	3,250	7,147	0,982	0,0776	0,171	0,023
8,480	3,393	7,147	-7,949E-12	0,0810	0,171	-1,894E-13
