Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
21,520	-0,220	1,178	17,671	-0,0053	0,028	0,422
21,540	-0,193	1,532	16,690	-0,0046	0,037	0,398
21,560	-0,159	1,846	16,690	-0,0038	0,044	0,398
21,580	-0,119	2,199	17,671	-0,0029	0,052	0,422
21,600	-0,071	2,553	16,690	-0,0017	0,061	0,398
21,620	-0,017	2,867	16,690	-4,1250E-4	0,068	0,398
21,640	0,044	3,220	16,690	0,0010	0,077	0,398
21,660	0,112	3,534	16,690	0,0027	0,084	0,398
21,680	0,185	3,888	16,690	0,0044	0,093	0,398
21,700	0,267	4,202	14,726	0,0064	0,100	0,352
21,720	0,353	4,477	14,726	0,0084	0,107	0,352
21,740	0,446	4,791	15,708	0,0106	0,114	0,375
21,760	0,545	5,105	14,726	0,0130	0,122	0,352
21,780	0,650	5,380	13,744	0,0155	0,128	0,328
21,800	0,760	5,655	13,744	0,0181	0,135	0,328
21,820	0,877	5,930	13,744	0,0209	0,142	0,328
21,840	0,997	6,205	13,744	0,0238	0,148	0,328
21,860	1,125	6,480	11,781	0,0268	0,155	0,281
21,880	1,257	6,676	9,817	0,0300	0,159	0,234
21,900	1,392	6,872	10,799	0,0332	0,164	0,258
21,920	1,532	7,108	10,799	0,0366	0,170	0,258
21,940	1,676	7,304	8,836	0,0400	0,174	0,211
21,960	1,824	7,461	8,836	0,0435	0,178	0,211
21,980	1,974	7,658	8,836	0,0471	0,183	0,211
22,000	2,130	7,815	6,872	0,0508	0,187	0,164
22,020	2,287	7,933	5,890	0,0546	0,189	0,141
22,040	2,447	8,050	4,909	0,0584	0,192	0,117
22,060	2,609	8,129	4,909	0,0623	0,194	0,117
22,080	2,772	8,247	5,890	0,0662	0,197	0,141
22,100	2,939	8,364	3,927	0,0702	0,200	0,094
22,120	3,107	8,404	1,963	0,0742	0,201	0,047
22,140	3,275	8,443	1,963	0,0782	0,202	0,047
22,160	3,445	8,482	0,982	0,0822	0,203	0,023
22,180	3,614	8,482	0,000	0,0863	0,203	0,000
22,200	3,784	8,482	3,109E-13	0,0903	0,203	0,000
22,220	3,954	8,482	-1,963	0,0944	0,203	-0,047
22,240	4,123	8,404	-3,927	0,0984	0,201	-0,094
22,260	4,290	8,325	-2,945	0,1024	0,199	-0,070
22,280	4,456	8,286	-3,927	0,1064	0,198	-0,094
22,300	4,621	8,168	-6,872	0,1103	0,195	-0,164
22,320	4,783	8,011	-6,872	0,1142	0,191	-0,164
22,340	4,942	7,893	-6,872	0,1180	0,188	-0,164
22,360	5,099	7,736	-8,836	0,1217	0,185	-0,211
22,380	5,251	7,540	-9,817	0,1254	0,180	-0,234
22,400	5,400	7,343	-10,799	0,1289	0,175	-0,258
22,420	5,545	7,108	-10,799	0,1324	0,170	-0,258
22,440	5,685	6,912	-11,781	0,1357	0,165	-0,281
22,460	5,821	6,637	-13,744	0,1390	0,158	-0,328
22,480	5,950	6,362	-12,763	0,1420	0,152	-0,305
22,500	6,076	6,126	-14,726	0,1450	0,146	-0,352
22,520	6,195	5,773	-16,690	0,1479	0,138	-0,398
22,540	6,307	5,459	-15,708	0,1506	0,130	-0,375
22,560	6,414	5,144	-16,690	0,1531	0,123	-0,398
22,580	6,513	4,791	-17,671	0,1555	0,114	-0,422
22,600	6,605	4,438	-18,653	0,1577	0,106	-0,445
22,620	6,690	4,045	-19,635	0,1597	0,097	-0,469
22,640	6,767	3,652	-18,653	0,1615	0,087	-0,445
22,660	6,836	3,299	-19,635	0,1632	0,079	-0,469
22,680	6,899	2,867	-21,598	0,1647	0,068	-0,516
22,700	6,951	2,435	-21,598	0,1659	0,058	-0,516
22,720	6,996	2,003	-21,598	0,1670	0,048	-0,516
22,740	7,031	1,571	-21,598	0,1678	0,038	-0,516
22,760	7,059	1,139	-22,580	0,1685	0,027	-0,539
22,780	7,076	0,668	-21,598	0,1689	0,016	-0,516
22,800	7,086	0,275	-21,598	0,1692	0,007	-0,516
22,820	7,087	-0,196	-22,580	0,1692	-0,005	-0,539
22,840	7,078	-0,628	-19,635	0,1690	-0,015	-0,469
22,860	7,062	-0,982	-19,635	0,1686	-0,023	-0,469
22,880	7,039	-1,414	-21,598	0,1680	-0,034	-0,516
22,900	7,006	-1,846	-19,635	0,1672	-0,044	-0,469
22,920	6,965	-2,199	-17,671	0,1663	-0,052	-0,422
22,940	6,918	-2,553	-18,653	0,1651	-0,061	-0,445
22,960	6,863	-2,945	-18,653	0,1638	-0,070	-0,445
22,980	6,800	-3,299	-18,653	0,1623	-0,079	-0,445
23,000	6,731	-3,691	-18,653	0,1607	-0,088	-0,445
23,020	6,652	-4,045	-16,690	0,1588	-0,097	-0,398
23,040	6,569	-4,359	-15,708	0,1568	-0,104	-0,375
23,060	6,478	-4,673	-15,708	0,1546	-0,112	-0,375
23,080	6,382	-4,987	-16,690	0,1524	-0,119	-0,398
23,100	6,278	-5,341	-15,708	0,1499	-0,128	-0,375
23,120	6,169	-5,616	-13,744	0,1473	-0,134	-0,328
23,140	6,054	-5,890	-13,744	0,1445	-0,141	-0,328
23,160	5,933	-6,165	-13,744	0,1416	-0,147	-0,328
23,180	5,807	-6,440	-12,763	0,1386	-0,154	-0,305
23,200	5,675	-6,676	-10,799	0,1355	-0,159	-0,258
23,220	5,540	-6,872	-9,817	0,1323	-0,164	-0,234
23,240	5,400	-7,069	-9,817	0,1289	-0,169	-0,234
23,260	5,257	-7,265	-9,817	0,1255	-0,173	-0,234
23,280	5,110	-7,461	-8,836	0,1220	-0,178	-0,211
23,300	4,959	-7,618	-7,854	0,1184	-0,182	-0,188
23,320	4,805	-7,775	-6,872	0,1147	-0,186	-0,164
23,340	4,648	-7,893	-5,890	0,1110	-0,188	-0,141
23,360	4,489	-8,011	-5,890	0,1072	-0,191	-0,141
23,380	4,328	-8,129	-4,909	0,1033	-0,194	-0,117
23,400	4,164	-8,207	-2,945	0,0994	-0,196	-0,070
23,420	3,999	-8,247	-1,963	0,0955	-0,197	-0,047
23,440	3,834	-8,286	-1,963	0,0915	-0,198	-0,047
23,460	3,668	-8,325	-1,963	0,0876	-0,199	-0,047
23,480	3,501	-8,364	-1,847E-11	0,0836	-0,200	-4,323E-13
23,500	3,333	-8,325	1,963	0,0796	-0,199	0,047
23,520	3,168	-8,286	0,982	0,0756	-0,198	0,023
23,540	3,002	-8,286	1,963	0,0717	-0,198	0,047
23,560	2,837	-8,207	3,927	0,0677	-0,196	0,094
23,580	2,673	-8,129	4,909	0,0638	-0,194	0,117
23,600	2,512	-8,011	5,890	0,0600	-0,191	0,141
23,620	2,353	-7,893	5,890	0,0562	-0,188	0,141
23,640	2,196	-7,775	6,872	0,0524	-0,186	0,164
23,660	2,042	-7,618	7,854	0,0487	-0,182	0,188
23,680	1,891	-7,461	6,872	0,0451	-0,178	0,164
23,700	1,744	-7,343	7,854	0,0416	-0,175	0,188
23,720	1,598	-7,147	10,799	0,0381	-0,171	0,258
23,740	1,458	-6,912	11,781	0,0348	-0,165	0,281
23,760	1,321	-6,676	11,781	0,0315	-0,159	0,281
23,780	1,191	-6,440	10,799	0,0284	-0,154	0,258
23,800	1,063	-6,244	11,781	0,0254	-0,149	0,281
23,820	0,941	-5,969	14,726	0,0225	-0,143	0,352
23,840	0,825	-5,655	14,726	0,0197	-0,135	0,352
23,860	0,715	-5,380	13,744	0,0171	-0,128	0,328
23,880	0,609	-5,105	14,726	0,0145	-0,122	0,352
23,900	0,511	-4,791	15,708	0,0122	-0,114	0,375
23,920	0,418	-4,477	16,690	0,0100	-0,107	0,398
23,940	0,331	-4,123	16,690	0,0079	-0,098	0,398
23,960	0,253	-3,809	16,690	0,0060	-0,091	0,398
23,980	0,179	-3,456	17,671	0,0043	-0,083	0,422
24,000	0,115	-3,102	17,671	0,0027	-0,074	0,422
24,020	0,055	-2,749	18,653	0,0013	-0,066	0,445
24,040	0,005	-2,356	18,653	1,1250E-4	-0,056	0,445
24,060	-0,039	-2,003	18,653	-9,3750E-4	-0,048	0,445
24,080	-0,075	-1,610	19,635	-0,0018	-0,038	0,469
24,100	-0,104	-1,217	20,617	-0,0025	-0,029	0,492
24,120	-0,124	-0,785	20,617	-0,0030	-0,019	0,492
24,140	-0,135	-0,393	18,653	-0,0032	-0,009	0,445
24,160	-0,140	-0,039	17,671	-0,0033	-9,375E-4	0,422
24,180	-0,137	0,314	17,671	-0,0033	0,008	0,422
24,200	-0,127	0,668	17,671	-0,0030	0,016	0,422
24,220	-0,110	1,021	17,671	-0,0026	0,024	0,422
24,240	-0,086	1,374	16,690	-0,0021	0,033	0,398
24,260	-0,055	1,689	15,708	-0,0013	0,040	0,375
24,280	-0,019	2,003	17,671	-4,5000E-4	0,048	0,422
24,300	0,025	2,395	17,671	6,0000E-4	0,057	0,422
24,320	0,077	2,710	14,726	0,0018	0,065	0,352
24,340	0,134	2,985	15,708	0,0032	0,071	0,375
24,360	0,196	3,338	16,690	0,0047	0,080	0,398
24,380	0,267	3,652	14,726	0,0064	0,087	0,352
24,400	0,342	3,927	14,726	0,0082	0,094	0,352
24,420	0,424	4,241	15,708	0,0101	0,101	0,375
24,440	0,512	4,555	14,726	0,0122	0,109	0,352
24,460	0,606	4,830	13,744	0,0145	0,115	0,328
24,480	0,705	5,105	14,726	0,0168	0,122	0,352
24,500	0,811	5,419	13,744	0,0193	0,129	0,328
24,520	0,922	5,655	11,781	0,0220	0,135	0,281
24,540	1,037	5,890	11,781	0,0247	0,141	0,281
24,560	1,158	6,126	11,781	0,0276	0,146	0,281
24,580	1,282	6,362	10,799	0,0306	0,152	0,258
24,600	1,412	6,558	9,817	0,0337	0,157	0,234
24,620	1,544	6,754	10,799	0,0369	0,161	0,258
24,640	1,682	6,990	8,836	0,0402	0,167	0,211
24,660	1,824	7,108	6,872	0,0435	0,170	0,164
24,680	1,967	7,265	7,854	0,0469	0,173	0,188
24,700	2,114	7,422	7,854	0,0505	0,177	0,188
24,720	2,264	7,579	6,872	0,0540	0,181	0,164
24,740	2,417	7,697	4,909	0,0577	0,184	0,117
24,760	2,571	7,775	4,909	0,0614	0,186	0,117
24,780	2,728	7,893	4,909	0,0651	0,188	0,117
24,800	2,887	7,972	3,927	0,0689	0,190	0,094
24,820	3,047	8,050	2,945	0,0727	0,192	0,070
24,840	3,209	8,090	0,982	0,0766	0,193	0,023
24,860	3,371	8,090	0,982	0,0805	0,193	0,023
24,880	3,533	8,129	0,982	0,0843	0,194	0,023
24,900	3,696	8,129	-0,982	0,0882	0,194	-0,023
24,920	3,858	8,090	-0,982	0,0921	0,193	-0,023
24,940	4,020	8,090	-0,982	0,0960	0,193	-0,023
24,960	4,181	8,050	-3,927	0,0998	0,192	-0,094
24,980	4,342	7,933	-4,909	0,1036	0,189	-0,117
25,000	4,499	7,854	-3,927	0,1074	0,188	-0,094
25,020	4,656	7,775	-5,890	0,1111	0,186	-0,141
25,040	4,810	7,618	-7,854	0,1148	0,182	-0,188
25,060	4,961	7,461	-7,854	0,1184	0,178	-0,188
25,080	5,108	7,304	-7,854	0,1219	0,174	-0,188
25,100	5,253	7,147	-8,836	0,1254	0,171	-0,211
25,120	5,394	6,951	-10,799	0,1288	0,166	-0,258
25,140	5,531	6,715	-11,781	0,1320	0,160	-0,281
25,160	5,663	6,480	-11,781	0,1352	0,155	-0,281
25,180	5,790	6,244	-12,763	0,1382	0,149	-0,305
25,200	5,912	5,969	-13,744	0,1412	0,143	-0,328
25,220	6,029	5,694	-14,726	0,1439	0,136	-0,352
25,240	6,140	5,380	-15,708	0,1466	0,128	-0,375
25,260	6,244	5,066	-14,726	0,1491	0,121	-0,352
25,280	6,343	4,791	-15,708	0,1514	0,114	-0,375
25,300	6,436	4,438	-17,671	0,1536	0,106	-0,422
25,320	6,520	4,084	-17,671	0,1557	0,098	-0,422
25,340	6,599	3,731	-17,671	0,1575	0,089	-0,422
25,360	6,670	3,377	-18,653	0,1592	0,081	-0,445
25,380	6,734	2,985	-19,635	0,1608	0,071	-0,469
25,400	6,789	2,592	-19,635	0,1621	0,062	-0,469
25,420	6,838	2,199	-20,617	0,1632	0,053	-0,492
25,440	6,877	1,767	-20,617	0,1642	0,042	-0,492
25,460	6,908	1,374	-20,617	0,1649	0,033	-0,492
25,480	6,932	0,942	-21,598	0,1655	0,022	-0,516
25,500	6,946	0,511	-20,617	0,1658	0,012	-0,492
25,520	6,952	0,118	-20,617	0,1660	0,003	-0,492
25,540	6,951	-0,314	-20,617	0,1659	-0,008	-0,492
25,560	6,940	-0,707	-19,635	0,1657	-0,017	-0,469
25,580	6,923	-1,100	-19,635	0,1653	-0,026	-0,469
25,600	6,896	-1,492	-17,671	0,1646	-0,036	-0,422
25,620	6,863	-1,806	-17,671	0,1638	-0,043	-0,422
25,640	6,824	-2,199	-19,635	0,1629	-0,053	-0,469
25,660	6,775	-2,592	-17,671	0,1617	-0,062	-0,422
25,680	6,720	-2,906	-16,690	0,1604	-0,069	-0,398
25,700	6,659	-3,259	-17,671	0,1590	-0,078	-0,422
25,720	6,589	-3,613	-16,690	0,1573	-0,086	-0,398
25,740	6,514	-3,927	-15,708	0,1555	-0,094	-0,375
25,760	6,432	-4,241	-14,726	0,1536	-0,101	-0,352
25,780	6,344	-4,516	-14,726	0,1515	-0,108	-0,352
25,800	6,252	-4,830	-15,708	0,1492	-0,115	-0,375
25,820	6,151	-5,144	-13,744	0,1468	-0,123	-0,328
25,840	6,046	-5,380	-12,763	0,1443	-0,128	-0,305
25,860	5,936	-5,655	-13,744	0,1417	-0,135	-0,328
25,880	5,820	-5,930	-11,781	0,1389	-0,142	-0,281
25,900	5,699	-6,126	-10,799	0,1360	-0,146	-0,258
25,920	5,575	-6,362	-11,781	0,1331	-0,152	-0,281
25,940	5,444	-6,597	-9,817	0,1300	-0,158	-0,234
25,960	5,311	-6,754	-7,854	0,1268	-0,161	-0,188
25,980	5,174	-6,912	-8,836	0,1235	-0,165	-0,211
26,000	5,034	-7,108	-8,836	0,1202	-0,170	-0,211
26,020	4,890	-7,265	-7,854	0,1167	-0,173	-0,188
26,040	4,744	-7,422	-6,872	0,1133	-0,177	-0,164
26,060	4,593	-7,540	-4,909	0,1096	-0,180	-0,117
26,080	4,442	-7,618	-3,927	0,1060	-0,182	-0,094
26,100	4,288	-7,697	-3,927	0,1024	-0,184	-0,094
26,120	4,134	-7,775	-3,927	0,0987	-0,186	-0,094
26,140	3,977	-7,854	-2,945	0,0949	-0,188	-0,070
26,160	3,820	-7,893	-1,963	0,0912	-0,188	-0,047
26,180	3,662	-7,933	-0,982	0,0874	-0,189	-0,023
26,200	3,503	-7,933	0,000	0,0836	-0,189	0,000
26,220	3,344	-7,933	0,982	0,0798	-0,189	0,023
26,240	3,186	-7,893	1,963	0,0760	-0,188	0,047
26,260	3,028	-7,854	1,963	0,0723	-0,187	0,047
26,280	2,871	-7,815	2,945	0,0685	-0,187	0,070
26,300	2,716	-7,736	4,909	0,0648	-0,185	0,117
26,320	2,562	-7,618	4,909	0,0612	-0,182	0,117
26,340	2,411	-7,540	4,909	0,0576	-0,180	0,117
26,360	2,260	-7,422	6,872	0,0540	-0,177	0,164
26,380	2,114	-7,265	6,872	0,0505	-0,173	0,164
26,400	1,970	-7,147	7,854	0,0470	-0,171	0,188
26,420	1,828	-6,951	8,836	0,0436	-0,166	0,211
26,440	1,692	-6,794	7,854	0,0404	-0,162	0,188
26,460	1,557	-6,637	9,817	0,0372	-0,158	0,234
26,480	1,426	-6,401	11,781	0,0340	-0,153	0,281
26,500	1,301	-6,165	11,781	0,0310	-0,147	0,281
26,520	1,180	-5,930	11,781	0,0282	-0,142	0,281
26,540	1,063	-5,694	11,781	0,0254	-0,136	0,281
26,560	0,952	-5,459	12,763	0,0227	-0,130	0,305
26,580	0,845	-5,184	13,744	0,0202	-0,124	0,328
26,600	0,745	-4,909	14,726	0,0178	-0,117	0,352
26,620	0,649	-4,595	15,708	0,0155	-0,110	0,375
26,640	0,561	-4,280	15,708	0,0134	-0,102	0,375
26,660	0,478	-3,966	15,708	0,0114	-0,095	0,375
26,680	0,402	-3,652	15,708	0,0096	-0,087	0,375
26,700	0,331	-3,338	16,690	0,0079	-0,080	0,398
26,720	0,269	-2,985	17,671	0,0064	-0,071	0,422
26,740	0,212	-2,631	17,671	0,0051	-0,063	0,422
26,760	0,163	-2,278	17,671	0,0039	-0,054	0,422
26,780	0,121	-1,924	18,653	0,0029	-0,046	0,445
26,800	0,086	-1,532	18,653	0,0021	-0,037	0,445
26,820	0,060	-1,178	17,671	0,0014	-0,028	0,422
26,840	0,039	-0,825	18,653	9,3750E-4	-0,020	0,445
26,860	0,027	-0,432	18,653	6,3750E-4	-0,010	0,445
26,880	0,022	-0,079	17,671	5,2500E-4	-0,002	0,422
26,900	0,024	0,275	17,671	5,6250E-4	0,007	0,422
26,920	0,033	0,628	16,690	7,8750E-4	0,015	0,398
26,940	0,049	0,942	14,726	0,0012	0,022	0,352
26,960	0,071	1,217	14,726	0,0017	0,029	0,352
26,980	0,097	1,532	15,708	0,0023	0,037	0,375
27,000	0,132	1,846	15,708	0,0031	0,044	0,375
27,020	0,171	2,160	15,708	0,0041	0,052	0,375
27,040	0,218	2,474	13,744	0,0052	0,059	0,328
27,060	0,270	2,710	13,744	0,0064	0,065	0,328
27,080	0,327	3,024	16,690	0,0078	0,072	0,398
27,100	0,391	3,377	14,726	0,0093	0,081	0,352
27,120	0,462	3,613	12,763	0,0110	0,086	0,305
27,140	0,536	3,888	14,726	0,0128	0,093	0,352
27,160	0,617	4,202	13,744	0,0147	0,100	0,328
27,180	0,704	4,438	12,763	0,0168	0,106	0,305
27,200	0,795	4,712	13,744	0,0190	0,113	0,328
27,220	0,892	4,987	11,781	0,0213	0,119	0,281
27,240	0,994	5,184	10,799	0,0237	0,124	0,258
27,260	1,100	5,419	12,763	0,0262	0,129	0,305
27,280	1,211	5,694	11,781	0,0289	0,136	0,281
27,300	1,327	5,890	8,836	0,0317	0,141	0,211
27,320	1,447	6,048	9,817	0,0345	0,144	0,234
27,340	1,569	6,283	10,799	0,0375	0,150	0,258
27,360	1,698	6,480	8,836	0,0405	0,155	0,211
27,380	1,828	6,637	7,854	0,0436	0,158	0,188
27,400	1,963	6,794	7,854	0,0469	0,162	0,187
27,420	2,100	6,951	7,854	0,0501	0,166	0,187
27,440	2,242	7,108	5,890	0,0535	0,170	0,141
27,460	2,384	7,186	4,909	0,0569	0,172	0,117
27,480	2,529	7,304	5,890	0,0604	0,174	0,141
27,500	2,677	7,422	4,909	0,0639	0,177	0,117
27,520	2,826	7,501	3,927	0,0675	0,179	0,094
27,540	2,977	7,579	3,927	0,0711	0,181	0,094
27,560	3,129	7,658	2,945	0,0747	0,183	0,070
27,580	3,283	7,697	0,982	0,0784	0,184	0,023
27,600	3,437	7,697	1,710E-11	0,0820	0,184	4,080E-13
27,620	3,591	7,697	0,982	0,0857	0,184	0,023
27,640	3,745	7,736	0,982	0,0894	0,185	0,023
27,660	3,900	7,736	-1,963	0,0931	0,185	-0,047
27,680	4,054	7,658	-3,927	0,0968	0,183	-0,094
27,700	4,207	7,579	-2,945	0,1004	0,181	-0,070
27,720	4,357	7,540	-2,945	0,1040	0,180	-0,070
27,740	4,508	7,461	-4,909	0,1076	0,178	-0,117
27,760	4,656	7,343	-5,890	0,1111	0,175	-0,141
27,780	4,802	7,226	-6,872	0,1146	0,172	-0,164
27,800	4,945	7,069	-7,854	0,1181	0,169	-0,187
27,820	5,085	6,912	-8,836	0,1214	0,165	-0,211
27,840	5,221	6,715	-8,836	0,1246	0,160	-0,211
27,860	5,353	6,558	-8,836	0,1278	0,157	-0,211
27,880	5,484	6,362	-10,799	0,1309	0,152	-0,258
27,900	5,608	6,126	-11,781	0,1339	0,146	-0,281
27,920	5,729	5,890	-12,763	0,1368	0,141	-0,305
27,940	5,843	5,616	-13,744	0,1395	0,134	-0,328
27,960	5,953	5,341	-12,763	0,1421	0,128	-0,305
27,980	6,057	5,105	-12,763	0,1446	0,122	-0,305
28,000	6,158	4,830	-15,708	0,1470	0,115	-0,375
28,020	6,250	4,477	-16,690	0,1492	0,107	-0,398
28,040	6,337	4,163	-15,708	0,1513	0,099	-0,375
28,060	6,417	3,848	-16,690	0,1532	0,092	-0,398
28,080	6,491	3,495	-17,671	0,1550	0,083	-0,422
28,100	6,557	3,142	-17,671	0,1565	0,075	-0,422
28,120	6,616	2,788	-18,653	0,1580	0,067	-0,445
28,140	6,668	2,395	-19,635	0,1592	0,057	-0,469
28,160	6,712	2,003	-18,653	0,1602	0,048	-0,445
28,180	6,748	1,649	-18,653	0,1611	0,039	-0,445
28,200	6,778	1,257	-20,617	0,1618	0,030	-0,492
28,220	6,798	0,825	-20,617	0,1623	0,020	-0,492
28,240	6,811	0,432	-18,653	0,1626	0,010	-0,445
28,260	6,816	0,079	-18,653	0,1627	0,002	-0,445
28,280	6,814	-0,314	-20,617	0,1627	-0,008	-0,492
28,300	6,803	-0,746	-19,635	0,1624	-0,018	-0,469
28,320	6,784	-1,100	-16,690	0,1620	-0,026	-0,398
28,340	6,759	-1,414	-16,690	0,1614	-0,034	-0,398
28,360	6,728	-1,767	-18,653	0,1606	-0,042	-0,445
28,380	6,688	-2,160	-17,671	0,1597	-0,052	-0,422
28,400	6,641	-2,474	-15,708	0,1585	-0,059	-0,375
28,420	6,589	-2,788	-16,690	0,1573	-0,067	-0,398
28,440	6,530	-3,142	-15,708	0,1559	-0,075	-0,375
28,460	6,464	-3,416	-14,726	0,1543	-0,082	-0,352
28,480	6,393	-3,731	-16,690	0,1526	-0,089	-0,398
28,500	6,315	-4,084	-15,708	0,1508	-0,098	-0,375
28,520	6,230	-4,359	-12,763	0,1487	-0,104	-0,305
28,540	6,140	-4,595	-12,763	0,1466	-0,110	-0,305
28,560	6,046	-4,869	-13,744	0,1443	-0,116	-0,328
28,580	5,945	-5,144	-12,763	0,1419	-0,123	-0,305
28,600	5,840	-5,380	-11,781	0,1394	-0,128	-0,281
28,620	5,730	-5,616	-11,781	0,1368	-0,134	-0,281
28,640	5,616	-5,851	-10,799	0,1341	-0,140	-0,258
28,660	5,496	-6,048	-9,817	0,1312	-0,144	-0,234
28,680	5,374	-6,244	-10,799	0,1283	-0,149	-0,258
28,700	5,246	-6,480	-9,817	0,1252	-0,155	-0,234
28,720	5,115	-6,637	-6,872	0,1221	-0,158	-0,164
28,740	4,981	-6,754	-7,854	0,1189	-0,161	-0,188
28,760	4,844	-6,951	-8,836	0,1157	-0,166	-0,211
28,780	4,703	-7,108	-5,890	0,1123	-0,170	-0,141
28,800	4,560	-7,186	-3,927	0,1089	-0,172	-0,094
28,820	4,416	-7,265	-4,909	0,1054	-0,173	-0,117
28,840	4,269	-7,383	-4,909	0,1019	-0,176	-0,117
28,860	4,120	-7,461	-2,945	0,0984	-0,178	-0,070
28,880	3,971	-7,501	-2,945	0,0948	-0,179	-0,070
28,900	3,820	-7,579	-2,945	0,0912	-0,181	-0,070
28,920	3,668	-7,618	-0,982	0,0876	-0,182	-0,023
28,940	3,515	-7,618	0,982	0,0839	-0,182	0,023
28,960	3,363	-7,579	0,982	0,0803	-0,181	0,023
28,980	3,212	-7,579	0,982	0,0767	-0,181	0,023
29,000	3,060	-7,540	1,963	0,0730	-0,180	0,047
29,020	2,911	-7,501	1,963	0,0695	-0,179	0,047
29,040	2,760	-7,461	3,927	0,0659	-0,178	0,094
29,060	2,612	-7,343	4,909	0,0624	-0,175	0,117
29,080	2,466	-7,265	4,909	0,0589	-0,173	0,117
29,100	2,322	-7,147	5,890	0,0554	-0,171	0,141
29,120	2,180	-7,029	5,890	0,0520	-0,168	0,141
29,140	2,040	-6,912	6,872	0,0487	-0,165	0,164
29,160	1,904	-6,754	8,836	0,0454	-0,161	0,211
29,180	1,770	-6,558	8,836	0,0423	-0,157	0,211
29,200	1,641	-6,401	7,854	0,0392	-0,153	0,188
29,220	1,514	-6,244	9,817	0,0361	-0,149	0,234
29,240	1,392	-6,008	11,781	0,0332	-0,143	0,281
29,260	1,274	-5,773	11,781	0,0304	-0,138	0,281
29,280	1,161	-5,537	10,799	0,0277	-0,132	0,258
29,300	1,052	-5,341	11,781	0,0251	-0,128	0,281
29,320	0,947	-5,066	13,744	0,0226	-0,121	0,328
29,340	0,850	-4,791	13,744	0,0203	-0,114	0,328
29,360	0,756	-4,516	14,726	0,0180	-0,108	0,352
29,380	0,669	-4,202	14,726	0,0160	-0,100	0,352
29,400	0,587	-3,927	14,726	0,0140	-0,094	0,352
29,420	0,512	-3,613	15,708	0,0122	-0,086	0,375
29,440	0,443	-3,299	15,708	0,0106	-0,079	0,375
29,460	0,380	-2,985	15,708	0,0091	-0,071	0,375
29,480	0,324	-2,670	16,690	0,0077	-0,064	0,398
29,500	0,273	-2,317	18,653	0,0065	-0,055	0,445
29,520	0,231	-1,924	18,653	0,0055	-0,046	0,445
29,540	0,196	-1,571	17,671	0,0047	-0,038	0,422
29,560	0,168	-1,217	17,671	0,0040	-0,029	0,422
29,580	0,148	-0,864	17,671	0,0035	-0,021	0,422
29,600	0,134	-0,511	17,671	0,0032	-0,012	0,422
29,620	0,127	-0,157	17,671	0,0030	-0,004	0,422
29,640	0,127	0,196	17,671	0,0030	0,005	0,422
29,660	0,135	0,550	15,708	0,0032	0,013	0,375
29,680	0,149	0,825	13,744	0,0036	0,020	0,328
29,700	0,168	1,100	14,726	0,0040	0,026	0,352
29,720	0,193	1,414	15,708	0,0046	0,034	0,375
29,740	0,225	1,728	14,726	0,0054	0,041	0,352
29,760	0,262	2,003	13,744	0,0063	0,048	0,328
29,780	0,305	2,278	14,726	0,0073	0,054	0,352
29,800	0,353	2,592	15,708	0,0084	0,062	0,375
29,820	0,408	2,906	14,726	0,0097	0,069	0,352
29,840	0,470	3,181	12,763	0,0112	0,076	0,305
29,860	0,536	3,416	12,763	0,0128	0,082	0,305
29,880	0,606	3,691	13,744	0,0145	0,088	0,328
29,900	0,683	3,966	13,744	0,0163	0,095	0,328
29,920	0,765	4,241	12,763	0,0183	0,101	0,305
29,940	0,853	4,477	11,781	0,0204	0,107	0,281
29,960	0,944	4,712	12,763	0,0225	0,113	0,305
29,980	1,041	4,987	12,763	0,0249	0,119	0,305
30,000	1,144	5,223	11,781	0,0273	0,125	0,281
30,020	1,250	5,459	10,799	0,0298	0,130	0,258
30,040	1,362	5,655	9,817	0,0325	0,135	0,234
30,060	1,477	5,851	9,817	0,0352	0,140	0,234
30,080	1,596	6,048	8,836	0,0381	0,144	0,211
30,100	1,718	6,205	8,836	0,0410	0,148	0,211
30,120	1,844	6,401	9,817	0,0440	0,153	0,234
30,140	1,974	6,597	7,854	0,0471	0,157	0,188
30,160	2,108	6,715	5,890	0,0503	0,160	0,141
30,180	2,243	6,833	6,872	0,0535	0,163	0,164
30,200	2,381	6,990	7,854	0,0568	0,167	0,188
30,220	2,523	7,147	5,890	0,0602	0,171	0,141
30,240	2,667	7,226	2,945	0,0637	0,172	0,070
30,260	2,812	7,265	3,927	0,0671	0,173	0,094
30,280	2,958	7,383	4,909	0,0706	0,176	0,117
30,300	3,107	7,461	1,963	0,0742	0,178	0,047
30,320	3,256	7,461	0,982	0,0777	0,178	0,023
30,340	3,405	7,501	1,963	0,0813	0,179	0,047
30,360	3,556	7,540	0,982	0,0849	0,180	0,023
30,380	3,707	7,540	0,000	0,0885	0,180	0,000
30,400	3,858	7,540	-0,982	0,0921	0,180	-0,023
30,420	4,009	7,501	-1,963	0,0957	0,179	-0,047
30,440	4,158	7,461	-2,945	0,0993	0,178	-0,070
