"Messung #1","Messung #1",
"Ordnung","winkel gelb 1","winkel gelb 2"
0,0,0
1,20.4333333333333,20.4
2,44.5833333333333,44.5166666666667
-1,-20.3,-20.2666666666666
-2,-43.65,-43.5833333333333
