Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
629.850				1.418	-13.273	-176.401	0.0339	-0.317	-4.211	
629.900				0.423	-16.540	96.133	0.0101	-0.395	2.295	-16.1
629.950				-0.236	-3.660	286.199	-0.0056	-0.087	6.833	
630.000	141.62	99.27	42.35	0.057	12.079	196.664	0.0014	0.288	4.695	-16.1
630.050				0.972	16.006	-52.150	0.0232	0.382	-1.245	
630.100				1.657	6.864	-241.589	0.0396	0.164	-5.767	-16.1
630.150				1.659	-8.152	-242.374	0.0396	-0.195	-5.786	
630.200	111.75	99.27	12.48	0.842	-17.373	-19.792	0.0201	-0.415	-0.473	-16.1
630.250				-0.079	-10.132	241.117	-0.0019	-0.242	5.756	
630.300				-0.171	6.739	264.208	-0.0041	0.161	6.307	-16.2
630.350				0.595	16.289	48.381	0.0142	0.389	1.155	
630.400	170.20	99.27	70.93	1.458	11.577	-184.883	0.0348	0.276	-4.414	-16.2
630.450				1.753	-2.199	-269.235	0.0419	-0.053	-6.428	
630.500				1.238	-15.347	-127.235	0.0296	-0.366	-3.038	-16.2
630.550				0.218	-14.923	153.938	0.0052	-0.356	3.675	
630.600	123.32	99.27	24.05	-0.254	0.047	290.440	-0.0061	0.001	6.934	-16.2
630.650				0.223	14.121	149.226	0.0053	0.337	3.563	
630.700				1.158	14.970	-101.631	0.0276	0.357	-2.426	-16.2
630.750				1.720	3.958	-258.396	0.0411	0.094	-6.169	
630.800	130.06	99.27	30.80	1.554	-10.870	-212.058	0.0371	-0.259	-5.062	-16.2
630.850				0.633	-17.247	37.071	0.0151	-0.412	0.885	
630.900				-0.171	-7.163	266.093	-0.0041	-0.171	6.353	-16.2
630.950				-0.083	9.362	235.463	-0.0020	0.224	5.621	
631.000	167.38	99.27	68.11	0.765	16.383	3.142	0.0183	0.391	0.075	-16.2
631.050				1.555	9.676	-211.429	0.0371	0.231	-5.047	
631.100				1.733	-4.760	-262.166	0.0414	-0.114	-6.259	-16.3
631.150				1.079	-16.540	-84.509	0.0258	-0.395	-2.018	
631.200	97.96	99.27	-1.31	0.079	-13.210	193.679	0.0019	-0.315	4.624	-16.3
631.250				-0.242	2.827	284.471	-0.0058	0.067	6.791	
631.300				0.361	15.237	110.270	0.0086	0.364	2.632	-16.3
631.350				1.282	13.854	-135.089	0.0306	0.331	-3.225	
631.400	151.65	99.27	52.38	1.747	1.728	-265.936	0.0417	0.041	-6.349	-16.3
631.450				1.455	-12.739	-185.197	0.0347	-0.304	-4.421	
631.500				0.473	-16.792	81.839	0.0113	-0.401	1.954	-16.3
631.550				-0.225	-4.555	282.272	-0.0054	-0.109	6.739	
631.600	152.75	99.27	53.49	0.017	11.435	207.031	4.1250E-4	0.273	4.942	-16.3
631.650				0.919	16.148	-37.856	0.0219	0.385	-0.904	
631.700				1.632	7.650	-232.949	0.0390	0.183	-5.561	-16.3
631.750				1.684	-7.147	-248.186	0.0402	-0.171	-5.925	
631.800	104.84	99.26	5.57	0.917	-17.169	-40.369	0.0219	-0.410	-0.964	-16.3
631.850				-0.033	-11.184	227.451	-7.8750E-4	-0.267	5.430	
631.900				-0.201	5.576	273.005	-0.0048	0.133	6.517	-16.3
631.950				0.525	16.116	67.387	0.0125	0.385	1.609	
632.000	166.50	99.27	67.23	1.411	12.315	-172.002	0.0337	0.294	-4.106	-16.3
632.050				1.756	-1.084	-270.334	0.0419	-0.026	-6.454	
632.100				1.302	-14.718	-144.670	0.0311	-0.351	-3.454	-16.4
632.150				0.284	-15.551	135.403	0.0068	-0.371	3.232	
632.200	102.91	99.27	3.65	-0.253	-1.178	291.069	-0.0060	-0.028	6.949	-16.4
632.250				0.167	13.556	165.719	0.0040	0.324	3.956	
632.300				1.103	15.394	-87.179	0.0263	0.367	-2.081	-16.4
632.350				1.706	4.838	-255.569	0.0407	0.115	-6.101	
632.400	118.55	99.27	19.29	1.587	-10.163	-222.111	0.0379	-0.243	-5.303	-16.4
632.450				0.690	-17.373	21.991	0.0165	-0.415	0.525	
632.500				-0.151	-7.964	261.381	-0.0036	-0.190	6.240	-16.4
632.550				-0.107	8.765	243.945	-0.0025	0.209	5.824	
632.600	144.45	99.27	45.18	0.726	16.431	13.352	0.0173	0.392	0.319	-16.4
632.650				1.536	10.100	-207.345	0.0367	0.241	-4.950	
632.700				1.736	-4.304	-264.679	0.0414	-0.103	-6.319	-16.4
632.750				1.106	-16.368	-92.049	0.0264	-0.391	-2.198	
632.800	98.00	99.26	-1.27	0.099	-13.509	188.496	0.0024	-0.322	4.500	-16.4
632.850				-0.245	2.482	286.828	-0.0058	0.059	6.847	
632.900				0.347	15.174	114.982	0.0083	0.362	2.745	-16.5
632.950				1.272	13.980	-133.361	0.0304	0.334	-3.184	
633.000	138.14	99.27	38.88	1.745	1.838	-267.193	0.0417	0.044	-6.379	-16.5
633.050				1.456	-12.739	-186.611	0.0348	-0.304	-4.455	
633.100				0.471	-16.823	82.467	0.0113	-0.402	1.969	-16.5
633.150				-0.226	-4.492	283.529	-0.0054	-0.107	6.769	
633.200	125.73	99.27	26.47	0.022	11.530	206.560	5.2500E-4	0.275	4.931	-16.5
633.250				0.927	16.164	-40.055	0.0221	0.386	-0.956	
633.300				1.638	7.524	-235.934	0.0391	0.180	-5.632	-16.5
633.350				1.679	-7.430	-247.872	0.0401	-0.177	-5.917	
633.400	99.20	99.26	-0.06	0.895	-17.263	-34.558	0.0214	-0.412	-0.825	-16.5
633.450				-0.047	-10.886	231.850	-0.0011	-0.260	5.535	
633.500				-0.193	5.922	270.491	-0.0046	0.141	6.458	-16.5
633.550				0.545	16.164	61.732	0.0130	0.386	1.474	
633.600	168.95	99.27	69.68	1.423	12.095	-174.830	0.0340	0.289	-4.174	-16.5
633.650				1.755	-1.319	-268.921	0.0419	-0.031	-6.420	
633.700				1.291	-14.797	-141.215	0.0308	-0.353	-3.371	-16.5
633.750				0.275	-15.441	137.288	0.0066	-0.369	3.278	
633.800	110.23	99.26	10.97	-0.253	-1.068	289.498	-0.0060	-0.025	6.911	-16.6
633.850				0.168	13.509	164.148	0.0040	0.323	3.919	
633.900				1.098	15.347	-85.451	0.0262	0.366	-2.040	-16.6
633.950				1.703	4.964	-252.898	0.0407	0.118	-6.038	
634.000	108.51	99.26	9.25	1.594	-9.943	-223.210	0.0381	-0.237	-5.329	-16.6
634.050				0.708	-17.357	16.650	0.0169	-0.414	0.397	
634.100				-0.141	-8.278	257.611	-0.0034	-0.198	6.150	-16.6
634.150				-0.119	8.404	246.929	-0.0028	0.201	5.895	
634.200	156.28	99.27	57.02	0.699	16.415	20.263	0.0167	0.392	0.484	-16.6
634.250				1.522	10.430	-202.476	0.0363	0.249	-4.834	
634.300				1.742	-3.833	-265.622	0.0416	-0.091	-6.341	-16.6
634.350				1.139	-16.132	-100.688	0.0272	-0.385	-2.404	
634.400	100.38	99.27	1.12	0.129	-13.902	179.385	0.0031	-0.332	4.283	-16.6
634.450				-0.251	1.806	287.613	-0.0060	0.043	6.866	
634.500				0.309	14.860	124.721	0.0074	0.355	2.978	-16.6
634.550				1.235	14.279	-122.679	0.0295	0.341	-2.929	
634.600	164.67	99.26	65.41	1.737	2.592	-263.423	0.0415	0.062	-6.289	-16.7
634.650				1.494	-12.064	-196.193	0.0357	-0.288	-4.684	
634.700				0.531	-17.027	65.502	0.0127	-0.407	1.564	-16.7
634.750				-0.209	-5.513	277.874	-0.0050	-0.132	6.634	
634.800	136.40	99.27	37.14	-0.020	10.760	218.027	-4.8750E-4	0.257	5.205	-16.7
634.850				0.867	16.289	-24.347	0.0207	0.389	-0.581	
634.900				1.608	8.325	-227.766	0.0384	0.199	-5.438	-16.7
634.950				1.700	-6.487	-254.155	0.0406	-0.155	-6.068	
635.000	115.96	99.26	16.70	0.960	-17.090	-52.150	0.0229	-0.408	-1.245	-16.7
635.050				-0.009	-11.702	221.011	-2.2500E-4	-0.279	5.276	
635.100				-0.210	5.011	276.775	-0.0050	0.120	6.607	-16.7
635.150				0.492	15.975	76.184	0.0117	0.381	1.819	
635.200	170.69	99.27	71.42	1.387	12.629	-165.248	0.0331	0.302	-3.945	-16.7
635.250				1.755	-0.550	-270.020	0.0419	-0.013	-6.446	
635.300				1.332	-14.373	-152.682	0.0318	-0.343	-3.645	-16.7
635.350				0.317	-15.818	125.821	0.0076	-0.378	3.004	
635.400	119.16	99.26	19.89	-0.250	-1.791	290.440	-0.0060	-0.043	6.934	-16.8
635.450				0.138	13.226	173.573	0.0033	0.316	4.144	
635.500				1.073	15.567	-79.168	0.0256	0.372	-1.890	-16.8
635.550				1.695	5.309	-252.898	0.0405	0.127	-6.037	
635.600	134.25	99.26	34.99	1.604	-9.723	-227.137	0.0383	-0.232	-5.422	-16.8
635.650				0.723	-17.404	12.723	0.0173	-0.415	0.304	
635.700				-0.137	-8.451	257.140	-0.0033	-0.202	6.139	-16.8
635.750				-0.123	8.310	248.657	-0.0029	0.198	5.936	
635.800	165.51	99.27	66.24	0.694	16.415	21.677	0.0166	0.392	0.517	-16.8
635.850				1.519	10.477	-202.633	0.0363	0.250	-4.837	
635.900				1.742	-3.848	-266.721	0.0416	-0.092	-6.367	-16.8
635.950				1.134	-16.195	-99.903	0.0271	-0.387	-2.385	
636.000	98.45	99.26	-0.81	0.123	-13.839	181.584	0.0029	-0.330	4.335	-16.8
636.050				-0.250	1.963	288.241	-0.0060	0.047	6.881	
636.100				0.319	14.985	122.522	0.0076	0.358	2.925	-16.8
636.150				1.249	14.216	-127.392	0.0298	0.339	-3.041	
636.200	153.71	99.27	54.45	1.740	2.246	-266.407	0.0416	0.054	-6.360	-16.8
636.250				1.473	-12.425	-191.637	0.0352	-0.297	-4.575	
636.300				0.498	-16.917	74.770	0.0119	-0.404	1.785	-16.9
636.350				-0.218	-4.948	281.173	-0.0052	-0.118	6.712	
636.400	151.01	99.27	51.74	0.003	11.200	211.744	7.5000E-5	0.267	5.055	-16.9
636.450				0.902	16.226	-33.458	0.0215	0.387	-0.799	
636.500				1.626	7.854	-232.478	0.0388	0.187	-5.550	-16.9
636.550				1.687	-7.021	-250.228	0.0403	-0.168	-5.974	
636.600	105.42	99.26	6.16	0.924	-17.169	-42.254	0.0221	-0.410	-1.009	-16.9
636.650				-0.030	-11.247	226.509	-7.1250E-4	-0.268	5.408	
636.700				-0.201	5.482	273.005	-0.0048	0.131	6.518	-16.9
636.750				0.518	16.054	68.958	0.0124	0.383	1.646	
636.800	167.16	99.27	67.89	1.404	12.378	-169.489	0.0335	0.295	-4.046	-16.9
636.850				1.756	-0.895	-269.235	0.0419	-0.021	-6.427	
636.900				1.315	-14.546	-147.812	0.0314	-0.347	-3.529	-16.9
636.950				0.302	-15.677	130.062	0.0072	-0.374	3.105	
637.000	102.15	99.26	2.89	-0.253	-1.539	289.655	-0.0060	-0.037	6.915	-16.9
637.050				0.148	13.289	169.960	0.0035	0.317	4.057	
637.100				1.076	15.457	-79.954	0.0257	0.369	-1.909	-17.0
637.150				1.693	5.294	-251.013	0.0404	0.126	-5.993	
637.200	120.90	99.26	21.64	1.605	-9.645	-226.666	0.0383	-0.230	-5.411	-17.0
637.250				0.729	-17.373	10.681	0.0174	-0.415	0.255	
637.300				-0.132	-8.577	255.255	-0.0031	-0.205	6.094	-17.0
637.350				-0.129	8.152	249.914	-0.0031	0.195	5.966	
637.400	141.77	99.27	42.50	0.683	16.415	24.347	0.0163	0.392	0.581	-17.0
637.450				1.513	10.587	-200.120	0.0361	0.253	-4.778	
637.500				1.742	-3.597	-265.779	0.0416	-0.086	-6.345	-17.0
637.550				1.153	-15.991	-104.615	0.0275	-0.382	-2.498	
637.600	97.68	99.26	-1.59	0.143	-14.059	174.673	0.0034	-0.336	4.170	-17.0
637.650				-0.253	1.477	287.613	-0.0060	0.035	6.866	
637.700				0.291	14.703	129.434	0.0069	0.351	3.090	-17.0
637.750				1.217	14.420	-117.967	0.0291	0.344	-2.816	
637.800	142.02	99.27	42.75	1.733	2.906	-262.480	0.0414	0.069	-6.266	-17.0
637.850				1.508	-11.828	-200.120	0.0360	-0.282	-4.777	
637.900				0.550	-17.106	60.004	0.0131	-0.408	1.432	-17.0
637.950				-0.203	-5.828	276.146	-0.0048	-0.139	6.593	
638.000	122.13	99.27	22.86	-0.033	10.509	221.640	-7.8750E-4	0.251	5.291	-17.0
638.050				0.848	16.336	-19.478	0.0203	0.390	-0.465	
638.100				1.601	8.561	-225.567	0.0382	0.204	-5.385	-17.1
638.150				1.704	-6.220	-255.726	0.0407	-0.148	-6.105	
638.200	100.33	99.26	1.06	0.979	-17.012	-57.334	0.0234	-0.406	-1.369	-17.1
638.250				0.003	-11.954	217.084	7.5000E-5	-0.285	5.183	
638.300				-0.217	4.697	278.502	-0.0052	0.112	6.649	-17.1
638.350				0.473	15.896	81.210	0.0113	0.380	1.939	
638.400	167.50	99.27	68.23	1.373	12.818	-161.478	0.0328	0.306	-3.855	-17.1
638.450				1.755	-0.251	-270.177	0.0419	-0.006	-6.450	
638.500				1.348	-14.200	-157.080	0.0322	-0.339	-3.750	-17.1
638.550				0.335	-15.959	120.637	0.0080	-0.381	2.880	
638.600	108.24	99.27	8.97	-0.248	-2.136	289.655	-0.0059	-0.051	6.915	-17.1
638.650				0.121	13.006	177.971	0.0029	0.310	4.249	
638.700				1.052	15.661	-73.827	0.0251	0.374	-1.763	-17.1
638.750				1.687	5.623	-250.699	0.0403	0.134	-5.985	
638.800	110.12	99.26	10.85	1.615	-9.409	-230.279	0.0386	-0.225	-5.498	-17.1
638.850				0.746	-17.404	5.969	0.0178	-0.416	0.142	
638.900				-0.126	-8.812	253.841	-0.0030	-0.210	6.060	-17.2
638.950				-0.135	7.980	252.270	-0.0032	0.190	6.023	
639.000	154.55	99.27	55.29	0.672	16.415	27.332	0.0161	0.392	0.653	-17.2
639.050				1.506	10.713	-199.491	0.0360	0.256	-4.762	
639.100				1.744	-3.534	-267.507	0.0416	-0.084	-6.386	-17.2
639.150				1.153	-16.038	-105.086	0.0275	-0.383	-2.509	
639.200	100.05	99.26	0.78	0.140	-14.043	176.558	0.0033	-0.335	4.215	-17.2
639.250				-0.251	1.618	288.713	-0.0060	0.039	6.893	
639.300				0.302	14.828	127.235	0.0072	0.354	3.037	-17.2
639.350				1.232	14.341	-122.365	0.0294	0.342	-2.921	
639.400	165.17	99.27	65.90	1.736	2.592	-264.679	0.0414	0.062	-6.319	-17.2
639.450				1.491	-12.127	-196.193	0.0356	-0.290	-4.684	
639.500				0.523	-17.027	67.701	0.0125	-0.406	1.616	-17.2
639.550				-0.212	-5.356	279.602	-0.0051	-0.128	6.675	
639.600	135.77	99.27	36.51	-0.013	10.933	216.456	-3.0000E-4	0.261	5.167	-17.2
639.650				0.881	16.289	-27.960	0.0210	0.389	-0.668	
639.700				1.616	8.137	-229.651	0.0386	0.194	-5.483	-17.2
639.750				1.695	-6.676	-252.113	0.0405	-0.159	-6.019	
639.800	116.48	99.26	17.22	0.949	-17.075	-49.323	0.0227	-0.408	-1.177	-17.3
639.850				-0.013	-11.608	220.697	-3.0000E-4	-0.277	5.269	
639.900				-0.212	4.995	275.204	-0.0051	0.119	6.570	-17.3
639.950				0.487	15.912	76.812	0.0116	0.380	1.834	
640.000	170.59	99.27	71.32	1.379	12.676	-162.263	0.0329	0.303	-3.874	-17.3
640.050				1.755	-0.314	-268.449	0.0419	-0.007	-6.409	
640.100				1.348	-14.169	-156.451	0.0322	-0.338	-3.735	-17.3
640.150				0.338	-15.959	119.538	0.0081	-0.381	2.854	
640.200	117.46	99.27	18.19	-0.248	-2.215	288.713	-0.0059	-0.053	6.893	-17.3
640.250				0.116	12.912	178.757	0.0028	0.308	4.268	
640.300				1.043	15.661	-71.000	0.0249	0.374	-1.695	-17.3
640.350				1.682	5.812	-247.715	0.0402	0.139	-5.914	
640.400	137.07	99.27	37.81	1.624	-9.111	-231.850	0.0388	-0.217	-5.535	-17.3
640.450				0.771	-17.373	-0.785	0.0184	-0.415	-0.019	
640.500				-0.113	-9.189	249.286	-0.0027	-0.219	5.951	-17.3
640.550				-0.148	7.556	255.412	-0.0035	0.180	6.097	
640.600	163.74	99.27	64.48	0.642	16.352	35.029	0.0153	0.390	0.836	-17.3
640.650				1.488	11.058	-192.737	0.0355	0.264	-4.601	
640.700				1.748	-2.922	-267.350	0.0417	-0.070	-6.383	-17.4
640.750				1.195	-15.677	-115.925	0.0285	-0.374	-2.768	
640.800	99.16	99.26	-0.10	0.181	-14.514	163.834	0.0043	-0.346	3.911	-17.4
640.850				-0.256	0.707	289.027	-0.0061	0.017	6.900	
640.900				0.251	14.389	140.272	0.0060	0.343	3.349	-17.4
640.950				1.183	14.734	-109.013	0.0282	0.352	-2.603	
641.000	157.29	99.27	58.02	1.725	3.487	-260.909	0.0412	0.083	-6.229	-17.4
641.050				1.532	-11.357	-207.188	0.0366	-0.271	-4.946	
641.100				0.589	-17.232	49.480	0.0141	-0.411	1.181	-17.4
641.150				-0.192	-6.409	273.947	-0.0046	-0.153	6.540	
641.200	147.14	99.27	47.87	-0.052	10.163	228.237	-0.0012	0.243	5.449	-17.4
641.250				0.825	16.415	-13.038	0.0197	0.392	-0.311	
641.300				1.590	8.859	-222.582	0.0380	0.211	-5.314	-17.4
641.350				1.711	-5.843	-257.611	0.0408	-0.139	-6.150	
641.400	107.81	99.26	8.55	1.005	-16.902	-64.403	0.0240	-0.403	-1.538	-17.4
641.450				0.020	-12.284	211.586	4.8750E-4	-0.293	5.051	
641.500				-0.223	4.257	280.387	-0.0053	0.102	6.694	-17.5
641.550				0.446	15.755	88.279	0.0107	0.376	2.107	
641.600	168.71	99.27	69.44	1.352	13.085	-155.509	0.0323	0.312	-3.712	-17.5
641.650				1.755	0.204	-269.863	0.0419	0.005	-6.442	
641.700				1.373	-13.902	-163.834	0.0328	-0.332	-3.911	-17.5
641.750				0.364	-16.179	112.626	0.0087	-0.386	2.689	
641.800	100.98	99.26	1.72	-0.245	-2.639	289.184	-0.0058	-0.063	6.904	-17.5
641.850				0.101	12.739	184.255	0.0024	0.304	4.399	
641.900				1.029	15.787	-67.230	0.0246	0.377	-1.605	-17.5
641.950				1.679	6.016	-247.715	0.0401	0.144	-5.914	
642.000	123.78	99.26	24.52	1.630	-8.985	-234.049	0.0389	-0.214	-5.588	-17.5
642.050				0.781	-17.389	-3.299	0.0186	-0.415	-0.079	
642.100				-0.108	-9.315	248.971	-0.0026	-0.222	5.944	-17.5
642.150				-0.151	7.508	257.140	-0.0036	0.179	6.139	
642.200	169.77	99.26	70.51	0.642	16.399	35.500	0.0153	0.392	0.848	-17.5
642.250				1.489	11.058	-194.465	0.0356	0.264	-4.643	
642.300				1.748	-3.047	-268.606	0.0417	-0.073	-6.412	-17.5
642.350				1.184	-15.802	-113.412	0.0283	-0.377	-2.707	
642.400	97.61	99.26	-1.65	0.168	-14.389	168.389	0.0040	-0.343	4.020	-17.6
642.450				-0.254	1.037	289.655	-0.0061	0.025	6.915	
642.500				0.272	14.577	135.717	0.0065	0.348	3.240	-17.6
642.550				1.203	14.608	-114.982	0.0287	0.349	-2.745	
642.600	143.52	99.26	44.26	1.733	3.079	-263.894	0.0414	0.073	-6.300	-17.6
642.650				1.511	-11.781	-202.162	0.0361	-0.281	-4.826	
642.700				0.554	-17.137	58.905	0.0132	-0.409	1.406	-17.6
642.750				-0.203	-5.890	276.303	-0.0048	-0.141	6.596	
642.800	121.37	99.27	22.11	-0.035	10.493	222.111	-8.2500E-4	0.250	5.302	-17.6
642.850				0.847	16.321	-18.692	0.0202	0.390	-0.446	
642.900				1.598	8.624	-222.739	0.0381	0.206	-5.318	-17.6
642.950				1.709	-5.953	-254.940	0.0408	-0.142	-6.086	
643.000	101.14	99.26	1.87	1.002	-16.870	-63.303	0.0239	-0.403	-1.511	-17.6
643.050				0.022	-12.284	210.330	5.2500E-4	-0.293	5.021	
643.100				-0.226	4.163	279.759	-0.0054	0.099	6.679	-17.6
643.150				0.438	15.692	89.850	0.0105	0.375	2.145	
643.200	166.43	99.27	67.16	1.343	13.148	-152.367	0.0321	0.314	-3.638	-17.6
643.250				1.753	0.456	-268.135	0.0419	0.011	-6.401	
643.300				1.389	-13.666	-167.447	0.0332	-0.326	-3.997	-17.7
643.350				0.386	-16.289	106.186	0.0092	-0.389	2.535	
643.400	106.49	99.27	7.22	-0.240	-3.047	287.142	-0.0057	-0.073	6.855	-17.7
643.450				0.082	12.425	189.124	0.0020	0.297	4.515	
643.500				1.002	15.865	-59.847	0.0239	0.379	-1.429	-17.7
643.550				1.668	6.440	-243.631	0.0398	0.154	-5.816	
643.600	112.87	99.26	13.61	1.646	-8.498	-237.662	0.0393	-0.203	-5.674	-17.7
643.650				0.818	-17.326	-13.666	0.0195	-0.414	-0.326	
643.700				-0.086	-9.865	241.903	-0.0021	-0.236	5.775	-17.7
643.750				-0.168	6.864	261.381	-0.0040	0.164	6.240	
643.800	150.75	99.27	51.49	0.600	16.273	46.653	0.0143	0.388	1.114	-17.7
643.850				1.459	11.530	-185.040	0.0348	0.275	-4.417	
643.900				1.753	-2.231	-268.449	0.0419	-0.053	-6.409	-17.7
643.950				1.236	-15.315	-126.763	0.0295	-0.366	-3.026	
644.000	98.89	99.26	-0.37	0.221	-14.907	152.367	0.0053	-0.356	3.638	-17.7
644.050				-0.254	-0.079	289.184	-0.0061	-0.002	6.904	
644.100				0.214	14.012	151.268	0.0051	0.334	3.611	-17.7
644.150				1.147	15.048	-99.431	0.0274	0.359	-2.374	
644.200	167.51	99.27	68.24	1.718	4.068	-259.810	0.0410	0.097	-6.203	-17.8
644.250				1.554	-10.933	-213.943	0.0371	-0.261	-5.108	
644.300				0.625	-17.326	39.584	0.0149	-0.414	0.945	-17.8
644.350				-0.179	-6.974	270.177	-0.0043	-0.166	6.450	
644.400	131.31	99.26	32.05	-0.072	9.692	234.049	-0.0017	0.231	5.588	-17.8
644.450				0.790	16.431	-3.613	0.0189	0.392	-0.086	
644.500				1.571	9.331	-216.770	0.0375	0.223	-5.175	-17.8
644.550				1.723	-5.246	-260.595	0.0411	-0.125	-6.221	
644.600	98.06	99.26	-1.20	1.046	-16.729	-75.555	0.0250	-0.399	-1.804	-17.8
644.650				0.050	-12.802	203.104	0.0012	-0.306	4.849	
644.700				-0.234	3.581	283.686	-0.0056	0.086	6.773	-17.8
644.750				0.408	15.567	98.489	0.0098	0.372	2.351	
644.800	170.35	99.27	71.08	1.323	13.430	-147.341	0.0316	0.321	-3.517	-17.8
644.850				1.751	0.833	-269.078	0.0418	0.020	-6.424	
644.900				1.406	-13.477	-172.788	0.0336	-0.322	-4.125	-17.8
644.950				0.404	-16.446	101.631	0.0096	-0.393	2.426	
645.000	114.90	99.26	15.64	-0.239	-3.314	287.770	-0.0057	-0.079	6.870	-17.8
645.050				0.072	12.331	192.580	0.0017	0.294	4.597	
645.100				0.994	15.944	-57.962	0.0237	0.381	-1.384	-17.8
645.150				1.667	6.535	-244.259	0.0398	0.156	-5.831	
645.200	139.95	99.26	40.69	1.648	-8.482	-238.918	0.0393	-0.203	-5.704	-17.9
645.250				0.818	-17.357	-13.509	0.0195	-0.414	-0.322	
645.300				-0.088	-9.833	243.474	-0.0021	-0.235	5.812	-17.9
645.350				-0.165	6.990	261.852	-0.0039	0.167	6.251	
645.400	162.20	99.27	62.93	0.611	16.352	44.139	0.0146	0.390	1.054	-17.9
645.450				1.470	11.404	-189.124	0.0351	0.272	-4.515	
645.500				1.751	-2.560	-269.549	0.0418	-0.061	-6.435	-17.9
645.550				1.214	-15.551	-121.266	0.0290	-0.371	-2.895	
645.600	99.62	99.26	0.36	0.196	-14.687	160.064	0.0047	-0.351	3.821	-17.9
645.650				-0.254	0.456	289.969	-0.0061	0.011	6.922	
645.700				0.242	14.310	143.728	0.0058	0.342	3.431	-17.9
645.750				1.177	14.828	-107.128	0.0281	0.354	-2.558	
645.800	158.34	99.27	59.07	1.725	3.597	-260.752	0.0412	0.086	-6.225	-17.9
645.850				1.536	-11.247	-208.131	0.0367	-0.269	-4.969	
645.900				0.600	-17.216	46.181	0.0143	-0.411	1.103	-17.9
645.950				-0.185	-6.629	270.805	-0.0044	-0.158	6.465	
646.000	145.24	99.27	45.97	-0.063	9.865	229.965	-0.0015	0.235	5.490	-17.9
646.050				0.801	16.368	-6.597	0.0191	0.391	-0.157	
646.100				1.574	9.205	-216.142	0.0376	0.220	-5.160	-18.0
646.150				1.722	-5.246	-258.867	0.0411	-0.125	-6.180	
646.200	109.61	99.26	10.35	1.049	-16.682	-76.027	0.0251	-0.398	-1.815	-18.0
646.250				0.053	-12.849	201.376	0.0013	-0.307	4.808	
646.300				-0.236	3.456	283.215	-0.0056	0.082	6.761	-18.0
646.350				0.399	15.472	100.531	0.0095	0.369	2.400	
646.400	169.67	99.26	70.41	1.312	13.509	-143.571	0.0313	0.322	-3.428	-18.0
646.450				1.750	1.115	-267.193	0.0418	0.027	-6.379	
646.500				1.423	-13.210	-176.715	0.0340	-0.315	-4.219	-18.0
646.550				0.429	-16.556	94.091	0.0102	-0.395	2.246	
646.600	99.93	99.26	0.67	-0.232	-3.801	284.943	-0.0055	-0.091	6.802	-18.0
646.650				0.049	11.938	198.235	0.0012	0.285	4.732	
646.700				0.961	16.022	-48.852	0.0230	0.382	-1.166	-18.0
646.750				1.651	7.053	-238.604	0.0394	0.168	-5.696	
646.800	127.96	99.26	28.70	1.667	-7.838	-243.159	0.0398	-0.187	-5.805	-18.0
646.850				0.867	-17.263	-27.018	0.0207	-0.412	-0.645	
646.900				-0.060	-10.540	234.363	-0.0014	-0.252	5.595	-18.1
646.950				-0.187	6.173	267.193	-0.0045	0.147	6.379	
647.000	168.25	99.26	68.99	0.558	16.179	58.120	0.0133	0.386	1.387	-18.1
647.050				1.431	11.985	-177.186	0.0342	0.286	-4.230	
647.100				1.756	-1.539	-269.392	0.0419	-0.037	-6.431	-18.1
647.150				1.277	-14.954	-137.759	0.0305	-0.357	-3.289	
647.200	97.74	99.26	-1.52	0.261	-15.315	142.000	0.0062	-0.366	3.390	-18.1
647.250				-0.254	-0.754	290.598	-0.0061	-0.018	6.938	
647.300				0.185	13.744	160.064	0.0044	0.328	3.821	-18.1
647.350				1.120	15.252	-92.049	0.0267	0.364	-2.197	
647.400	148.22	99.26	48.96	1.711	4.540	-257.454	0.0408	0.108	-6.146	-18.1
647.450				1.574	-10.493	-219.126	0.0376	-0.251	-5.231	
647.500				0.661	-17.373	29.688	0.0158	-0.415	0.709	-18.1
647.550				-0.163	-7.524	265.622	-0.0039	-0.180	6.341	
647.600	117.36	99.26	18.09	-0.091	9.189	239.390	-0.0022	0.219	5.715	-18.1
647.650				0.756	16.415	5.655	0.0180	0.392	0.135	
647.700				1.550	9.755	-210.644	0.0370	0.233	-5.029	-18.1
647.750				1.731	-4.650	-262.637	0.0413	-0.111	-6.270	
647.800	102.72	99.26	3.45	1.085	-16.509	-86.237	0.0259	-0.394	-2.059	-18.1
647.850				0.080	-13.273	194.308	0.0019	-0.317	4.639	
647.900				-0.242	2.922	286.199	-0.0058	0.070	6.833	-18.2
647.950				0.372	15.347	108.542	0.0089	0.366	2.591	
648.000	164.22	99.27	64.95	1.293	13.776	-139.330	0.0309	0.329	-3.326	-18.2
648.050				1.750	1.414	-268.763	0.0418	0.034	-6.416	
648.100				1.434	-13.100	-180.642	0.0342	-0.313	-4.312	-18.2
