Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
39.250				-0.248	2.105	285.571	-0.0059	0.050	6.818	
39.300				0.320	14.844	120.480	0.0077	0.354	2.876	21.5
39.350				1.236	14.153	-121.423	0.0295	0.338	-2.899	
39.400	170.11	99.26	70.84	1.736	2.702	-260.595	0.0414	0.064	-6.221	21.5
39.450				1.506	-11.907	-198.235	0.0360	-0.284	-4.733	
39.500				0.545	-17.122	61.732	0.0130	-0.409	1.474	21.5
39.550				-0.206	-5.733	275.832	-0.0049	-0.137	6.585	
39.600	132.04	99.26	32.78	-0.028	10.462	219.126	-6.7500E-4	0.250	5.231	21.4
39.650				0.840	16.179	-17.122	0.0201	0.386	-0.409	
39.700				1.590	8.749	-218.498	0.0380	0.209	-5.216	21.4
39.750				1.715	-5.671	-255.883	0.0410	-0.135	-6.109	
39.800	99.12	99.26	-0.14	1.023	-16.839	-68.487	0.0244	-0.402	-1.635	21.4
39.850				0.031	-12.519	207.188	7.5000E-4	-0.299	4.946	
39.900				-0.229	3.880	280.073	-0.0055	0.093	6.686	21.4
39.950				0.419	15.488	94.405	0.0100	0.370	2.254	
40.000	172.33	99.26	73.07	1.319	13.320	-144.199	0.0315	0.318	-3.443	21.4
40.050				1.751	1.068	-265.308	0.0418	0.025	-6.334	
40.100				1.426	-13.210	-176.715	0.0341	-0.315	-4.219	21.3
40.150				0.430	-16.603	93.462	0.0103	-0.396	2.231	
40.200	112.88	99.26	13.61	-0.234	-3.864	284.000	-0.0056	-0.092	6.780	21.3
40.250				0.044	11.797	198.392	0.0011	0.282	4.736	
40.300				0.946	15.975	-44.611	0.0226	0.381	-1.065	21.3
40.350				1.641	7.336	-234.363	0.0392	0.175	-5.595	
40.400	147.59	99.27	48.33	1.679	-7.461	-245.830	0.0401	-0.178	-5.869	21.3
40.450				0.895	-17.247	-34.558	0.0214	-0.412	-0.825	
40.500				-0.046	-10.917	229.179	-0.0011	-0.261	5.471	21.3
40.550				-0.196	5.671	268.606	-0.0047	0.135	6.413	
40.600	159.16	99.27	59.90	0.522	15.944	66.759	0.0125	0.381	1.594	21.2
40.650				1.398	12.346	-165.091	0.0334	0.295	-3.941	
40.700				1.756	-0.565	-267.193	0.0419	-0.013	-6.379	21.2
40.750				1.341	-14.373	-153.467	0.0320	-0.343	-3.664	
40.800	103.19	99.26	3.93	0.319	-15.912	124.721	0.0076	-0.380	2.978	21.2
40.850				-0.250	-1.901	288.556	-0.0060	-0.045	6.889	
40.900				0.129	12.943	174.044	0.0031	0.309	4.155	21.2
40.950				1.045	15.504	-70.215	0.0249	0.370	-1.676	
41.000	167.60	99.27	68.33	1.679	5.922	-244.259	0.0401	0.141	-5.831	21.2
41.050				1.637	-8.922	-233.892	0.0391	-0.213	-5.584	
41.100				0.787	-17.467	-4.398	0.0188	-0.417	-0.105	21.1
41.150				-0.110	-9.362	248.657	-0.0026	-0.223	5.936	
41.200	137.02	99.27	37.75	-0.149	7.398	255.569	-0.0036	0.177	6.101	21.1
41.250				0.630	16.195	38.485	0.0150	0.387	0.919	
41.300				1.470	11.247	-185.197	0.0351	0.268	-4.421	21.1
41.350				1.755	-2.325	-266.564	0.0419	-0.055	-6.364	
41.400	118.47	99.26	19.21	1.238	-15.410	-126.135	0.0296	-0.368	-3.011	21.1
41.450				0.214	-14.938	155.038	0.0051	-0.357	3.701	
41.500				-0.256	0.094	289.969	-0.0061	0.002	6.923	21.1
41.550				0.223	14.059	148.126	0.0053	0.336	3.536	
41.600	173.31	99.27	74.04	1.150	14.907	-98.489	0.0275	0.356	-2.351	21.0
41.650				1.714	4.210	-254.626	0.0409	0.100	-6.079	
41.700				1.571	-10.556	-215.356	0.0375	-0.252	-5.141	21.0
41.750				0.658	-17.326	30.002	0.0157	-0.414	0.716	
41.800	98.66	99.26	-0.59	-0.162	-7.556	262.637	-0.0039	-0.180	6.270	21.0
41.850				-0.097	8.938	238.604	-0.0023	0.213	5.696	
41.900				0.732	16.305	11.467	0.0175	0.389	0.274	21.0
41.950				1.533	10.085	-204.047	0.0366	0.241	-4.871	
42.000	142.00	99.26	42.74	1.740	-4.100	-263.737	0.0416	-0.098	-6.296	21.0
42.050				1.123	-16.289	-96.133	0.0268	-0.389	-2.295	
42.100				0.112	-13.713	183.626	0.0027	-0.327	4.384	20.9
42.150				-0.248	2.073	285.571	-0.0059	0.049	6.818	
42.200	163.25	99.26	63.98	0.319	14.844	120.951	0.0076	0.354	2.888	20.9
42.250				1.236	14.169	-121.580	0.0295	0.338	-2.903	
42.300				1.736	2.686	-261.695	0.0414	0.064	-6.248	20.9
42.350				1.505	-12.001	-198.235	0.0359	-0.287	-4.732	
42.400	101.26	99.26	2.00	0.536	-17.137	64.403	0.0128	-0.409	1.538	20.9
42.450				-0.209	-5.561	277.560	-0.0050	-0.133	6.626	
42.500				-0.020	10.619	217.241	-4.8750E-4	0.254	5.186	20.9
42.550				0.853	16.164	-20.263	0.0204	0.386	-0.484	
42.600	163.86	99.26	64.59	1.596	8.592	-220.540	0.0381	0.205	-5.265	20.9
42.650				1.712	-5.890	-255.412	0.0409	-0.141	-6.097	
42.700				1.007	-16.949	-63.931	0.0240	-0.405	-1.526	20.8
42.750				0.017	-12.284	212.372	4.1250E-4	-0.293	5.070	
42.800	108.21	99.26	8.95	-0.221	4.288	278.974	-0.0053	0.102	6.660	20.8
42.850				0.446	15.614	87.808	0.0107	0.373	2.096	
42.900				1.340	13.069	-149.540	0.0320	0.312	-3.570	20.8
42.950				1.753	0.660	-265.779	0.0419	0.016	-6.345	
43.000	113.53	99.26	14.27	1.406	-13.509	-171.060	0.0336	-0.322	-4.084	20.8
43.050				0.402	-16.446	101.159	0.0096	-0.393	2.415	
43.100				-0.239	-3.393	285.571	-0.0057	-0.081	6.817	20.8
43.150				0.063	12.111	192.737	0.0015	0.289	4.601	
43.200	152.64	99.27	53.38	0.972	15.881	-51.522	0.0232	0.379	-1.230	20.7
43.250				1.651	6.959	-236.719	0.0394	0.166	-5.651	
43.300				1.668	-7.791	-242.374	0.0398	-0.186	-5.786	20.7
43.350				0.872	-17.279	-28.117	0.0208	-0.412	-0.671	
43.400	99.58	99.26	0.31	-0.060	-10.603	232.949	-0.0014	-0.253	5.561	20.7
43.450				-0.188	6.016	266.093	-0.0045	0.144	6.353	
43.500				0.542	16.006	61.261	0.0129	0.382	1.462	20.7
43.550				1.412	12.142	-169.960	0.0337	0.290	-4.057	
43.600	135.91	99.26	36.65	1.756	-0.990	-267.978	0.0419	-0.024	-6.397	20.7
43.650				1.313	-14.656	-146.712	0.0314	-0.350	-3.503	
43.700				0.291	-15.661	132.104	0.0069	-0.374	3.154	20.6
43.750				-0.253	-1.445	288.241	-0.0060	-0.034	6.881	
43.800	129.38	99.26	30.12	0.146	13.163	168.389	0.0035	0.314	4.020	20.6
43.850				1.063	15.394	-75.555	0.0254	0.368	-1.804	
43.900				1.685	5.608	-246.615	0.0402	0.134	-5.888	20.6
43.950				1.624	-9.268	-230.750	0.0388	-0.221	-5.509	
44.000	99.70	99.26	0.44	0.759	-17.467	2.670	0.0181	-0.417	0.064	20.6
44.050				-0.123	-9.001	251.799	-0.0029	-0.215	6.011	
44.100				-0.141	7.713	252.270	-0.0034	0.184	6.022	20.6
44.150				0.649	16.226	33.301	0.0155	0.387	0.795	
44.200	171.43	99.27	72.17	1.481	11.043	-188.182	0.0354	0.264	-4.493	20.5
44.250				1.753	-2.592	-265.936	0.0419	-0.062	-6.349	
44.300				1.222	-15.551	-121.894	0.0292	-0.371	-2.910	20.5
44.350				0.198	-14.781	159.750	0.0047	-0.353	3.814	
44.400	111.18	99.26	11.92	-0.256	0.424	289.655	-0.0061	0.010	6.915	20.5
44.450				0.240	14.184	143.414	0.0057	0.339	3.424	
44.500				1.162	14.765	-101.788	0.0278	0.352	-2.430	20.5
44.550				1.717	4.006	-255.098	0.0410	0.096	-6.090	
44.600	109.98	99.26	10.72	1.563	-10.744	-213.471	0.0373	-0.257	-5.096	20.5
44.650				0.642	-17.342	34.715	0.0153	-0.414	0.829	
44.700				-0.171	-7.273	266.250	-0.0041	-0.174	6.356	20.4
44.750				-0.085	9.283	235.934	-0.0020	0.222	5.633	
44.800	156.90	99.26	57.64	0.757	16.321	5.027	0.0181	0.390	0.120	20.4
44.850				1.547	9.786	-207.031	0.0369	0.234	-4.942	
44.900				1.736	-4.383	-261.538	0.0414	-0.105	-6.244	20.4
44.950				1.109	-16.368	-91.577	0.0265	-0.391	-2.186	
45.000	100.63	99.26	1.37	0.099	-13.540	187.396	0.0024	-0.323	4.474	20.4
45.050				-0.245	2.372	285.257	-0.0058	0.057	6.810	
45.100				0.336	14.985	116.553	0.0080	0.358	2.782	20.4
45.150				1.253	14.027	-126.606	0.0299	0.335	-3.023	
45.200	168.87	99.27	69.60	1.739	2.325	-262.480	0.0415	0.056	-6.266	20.3
45.250				1.486	-12.221	-193.051	0.0355	-0.292	-4.609	
45.300				0.517	-16.980	68.801	0.0123	-0.405	1.642	20.3
45.350				-0.212	-5.341	276.775	-0.0051	-0.127	6.607	
45.400	134.02	99.26	34.75	-0.017	10.697	214.885	-4.1250E-4	0.255	5.130	20.3
45.450				0.858	16.148	-21.677	0.0205	0.386	-0.517	
45.500				1.598	8.529	-221.325	0.0381	0.204	-5.284	20.3
45.550				1.711	-5.985	-254.783	0.0408	-0.143	-6.082	
45.600	121.16	99.26	21.90	0.999	-16.949	-62.518	0.0239	-0.405	-1.492	20.3
45.650				0.016	-12.237	211.272	3.7500E-4	-0.292	5.044	
45.700				-0.225	4.178	277.717	-0.0054	0.100	6.630	20.2
45.750				0.434	15.535	89.850	0.0104	0.371	2.145	
45.800	172.79	99.27	73.52	1.329	13.163	-146.241	0.0317	0.314	-3.491	20.2
45.850				1.750	0.911	-264.679	0.0418	0.022	-6.319	
45.900				1.420	-13.305	-174.830	0.0339	-0.318	-4.174	20.2
45.950				0.419	-16.572	96.918	0.0100	-0.396	2.314	
46.000	114.45	99.26	15.18	-0.237	-3.613	285.728	-0.0057	-0.086	6.821	20.2
46.050				0.058	12.001	194.936	0.0014	0.286	4.654	
46.100				0.963	15.881	-49.166	0.0230	0.379	-1.174	20.2
46.150				1.646	7.084	-235.463	0.0393	0.169	-5.621	
46.200	145.43	99.26	46.17	1.671	-7.665	-243.788	0.0399	-0.183	-5.820	20.1
46.250				0.880	-17.294	-30.159	0.0210	-0.413	-0.720	
46.300				-0.058	-10.681	233.106	-0.0014	-0.255	5.565	20.1
46.350				-0.188	6.016	267.036	-0.0045	0.144	6.375	
46.400	161.06	99.27	61.79	0.543	16.022	60.947	0.0130	0.382	1.455	20.1
46.450				1.414	12.111	-169.646	0.0338	0.289	-4.050	
46.500				1.755	-0.942	-266.564	0.0419	-0.022	-6.364	20.1
46.550				1.319	-14.546	-147.655	0.0315	-0.347	-3.525	
46.600	102.45	99.26	3.19	0.300	-15.708	130.062	0.0072	-0.375	3.105	20.1
46.650				-0.251	-1.539	288.870	-0.0060	-0.037	6.896	
46.700				0.146	13.179	169.489	0.0035	0.315	4.046	20.0
46.750				1.067	15.410	-76.498	0.0255	0.368	-1.826	
46.800	165.99	99.26	66.72	1.687	5.529	-247.086	0.0403	0.132	-5.899	20.0
46.850				1.619	-9.299	-229.179	0.0387	-0.222	-5.471	
46.900				0.757	-17.389	2.827	0.0181	-0.415	0.067	20.0
46.950				-0.119	-9.016	249.757	-0.0028	-0.215	5.963	
47.000	138.84	99.27	39.57	-0.145	7.587	252.113	-0.0034	0.181	6.019	20.0
47.050				0.639	16.195	35.343	0.0153	0.387	0.844	
47.100				1.475	11.121	-186.611	0.0352	0.265	-4.455	20.0
47.150				1.751	-2.466	-266.093	0.0418	-0.059	-6.352	
47.200	116.84	99.26	17.58	1.228	-15.488	-123.779	0.0293	-0.370	-2.955	20.0
47.250				0.203	-14.844	157.394	0.0048	-0.354	3.758	
47.300				-0.256	0.251	288.870	-0.0061	0.006	6.896	19.9
47.350				0.228	14.043	145.927	0.0054	0.335	3.484	
47.400	173.35	99.26	74.09	1.148	14.844	-98.332	0.0274	0.354	-2.347	19.9
47.450				1.712	4.210	-254.312	0.0409	0.101	-6.071	
47.500				1.569	-10.587	-215.828	0.0375	-0.253	-5.153	19.9
47.550				0.653	-17.373	31.730	0.0156	-0.415	0.757	
47.600	98.98	99.26	-0.27	-0.168	-7.414	265.465	-0.0040	-0.177	6.337	19.9
47.650				-0.088	9.173	236.876	-0.0021	0.219	5.655	
47.700				0.749	16.273	7.069	0.0179	0.389	0.169	19.9
47.750				1.539	9.880	-204.361	0.0368	0.236	-4.879	
47.800	140.52	99.26	41.26	1.737	-4.163	-261.381	0.0415	-0.099	-6.240	19.8
47.850				1.123	-16.258	-95.504	0.0268	-0.388	-2.280	
47.900				0.112	-13.713	183.155	0.0027	-0.327	4.373	19.8
47.950				-0.248	2.058	285.571	-0.0059	0.049	6.818	
48.000	164.22	99.26	64.95	0.317	14.844	121.108	0.0076	0.354	2.891	19.8
48.050				1.236	14.169	-121.737	0.0295	0.338	-2.906	
48.100				1.734	2.670	-260.909	0.0414	0.064	-6.229	19.8
48.150				1.503	-11.922	-197.606	0.0359	-0.285	-4.718	
48.200	100.97	99.26	1.71	0.542	-17.090	62.204	0.0129	-0.408	1.485	19.8
48.250				-0.206	-5.702	275.832	-0.0049	-0.136	6.585	
48.300				-0.028	10.493	219.126	-6.7500E-4	0.250	5.231	19.7
48.350				0.844	16.211	-18.221	0.0201	0.387	-0.435	
48.400	162.74	99.26	63.47	1.593	8.671	-220.540	0.0380	0.207	-5.265	19.7
48.450				1.711	-5.843	-255.412	0.0408	-0.140	-6.098	
48.500				1.008	-16.870	-65.188	0.0241	-0.403	-1.556	19.7
48.550				0.024	-12.362	208.602	5.6250E-4	-0.295	4.980	
48.600	108.51	99.26	9.25	-0.228	3.990	278.345	-0.0054	0.095	6.645	19.7
48.650				0.423	15.472	92.834	0.0101	0.369	2.216	
48.700				1.319	13.273	-144.356	0.0315	0.317	-3.446	19.7
48.750				1.750	1.037	-265.465	0.0418	0.025	-6.338	
48.800	113.01	99.26	13.75	1.423	-13.273	-176.243	0.0340	-0.317	-4.207	19.6
48.850				0.423	-16.588	95.190	0.0101	-0.396	2.272	
48.900				-0.236	-3.754	284.314	-0.0056	-0.090	6.788	19.6
48.950				0.047	11.844	196.821	0.0011	0.283	4.699	
49.000	153.16	99.26	53.89	0.949	15.928	-45.553	0.0227	0.380	-1.088	19.6
49.050				1.640	7.289	-233.578	0.0392	0.174	-5.576	
49.100				1.678	-7.430	-245.359	0.0401	-0.177	-5.857	19.6
49.150				0.897	-17.247	-34.872	0.0214	-0.412	-0.833	
49.200	99.70	99.26	0.45	-0.047	-10.917	229.494	-0.0011	-0.261	5.479	19.6
49.250				-0.195	5.702	268.292	-0.0046	0.136	6.405	
49.300				0.523	15.912	66.131	0.0125	0.380	1.579	19.5
49.350				1.396	12.315	-164.620	0.0333	0.294	-3.930	
49.400	135.74	99.26	36.48	1.755	-0.550	-266.407	0.0419	-0.013	-6.360	19.5
49.450				1.341	-14.326	-153.624	0.0320	-0.342	-3.668	
49.500				0.322	-15.912	123.622	0.0077	-0.380	2.951	19.5
49.550				-0.250	-1.963	288.398	-0.0060	-0.047	6.885	
49.600	129.86	99.26	30.60	0.126	12.928	174.830	0.0030	0.309	4.174	19.5
49.650				1.043	15.519	-70.215	0.0249	0.370	-1.676	
49.700				1.678	5.906	-244.259	0.0401	0.141	-5.831	19.5
49.750				1.634	-8.906	-233.263	0.0390	-0.213	-5.569	
49.800	99.70	99.26	0.44	0.787	-17.420	-5.027	0.0188	-0.416	-0.120	19.4
49.850				-0.108	-9.409	247.244	-0.0026	-0.225	5.902	
49.900				-0.154	7.304	256.040	-0.0037	0.174	6.113	19.4
49.950				0.622	16.195	40.212	0.0149	0.387	0.960	
50.000	171.63	99.27	72.37	1.466	11.325	-183.783	0.0350	0.270	-4.388	19.4
50.050				1.755	-2.183	-266.093	0.0419	-0.052	-6.352	
50.100				1.247	-15.284	-128.491	0.0298	-0.365	-3.067	19.4
50.150				0.226	-15.033	150.639	0.0054	-0.359	3.596	
50.200	111.10	99.26	11.84	-0.256	-0.220	288.241	-0.0061	-0.005	6.881	19.4
50.250				0.204	13.792	152.210	0.0049	0.329	3.634	
50.300				1.123	15.001	-91.420	0.0268	0.358	-2.183	19.4
50.350				1.704	4.650	-252.113	0.0407	0.111	-6.019	
50.400	109.96	99.26	10.70	1.588	-10.210	-220.854	0.0379	-0.244	-5.273	19.3
50.450				0.683	-17.436	23.248	0.0163	-0.416	0.555	
50.500				-0.156	-7.885	261.695	-0.0037	-0.188	6.248	19.3
50.550				-0.105	8.734	241.432	-0.0025	0.208	5.764	
50.600	156.82	99.27	57.55	0.718	16.258	15.394	0.0171	0.388	0.367	19.3
50.650				1.521	10.273	-199.177	0.0363	0.245	-4.755	
50.700				1.745	-3.660	-263.737	0.0417	-0.087	-6.296	19.3
50.750				1.155	-16.101	-103.987	0.0276	-0.384	-2.483	
50.800	100.74	99.26	1.48	0.135	-14.059	177.971	0.0032	-0.336	4.249	19.3
50.850				-0.251	1.696	288.241	-0.0060	0.040	6.881	
50.900				0.305	14.765	125.821	0.0073	0.352	3.004	19.2
50.950				1.225	14.279	-118.752	0.0293	0.341	-2.835	
51.000	168.95	99.26	69.69	1.733	2.890	-260.124	0.0414	0.069	-6.210	19.2
51.050				1.514	-11.734	-200.277	0.0362	-0.280	-4.781	
51.100				0.559	-17.137	57.334	0.0134	-0.409	1.369	19.2
51.150				-0.199	-6.000	274.104	-0.0048	-0.143	6.544	
51.200	134.30	99.26	35.04	-0.041	10.273	222.268	-9.7500E-4	0.245	5.306	19.2
51.250				0.828	16.226	-13.666	0.0198	0.387	-0.326	
51.300				1.582	8.906	-216.299	0.0378	0.213	-5.164	19.2
51.350				1.718	-5.404	-256.668	0.0410	-0.129	-6.127	
51.400	121.19	99.26	21.93	1.041	-16.760	-73.356	0.0249	-0.400	-1.751	19.1
51.450				0.042	-12.739	204.047	0.0010	-0.304	4.871	
51.500				-0.232	3.644	281.644	-0.0055	0.087	6.724	19.1
51.550				0.407	15.425	97.861	0.0097	0.368	2.336	
51.600	172.76	99.26	73.50	1.310	13.430	-141.686	0.0313	0.321	-3.382	19.1
51.650				1.750	1.257	-264.994	0.0418	0.030	-6.326	
51.700				1.436	-13.069	-179.228	0.0343	-0.312	-4.279	19.1
51.750				0.443	-16.666	89.693	0.0106	-0.398	2.141	
51.800	114.53	99.26	15.27	-0.231	-4.100	282.586	-0.0055	-0.098	6.746	19.1
51.850				0.033	11.592	200.905	7.8750E-4	0.277	4.796	
51.900				0.928	15.991	-40.212	0.0222	0.382	-0.960	19.0
51.950				1.632	7.571	-231.536	0.0390	0.181	-5.528	
52.000	145.16	99.26	45.90	1.685	-7.163	-247.872	0.0402	-0.171	-5.918	19.0
52.050				0.916	-17.216	-40.212	0.0219	-0.411	-0.960	
52.100				-0.036	-11.184	226.352	-8.6250E-4	-0.267	5.404	19.0
52.150				-0.203	5.419	270.491	-0.0048	0.129	6.458	
52.200	160.98	99.27	61.71	0.506	15.865	70.686	0.0121	0.379	1.688	19.0
52.250				1.384	12.488	-161.321	0.0330	0.298	-3.851	
52.300				1.755	-0.267	-266.250	0.0419	-0.006	-6.356	19.0
52.350				1.357	-14.137	-157.865	0.0324	-0.338	-3.769	
52.400	102.36	99.26	3.10	0.341	-16.054	118.909	0.0081	-0.383	2.839	18.9
52.450				-0.248	-2.246	288.398	-0.0059	-0.054	6.885	
52.500				0.116	12.786	178.286	0.0028	0.305	4.256	18.9
52.550				1.030	15.582	-66.759	0.0246	0.372	-1.594	
52.600	166.05	99.26	66.79	1.674	6.110	-242.688	0.0400	0.146	-5.794	18.9
52.650				1.641	-8.687	-235.148	0.0392	-0.207	-5.614	
52.700				0.806	-17.404	-9.582	0.0192	-0.416	-0.229	18.9
52.750				-0.099	-9.645	245.516	-0.0024	-0.230	5.861	
52.800	139.50	99.26	40.23	-0.159	7.147	258.553	-0.0038	0.171	6.172	18.9
52.850				0.616	16.211	42.412	0.0147	0.387	1.012	
52.900				1.462	11.388	-183.155	0.0349	0.272	-4.373	18.8
52.950				1.755	-2.105	-266.564	0.0419	-0.050	-6.364	
53.000	116.53	99.26	17.27	1.252	-15.268	-129.748	0.0299	-0.364	-3.098	18.8
53.050				0.228	-15.080	151.111	0.0054	-0.360	3.607	
53.100				-0.256	-0.157	290.283	-0.0061	-0.004	6.930	18.8
53.150				0.212	13.949	151.582	0.0051	0.333	3.619	
53.200	173.39	99.27	74.12	1.139	15.001	-95.819	0.0272	0.358	-2.288	18.8
53.250				1.712	4.367	-254.626	0.0409	0.104	-6.079	
53.300				1.576	-10.462	-217.241	0.0376	-0.250	-5.186	18.8
53.350				0.666	-17.357	28.431	0.0159	-0.414	0.679	
53.400	99.03	99.26	-0.22	-0.160	-7.618	263.109	-0.0038	-0.182	6.281	18.7
53.450				-0.096	8.954	239.075	-0.0023	0.214	5.708	
53.500				0.735	16.289	10.996	0.0176	0.389	0.263	18.7
53.550				1.533	10.053	-203.261	0.0366	0.240	-4.852	
53.600	139.14	99.26	39.88	1.740	-4.037	-262.952	0.0416	-0.096	-6.277	18.7
53.650				1.129	-16.242	-97.389	0.0270	-0.388	-2.325	
53.700				0.116	-13.776	182.055	0.0028	-0.329	4.346	18.7
53.750				-0.248	1.963	285.414	-0.0059	0.047	6.814	
53.800	126.58	99.27	27.31	0.313	14.765	122.522	0.0075	0.352	2.925	18.7
53.850				1.228	14.216	-119.066	0.0293	0.339	-2.842	
53.900				1.734	2.859	-260.124	0.0414	0.068	-6.210	18.7
53.950				1.514	-11.797	-200.434	0.0362	-0.282	-4.785	
54.000	100.63	99.26	1.37	0.554	-17.185	59.376	0.0132	-0.410	1.418	18.6
54.050				-0.204	-5.859	276.146	-0.0049	-0.140	6.592	
54.100				-0.031	10.430	220.697	-7.5000E-4	0.249	5.269	18.6
54.150				0.839	16.211	-16.650	0.0200	0.387	-0.397	
54.200	162.02	99.27	62.76	1.590	8.765	-218.969	0.0380	0.209	-5.228	18.6
54.250				1.715	-5.686	-256.197	0.0410	-0.136	-6.116	
54.300				1.021	-16.855	-68.016	0.0244	-0.402	-1.624	18.6
54.350				0.030	-12.488	207.974	7.1250E-4	-0.298	4.965	
54.400	109.38	99.26	10.12	-0.228	3.943	279.602	-0.0054	0.094	6.675	18.6
54.450				0.424	15.472	93.148	0.0101	0.369	2.224	
54.500				1.319	13.258	-143.885	0.0315	0.316	-3.435	18.5
54.550				1.750	1.084	-264.365	0.0418	0.026	-6.311	
54.600	112.22	99.26	12.96	1.428	-13.179	-176.872	0.0341	-0.315	-4.222	18.5
54.650				0.432	-16.603	92.677	0.0103	-0.396	2.213	
54.700				-0.232	-3.911	283.372	-0.0055	-0.093	6.765	18.5
54.750				0.041	11.734	198.863	9.7500E-4	0.280	4.748	
54.800	153.98	99.27	54.71	0.941	15.975	-43.197	0.0225	0.381	-1.031	18.5
54.850				1.638	7.414	-232.792	0.0391	0.177	-5.557	
54.900				1.682	-7.304	-246.301	0.0402	-0.174	-5.880	18.5
54.950				0.908	-17.216	-37.856	0.0217	-0.411	-0.904	
55.000	100.02	99.26	0.76	-0.039	-11.090	226.980	-9.3750E-4	-0.265	5.419	18.4
55.050				-0.201	5.482	269.706	-0.0048	0.131	6.439	
55.100				0.509	15.881	69.900	0.0122	0.379	1.669	18.4
55.150				1.387	12.472	-162.735	0.0331	0.298	-3.885	
55.200	134.51	99.26	35.25	1.756	-0.393	-267.507	0.0419	-0.009	-6.386	18.4
55.250				1.348	-14.279	-155.666	0.0322	-0.341	-3.716	
55.300				0.328	-15.959	122.051	0.0078	-0.381	2.914	18.4
55.350				-0.248	-2.073	288.241	-0.0059	-0.050	6.881	
55.400	131.05	99.26	31.79	0.121	12.865	176.243	0.0029	0.307	4.207	18.4
55.450				1.038	15.551	-68.644	0.0248	0.371	-1.639	
55.500				1.676	6.000	-243.945	0.0400	0.143	-5.824	18.3
55.550				1.638	-8.844	-234.677	0.0391	-0.211	-5.602	
55.600	99.41	99.26	0.15	0.792	-17.467	-6.126	0.0189	-0.417	-0.146	18.3
55.650				-0.108	-9.456	247.872	-0.0026	-0.226	5.918	
55.700				-0.154	7.320	256.668	-0.0037	0.175	6.128	18.3
55.750				0.624	16.211	39.898	0.0149	0.387	0.952	
55.800	171.99	99.26	72.73	1.467	11.310	-184.569	0.0350	0.270	-4.406	18.3
55.850				1.755	-2.246	-266.721	0.0419	-0.054	-6.367	
55.900				1.243	-15.362	-127.392	0.0297	-0.367	-3.041	18.3
55.950				0.218	-14.985	154.095	0.0052	-0.358	3.679	
56.000	112.50	99.26	13.24	-0.256	0.047	289.812	-0.0061	0.001	6.919	18.3
56.050				0.223	13.996	148.283	0.0053	0.334	3.540	
56.100				1.144	14.875	-96.447	0.0273	0.355	-2.302	18.2
56.150				1.711	4.351	-252.741	0.0408	0.104	-6.034	
56.200	148.73	99.26	49.47	1.579	-10.399	-217.398	0.0377	-0.248	-5.190	18.2
56.250				0.671	-17.389	27.332	0.0160	-0.415	0.653	
56.300				-0.160	-7.665	263.894	-0.0038	-0.183	6.300	18.2
56.350				-0.096	9.001	240.175	-0.0023	0.215	5.734	
56.400	158.71	99.27	59.44	0.740	16.352	9.896	0.0177	0.390	0.236	18.2
56.450				1.539	9.990	-205.303	0.0368	0.239	-4.901	
56.500				1.739	-4.178	-262.637	0.0415	-0.100	-6.270	18.2
56.550				1.122	-16.273	-95.190	0.0268	-0.388	-2.272	
56.600	101.23	99.26	1.97	0.112	-13.697	183.155	0.0027	-0.327	4.372	18.1
56.650				-0.248	2.042	284.943	-0.0059	0.049	6.803	
56.700				0.316	14.797	121.580	0.0075	0.353	2.903	18.1
56.750				1.232	14.200	-120.480	0.0294	0.339	-2.876	
56.800	167.83	99.26	68.57	1.736	2.749	-261.224	0.0414	0.066	-6.236	18.1
56.850				1.506	-11.922	-198.549	0.0360	-0.285	-4.740	
56.900				0.543	-17.106	61.732	0.0130	-0.408	1.474	18.1
56.950				-0.204	-5.749	275.361	-0.0049	-0.137	6.574	
57.000	136.12	99.27	36.85	-0.031	10.430	219.597	-7.5000E-4	0.249	5.243	18.1
57.050				0.839	16.211	-16.493	0.0200	0.387	-0.394	
57.100				1.590	8.781	-218.812	0.0380	0.210	-5.224	18.0
57.150				1.717	-5.671	-256.354	0.0410	-0.135	-6.120	
57.200	119.29	99.26	20.03	1.023	-16.855	-68.330	0.0244	-0.402	-1.631	18.0
57.250				0.031	-12.504	207.031	7.5000E-4	-0.298	4.943	
57.300				-0.228	3.848	279.445	-0.0054	0.092	6.671	18.0
57.350				0.416	15.441	95.033	0.0099	0.369	2.269	
57.400	172.92	99.27	73.65	1.316	13.352	-143.100	0.0314	0.319	-3.416	18.0
57.450				1.751	1.131	-265.465	0.0418	0.027	-6.338	
57.500				1.429	-13.195	-177.657	0.0341	-0.315	-4.241	18.0
57.550				0.432	-16.635	93.148	0.0103	-0.397	2.224	
57.600	116.04	99.26	16.78	-0.234	-3.880	284.157	-0.0056	-0.093	6.784	17.9
57.650				0.044	11.781	198.392	0.0011	0.281	4.736	
57.700				0.944	15.959	-44.139	0.0225	0.381	-1.054	17.9
57.750				1.640	7.367	-233.578	0.0392	0.176	-5.576	
