Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
560.550				0.902	16.226	-33.301	0.0215	0.387	-0.795												
560.600	166.02	99.26	66.76	1.626	7.854	-232.321	0.0388	0.188	-5.546	-7.2											
560.650				1.687	-7.006	-250.071	0.0403	-0.167	-5.970												
560.700				0.925	-17.153	-43.040	0.0221	-0.409	-1.027	-7.2											
560.750				-0.028	-11.310	224.938	-6.7500E-4	-0.270	5.370												
560.800	133.67	99.26	34.41	-0.206	5.341	273.162	-0.0049	0.127	6.521	-7.2											
560.850				0.506	16.006	71.628	0.0121	0.382	1.710												
560.900				1.395	12.504	-166.662	0.0333	0.298	-3.979	-7.3											
560.950				1.756	-0.660	-269.078	0.0419	-0.016	-6.424												
561.000	118.75	99.26	19.49	1.329	-14.404	-151.268	0.0317	-0.344	-3.611	-7.3											
561.050				0.316	-15.787	125.193	0.0075	-0.377	2.989												
561.100				-0.250	-1.885	288.084	-0.0060	-0.045	6.877	-7.3											
561.150				0.127	13.022	174.673	0.0030	0.311	4.170												
561.200	170.48	99.26	71.21	1.052	15.582	-73.356	0.0251	0.372	-1.751	-7.3											
561.250				1.685	5.686	-248.500	0.0402	0.136	-5.933												
561.300				1.621	-9.268	-231.064	0.0387	-0.221	-5.516	-7.3											
561.350				0.759	-17.420	2.513	0.0181	-0.416	0.060												
561.400	97.86	99.26	-1.40	-0.121	-9.016	251.642	-0.0029	-0.215	6.008	-7.3											
561.450				-0.143	7.744	253.684	-0.0034	0.185	6.056												
561.500				0.653	16.352	32.044	0.0156	0.390	0.765	-7.3											
561.550				1.492	10.948	-193.365	0.0356	0.261	-4.616												
561.600	140.25	99.26	40.99	1.748	-2.985	-266.564	0.0417	-0.071	-6.364	-7.3											
561.650				1.194	-15.708	-114.982	0.0285	-0.375	-2.745												
561.700				0.178	-14.483	165.719	0.0042	-0.346	3.956	-7.4											
561.750				-0.254	0.864	290.126	-0.0061	0.021	6.926												
561.800	161.98	99.26	62.72	0.264	14.530	138.073	0.0063	0.347	3.296	-7.4											
561.850				1.199	14.671	-113.254	0.0286	0.350	-2.704												
561.900				1.731	3.204	-262.794	0.0413	0.076	-6.274	-7.4											
561.950				1.519	-11.608	-203.575	0.0363	-0.277	-4.860												
562.000	99.85	99.26	0.59	0.570	-17.153	54.978	0.0136	-0.409	1.313	-7.4											
562.050				-0.196	-6.110	274.890	-0.0047	-0.146	6.562												
562.100				-0.041	10.336	224.781	-9.7500E-4	0.247	5.366	-7.4											
562.150				0.837	16.368	-16.336	0.0200	0.391	-0.390												
562.200	158.69	99.26	59.43	1.596	8.702	-223.524	0.0381	0.208	-5.336	-7.4											
562.250				1.707	-5.985	-255.726	0.0408	-0.143	-6.105												
562.300				0.997	-16.870	-62.361	0.0238	-0.403	-1.489	-7.4											
562.350				0.020	-12.221	210.801	4.8750E-4	-0.292	5.032												
562.400	108.92	99.26	9.66	-0.225	4.210	279.445	-0.0054	0.100	6.671	-7.4											
562.450				0.441	15.724	89.064	0.0105	0.375	2.126												
562.500				1.348	13.116	-154.409	0.0322	0.313	-3.686	-7.5											
562.550				1.753	0.283	-269.706	0.0419	0.007	-6.439												
562.600	109.51	99.26	10.25	1.376	-13.854	-164.777	0.0329	-0.331	-3.934	-7.5											
562.650				0.368	-16.195	110.898	0.0088	-0.387	2.647												
562.700				-0.243	-2.765	287.770	-0.0058	-0.066	6.870	-7.5											
562.750				0.091	12.582	185.825	0.0022	0.300	4.436												
562.800	155.15	99.27	55.88	1.015	15.818	-63.460	0.0242	0.378	-1.515	-7.5											
562.850				1.673	6.236	-246.144	0.0399	0.149	-5.876												
562.900				1.638	-8.796	-236.562	0.0391	-0.210	-5.647	-7.5											
562.950				0.793	-17.420	-6.754	0.0189	-0.416	-0.161												
563.000	100.13	99.26	0.87	-0.104	-9.472	247.872	-0.0025	-0.226	5.918	-7.5											
563.050				-0.154	7.367	258.082	-0.0037	0.176	6.161												
563.100				0.633	16.336	38.170	0.0151	0.390	0.911	-7.5											
563.150				1.480	11.184	-190.852	0.0353	0.267	-4.556												
563.200	126.97	99.26	27.71	1.751	-2.749	-268.292	0.0418	-0.066	-6.405	-7.6											
563.250				1.205	-15.645	-118.438	0.0288	-0.373	-2.828												
563.300				0.187	-14.593	162.892	0.0045	-0.348	3.889	-7.6											
563.350				-0.254	0.644	289.812	-0.0061	0.015	6.919												
563.400	136.00	99.27	36.73	0.251	14.389	141.058	0.0060	0.343	3.367	-7.6											
563.450				1.184	14.750	-109.170	0.0283	0.352	-2.606												
563.500				1.726	3.471	-261.067	0.0412	0.083	-6.233	-7.6											
563.550				1.532	-11.357	-207.031	0.0366	-0.271	-4.943												
563.600	97.67	99.26	-1.59	0.591	-17.232	49.166	0.0141	-0.411	1.174	-7.6											
563.650				-0.192	-6.440	273.633	-0.0046	-0.154	6.533												
563.700				-0.053	10.132	228.394	-0.0013	0.242	5.453	-7.6											
563.750				0.822	16.399	-12.095	0.0196	0.391	-0.289												
563.800	170.72	99.26	71.45	1.587	8.922	-220.540	0.0379	0.213	-5.265	-7.6											
563.850				1.714	-5.655	-256.825	0.0409	-0.135	-6.131												
563.900				1.021	-16.760	-68.644	0.0244	-0.400	-1.639	-7.6											
563.950				0.038	-12.519	204.989	9.0000E-4	-0.299	4.894												
564.000	117.57	99.26	18.31	-0.231	3.738	280.544	-0.0055	0.089	6.698	-7.7											
564.050				0.412	15.535	96.604	0.0098	0.371	2.306												
564.100				1.323	13.399	-146.555	0.0316	0.320	-3.499	-7.7											
564.150				1.751	0.880	-267.350	0.0418	0.021	-6.383												
564.200	102.90	99.26	3.64	1.411	-13.336	-173.416	0.0337	-0.318	-4.140	-7.7											
564.250				0.418	-16.462	96.604	0.0100	-0.393	2.306												
564.300				-0.236	-3.676	284.157	-0.0056	-0.088	6.784	-7.7											
564.350				0.050	11.954	196.821	0.0012	0.285	4.699												
564.400	163.54	99.26	64.27	0.960	16.006	-48.695	0.0229	0.382	-1.163	-7.7											
564.450				1.651	7.084	-238.604	0.0394	0.169	-5.696												
564.500				1.668	-7.854	-243.945	0.0398	-0.187	-5.824	-7.7											
564.550				0.866	-17.310	-26.546	0.0207	-0.413	-0.634												
564.600	103.92	99.26	4.66	-0.063	-10.509	235.305	-0.0015	-0.251	5.617	-7.7											
564.650				-0.185	6.220	266.878	-0.0044	0.148	6.371												
564.700				0.559	16.179	57.491	0.0134	0.386	1.373	-7.7											
564.750				1.433	11.969	-177.971	0.0342	0.286	-4.249												
564.800	157.37	99.26	58.11	1.756	-1.618	-270.334	0.0419	-0.039	-6.454	-7.8											
564.850				1.271	-15.064	-136.345	0.0303	-0.360	-3.255												
564.900				0.250	-15.252	145.299	0.0060	-0.364	3.469	-7.8											
564.950				-0.254	-0.534	291.226	-0.0061	-0.013	6.953												
565.000	147.03	99.27	47.76	0.196	13.870	156.923	0.0047	0.331	3.746	-7.8											
565.050				1.133	15.158	-95.033	0.0270	0.362	-2.269												
565.100				1.712	4.367	-257.140	0.0409	0.104	-6.139	-7.8											
565.150				1.569	-10.556	-217.084	0.0375	-0.252	-5.182												
565.200	108.10	99.26	8.84	0.657	-17.342	31.102	0.0157	-0.414	0.743	-7.8											
565.250				-0.165	-7.446	266.250	-0.0039	-0.178	6.356												
565.300				-0.088	9.283	238.918	-0.0021	0.222	5.704	-7.8											
565.350				0.763	16.446	3.770	0.0182	0.393	0.090												
565.400	168.94	99.26	69.68	1.557	9.660	-212.372	0.0372	0.231	-5.070	-7.8											
565.450				1.729	-4.791	-261.852	0.0413	-0.114	-6.251												
565.500				1.078	-16.525	-84.038	0.0257	-0.394	-2.006	-7.9											
565.550				0.077	-13.195	194.622	0.0018	-0.315	4.646												
565.600	127.44	99.26	28.18	-0.242	2.937	285.414	-0.0058	0.070	6.814	-7.9											
565.650				0.371	15.347	108.385	0.0089	0.366	2.587												
565.700				1.293	13.776	-139.487	0.0309	0.329	-3.330	-7.9											
565.750				1.748	1.398	-268.449	0.0417	0.033	-6.409												
565.800	124.61	99.26	25.35	1.433	-13.069	-180.328	0.0342	-0.312	-4.305	-7.9											
565.850				0.441	-16.635	90.164	0.0105	-0.397	2.152												
565.900				-0.231	-4.053	283.529	-0.0055	-0.097	6.769	-7.9											
565.950				0.036	11.718	201.376	8.6250E-4	0.280	4.808												
566.000	169.61	99.27	70.35	0.941	16.085	-43.982	0.0225	0.384	-1.050	-7.9											
566.050				1.645	7.320	-237.662	0.0393	0.175	-5.674												
566.100				1.673	-7.681	-246.301	0.0399	-0.183	-5.880	-7.9											
566.150				0.877	-17.310	-29.374	0.0209	-0.413	-0.701												
566.200	97.65	99.26	-1.61	-0.058	-10.619	234.677	-0.0014	-0.253	5.603	-7.9											
566.250				-0.185	6.158	267.821	-0.0044	0.147	6.394												
566.300				0.558	16.164	58.277	0.0133	0.386	1.391	-8.0											
566.350				1.431	11.985	-177.029	0.0342	0.286	-4.226												
566.400	145.02	99.26	45.76	1.756	-1.539	-270.020	0.0419	-0.037	-6.446	-8.0											
566.450				1.277	-15.017	-137.759	0.0305	-0.358	-3.289												
566.500				0.254	-15.315	143.885	0.0061	-0.366	3.435	-8.0											
566.550				-0.254	-0.628	291.226	-0.0061	-0.015	6.953												
566.600	158.76	99.27	59.49	0.192	13.807	158.336	0.0046	0.330	3.780	-8.0											
566.650				1.126	15.205	-93.305	0.0269	0.363	-2.228												
566.700				1.712	4.477	-256.825	0.0409	0.107	-6.131	-8.0											
566.750				1.574	-10.477	-218.341	0.0376	-0.250	-5.213												
566.800	101.47	99.26	2.21	0.664	-17.357	28.903	0.0159	-0.414	0.690	-8.0											
566.850				-0.162	-7.587	264.679	-0.0039	-0.181	6.319												
566.900				-0.094	9.111	239.861	-0.0022	0.217	5.726	-8.0											
566.950				0.749	16.399	7.540	0.0179	0.391	0.180												
567.000	162.61	99.27	63.35	1.546	9.865	-207.974	0.0369	0.235	-4.965	-8.0											
567.050				1.736	-4.398	-262.009	0.0414	-0.105	-6.255												
567.100				1.106	-16.336	-91.263	0.0264	-0.390	-2.179	-8.1											
567.150				0.102	-13.525	186.768	0.0024	-0.323	4.459												
567.200	105.81	99.26	6.55	-0.247	2.340	286.042	-0.0059	0.056	6.829	-8.1											
567.250				0.336	15.080	117.339	0.0080	0.360	2.801												
567.300				1.261	14.074	-130.062	0.0301	0.336	-3.105	-8.1											
567.350				1.744	2.073	-265.622	0.0416	0.050	-6.341												
567.400	114.06	99.26	14.80	1.469	-12.488	-189.281	0.0351	-0.298	-4.519	-8.1											
567.450				0.495	-16.855	75.084	0.0118	-0.402	1.792												
567.500				-0.217	-4.979	279.131	-0.0052	-0.119	6.664	-8.1											
567.550				-0.003	11.058	212.058	-7.5000E-5	0.264	5.063												
567.600	149.37	99.27	50.10	0.889	16.226	-30.002	0.0212	0.387	-0.716	-8.1											
567.650				1.619	8.058	-229.651	0.0387	0.192	-5.482												
567.700				1.695	-6.739	-251.799	0.0405	-0.161	-6.011	-8.1											
567.750				0.946	-17.122	-48.223	0.0226	-0.409	-1.151												
567.800	98.62	99.26	-0.64	-0.017	-11.561	222.268	-4.1250E-4	-0.276	5.306	-8.2											
567.850				-0.210	5.105	275.361	-0.0050	0.122	6.574												
567.900				0.493	15.975	75.241	0.0118	0.381	1.796	-8.2											
567.950				1.387	12.629	-165.091	0.0331	0.301	-3.941												
568.000	133.77	99.26	34.51	1.756	-0.534	-270.177	0.0419	-0.013	-6.450	-8.2											
568.050				1.334	-14.389	-153.153	0.0318	-0.343	-3.656												
568.100				0.317	-15.849	125.978	0.0076	-0.378	3.007	-8.2											
568.150				-0.251	-1.791	290.598	-0.0060	-0.043	6.937												
568.200	129.57	99.26	30.30	0.138	13.210	173.416	0.0033	0.315	4.140	-8.2											
568.250				1.070	15.551	-78.226	0.0255	0.371	-1.868												
568.300				1.693	5.388	-251.799	0.0404	0.129	-6.011	-8.2											
568.350				1.608	-9.629	-228.237	0.0384	-0.230	-5.449												
568.400	98.38	99.26	-0.88	0.730	-17.436	10.681	0.0174	-0.416	0.255	-8.2											
568.450				-0.135	-8.561	257.140	-0.0032	-0.204	6.139												
568.500				-0.126	8.278	249.757	-0.0030	0.198	5.963	-8.2											
568.550				0.693	16.415	22.305	0.0165	0.392	0.533												
568.600	170.22	99.27	70.95	1.516	10.509	-200.905	0.0362	0.251	-4.796	-8.3											
568.650				1.744	-3.676	-265.779	0.0416	-0.088	-6.345												
568.700				1.148	-16.069	-103.201	0.0274	-0.384	-2.464	-8.3											
568.750				0.137	-13.996	178.128	0.0033	-0.334	4.253												
568.800	113.45	99.27	14.18	-0.251	1.744	289.184	-0.0060	0.042	6.904	-8.3											
568.850				0.311	14.923	125.507	0.0074	0.356	2.996												
568.900				1.241	14.294	-125.193	0.0296	0.341	-2.989	-8.3											
568.950				1.740	2.403	-266.093	0.0416	0.057	-6.353												
569.000	105.19	99.26	5.93	1.481	-12.315	-193.522	0.0354	-0.294	-4.620	-8.3											
569.050				0.509	-16.949	71.471	0.0122	-0.405	1.706												
569.100				-0.214	-5.168	279.288	-0.0051	-0.123	6.667	-8.3											
569.150				-0.008	10.980	214.414	-1.8750E-4	0.262	5.119												
569.200	160.61	99.27	61.35	0.884	16.273	-28.903	0.0211	0.388	-0.690	-8.3											
569.250				1.619	8.090	-230.907	0.0387	0.193	-5.513												
569.300				1.693	-6.817	-252.427	0.0404	-0.163	-6.026	-8.4											
569.350				0.938	-17.153	-46.339	0.0224	-0.410	-1.106												
569.400	102.43	99.26	3.16	-0.022	-11.451	223.682	-5.2500E-4	-0.273	5.340	-8.4											
569.450				-0.207	5.215	274.261	-0.0049	0.124	6.548												
569.500				0.500	15.975	73.513	0.0119	0.381	1.755	-8.4											
569.550				1.390	12.566	-165.562	0.0332	0.300	-3.953												
569.600	160.47	99.27	61.20	1.756	-0.581	-269.706	0.0419	-0.014	-6.439	-8.4											
569.650				1.332	-14.404	-152.524	0.0318	-0.344	-3.641												
569.700				0.316	-15.834	126.292	0.0075	-0.378	3.015	-8.4											
569.750				-0.251	-1.775	290.440	-0.0060	-0.042	6.934												
569.800	143.12	99.27	43.85	0.138	13.210	173.102	0.0033	0.315	4.133	-8.4											
569.850				1.070	15.535	-78.069	0.0255	0.371	-1.864												
569.900				1.692	5.404	-250.699	0.0404	0.129	-5.985	-8.4											
569.950				1.610	-9.535	-228.080	0.0384	-0.228	-5.445												
570.000	97.82	99.26	-1.44	0.738	-17.404	8.325	0.0176	-0.416	0.199	-8.4											
570.050				-0.130	-8.702	254.626	-0.0031	-0.208	6.079												
570.100				-0.132	8.058	250.699	-0.0031	0.192	5.985	-8.5											
570.150				0.675	16.368	26.704	0.0161	0.391	0.637												
570.200	170.09	99.26	70.83	1.505	10.729	-196.507	0.0359	0.256	-4.691	-8.5											
570.250				1.748	-3.283	-265.779	0.0417	-0.078	-6.345												
570.300				1.177	-15.849	-110.270	0.0281	-0.378	-2.633	-8.5											
570.350				0.163	-14.310	169.646	0.0039	-0.342	4.050												
570.400	123.02	99.26	23.76	-0.254	1.115	289.184	-0.0061	0.027	6.904	-8.5											
570.450				0.275	14.608	134.617	0.0066	0.349	3.214												
570.500				1.206	14.577	-115.139	0.0288	0.348	-2.749	-8.5											
570.550				1.733	3.094	-262.166	0.0414	0.074	-6.259												
570.600	130.30	99.26	31.03	1.516	-11.640	-202.005	0.0362	-0.278	-4.823	-8.5											
570.650				0.569	-17.106	54.664	0.0136	-0.408	1.305												
570.700				-0.195	-6.173	272.533	-0.0046	-0.147	6.506	-8.5											
570.750				-0.049	10.147	225.252	-0.0012	0.242	5.378												
570.800	167.25	99.27	67.99	0.820	16.352	-11.938	0.0196	0.390	-0.285	-8.6											
570.850				1.587	8.954	-220.226	0.0379	0.214	-5.257												
570.900				1.715	-5.671	-257.925	0.0410	-0.135	-6.157	-8.6											
570.950				1.019	-16.839	-68.016	0.0243	-0.402	-1.624												
571.000	98.00	99.26	-1.26	0.031	-12.472	208.131	7.5000E-4	-0.298	4.969	-8.6											
571.050				-0.228	3.974	281.173	-0.0054	0.095	6.712												
571.100				0.429	15.645	92.677	0.0102	0.374	2.212	-8.6											
571.150				1.337	13.242	-151.111	0.0319	0.316	-3.608												
571.200	151.22	99.26	51.96	1.753	0.534	-269.078	0.0419	0.013	-6.424	-8.6											
571.250				1.390	-13.666	-168.547	0.0332	-0.326	-4.024												
571.300				0.386	-16.321	106.343	0.0092	-0.390	2.539	-8.6											
571.350				-0.242	-3.032	288.084	-0.0058	-0.072	6.877												
571.400	153.49	99.27	54.23	0.083	12.488	188.967	0.0020	0.298	4.511	-8.6											
571.450				1.007	15.865	-61.104	0.0240	0.379	-1.459												
571.500				1.670	6.377	-244.730	0.0399	0.152	-5.843	-8.6											
571.550				1.645	-8.608	-237.819	0.0393	-0.205	-5.678												
571.600	104.07	99.26	4.81	0.809	-17.404	-10.839	0.0193	-0.416	-0.259	-8.7											
571.650				-0.096	-9.692	245.673	-0.0023	-0.231	5.865												
571.700				-0.160	7.163	260.281	-0.0038	0.171	6.214	-8.7											
571.750				0.620	16.336	41.469	0.0148	0.390	0.990												
571.800	165.99	99.26	66.73	1.473	11.310	-188.967	0.0352	0.270	-4.511	-8.7											
571.850				1.751	-2.560	-268.449	0.0418	-0.061	-6.409												
571.900				1.217	-15.535	-121.580	0.0291	-0.371	-2.902	-8.7											
571.950				0.198	-14.718	160.221	0.0047	-0.351	3.825												
572.000	103.28	99.26	4.02	-0.254	0.487	290.755	-0.0061	0.012	6.941	-8.7											
572.050				0.247	14.357	143.100	0.0059	0.343	3.416												
572.100				1.181	14.797	-108.699	0.0282	0.353	-2.595	-8.7											
572.150				1.726	3.487	-261.852	0.0412	0.083	-6.251												
572.200	117.72	99.26	18.45	1.530	-11.388	-206.874	0.0365	-0.272	-4.939	-8.7											
572.250				0.587	-17.200	49.637	0.0140	-0.411	1.185												
572.300				-0.190	-6.425	272.533	-0.0045	-0.153	6.506	-8.8											
572.350				-0.055	10.053	228.237	-0.0013	0.240	5.449												
572.400	170.76	99.27	71.50	0.815	16.399	-10.524	0.0195	0.392	-0.251	-8.8											
572.450				1.585	9.001	-220.854	0.0378	0.215	-5.273												
572.500				1.715	-5.686	-258.396	0.0410	-0.136	-6.169	-8.8											
572.550				1.016	-16.839	-67.544	0.0243	-0.402	-1.613												
572.600	98.09	99.26	-1.18	0.031	-12.441	207.817	7.5000E-4	-0.297	4.961	-8.8											
572.650				-0.228	3.943	280.702	-0.0054	0.094	6.701												
572.700				0.426	15.629	93.305	0.0102	0.373	2.227	-8.8											
572.750				1.335	13.273	-150.168	0.0319	0.317	-3.585												
572.800	137.77	99.26	38.51	1.753	0.613	-268.763	0.0419	0.015	-6.416	-8.8											
572.850				1.396	-13.603	-169.803	0.0333	-0.325	-4.054												
572.900				0.393	-16.368	104.301	0.0094	-0.391	2.490	-8.8											
572.950				-0.240	-3.173	286.985	-0.0057	-0.076	6.851												
573.000	125.92	99.26	26.66	0.075	12.331	190.381	0.0018	0.294	4.545	-8.8											
573.050				0.993	15.865	-56.863	0.0237	0.379	-1.357												
573.100				1.662	6.644	-240.489	0.0397	0.159	-5.741	-8.9											
573.150				1.657	-8.184	-239.704	0.0396	-0.195	-5.722												
573.200	99.53	99.26	0.26	0.844	-17.326	-20.106	0.0201	-0.414	-0.480	-8.9											
573.250				-0.075	-10.194	238.918	-0.0018	-0.243	5.704												
573.300				-0.176	6.566	263.894	-0.0042	0.157	6.300	-8.9											
573.350				0.581	16.195	51.679	0.0139	0.387	1.234												
573.400	168.53	99.27	69.26	1.444	11.734	-179.856	0.0345	0.280	-4.294	-8.9											
573.450				1.755	-1.791	-267.978	0.0419	-0.043	-6.398												
573.500				1.264	-15.064	-133.989	0.0302	-0.360	-3.199	-8.9											
573.550				0.248	-15.190	145.142	0.0059	-0.363	3.465												
573.600	109.26	99.27	10.00	-0.254	-0.550	289.969	-0.0061	-0.013	6.922	-8.9											
573.650				0.193	13.807	157.237	0.0046	0.330	3.754												
573.700				1.126	15.174	-93.148	0.0269	0.362	-2.224	-8.9											
573.750				1.711	4.492	-255.726	0.0408	0.107	-6.105												
573.800	109.48	99.26	10.22	1.576	-10.399	-218.184	0.0376	-0.248	-5.209	-9.0											
573.850				0.671	-17.326	26.861	0.0160	-0.414	0.641												
573.900				-0.157	-7.713	262.480	-0.0037	-0.184	6.266	-9.0											
573.950				-0.101	8.922	241.274	-0.0024	0.213	5.760												
574.000	155.19	99.27	55.93	0.735	16.415	10.681	0.0176	0.392	0.255	-9.0											
574.050				1.541	9.990	-208.445	0.0368	0.238	-4.976												
574.100				1.734	-4.430	-264.051	0.0414	-0.106	-6.304	-9.0											
574.150				1.098	-16.415	-90.007	0.0262	-0.392	-2.149												
574.200	100.15	99.26	0.89	0.093	-13.430	190.066	0.0022	-0.321	4.538	-9.0											
574.250				-0.245	2.592	286.356	-0.0058	0.062	6.836												
574.300				0.352	15.205	113.412	0.0084	0.363	2.708	-9.0											
574.350				1.275	13.933	-133.989	0.0305	0.333	-3.199												
574.400	165.09	99.26	65.83	1.745	1.806	-266.564	0.0417	0.043	-6.364	-9.0											
574.450				1.456	-12.723	-186.140	0.0348	-0.304	-4.444												
574.500				0.473	-16.808	81.996	0.0113	-0.401	1.958	-9.0											
574.550				-0.225	-4.524	283.058	-0.0054	-0.108	6.758												
