Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
8,520	0,33	0,21	0,10
8,540	0,33	0,22	0,22
8,560	0,34	0,22	0,11
8,580	0,34	0,22	0,11
8,600	0,34	0,23	0,12
8,620	0,35	0,23	-0,11
8,640	0,35	0,22	-0,11
8,660	0,36	0,22	-0,11
8,680	0,36	0,22	-0,11
8,700	0,37	0,22	0,01
8,720	0,37	0,22	-0,21
8,740	0,38	0,21	-0,33
8,760	0,38	0,21	-0,21
8,780	0,38	0,20	-0,21
8,800	0,39	0,20	-0,21
8,820	0,39	0,19	-0,21
8,840	0,40	0,19	-0,31
8,860	0,40	0,18	-0,54
8,880	0,40	0,17	-0,44
8,900	0,41	0,16	-0,32
8,920	0,41	0,16	-0,43
8,940	0,41	0,15	-0,43
8,960	0,42	0,14	-0,43
8,980	0,42	0,13	-0,43
9,000	0,42	0,12	-0,43
9,020	0,42	0,11	-0,42
9,040	0,43	0,10	-0,53
9,060	0,43	0,09	-0,65
9,080	0,43	0,08	-0,54
9,100	0,43	0,07	-0,42
9,120	0,43	0,06	-0,64
9,140	0,43	0,04	-0,77
9,160	0,43	0,03	-0,54
9,180	0,43	0,02	-0,42
9,200	0,43	0,01	-0,53
9,220	0,43	8,15E-4	-0,65
9,240	0,43	-0,01	-0,54
9,260	0,43	-0,02	-0,53
9,280	0,43	-0,03	-0,65
9,300	0,43	-0,05	-0,65
9,320	0,43	-0,06	-0,54
9,340	0,43	-0,07	-0,42
9,360	0,43	-0,08	-0,65
9,380	0,43	-0,09	-0,66
9,400	0,43	-0,10	-0,42
9,420	0,42	-0,11	-0,54
9,440	0,42	-0,12	-0,44
9,460	0,42	-0,13	-0,31
9,480	0,42	-0,14	-0,54
9,500	0,41	-0,15	-0,55
9,520	0,41	-0,16	-0,33
9,540	0,41	-0,16	-0,21
9,560	0,40	-0,17	-0,32
9,580	0,40	-0,18	-0,43
9,600	0,40	-0,18	-0,43
9,620	0,39	-0,19	-0,44
9,640	0,39	-0,20	-0,34
9,660	0,38	-0,21	-0,10
9,680	0,38	-0,21	-0,21
9,700	0,38	-0,21	-0,34
9,720	0,37	-0,22	-2,69E-4
9,740	0,37	-0,21	0,01
9,760	0,36	-0,22	-0,22
9,780	0,36	-0,22	-0,11
9,800	0,35	-0,22	2,83E-13
9,820	0,35	-0,22	0,01
9,840	0,35	-0,22	-0,11
9,860	0,34	-0,23	-0,01
9,880	0,34	-0,22	0,22
9,900	0,33	-0,22	0,11
9,920	0,33	-0,22	0,10
9,940	0,32	-0,22	0,21
9,960	0,32	-0,21	0,33
9,980	0,31	-0,20	0,22
10,000	0,31	-0,20	0,10
10,020	0,31	-0,20	0,32
10,040	0,30	-0,19	0,33
10,060	0,30	-0,19	0,21
10,080	0,30	-0,18	0,32
10,100	0,29	-0,17	0,43
10,120	0,29	-0,16	0,43
10,140	0,28	-0,16	0,43
10,160	0,28	-0,15	0,43
10,180	0,28	-0,14	0,53
10,200	0,28	-0,13	0,65
10,220	0,27	-0,11	0,55
10,240	0,27	-0,10	0,32
10,260	0,27	-0,10	0,43
10,280	0,27	-0,09	0,54
10,300	0,27	-0,08	0,53
10,320	0,26	-0,07	0,65
10,340	0,26	-0,05	0,53
10,360	0,26	-0,04	0,65
10,380	0,26	-0,03	0,65
10,400	0,26	-0,02	0,53
10,420	0,26	0,00	0,76
10,440	0,26	0,01	0,65
10,460	0,26	0,02	0,43
10,480	0,26	0,03	0,43
10,500	0,26	0,04	0,53
10,520	0,26	0,05	0,65
10,540	0,27	0,06	0,54
10,560	0,27	0,07	0,53
10,580	0,27	0,09	0,65
10,600	0,27	0,10	0,54
10,620	0,27	0,11	0,53
10,640	0,27	0,12	0,65
10,660	0,28	0,13	0,55
10,680	0,28	0,14	0,32
10,700	0,28	0,15	0,32
10,720	0,29	0,15	0,43
10,740	0,29	0,16	0,32
10,760	0,29	0,17	0,42
10,780	0,30	0,18	0,55
10,800	0,30	0,19	0,33
10,820	0,30	0,19	0,21
10,840	0,31	0,20	0,21
10,860	0,31	0,20	0,32
10,880	0,31	0,21	0,33
10,900	0,32	0,21	0,11
10,920	0,32	0,21	0,10
10,940	0,33	0,22	0,22
10,960	0,33	0,22	0,11
10,980	0,34	0,22	3,18E-13
11,000	0,34	0,22	3,18E-13
11,020	0,35	0,22	-3,47E-14
11,040	0,35	0,22	-3,47E-14
11,060	0,35	0,22	-2,48E-13
11,080	0,36	0,22	0,01
11,100	0,36	0,22	-0,10
11,120	0,37	0,22	-0,21
11,140	0,37	0,22	-0,21
11,160	0,38	0,21	-0,21
11,180	0,38	0,21	-0,21
11,200	0,38	0,20	-0,21
11,220	0,39	0,20	-0,21
11,240	0,39	0,19	-0,32
11,260	0,40	0,19	-0,32
11,280	0,40	0,18	-0,31
11,300	0,40	0,17	-0,54
11,320	0,41	0,16	-0,44
11,340	0,41	0,16	-0,32
11,360	0,41	0,15	-0,43
11,380	0,42	0,14	-0,43
11,400	0,42	0,13	-0,42
11,420	0,42	0,12	-0,53
11,440	0,42	0,11	-0,66
11,460	0,43	0,09	-0,43
11,480	0,43	0,09	-0,42
11,500	0,43	0,08	-0,65
11,520	0,43	0,07	-0,54
11,540	0,43	0,06	-0,42
11,560	0,43	0,05	-0,52
11,580	0,43	0,04	-0,76
11,600	0,43	0,02	-0,66
11,620	0,43	0,01	-0,42
11,640	0,43	8,15E-4	-0,53
11,660	0,43	-0,01	-0,65
11,680	0,43	-0,02	-0,65
11,700	0,43	-0,04	-0,54
11,720	0,43	-0,05	-0,53
11,740	0,43	-0,06	-0,66
11,760	0,43	-0,07	-0,43
11,780	0,43	-0,08	-0,42
11,800	0,43	-0,09	-0,65
11,820	0,43	-0,10	-0,54
11,840	0,42	-0,11	-0,54
11,860	0,42	-0,12	-0,54
11,880	0,42	-0,13	-0,43
11,900	0,42	-0,14	-0,43
11,920	0,41	-0,15	-0,44
11,940	0,41	-0,16	-0,33
11,960	0,41	-0,16	-0,21
11,980	0,40	-0,17	-0,31
12,000	0,40	-0,18	-0,54
12,020	0,40	-0,19	-0,56
12,040	0,39	-0,20	-0,22
12,060	0,39	-0,20	-0,10
12,080	0,38	-0,20	-0,32
12,100	0,38	-0,21	-0,33
12,120	0,38	-0,22	-0,11
12,140	0,37	-0,21	-0,10
12,160	0,37	-0,22	-0,22
12,180	0,36	-0,22	-0,11
12,200	0,36	-0,22	-2,14E-13
12,220	0,35	-0,22	-2,83E-13
12,240	0,35	-0,22	3,47E-14
12,260	0,34	-0,22	0,00
12,280	0,34	-0,22	-0,01
12,300	0,34	-0,22	0,11
12,320	0,33	-0,22	0,11
12,340	0,33	-0,22	-0,01
12,360	0,32	-0,22	0,21
12,380	0,32	-0,21	0,33
12,400	0,31	-0,21	0,21
12,420	0,31	-0,20	0,32
12,440	0,31	-0,19	0,33
12,460	0,30	-0,19	0,21
12,480	0,30	-0,19	0,32
12,500	0,29	-0,18	0,44
12,520	0,29	-0,17	0,32
12,540	0,29	-0,16	0,32
12,560	0,28	-0,16	0,43
12,580	0,28	-0,15	0,43
12,600	0,28	-0,14	0,54
12,620	0,28	-0,13	0,54
12,640	0,27	-0,12	0,43
12,660	0,27	-0,11	0,53
12,680	0,27	-0,10	0,65
12,700	0,27	-0,08	0,54
12,720	0,27	-0,07	0,53
12,740	0,26	-0,06	0,65
12,760	0,26	-0,05	0,54
12,780	0,26	-0,04	0,43
12,800	0,26	-0,03	0,53
12,820	0,26	-0,02	0,65
12,840	0,26	0,00	0,65
12,860	0,26	0,01	0,64
12,880	0,26	0,02	0,64
12,900	0,26	0,03	0,65
12,920	0,26	0,05	0,54
12,940	0,26	0,06	0,43
12,960	0,27	0,06	0,53
12,980	0,27	0,08	0,65
13,000	0,27	0,09	0,54
13,020	0,27	0,10	0,43
13,040	0,27	0,11	0,53
13,060	0,27	0,12	0,65
13,080	0,28	0,13	0,54
13,100	0,28	0,14	0,43
13,120	0,28	0,15	0,32
13,140	0,29	0,15	0,31
13,160	0,29	0,16	0,54
13,180	0,29	0,18	0,44
13,200	0,30	0,18	0,21
13,220	0,30	0,18	0,32
13,240	0,30	0,19	0,33
13,260	0,31	0,20	0,21
13,280	0,31	0,20	0,32
13,300	0,32	0,21	0,33
13,320	0,32	0,21	0,11
13,340	0,32	0,21	0,10
13,360	0,33	0,22	0,22
13,380	0,33	0,22	0,11
13,400	0,34	0,22	2,14E-13
13,420	0,34	0,22	0,00
13,440	0,35	0,22	-2,83E-13
13,460	0,35	0,22	-2,48E-13
13,480	0,36	0,22	0,01
13,500	0,36	0,22	-0,11
13,520	0,36	0,22	-0,11
13,540	0,37	0,22	0,01
13,560	0,37	0,22	-0,21
13,580	0,38	0,21	-0,33
13,600	0,38	0,21	-0,21
13,620	0,39	0,20	-0,21
13,640	0,39	0,20	-0,21
13,660	0,39	0,19	-0,32
13,680	0,40	0,19	-0,43
13,700	0,40	0,18	-0,43
13,720	0,40	0,17	-0,44
13,740	0,41	0,16	-0,32
13,760	0,41	0,16	-0,31
13,780	0,41	0,15	-0,54
13,800	0,42	0,13	-0,44
13,820	0,42	0,13	-0,31
13,840	0,42	0,12	-0,54
13,860	0,42	0,11	-0,54
13,880	0,43	0,10	-0,54
13,900	0,43	0,09	-0,54
13,920	0,43	0,08	-0,53
13,940	0,43	0,07	-0,66
13,960	0,43	0,05	-0,42
13,980	0,43	0,05	-0,52
