Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
70,400	0,800	3,094	-6,440	0,0191	0,074	-0,154
70,450	0,946	2,749	-7,540	0,0226	0,066	-0,180
70,500	1,074	2,340	-8,482	0,0257	0,056	-0,203
70,550	1,180	1,901	-8,954	0,0282	0,045	-0,214
70,600	1,264	1,445	-9,896	0,0302	0,034	-0,236
70,650	1,324	0,911	-10,681	0,0316	0,022	-0,255
70,700	1,356	0,377	-10,367	0,0324	0,009	-0,248
70,750	1,362	-0,126	-9,582	0,0325	-0,003	-0,229
70,800	1,343	-0,581	-8,796	0,0321	-0,014	-0,210
70,850	1,304	-1,005	-8,482	0,0311	-0,024	-0,203
70,900	1,243	-1,429	-8,168	0,0297	-0,034	-0,195
70,950	1,161	-1,822	-7,697	0,0277	-0,044	-0,184
71,000	1,060	-2,199	-7,383	0,0253	-0,053	-0,176
71,050	0,941	-2,560	-7,226	0,0225	-0,061	-0,172
71,100	0,804	-2,922	-6,912	0,0192	-0,070	-0,165
71,150	0,649	-3,252	-6,126	0,0155	-0,078	-0,146
71,200	0,479	-3,534	-5,498	0,0114	-0,084	-0,131
71,250	0,295	-3,801	-4,869	0,0071	-0,091	-0,116
71,300	0,099	-4,021	-3,927	0,0024	-0,096	-0,094
71,350	-0,107	-4,194	-2,985	-0,0025	-0,100	-0,071
71,400	-0,320	-4,320	-2,042	-0,0076	-0,103	-0,049
71,450	-0,539	-4,398	-1,257	-0,0129	-0,105	-0,030
71,500	-0,760	-4,445	-0,628	-0,0181	-0,106	-0,015
71,550	-0,983	-4,461	0,157	-0,0235	-0,107	0,004
71,600	-1,206	-4,430	1,257	-0,0288	-0,106	0,030
71,650	-1,426	-4,335	2,356	-0,0340	-0,103	0,056
71,700	-1,640	-4,194	3,456	-0,0391	-0,100	0,082
71,750	-1,846	-3,990	4,398	-0,0441	-0,095	0,105
71,800	-2,039	-3,754	5,027	-0,0487	-0,090	0,120
71,850	-2,221	-3,487	5,969	-0,0530	-0,083	0,142
71,900	-2,388	-3,157	7,069	-0,0570	-0,075	0,169
71,950	-2,537	-2,780	8,011	-0,0606	-0,066	0,191
72,000	-2,666	-2,356	8,954	-0,0636	-0,056	0,214
72,050	-2,772	-1,885	9,739	-0,0662	-0,045	0,233
72,100	-2,854	-1,382	10,367	-0,0681	-0,033	0,248
72,150	-2,911	-0,848	11,153	-0,0695	-0,020	0,266
72,200	-2,939	-0,267	10,839	-0,0702	-0,006	0,259
72,250	-2,937	0,236	8,954	-0,0701	0,006	0,214
72,300	-2,915	0,628	7,697	-0,0696	0,015	0,184
72,350	-2,875	1,005	7,540	-0,0686	0,024	0,180
72,400	-2,815	1,382	7,540	-0,0672	0,033	0,180
72,450	-2,736	1,759	7,383	-0,0653	0,042	0,176
72,500	-2,639	2,121	7,069	-0,0630	0,051	0,169
72,550	-2,524	2,466	7,069	-0,0603	0,059	0,169
72,600	-2,392	2,827	6,912	-0,0571	0,067	0,165
72,650	-2,242	3,157	6,283	-0,0535	0,075	0,150
72,700	-2,077	3,456	5,812	-0,0496	0,083	0,139
72,750	-1,896	3,738	5,341	-0,0453	0,089	0,127
72,800	-1,703	3,990	4,869	-0,0406	0,095	0,116
72,850	-1,497	4,225	4,241	-0,0357	0,101	0,101
72,900	-1,280	4,414	3,299	-0,0306	0,105	0,079
72,950	-1,056	4,555	2,356	-0,0252	0,109	0,056
73,000	-0,825	4,650	1,257	-0,0197	0,111	0,030
73,050	-0,591	4,681	0,314	-0,0141	0,112	0,007
73,100	-0,357	4,681	-0,471	-0,0085	0,112	-0,011
73,150	-0,123	4,634	-1,414	-0,0029	0,111	-0,034
73,200	0,107	4,540	-2,670	0,0026	0,108	-0,064
73,250	0,331	4,367	-4,084	0,0079	0,104	-0,098
73,300	0,543	4,131	-5,184	0,0130	0,099	-0,124
73,350	0,745	3,848	-6,440	0,0178	0,092	-0,154
73,400	0,928	3,487	-7,697	0,0222	0,083	-0,184
73,450	1,093	3,079	-8,639	0,0261	0,074	-0,206
73,500	1,236	2,623	-9,582	0,0295	0,063	-0,229
73,550	1,356	2,121	-10,524	0,0324	0,051	-0,251
73,600	1,448	1,571	-11,153	0,0346	0,037	-0,266
73,650	1,513	1,005	-11,467	0,0361	0,024	-0,274
73,700	1,549	0,424	-11,781	0,0370	0,010	-0,281
73,750	1,555	-0,173	-11,467	0,0371	-0,004	-0,274
73,800	1,532	-0,723	-10,367	0,0366	-0,017	-0,247
73,850	1,483	-1,210	-9,582	0,0354	-0,029	-0,229
73,900	1,411	-1,681	-9,425	0,0337	-0,040	-0,225
73,950	1,315	-2,152	-9,268	0,0314	-0,051	-0,221
74,000	1,195	-2,608	-9,111	0,0285	-0,062	-0,218
74,050	1,054	-3,063	-8,796	0,0252	-0,073	-0,210
74,100	0,889	-3,487	-7,854	0,0212	-0,083	-0,187
74,150	0,705	-3,848	-7,069	0,0168	-0,092	-0,169
74,200	0,504	-4,194	-6,597	0,0120	-0,100	-0,158
74,250	0,286	-4,508	-5,655	0,0068	-0,108	-0,135
74,300	0,053	-4,760	-4,398	0,0013	-0,114	-0,105
74,350	-0,190	-4,948	-3,299	-0,0045	-0,118	-0,079
74,400	-0,441	-5,089	-2,199	-0,0105	-0,121	-0,053
74,450	-0,699	-5,168	-1,100	-0,0167	-0,123	-0,026
74,500	-0,958	-5,199	7,354E-12	-0,0229	-0,124	1,749E-13
74,550	-1,219	-5,168	1,257	-0,0291	-0,123	0,030
74,600	-1,475	-5,074	2,356	-0,0352	-0,121	0,056
74,650	-1,726	-4,932	3,456	-0,0412	-0,118	0,082
74,700	-1,968	-4,728	4,869	-0,0470	-0,113	0,116
74,750	-2,199	-4,445	6,283	-0,0525	-0,106	0,150
74,800	-2,413	-4,100	7,226	-0,0576	-0,098	0,173
74,850	-2,609	-3,723	8,011	-0,0623	-0,089	0,191
74,900	-2,785	-3,299	9,268	-0,0665	-0,079	0,221
74,950	-2,939	-2,796	10,839	-0,0702	-0,067	0,259
75,000	-3,065	-2,215	11,938	-0,0732	-0,053	0,285
75,050	-3,160	-1,602	12,723	-0,0754	-0,038	0,304
75,100	-3,225	-0,942	13,509	-0,0770	-0,022	0,322
75,150	-3,255	-0,251	12,881	-0,0777	-0,006	0,307
75,200	-3,250	0,346	10,839	-0,0776	0,008	0,259
75,250	-3,220	0,833	9,425	-0,0769	0,020	0,225
75,300	-3,167	1,288	9,111	-0,0756	0,031	0,217
75,350	-3,091	1,744	9,268	-0,0738	0,042	0,221
75,400	-2,992	2,215	9,425	-0,0714	0,053	0,225
75,450	-2,870	2,686	9,111	-0,0685	0,064	0,218
75,500	-2,724	3,126	8,639	-0,0650	0,075	0,206
75,550	-2,557	3,550	8,325	-0,0610	0,085	0,199
75,600	-2,369	3,958	7,697	-0,0565	0,094	0,184
75,650	-2,161	4,320	6,912	-0,0516	0,103	0,165
75,700	-1,937	4,650	6,283	-0,0462	0,111	0,150
75,750	-1,696	4,948	5,655	-0,0405	0,118	0,135
75,800	-1,442	5,215	4,555	-0,0344	0,124	0,109
75,850	-1,175	5,404	3,142	-0,0280	0,129	0,075
75,900	-0,902	5,529	2,042	-0,0215	0,132	0,049
75,950	-0,622	5,608	0,785	-0,0148	0,134	0,019
76,000	-0,341	5,608	-0,628	-0,0081	0,134	-0,015
76,050	-0,061	5,545	-1,885	-0,0015	0,132	-0,045
76,100	0,214	5,419	-3,299	0,0051	0,129	-0,079
76,150	0,481	5,215	-4,869	0,0115	0,125	-0,116
76,200	0,735	4,932	-6,440	0,0176	0,118	-0,154
76,250	0,974	4,571	-8,011	0,0233	0,109	-0,191
76,300	1,192	4,131	-9,582	0,0285	0,099	-0,229
76,350	1,387	3,613	-10,996	0,0331	0,086	-0,262
76,400	1,554	3,032	-11,938	0,0371	0,072	-0,285
76,450	1,690	2,419	-12,881	0,0404	0,058	-0,308
76,500	1,795	1,744	-13,823	0,0429	0,042	-0,330
76,550	1,865	1,037	-14,294	0,0445	0,025	-0,341
76,600	1,899	0,314	-14,294	0,0453	0,007	-0,341
76,650	1,896	-0,393	-13,509	0,0453	-0,009	-0,322
76,700	1,860	-1,037	-12,723	0,0444	-0,025	-0,304
76,750	1,792	-1,665	-12,409	0,0428	-0,040	-0,296
76,800	1,693	-2,278	-11,938	0,0404	-0,054	-0,285
76,850	1,565	-2,859	-11,153	0,0374	-0,068	-0,266
76,900	1,407	-3,393	-10,367	0,0336	-0,081	-0,248
76,950	1,225	-3,896	-9,896	0,0293	-0,093	-0,236
77,000	1,018	-4,383	-9,268	0,0243	-0,105	-0,221
77,050	0,787	-4,822	-8,325	0,0188	-0,115	-0,199
77,100	0,536	-5,215	-7,226	0,0128	-0,125	-0,173
77,150	0,265	-5,545	-5,655	0,0063	-0,132	-0,135
77,200	-0,019	-5,781	-4,241	-4,5000E-4	-0,138	-0,101
77,250	-0,313	-5,969	-3,142	-0,0075	-0,142	-0,075
77,300	-0,616	-6,095	-1,728	-0,0147	-0,145	-0,041
77,350	-0,922	-6,142	-0,157	-0,0220	-0,147	-0,004
77,400	-1,230	-6,110	1,571	-0,0294	-0,146	0,038
77,450	-1,533	-5,985	3,142	-0,0366	-0,143	0,075
77,500	-1,828	-5,796	4,398	-0,0436	-0,138	0,105
77,550	-2,113	-5,545	5,655	-0,0504	-0,132	0,135
77,600	-2,383	-5,231	6,912	-0,0569	-0,125	0,165
77,650	-2,636	-4,854	8,482	-0,0629	-0,116	0,203
77,700	-2,868	-4,383	10,210	-0,0685	-0,105	0,244
77,750	-3,074	-3,833	11,310	-0,0734	-0,091	0,270
77,800	-3,252	-3,252	12,409	-0,0776	-0,078	0,296
77,850	-3,399	-2,592	13,823	-0,0811	-0,062	0,330
77,900	-3,511	-1,869	14,923	-0,0838	-0,045	0,356
77,950	-3,586	-1,100	15,708	-0,0856	-0,026	0,375
78,000	-3,621	-0,298	15,080	-0,0864	-0,007	0,360
78,050	-3,616	0,408	13,195	-0,0863	0,010	0,315
78,100	-3,580	1,021	11,938	-0,0855	0,024	0,285
78,150	-3,514	1,602	11,467	-0,0839	0,038	0,274
78,200	-3,420	2,168	11,467	-0,0816	0,052	0,274
78,250	-3,297	2,749	11,624	-0,0787	0,066	0,277
78,300	-3,145	3,330	11,310	-0,0751	0,079	0,270
78,350	-2,964	3,880	10,681	-0,0708	0,093	0,255
78,400	-2,757	4,398	10,053	-0,0658	0,105	0,240
78,450	-2,524	4,885	8,954	-0,0603	0,117	0,214
78,500	-2,268	5,294	7,697	-0,0541	0,126	0,184
78,550	-1,995	5,655	7,069	-0,0476	0,135	0,169
78,600	-1,703	6,000	5,969	-0,0406	0,143	0,143
78,650	-1,395	6,252	4,241	-0,0333	0,149	0,101
78,700	-1,078	6,425	2,985	-0,0257	0,153	0,071
78,750	-0,752	6,550	1,571	-0,0180	0,156	0,037
78,800	-0,423	6,582	-0,314	-0,0101	0,157	-0,007
78,850	-0,094	6,519	-1,885	-0,0022	0,156	-0,045
78,900	0,229	6,393	-3,456	0,0055	0,153	-0,083
78,950	0,545	6,173	-5,655	0,0130	0,147	-0,135
79,000	0,847	5,828	-7,697	0,0202	0,139	-0,184
79,050	1,128	5,404	-9,111	0,0269	0,129	-0,217
79,100	1,387	4,917	-10,839	0,0331	0,117	-0,259
79,150	1,619	4,320	-12,723	0,0387	0,103	-0,304
79,200	1,819	3,644	-13,980	0,0434	0,087	-0,334
79,250	1,984	2,922	-15,237	0,0474	0,070	-0,364
79,300	2,111	2,121	-16,336	0,0504	0,051	-0,390
79,350	2,196	1,288	-16,808	0,0524	0,031	-0,401
79,400	2,240	0,440	-16,965	0,0535	0,011	-0,405
79,450	2,240	-0,408	-16,650	0,0535	-0,010	-0,398
79,500	2,199	-1,225	-15,708	0,0525	-0,029	-0,375
79,550	2,117	-1,979	-14,608	0,0506	-0,047	-0,349
79,600	2,001	-2,686	-14,137	0,0478	-0,064	-0,338
79,650	1,849	-3,393	-13,666	0,0441	-0,081	-0,326
79,700	1,662	-4,053	-12,409	0,0397	-0,097	-0,296
79,750	1,444	-4,634	-11,310	0,0345	-0,111	-0,270
79,800	1,199	-5,184	-10,524	0,0286	-0,124	-0,251
79,850	0,925	-5,686	-9,425	0,0221	-0,136	-0,225
79,900	0,630	-6,126	-8,011	0,0150	-0,146	-0,191
79,950	0,313	-6,487	-6,126	0,0075	-0,155	-0,146
80,000	-0,019	-6,739	-4,241	-4,5000E-4	-0,161	-0,101
80,050	-0,361	-6,912	-2,670	-0,0086	-0,165	-0,064
80,100	-0,710	-7,006	-1,100	-0,0169	-0,167	-0,026
80,150	-1,062	-7,021	0,785	-0,0253	-0,168	0,019
80,200	-1,412	-6,927	2,827	-0,0337	-0,165	0,068
80,250	-1,755	-6,739	4,241	-0,0419	-0,161	0,101
80,300	-2,086	-6,503	5,655	-0,0498	-0,155	0,135
80,350	-2,405	-6,173	7,383	-0,0574	-0,147	0,176
80,400	-2,703	-5,765	9,111	-0,0645	-0,138	0,218
80,450	-2,981	-5,262	10,839	-0,0712	-0,126	0,259
80,500	-3,230	-4,681	12,095	-0,0771	-0,112	0,289
80,550	-3,449	-4,053	13,509	-0,0823	-0,097	0,322
80,600	-3,635	-3,330	15,080	-0,0868	-0,080	0,360
80,650	-3,782	-2,545	16,336	-0,0903	-0,061	0,390
80,700	-3,889	-1,696	17,593	-0,0928	-0,041	0,420
80,750	-3,952	-0,785	18,064	-0,0943	-0,019	0,431
80,800	-3,968	0,110	16,650	-0,0947	0,003	0,397
80,850	-3,941	0,880	14,608	-0,0941	0,021	0,349
80,900	-3,880	1,571	13,823	-0,0926	0,038	0,330
80,950	-3,784	2,262	13,823	-0,0903	0,054	0,330
81,000	-3,654	2,953	13,509	-0,0872	0,070	0,322
81,050	-3,489	3,613	13,038	-0,0833	0,086	0,311
81,100	-3,292	4,257	12,566	-0,0786	0,102	0,300
81,150	-3,063	4,869	11,624	-0,0731	0,116	0,278
81,200	-2,805	5,419	10,524	-0,0670	0,129	0,251
81,250	-2,521	5,922	9,425	-0,0602	0,141	0,225
81,300	-2,213	6,362	8,011	-0,0528	0,152	0,191
81,350	-1,885	6,723	6,597	-0,0450	0,161	0,158
81,400	-1,541	7,021	5,184	-0,0368	0,168	0,124
81,450	-1,183	7,241	3,456	-0,0282	0,173	0,082
81,500	-0,817	7,367	1,728	-0,0195	0,176	0,041
81,550	-0,446	7,414	-0,157	-0,0106	0,177	-0,004
81,600	-0,075	7,351	-2,199	-0,0018	0,176	-0,052
81,650	0,289	7,194	-4,241	0,0069	0,172	-0,101
81,700	0,644	6,927	-6,440	0,0154	0,165	-0,154
81,750	0,982	6,550	-8,482	0,0234	0,156	-0,203
81,800	1,299	6,079	-10,524	0,0310	0,145	-0,251
81,850	1,590	5,498	-12,566	0,0380	0,131	-0,300
81,900	1,849	4,822	-14,294	0,0441	0,115	-0,341
81,950	2,072	4,068	-15,865	0,0495	0,097	-0,379
82,000	2,256	3,236	-17,436	0,0539	0,077	-0,416
82,050	2,395	2,325	-18,535	0,0572	0,055	-0,443
82,100	2,488	1,382	-19,164	0,0594	0,033	-0,457
82,150	2,534	0,408	-19,321	0,0605	0,010	-0,461
82,200	2,529	-0,550	-18,692	0,0604	-0,013	-0,446
82,250	2,479	-1,461	-17,907	0,0592	-0,035	-0,427
82,300	2,383	-2,340	-16,965	0,0569	-0,056	-0,405
82,350	2,245	-3,157	-15,865	0,0536	-0,075	-0,379
82,400	2,067	-3,927	-14,923	0,0494	-0,094	-0,356
82,450	1,852	-4,650	-13,980	0,0442	-0,111	-0,334
82,500	1,602	-5,325	-12,723	0,0383	-0,127	-0,304
82,550	1,319	-5,922	-11,153	0,0315	-0,141	-0,266
82,600	1,010	-6,440	-9,739	0,0241	-0,154	-0,233
82,650	0,675	-6,896	-8,011	0,0161	-0,165	-0,191
82,700	0,320	-7,241	-6,126	0,0077	-0,173	-0,146
82,750	-0,049	-7,508	-4,398	-0,0012	-0,179	-0,105
82,800	-0,430	-7,681	-2,199	-0,0103	-0,183	-0,053
82,850	-0,817	-7,728	-0,157	-0,0195	-0,185	-0,004
82,900	-1,203	-7,697	1,571	-0,0287	-0,184	0,038
82,950	-1,587	-7,571	3,613	-0,0379	-0,181	0,086
83,000	-1,960	-7,336	5,498	-0,0468	-0,175	0,131
83,050	-2,320	-7,021	7,069	-0,0554	-0,168	0,169
83,100	-2,663	-6,629	8,954	-0,0636	-0,158	0,214
83,150	-2,983	-6,126	10,996	-0,0712	-0,146	0,263
83,200	-3,275	-5,529	12,723	-0,0782	-0,132	0,304
83,250	-3,536	-4,854	14,294	-0,0844	-0,116	0,341
83,300	-3,760	-4,100	15,551	-0,0898	-0,098	0,371
83,350	-3,946	-3,299	16,965	-0,0942	-0,079	0,405
83,400	-4,090	-2,403	18,850	-0,0976	-0,057	0,450
83,450	-4,186	-1,414	19,949	-0,0999	-0,034	0,476
83,500	-4,232	-0,408	19,164	-0,1010	-0,010	0,457
83,550	-4,227	0,503	16,965	-0,1009	0,012	0,405
83,600	-4,181	1,288	15,394	-0,0998	0,031	0,368
83,650	-4,098	2,042	15,080	-0,0978	0,049	0,360
83,700	-3,977	2,796	15,237	-0,0949	0,067	0,364
83,750	-3,819	3,566	15,080	-0,0912	0,085	0,360
83,800	-3,621	4,304	14,137	-0,0864	0,103	0,338
83,850	-3,388	4,979	13,195	-0,0809	0,119	0,315
83,900	-3,123	5,623	12,409	-0,0745	0,134	0,296
83,950	-2,826	6,220	11,153	-0,0675	0,149	0,266
84,000	-2,501	6,739	9,425	-0,0597	0,161	0,225
84,050	-2,152	7,163	7,854	-0,0514	0,171	0,188
84,100	-1,784	7,524	6,440	-0,0426	0,180	0,154
84,150	-1,400	7,807	4,712	-0,0334	0,186	0,113
84,200	-1,004	7,995	2,827	-0,0240	0,191	0,067
84,250	-0,600	8,090	0,628	-0,0143	0,193	0,015
84,300	-0,195	8,058	-1,571	-0,0046	0,192	-0,037
84,350	0,206	7,933	-3,770	0,0049	0,189	-0,090
84,400	0,598	7,681	-6,440	0,0143	0,183	-0,154
84,450	0,974	7,289	-8,796	0,0233	0,174	-0,210
84,500	1,327	6,802	-10,839	0,0317	0,162	-0,259
84,550	1,654	6,205	-13,038	0,0395	0,148	-0,311
84,600	1,948	5,498	-15,080	0,0465	0,131	-0,360
84,650	2,204	4,697	-16,808	0,0526	0,112	-0,401
84,700	2,417	3,817	-18,692	0,0577	0,091	-0,446
84,750	2,586	2,827	-20,420	0,0617	0,067	-0,488
84,800	2,700	1,775	-21,206	0,0645	0,042	-0,506
84,850	2,763	0,707	-21,520	0,0660	0,017	-0,514
84,900	2,771	-0,377	-21,206	0,0662	-0,009	-0,506
84,950	2,725	-1,414	-19,949	0,0651	-0,034	-0,476
85,000	2,630	-2,372	-18,850	0,0628	-0,057	-0,450
85,050	2,488	-3,299	-18,064	0,0594	-0,079	-0,431
85,100	2,300	-4,178	-16,965	0,0549	-0,100	-0,405
85,150	2,070	-4,995	-15,708	0,0494	-0,119	-0,375
85,200	1,800	-5,749	-14,294	0,0430	-0,137	-0,341
85,250	1,495	-6,425	-12,566	0,0357	-0,153	-0,300
85,300	1,158	-7,006	-10,681	0,0276	-0,167	-0,255
85,350	0,795	-7,493	-8,954	0,0190	-0,179	-0,214
85,400	0,408	-7,901	-7,069	0,0098	-0,189	-0,169
85,450	0,005	-8,200	-4,712	1,1250E-4	-0,196	-0,112
85,500	-0,412	-8,372	-2,356	-0,0098	-0,200	-0,056
85,550	-0,833	-8,435	-0,314	-0,0199	-0,201	-0,008
85,600	-1,255	-8,404	1,885	-0,0300	-0,201	0,045
85,650	-1,673	-8,247	4,084	-0,0399	-0,197	0,098
85,700	-2,080	-7,995	6,126	-0,0496	-0,191	0,146
85,750	-2,472	-7,634	8,325	-0,0590	-0,182	0,199
85,800	-2,843	-7,163	10,210	-0,0679	-0,171	0,244
85,850	-3,189	-6,613	12,095	-0,0761	-0,158	0,289
85,900	-3,504	-5,953	13,980	-0,0837	-0,142	0,334
85,950	-3,784	-5,215	15,551	-0,0903	-0,125	0,371
86,000	-4,026	-4,398	17,279	-0,0961	-0,105	0,413
86,050	-4,224	-3,487	18,850	-0,1008	-0,083	0,450
86,100	-4,375	-2,513	20,263	-0,1044	-0,060	0,484
86,150	-4,475	-1,461	21,206	-0,1068	-0,035	0,506
86,200	-4,521	-0,393	20,420	-0,1079	-0,009	0,488
86,250	-4,514	0,581	18,692	-0,1078	0,014	0,446
86,300	-4,463	1,477	17,593	-0,1065	0,035	0,420
86,350	-4,367	2,340	17,122	-0,1042	0,056	0,409
86,400	-4,229	3,189	16,965	-0,1009	0,076	0,405
86,450	-4,048	4,037	16,650	-0,0966	0,096	0,397
86,500	-3,825	4,854	15,865	-0,0913	0,116	0,379
86,550	-3,563	5,623	14,923	-0,0850	0,134	0,356
86,600	-3,263	6,346	13,666	-0,0779	0,152	0,326
86,650	-2,928	6,990	11,938	-0,0699	0,167	0,285
86,700	-2,564	7,540	10,053	-0,0612	0,180	0,240
86,750	-2,174	7,995	8,482	-0,0519	0,191	0,202
86,800	-1,764	8,388	6,912	-0,0421	0,200	0,165
86,850	-1,335	8,687	4,869	-0,0319	0,207	0,116
86,900	-0,895	8,875	2,513	-0,0214	0,212	0,060
86,950	-0,448	8,938	-0,157	-0,0107	0,213	-0,004
87,000	-0,002	8,859	-2,670	-3,7500E-5	0,212	-0,064
87,050	0,438	8,671	-5,184	0,0105	0,207	-0,124
87,100	0,866	8,341	-7,854	0,0207	0,199	-0,187
87,150	1,272	7,885	-10,367	0,0304	0,188	-0,247
87,200	1,654	7,304	-13,195	0,0395	0,174	-0,315
87,250	2,003	6,566	-15,865	0,0478	0,157	-0,379
87,300	2,311	5,718	-17,907	0,0552	0,136	-0,428
87,350	2,575	4,775	-20,106	0,0615	0,114	-0,480
87,400	2,788	3,707	-21,991	0,0666	0,089	-0,525
87,450	2,945	2,576	-23,248	0,0703	0,062	-0,555
87,500	3,046	1,382	-24,190	0,0727	0,033	-0,577
87,550	3,083	0,157	-24,190	0,0736	0,004	-0,577
87,600	3,061	-1,037	-23,405	0,0731	-0,025	-0,559
87,650	2,980	-2,183	-22,305	0,0711	-0,052	-0,533
87,700	2,843	-3,267	-21,206	0,0679	-0,078	-0,506
87,750	2,653	-4,304	-20,106	0,0633	-0,103	-0,480
87,800	2,413	-5,278	-18,535	0,0576	-0,126	-0,443
87,850	2,125	-6,158	-16,808	0,0507	-0,147	-0,401
87,900	1,797	-6,959	-14,923	0,0429	-0,166	-0,356
87,950	1,429	-7,650	-12,723	0,0341	-0,183	-0,304
88,000	1,032	-8,231	-10,839	0,0246	-0,196	-0,259
88,050	0,606	-8,734	-8,482	0,0145	-0,208	-0,203
88,100	0,159	-9,079	-5,812	0,0038	-0,217	-0,139
88,150	-0,302	-9,315	-3,613	-0,0072	-0,222	-0,086
88,200	-0,773	-9,440	-0,942	-0,0184	-0,225	-0,022
88,250	-1,246	-9,409	1,885	-0,0297	-0,225	0,045
88,300	-1,714	-9,252	4,241	-0,0409	-0,221	0,101
88,350	-2,171	-8,985	6,440	-0,0518	-0,215	0,154
88,400	-2,612	-8,608	8,796	-0,0624	-0,206	0,210
88,450	-3,032	-8,105	11,310	-0,0724	-0,194	0,270
88,500	-3,423	-7,477	13,666	-0,0817	-0,178	0,326
88,550	-3,779	-6,739	15,708	-0,0902	-0,161	0,375
88,600	-4,097	-5,906	17,436	-0,0978	-0,141	0,416
88,650	-4,370	-4,995	19,478	-0,1043	-0,119	0,465
88,700	-4,596	-3,958	21,677	-0,1097	-0,095	0,518
88,750	-4,766	-2,827	23,405	-0,1138	-0,067	0,559
88,800	-4,879	-1,618	24,662	-0,1165	-0,039	0,589
88,850	-4,928	-0,361	23,876	-0,1176	-0,009	0,570
88,900	-4,915	0,770	21,363	-0,1173	0,018	0,510
88,950	-4,851	1,775	19,792	-0,1158	0,042	0,472
89,000	-4,738	2,749	19,635	-0,1131	0,066	0,469
89,050	-4,576	3,738	19,635	-0,1092	0,089	0,469
89,100	-4,364	4,712	19,164	-0,1042	0,113	0,458
89,150	-4,104	5,655	18,378	-0,0980	0,135	0,439
89,200	-3,798	6,550	17,122	-0,0907	0,156	0,409
89,250	-3,449	7,367	15,394	-0,0823	0,176	0,367
89,300	-3,061	8,090	13,352	-0,0731	0,193	0,319
89,350	-2,641	8,702	11,467	-0,0630	0,208	0,274
89,400	-2,191	9,236	9,582	-0,0523	0,221	0,229
89,450	-1,717	9,660	7,226	-0,0410	0,231	0,172
89,500	-1,225	9,959	4,869	-0,0292	0,238	0,116
89,550	-0,721	10,147	2,042	-0,0172	0,242	0,049
89,600	-0,210	10,163	-1,100	-0,0050	0,243	-0,026
89,650	0,295	10,037	-3,927	0,0071	0,240	-0,094
89,700	0,793	9,770	-7,226	0,0189	0,233	-0,173
89,750	1,272	9,315	-10,681	0,0304	0,222	-0,255
89,800	1,725	8,702	-13,823	0,0412	0,208	-0,330
89,850	2,143	7,933	-16,965	0,0512	0,189	-0,405
89,900	2,518	7,006	-19,949	0,0601	0,167	-0,476
89,950	2,843	5,938	-22,619	0,0679	0,142	-0,540
90,000	3,112	4,744	-25,133	0,0743	0,113	-0,600
90,050	3,318	3,424	-27,175	0,0792	0,082	-0,649
90,100	3,454	2,026	-28,274	0,0825	0,048	-0,675
90,150	3,520	0,597	-28,746	0,0840	0,014	-0,686
90,200	3,514	-0,848	-28,274	0,0839	-0,020	-0,675
90,250	3,435	-2,231	-27,018	0,0820	-0,053	-0,645
90,300	3,291	-3,550	-25,918	0,0786	-0,085	-0,619
90,350	3,080	-4,822	-24,504	0,0735	-0,115	-0,585
90,400	2,809	-6,000	-22,619	0,0671	-0,143	-0,540
90,450	2,480	-7,084	-20,420	0,0592	-0,169	-0,487
90,500	2,100	-8,042	-18,064	0,0501	-0,192	-0,431
90,550	1,676	-8,891	-15,551	0,0400	-0,212	-0,371
90,600	1,211	-9,598	-12,566	0,0289	-0,229	-0,300
90,650	0,716	-10,147	-9,739	0,0171	-0,242	-0,233
90,700	0,196	-10,571	-6,754	0,0047	-0,252	-0,161
90,750	-0,341	-10,823	-3,456	-0,0081	-0,258	-0,082
90,800	-0,886	-10,917	-0,471	-0,0211	-0,261	-0,011
90,850	-1,433	-10,870	2,670	-0,0342	-0,260	0,064
90,900	-1,973	-10,650	5,655	-0,0471	-0,254	0,135
90,950	-2,498	-10,304	8,325	-0,0596	-0,246	0,199
91,000	-3,003	-9,817	11,153	-0,0717	-0,234	0,266
91,050	-3,479	-9,189	13,823	-0,0831	-0,219	0,330
91,100	-3,922	-8,435	16,336	-0,0936	-0,201	0,390
91,150	-4,323	-7,556	19,007	-0,1032	-0,180	0,454
91,200	-4,678	-6,535	21,520	-0,1117	-0,156	0,514
91,250	-4,976	-5,404	23,719	-0,1188	-0,129	0,566
91,300	-5,218	-4,163	26,075	-0,1246	-0,099	0,622
91,350	-5,393	-2,796	27,960	-0,1287	-0,067	0,667
91,400	-5,498	-1,367	28,589	-0,1312	-0,033	0,683
91,450	-5,529	0,063	27,018	-0,1320	0,002	0,645
91,500	-5,492	1,335	24,347	-0,1311	0,032	0,581
91,550	-5,396	2,498	23,248	-0,1288	0,060	0,555
91,600	-5,242	3,660	23,248	-0,1251	0,087	0,555
91,650	-5,030	4,822	23,091	-0,1201	0,115	0,551
91,700	-4,760	5,969	22,462	-0,1136	0,143	0,536
91,750	-4,433	7,069	21,206	-0,1058	0,169	0,506
91,800	-4,053	8,090	19,478	-0,0967	0,193	0,465
