Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
298,500	-0,586	-0,031	-6,754	-0,0140	-7,500E-4	-0,161
298,550	-0,597	-0,361	-5,812	-0,0143	-0,009	-0,139
298,600	-0,622	-0,613	-4,555	-0,0149	-0,015	-0,109
298,650	-0,658	-0,817	-3,456	-0,0157	-0,020	-0,083
298,700	-0,704	-0,958	-1,728	-0,0168	-0,023	-0,041
298,750	-0,754	-0,990	0,471	-0,0180	-0,024	0,011
298,800	-0,803	-0,911	2,513	-0,0192	-0,022	0,060
298,850	-0,845	-0,738	4,555	-0,0202	-0,018	0,109
298,900	-0,877	-0,456	6,283	-0,0209	-0,011	0,150
298,950	-0,891	-0,110	6,440	-0,0213	-0,003	0,154
299,000	-0,888	0,188	5,655	-0,0212	0,004	0,135
299,050	-0,872	0,456	5,184	-0,0208	0,011	0,124
299,100	-0,842	0,707	4,241	-0,0201	0,017	0,101
299,150	-0,801	0,880	2,513	-0,0191	0,021	0,060
299,200	-0,754	0,958	0,785	-0,0180	0,023	0,019
299,250	-0,705	0,958	-1,100	-0,0168	0,023	-0,026
299,300	-0,658	0,848	-3,456	-0,0157	0,020	-0,082
299,350	-0,620	0,613	-5,341	-0,0148	0,015	-0,127
299,400	-0,597	0,314	-6,440	-0,0143	0,007	-0,154
299,450	-0,589	-0,031	-6,754	-0,0141	-7,500E-4	-0,161
299,500	-0,600	-0,361	-5,812	-0,0143	-0,009	-0,139
299,550	-0,625	-0,613	-4,398	-0,0149	-0,015	-0,105
299,600	-0,661	-0,801	-2,985	-0,0158	-0,019	-0,071
299,650	-0,705	-0,911	-1,571	-0,0168	-0,022	-0,038
299,700	-0,752	-0,958	5,179E-12	-0,0180	-0,023	1,236E-13
299,750	-0,801	-0,911	2,356	-0,0191	-0,022	0,056
299,800	-0,844	-0,723	4,712	-0,0201	-0,017	0,112
299,850	-0,873	-0,440	6,126	-0,0209	-0,010	0,146
299,900	-0,888	-0,110	6,440	-0,0212	-0,003	0,154
299,950	-0,884	0,204	5,812	-0,0211	0,005	0,139
300,000	-0,867	0,471	5,027	-0,0207	0,011	0,120
300,050	-0,837	0,707	4,084	-0,0200	0,017	0,097
300,100	-0,796	0,880	2,513	-0,0190	0,021	0,060
300,150	-0,749	0,958	0,628	-0,0179	0,023	0,015
300,200	-0,701	0,942	-1,414	-0,0167	0,023	-0,034
300,250	-0,655	0,817	-3,456	-0,0156	0,019	-0,083
300,300	-0,619	0,597	-5,184	-0,0148	0,014	-0,124
300,350	-0,595	0,298	-6,440	-0,0142	0,007	-0,154
300,400	-0,589	-0,047	-6,754	-0,0141	-0,001	-0,161
300,450	-0,600	-0,377	-5,969	-0,0143	-0,009	-0,143
300,500	-0,627	-0,644	-4,555	-0,0150	-0,015	-0,109
300,550	-0,664	-0,833	-3,142	-0,0159	-0,020	-0,075
300,600	-0,710	-0,958	-1,571	-0,0170	-0,023	-0,037
300,650	-0,760	-0,990	0,471	-0,0182	-0,024	0,011
300,700	-0,809	-0,911	2,513	-0,0193	-0,022	0,060
300,750	-0,851	-0,738	4,555	-0,0203	-0,018	0,109
300,800	-0,883	-0,456	6,283	-0,0211	-0,011	0,150
300,850	-0,897	-0,110	6,597	-0,0214	-0,003	0,157
300,900	-0,894	0,204	5,969	-0,0213	0,005	0,143
300,950	-0,877	0,487	5,184	-0,0209	0,012	0,124
301,000	-0,845	0,723	3,927	-0,0202	0,017	0,094
301,050	-0,804	0,880	2,513	-0,0192	0,021	0,060
301,100	-0,757	0,974	0,785	-0,0181	0,023	0,019
301,150	-0,707	0,958	-1,257	-0,0169	0,023	-0,030
301,200	-0,661	0,848	-3,299	-0,0158	0,020	-0,079
301,250	-0,622	0,628	-5,341	-0,0149	0,015	-0,128
301,300	-0,598	0,314	-6,597	-0,0143	0,007	-0,157
301,350	-0,591	-0,031	-6,754	-0,0141	-7,500E-4	-0,161
301,400	-0,602	-0,361	-5,812	-0,0144	-0,009	-0,139
301,450	-0,627	-0,613	-4,555	-0,0150	-0,015	-0,109
301,500	-0,663	-0,817	-3,299	-0,0158	-0,020	-0,079
301,550	-0,708	-0,942	-1,571	-0,0169	-0,022	-0,037
301,600	-0,757	-0,974	0,471	-0,0181	-0,023	0,011
301,650	-0,806	-0,895	2,670	-0,0192	-0,021	0,064
301,700	-0,847	-0,707	4,555	-0,0202	-0,017	0,109
301,750	-0,877	-0,440	6,126	-0,0209	-0,010	0,146
301,800	-0,891	-0,094	6,597	-0,0213	-0,002	0,157
301,850	-0,886	0,220	5,655	-0,0212	0,005	0,135
301,900	-0,869	0,471	4,869	-0,0207	0,011	0,116
301,950	-0,839	0,707	4,241	-0,0200	0,017	0,101
302,000	-0,798	0,895	2,670	-0,0191	0,021	0,064
302,050	-0,749	0,974	0,471	-0,0179	0,023	0,011
302,100	-0,701	0,942	-1,414	-0,0167	0,022	-0,034
302,150	-0,655	0,833	-3,299	-0,0156	0,020	-0,079
302,200	-0,617	0,613	-5,341	-0,0147	0,015	-0,128
302,250	-0,594	0,298	-6,597	-0,0142	0,007	-0,158
302,300	-0,587	-0,047	-6,597	-0,0140	-0,001	-0,157
302,350	-0,598	-0,361	-5,812	-0,0143	-0,009	-0,139
302,400	-0,624	-0,628	-4,712	-0,0149	-0,015	-0,113
302,450	-0,661	-0,833	-3,299	-0,0158	-0,020	-0,079
302,500	-0,707	-0,958	-1,571	-0,0169	-0,023	-0,037
302,550	-0,757	-0,990	0,471	-0,0181	-0,024	0,011
302,600	-0,806	-0,911	2,513	-0,0192	-0,022	0,060
302,650	-0,848	-0,738	4,555	-0,0203	-0,018	0,109
302,700	-0,880	-0,456	6,283	-0,0210	-0,011	0,150
302,750	-0,894	-0,110	6,440	-0,0213	-0,003	0,154
302,800	-0,891	0,188	5,655	-0,0213	0,004	0,135
302,850	-0,875	0,456	5,184	-0,0209	0,011	0,124
302,900	-0,845	0,707	4,241	-0,0202	0,017	0,101
302,950	-0,804	0,880	2,670	-0,0192	0,021	0,064
303,000	-0,757	0,974	0,942	-0,0181	0,023	0,022
303,050	-0,707	0,974	-0,942	-0,0169	0,023	-0,022
303,100	-0,660	0,880	-2,985	-0,0158	0,021	-0,071
303,150	-0,619	0,675	-5,184	-0,0148	0,016	-0,124
303,200	-0,592	0,361	-6,597	-0,0141	0,009	-0,158
303,250	-0,583	0,016	-6,754	-0,0139	3,750E-4	-0,161
303,300	-0,591	-0,314	-6,126	-0,0141	-0,007	-0,146
303,350	-0,614	-0,597	-4,869	-0,0147	-0,014	-0,116
303,400	-0,650	-0,801	-3,299	-0,0155	-0,019	-0,079
303,450	-0,694	-0,927	-1,571	-0,0166	-0,022	-0,037
303,500	-0,743	-0,958	0,157	-0,0177	-0,023	0,004
303,550	-0,790	-0,911	1,885	-0,0189	-0,022	0,045
303,600	-0,834	-0,770	4,084	-0,0199	-0,018	0,097
303,650	-0,867	-0,503	5,969	-0,0207	-0,012	0,142
303,700	-0,884	-0,173	6,440	-0,0211	-0,004	0,154
303,750	-0,884	0,141	5,969	-0,0211	0,003	0,143
303,800	-0,870	0,424	5,341	-0,0208	0,010	0,127
303,850	-0,842	0,675	4,241	-0,0201	0,016	0,101
303,900	-0,803	0,848	2,670	-0,0192	0,020	0,064
303,950	-0,757	0,942	1,100	-0,0181	0,023	0,026
304,000	-0,708	0,958	-0,785	-0,0169	0,023	-0,019
304,050	-0,661	0,864	-2,985	-0,0158	0,021	-0,071
304,100	-0,622	0,660	-4,869	-0,0149	0,016	-0,116
304,150	-0,595	0,377	-6,126	-0,0142	0,009	-0,146
304,200	-0,584	0,047	-6,754	-0,0140	0,001	-0,161
304,250	-0,591	-0,298	-6,283	-0,0141	-0,007	-0,150
304,300	-0,614	-0,581	-4,869	-0,0147	-0,014	-0,116
304,350	-0,649	-0,785	-3,613	-0,0155	-0,019	-0,086
304,400	-0,693	-0,942	-2,199	-0,0165	-0,023	-0,053
304,450	-0,743	-1,005	-0,157	-0,0177	-0,024	-0,004
304,500	-0,793	-0,958	2,199	-0,0189	-0,023	0,053
304,550	-0,839	-0,785	4,241	-0,0200	-0,019	0,101
304,600	-0,872	-0,534	5,655	-0,0208	-0,013	0,135
304,650	-0,892	-0,220	6,597	-0,0213	-0,005	0,157
304,700	-0,894	0,126	6,126	-0,0213	0,003	0,146
304,750	-0,880	0,393	5,027	-0,0210	0,009	0,120
304,800	-0,855	0,628	4,398	-0,0204	0,015	0,105
304,850	-0,817	0,833	3,142	-0,0195	0,020	0,075
304,900	-0,771	0,942	1,414	-0,0184	0,023	0,034
304,950	-0,723	0,974	-0,471	-0,0173	0,023	-0,011
305,000	-0,674	0,895	-2,827	-0,0161	0,021	-0,068
305,050	-0,633	0,691	-4,712	-0,0151	0,016	-0,112
305,100	-0,605	0,424	-5,969	-0,0144	0,010	-0,143
305,150	-0,591	0,094	-6,754	-0,0141	0,002	-0,161
305,200	-0,595	-0,251	-6,283	-0,0142	-0,006	-0,150
305,250	-0,616	-0,534	-5,184	-0,0147	-0,013	-0,124
305,300	-0,649	-0,770	-3,927	-0,0155	-0,018	-0,094
305,350	-0,693	-0,927	-2,356	-0,0165	-0,022	-0,056
305,400	-0,741	-1,005	-0,471	-0,0177	-0,024	-0,011
305,450	-0,793	-0,974	1,728	-0,0189	-0,023	0,041
305,500	-0,839	-0,833	3,770	-0,0200	-0,020	0,090
305,550	-0,877	-0,597	5,655	-0,0209	-0,014	0,135
305,600	-0,898	-0,267	6,597	-0,0215	-0,006	0,158
305,650	-0,903	0,063	6,283	-0,0216	0,002	0,150
305,700	-0,892	0,361	5,498	-0,0213	0,009	0,131
305,750	-0,867	0,613	4,555	-0,0207	0,015	0,109
305,800	-0,831	0,817	3,456	-0,0198	0,019	0,082
305,850	-0,785	0,958	1,885	-0,0188	0,023	0,045
305,900	-0,735	1,005	5,447E-12	-0,0176	0,024	1,302E-13
305,950	-0,685	0,958	-2,199	-0,0164	0,023	-0,053
306,000	-0,639	0,785	-4,555	-0,0153	0,019	-0,109
306,050	-0,606	0,503	-5,969	-0,0145	0,012	-0,142
306,100	-0,589	0,188	-6,597	-0,0141	0,004	-0,158
306,150	-0,587	-0,157	-6,597	-0,0140	-0,004	-0,157
306,200	-0,605	-0,471	-5,655	-0,0144	-0,011	-0,135
306,250	-0,635	-0,723	-4,241	-0,0152	-0,017	-0,101
306,300	-0,677	-0,895	-2,513	-0,0162	-0,021	-0,060
306,350	-0,724	-0,974	-0,942	-0,0173	-0,023	-0,023
306,400	-0,774	-0,990	0,942	-0,0185	-0,024	0,022
306,450	-0,823	-0,880	3,299	-0,0197	-0,021	0,079
306,500	-0,862	-0,660	5,184	-0,0206	-0,016	0,124
306,550	-0,889	-0,361	6,440	-0,0212	-0,009	0,154
306,600	-0,898	-0,016	6,440	-0,0215	-3,750E-4	0,154
306,650	-0,891	0,283	5,498	-0,0213	0,007	0,131
306,700	-0,870	0,534	4,869	-0,0208	0,013	0,116
306,750	-0,837	0,770	3,927	-0,0200	0,018	0,094
306,800	-0,793	0,927	2,199	-0,0189	0,022	0,052
306,850	-0,745	0,990	0,314	-0,0178	0,024	0,007
306,900	-0,694	0,958	-1,728	-0,0166	0,023	-0,041
306,950	-0,649	0,817	-3,770	-0,0155	0,020	-0,090
307,000	-0,613	0,581	-5,498	-0,0146	0,014	-0,131
307,050	-0,591	0,267	-6,597	-0,0141	0,006	-0,158
307,100	-0,586	-0,079	-6,754	-0,0140	-0,002	-0,161
307,150	-0,598	-0,408	-5,812	-0,0143	-0,010	-0,139
307,200	-0,627	-0,660	-4,398	-0,0150	-0,016	-0,105
307,250	-0,664	-0,848	-3,142	-0,0159	-0,020	-0,075
307,300	-0,712	-0,974	-1,414	-0,0170	-0,023	-0,034
307,350	-0,762	-0,990	0,628	-0,0182	-0,024	0,015
307,400	-0,811	-0,911	2,513	-0,0194	-0,022	0,060
307,450	-0,853	-0,738	4,555	-0,0204	-0,018	0,109
307,500	-0,884	-0,456	6,283	-0,0211	-0,011	0,150
307,550	-0,898	-0,110	6,440	-0,0215	-0,003	0,154
307,600	-0,895	0,188	5,655	-0,0214	0,004	0,135
307,650	-0,880	0,456	5,184	-0,0210	0,011	0,124
307,700	-0,850	0,707	4,398	-0,0203	0,017	0,105
307,750	-0,809	0,895	2,670	-0,0193	0,021	0,064
307,800	-0,760	0,974	0,785	-0,0182	0,023	0,019
307,850	-0,712	0,974	-0,942	-0,0170	0,023	-0,022
307,900	-0,663	0,880	-2,985	-0,0158	0,021	-0,071
307,950	-0,624	0,675	-4,869	-0,0149	0,016	-0,116
308,000	-0,595	0,393	-6,283	-0,0142	0,009	-0,150
308,050	-0,584	0,047	-6,754	-0,0140	0,001	-0,161
308,100	-0,591	-0,283	-6,283	-0,0141	-0,007	-0,150
308,150	-0,613	-0,581	-5,184	-0,0146	-0,014	-0,124
308,200	-0,649	-0,801	-3,456	-0,0155	-0,019	-0,083
308,250	-0,693	-0,927	-1,885	-0,0165	-0,022	-0,045
308,300	-0,741	-0,990	-0,314	-0,0177	-0,024	-0,007
308,350	-0,792	-0,958	1,728	-0,0189	-0,023	0,041
308,400	-0,837	-0,817	3,927	-0,0200	-0,019	0,094
308,450	-0,873	-0,565	5,969	-0,0209	-0,013	0,142
308,500	-0,894	-0,220	6,754	-0,0213	-0,005	0,161
308,550	-0,895	0,110	6,126	-0,0214	0,003	0,146
308,600	-0,883	0,393	5,341	-0,0211	0,009	0,127
308,650	-0,856	0,644	4,398	-0,0204	0,015	0,105
308,700	-0,818	0,833	3,142	-0,0195	0,020	0,075
308,750	-0,773	0,958	1,728	-0,0185	0,023	0,041
308,800	-0,723	1,005	-0,314	-0,0173	0,024	-0,008
308,850	-0,672	0,927	-2,513	-0,0161	0,022	-0,060
308,900	-0,630	0,754	-4,398	-0,0150	0,018	-0,105
308,950	-0,597	0,487	-6,126	-0,0143	0,012	-0,146
309,000	-0,581	0,141	-6,912	-0,0139	0,003	-0,165
309,050	-0,583	-0,204	-6,597	-0,0139	-0,005	-0,157
309,100	-0,602	-0,518	-5,498	-0,0144	-0,012	-0,131
309,150	-0,635	-0,754	-4,084	-0,0152	-0,018	-0,097
309,200	-0,677	-0,927	-2,670	-0,0162	-0,022	-0,064
309,250	-0,727	-1,021	-0,785	-0,0174	-0,024	-0,019
309,300	-0,779	-1,005	1,257	-0,0186	-0,024	0,030
309,350	-0,828	-0,895	3,299	-0,0198	-0,021	0,079
309,400	-0,869	-0,675	5,498	-0,0207	-0,016	0,131
309,450	-0,895	-0,346	6,597	-0,0214	-0,008	0,158
309,500	-0,903	-0,016	6,283	-0,0216	-3,750E-4	0,150
309,550	-0,897	0,283	5,655	-0,0214	0,007	0,135
309,600	-0,875	0,550	4,869	-0,0209	0,013	0,116
309,650	-0,842	0,770	3,927	-0,0201	0,018	0,094
309,700	-0,798	0,942	2,356	-0,0191	0,023	0,056
309,750	-0,748	1,005	0,314	-0,0179	0,024	0,007
309,800	-0,697	0,974	-1,571	-0,0167	0,023	-0,038
309,850	-0,650	0,848	-3,613	-0,0155	0,020	-0,086
309,900	-0,613	0,613	-5,498	-0,0146	0,015	-0,131
309,950	-0,589	0,298	-6,754	-0,0141	0,007	-0,161
310,000	-0,583	-0,063	-6,912	-0,0139	-0,002	-0,165
310,050	-0,595	-0,393	-5,812	-0,0142	-0,009	-0,139
310,100	-0,622	-0,644	-4,555	-0,0149	-0,015	-0,109
310,150	-0,660	-0,848	-3,456	-0,0158	-0,020	-0,082
310,200	-0,707	-0,990	-1,885	-0,0169	-0,024	-0,045
310,250	-0,759	-1,037	0,157	-0,0181	-0,025	0,004
310,300	-0,811	-0,974	2,513	-0,0194	-0,023	0,060
310,350	-0,856	-0,785	4,712	-0,0204	-0,019	0,113
310,400	-0,889	-0,503	6,126	-0,0212	-0,012	0,146
310,450	-0,906	-0,173	6,440	-0,0216	-0,004	0,154
310,500	-0,906	0,141	5,969	-0,0216	0,003	0,143
310,550	-0,892	0,424	5,498	-0,0213	0,010	0,131
310,600	-0,864	0,691	4,555	-0,0206	0,016	0,109
310,650	-0,823	0,880	2,827	-0,0197	0,021	0,067
310,700	-0,776	0,974	1,100	-0,0185	0,023	0,026
310,750	-0,726	0,990	-0,785	-0,0173	0,024	-0,019
310,800	-0,677	0,895	-2,827	-0,0162	0,021	-0,068
310,850	-0,636	0,707	-4,712	-0,0152	0,017	-0,113
310,900	-0,606	0,424	-6,283	-0,0145	0,010	-0,150
310,950	-0,594	0,079	-6,754	-0,0142	0,002	-0,161
311,000	-0,598	-0,251	-6,126	-0,0143	-0,006	-0,146
311,050	-0,619	-0,534	-5,184	-0,0148	-0,013	-0,124
311,100	-0,652	-0,770	-3,927	-0,0156	-0,018	-0,094
311,150	-0,696	-0,927	-2,356	-0,0166	-0,022	-0,056
311,200	-0,745	-1,005	-0,628	-0,0178	-0,024	-0,015
311,250	-0,796	-0,990	1,571	-0,0190	-0,024	0,038
311,300	-0,844	-0,848	3,927	-0,0201	-0,020	0,094
311,350	-0,881	-0,597	5,655	-0,0210	-0,014	0,135
311,400	-0,903	-0,283	6,440	-0,0216	-0,007	0,154
311,450	-0,909	0,047	6,440	-0,0217	0,001	0,154
311,500	-0,898	0,361	5,655	-0,0215	0,009	0,135
311,550	-0,873	0,613	4,555	-0,0209	0,015	0,109
311,600	-0,837	0,817	3,456	-0,0200	0,019	0,082
311,650	-0,792	0,958	1,885	-0,0189	0,023	0,045
311,700	-0,741	1,005	5,447E-12	-0,0177	0,024	1,299E-13
311,750	-0,691	0,958	-1,885	-0,0165	0,023	-0,045
311,800	-0,646	0,817	-3,927	-0,0154	0,019	-0,094
311,850	-0,609	0,565	-5,812	-0,0146	0,013	-0,139
311,900	-0,589	0,236	-6,912	-0,0141	0,006	-0,165
311,950	-0,586	-0,126	-6,754	-0,0140	-0,003	-0,161
312,000	-0,602	-0,440	-5,655	-0,0144	-0,011	-0,135
312,050	-0,630	-0,691	-4,555	-0,0150	-0,016	-0,109
312,100	-0,671	-0,895	-3,142	-0,0160	-0,021	-0,075
312,150	-0,719	-1,005	-1,257	-0,0172	-0,024	-0,030
312,200	-0,771	-1,021	0,628	-0,0184	-0,024	0,015
312,250	-0,822	-0,942	2,827	-0,0196	-0,023	0,067
312,300	-0,866	-0,738	5,027	-0,0207	-0,018	0,120
312,350	-0,895	-0,440	6,283	-0,0214	-0,010	0,150
312,400	-0,909	-0,110	6,597	-0,0217	-0,003	0,157
312,450	-0,906	0,220	5,969	-0,0216	0,005	0,143
312,500	-0,888	0,487	5,027	-0,0212	0,012	0,120
312,550	-0,858	0,723	4,241	-0,0205	0,017	0,101
312,600	-0,815	0,911	2,670	-0,0195	0,022	0,064
312,650	-0,767	0,990	0,785	-0,0183	0,024	0,019
312,700	-0,716	0,990	-0,942	-0,0171	0,024	-0,022
312,750	-0,668	0,895	-3,142	-0,0159	0,021	-0,075
312,800	-0,627	0,675	-5,184	-0,0150	0,016	-0,124
312,850	-0,600	0,377	-6,283	-0,0143	0,009	-0,150
312,900	-0,589	0,047	-6,597	-0,0141	0,001	-0,157
312,950	-0,595	-0,283	-6,126	-0,0142	-0,007	-0,146
313,000	-0,617	-0,565	-5,027	-0,0147	-0,014	-0,120
313,050	-0,652	-0,785	-3,456	-0,0156	-0,019	-0,082
313,100	-0,696	-0,911	-1,885	-0,0166	-0,022	-0,045
313,150	-0,743	-0,974	-0,471	-0,0177	-0,023	-0,011
313,200	-0,793	-0,958	1,728	-0,0189	-0,023	0,041
313,250	-0,839	-0,801	4,084	-0,0200	-0,019	0,098
313,300	-0,873	-0,550	5,812	-0,0209	-0,013	0,139
313,350	-0,894	-0,220	6,440	-0,0213	-0,005	0,154
313,400	-0,895	0,094	5,969	-0,0214	0,002	0,142
313,450	-0,884	0,377	5,341	-0,0211	0,009	0,128
313,500	-0,858	0,628	4,398	-0,0205	0,015	0,105
313,550	-0,822	0,817	3,299	-0,0196	0,020	0,079
313,600	-0,776	0,958	1,885	-0,0185	0,023	0,045
313,650	-0,726	1,005	-0,157	-0,0173	0,024	-0,004
313,700	-0,675	0,942	-2,513	-0,0161	0,022	-0,060
313,750	-0,631	0,754	-4,398	-0,0151	0,018	-0,105
313,800	-0,600	0,503	-5,812	-0,0143	0,012	-0,139
313,850	-0,581	0,173	-6,912	-0,0139	0,004	-0,165
313,900	-0,583	-0,188	-6,597	-0,0139	-0,004	-0,157
313,950	-0,600	-0,487	-5,341	-0,0143	-0,012	-0,128
314,000	-0,631	-0,723	-4,084	-0,0151	-0,017	-0,098
314,050	-0,672	-0,895	-2,827	-0,0161	-0,021	-0,067
314,100	-0,721	-1,005	-1,257	-0,0172	-0,024	-0,030
314,150	-0,773	-1,021	0,785	-0,0185	-0,024	0,019
314,200	-0,823	-0,927	2,985	-0,0197	-0,022	0,071
314,250	-0,866	-0,723	5,184	-0,0207	-0,017	0,124
314,300	-0,895	-0,408	6,597	-0,0214	-0,010	0,158
314,350	-0,906	-0,063	6,440	-0,0216	-0,001	0,154
314,400	-0,902	0,236	5,655	-0,0215	0,006	0,135
314,450	-0,883	0,503	5,027	-0,0211	0,012	0,120
314,500	-0,851	0,738	4,084	-0,0203	0,018	0,097
314,550	-0,809	0,911	2,513	-0,0193	0,022	0,060
314,600	-0,760	0,990	0,628	-0,0182	0,024	0,015
314,650	-0,710	0,974	-1,100	-0,0170	0,023	-0,026
314,700	-0,663	0,880	-3,142	-0,0158	0,021	-0,075
314,750	-0,622	0,660	-5,341	-0,0149	0,016	-0,128
314,800	-0,597	0,346	-6,440	-0,0143	0,008	-0,154
314,850	-0,587	0,016	-6,597	-0,0140	3,750E-4	-0,157
314,900	-0,595	-0,314	-6,126	-0,0142	-0,007	-0,146
314,950	-0,619	-0,597	-5,027	-0,0148	-0,014	-0,120
315,000	-0,655	-0,817	-3,613	-0,0156	-0,020	-0,086
315,050	-0,701	-0,958	-1,885	-0,0167	-0,023	-0,045
315,100	-0,751	-1,005	-0,157	-0,0179	-0,024	-0,004
315,150	-0,801	-0,974	1,728	-0,0191	-0,023	0,041
315,200	-0,848	-0,833	4,084	-0,0203	-0,020	0,097
315,250	-0,884	-0,565	6,126	-0,0211	-0,014	0,146
315,300	-0,905	-0,220	6,597	-0,0216	-0,005	0,158
315,350	-0,906	0,094	5,969	-0,0216	0,002	0,142
315,400	-0,895	0,377	5,341	-0,0214	0,009	0,128
315,450	-0,869	0,628	4,555	-0,0207	0,015	0,109
315,500	-0,833	0,833	3,456	-0,0199	0,020	0,082
315,550	-0,785	0,974	1,728	-0,0188	0,023	0,041
315,600	-0,735	1,005	0,000	-0,0176	0,024	-1,735E-16
315,650	-0,685	0,974	-1,885	-0,0164	0,023	-0,045
315,700	-0,638	0,817	-4,398	-0,0152	0,020	-0,105
315,750	-0,603	0,534	-6,126	-0,0144	0,013	-0,146
315,800	-0,584	0,204	-6,754	-0,0140	0,005	-0,161
315,850	-0,583	-0,141	-6,597	-0,0139	-0,003	-0,157
315,900	-0,598	-0,456	-5,655	-0,0143	-0,011	-0,135
315,950	-0,628	-0,707	-4,398	-0,0150	-0,017	-0,105
316,000	-0,669	-0,895	-2,985	-0,0160	-0,021	-0,071
316,050	-0,718	-1,005	-1,414	-0,0171	-0,024	-0,034
316,100	-0,770	-1,037	0,314	-0,0184	-0,025	0,008
316,150	-0,822	-0,974	2,513	-0,0196	-0,023	0,060
316,200	-0,867	-0,785	4,869	-0,0207	-0,019	0,116
316,250	-0,900	-0,487	6,597	-0,0215	-0,012	0,157
316,300	-0,916	-0,126	6,912	-0,0219	-0,003	0,165
316,350	-0,913	0,204	5,969	-0,0218	0,005	0,143
316,400	-0,895	0,471	5,027	-0,0214	0,011	0,120
316,450	-0,866	0,707	4,241	-0,0207	0,017	0,101
316,500	-0,825	0,895	2,985	-0,0197	0,021	0,071
316,550	-0,776	1,005	1,257	-0,0185	0,024	0,030
316,600	-0,724	1,021	-0,628	-0,0173	0,024	-0,015
316,650	-0,674	0,942	-2,670	-0,0161	0,022	-0,064
316,700	-0,630	0,754	-4,869	-0,0150	0,018	-0,116
316,750	-0,598	0,456	-6,440	-0,0143	0,011	-0,154
316,800	-0,584	0,110	-6,912	-0,0140	0,003	-0,165
316,850	-0,587	-0,236	-6,440	-0,0140	-0,006	-0,154
316,900	-0,608	-0,534	-5,341	-0,0145	-0,013	-0,128
316,950	-0,641	-0,770	-4,084	-0,0153	-0,018	-0,098
317,000	-0,685	-0,942	-2,513	-0,0164	-0,023	-0,060
317,050	-0,735	-1,021	-0,628	-0,0176	-0,024	-0,015
317,100	-0,787	-1,005	1,414	-0,0188	-0,024	0,034
317,150	-0,836	-0,880	3,456	-0,0200	-0,021	0,082
317,200	-0,875	-0,660	5,341	-0,0209	-0,016	0,127
317,250	-0,902	-0,346	6,597	-0,0215	-0,008	0,158
317,300	-0,909	0,000	6,440	-0,0217	0,000	0,154
317,350	-0,902	0,298	5,498	-0,0215	0,007	0,131
317,400	-0,880	0,550	4,869	-0,0210	0,013	0,116
317,450	-0,847	0,785	3,927	-0,0202	0,019	0,094
317,500	-0,801	0,942	2,199	-0,0191	0,023	0,052
317,550	-0,752	1,005	0,471	-0,0180	0,024	0,011
317,600	-0,701	0,990	-1,414	-0,0167	0,024	-0,034
317,650	-0,653	0,864	-3,613	-0,0156	0,021	-0,086
317,700	-0,614	0,628	-5,655	-0,0147	0,015	-0,135
317,750	-0,591	0,298	-6,597	-0,0141	0,007	-0,158
317,800	-0,584	-0,031	-6,597	-0,0140	-7,500E-4	-0,157
317,850	-0,594	-0,361	-6,126	-0,0142	-0,009	-0,146
317,900	-0,620	-0,644	-4,869	-0,0148	-0,015	-0,116
317,950	-0,658	-0,848	-3,299	-0,0157	-0,020	-0,079
318,000	-0,705	-0,974	-1,728	-0,0168	-0,023	-0,041
318,050	-0,756	-1,021	5,537E-12	-0,0180	-0,024	1,322E-13
318,100	-0,807	-0,974	2,042	-0,0193	-0,023	0,049
318,150	-0,853	-0,817	4,241	-0,0204	-0,019	0,101
318,200	-0,889	-0,550	5,969	-0,0212	-0,013	0,142
318,250	-0,908	-0,220	6,597	-0,0217	-0,005	0,158
318,300	-0,911	0,110	6,283	-0,0218	0,003	0,150
318,350	-0,897	0,408	5,498	-0,0214	0,010	0,131
318,400	-0,870	0,660	4,555	-0,0208	0,016	0,109
318,450	-0,831	0,864	3,299	-0,0198	0,021	0,079
318,500	-0,784	0,990	1,571	-0,0187	0,024	0,037
318,550	-0,732	1,021	-0,471	-0,0175	0,024	-0,011
318,600	-0,682	0,942	-2,356	-0,0163	0,022	-0,056
318,650	-0,638	0,785	-4,084	-0,0152	0,019	-0,097
318,700	-0,603	0,534	-5,969	-0,0144	0,013	-0,142
318,750	-0,584	0,188	-6,912	-0,0140	0,005	-0,165
318,800	-0,584	-0,157	-6,597	-0,0140	-0,004	-0,157
318,850	-0,600	-0,471	-5,812	-0,0143	-0,011	-0,139
318,900	-0,631	-0,738	-4,398	-0,0151	-0,018	-0,105
318,950	-0,674	-0,911	-2,670	-0,0161	-0,022	-0,064
319,000	-0,723	-1,005	-1,257	-0,0173	-0,024	-0,030
319,050	-0,774	-1,037	0,471	-0,0185	-0,025	0,011
319,100	-0,826	-0,958	2,827	-0,0197	-0,023	0,068
319,150	-0,870	-0,754	4,869	-0,0208	-0,018	0,116
319,200	-0,902	-0,471	6,283	-0,0215	-0,011	0,150
319,250	-0,917	-0,126	6,912	-0,0219	-0,003	0,165
319,300	-0,914	0,220	6,283	-0,0218	0,005	0,150
319,350	-0,895	0,503	5,184	-0,0214	0,012	0,124
