0	-0.041	0.001
0.55	-0.026	0.001
0.70	0.001	0.001
1.12	0.106	0.001
1.19	0.148	0.001
1.30	0.172	0.001
1.48	0.221	0.001
1.58	0.461	0.001
1.68	0.630	0.001
1.91	0.464	0.001
2.13	1.428	0.001
2.16	1.404	0.001
2.30	0.923	0.001
2.36	0.776	0.001
2.42	0.846	0.001
2.53	1.660	0.001
2.64	2.00	0.01
2.83	1.05	0.01
3.10	2.67	0.01
3.17	2.60	0.01
3.32	1.40	0.01
3.33	1.31	0.01
3.65	3.20	0.01
3.69	3.01	0.01
3.86	1.71	0.01
3.89	1.82	0.01
4.10	4.88	0.01
4.11	5.50	0.01
4.26	6.76	0.01
