Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
27,810;0,619;0,000;0,000;0,0148;0,000;0,000;;
27,820;0,619;0,000;0,000;0,0148;0,000;0,000;;
27,830;0,619;0,000;0,000;0,0148;0,000;0,000;;
27,840;0,619;0,000;0,000;0,0148;0,000;0,000;;
27,850;0,619;0,000;0,000;0,0148;0,000;0,000;0,2;0,21
27,860;0,619;0,000;0,000;0,0148;0,000;0,000;;
27,870;0,619;0,000;3,927;0,0148;0,000;0,094;;
27,880;0,619;0,079;3,927;0,0148;0,002;0,094;;
27,890;0,620;0,079;-3,927;0,0148;0,002;-0,094;;
27,900;0,620;0,000;-3,927;0,0148;0,000;-0,094;0,2;0,22
27,910;0,620;0,000;0,000;0,0148;0,000;0,000;;
27,920;0,620;0,000;0,000;0,0148;0,000;0,000;;
27,930;0,620;0,000;0,000;0,0148;0,000;0,000;;
27,940;0,620;0,000;0,000;0,0148;0,000;0,000;;
27,950;0,620;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
27,960;0,620;0,000;0,000;0,0148;0,000;0,000;;
27,970;0,620;0,000;0,000;0,0148;0,000;0,000;;
27,980;0,620;0,000;0,000;0,0148;0,000;0,000;;
27,990;0,620;0,000;3,927;0,0148;0,000;0,094;;
28,000;0,620;0,079;3,927;0,0148;0,002;0,094;0,2;0,22
28,010;0,622;0,079;-3,927;0,0148;0,002;-0,094;;
28,020;0,622;0,000;-3,927;0,0148;0,000;-0,094;;
28,030;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,040;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,050;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,060;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,070;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,080;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,090;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,100;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,110;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,120;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,130;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,140;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,150;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,160;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,170;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,180;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,190;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,200;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,210;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,220;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,230;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,240;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,250;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,260;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,270;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,280;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,290;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,300;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,310;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,320;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,330;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,340;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,350;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,360;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,370;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,380;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,390;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,400;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,410;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,420;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,430;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,440;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,450;0,622;0,000;0,000;0,0148;0,000;0,000;0,2;0,22
28,460;0,622;0,000;0,000;0,0148;0,000;0,000;;
28,470;0,622;0,000;3,927;0,0148;0,000;0,094;;
28,480;0,622;0,079;3,927;0,0148;0,002;0,094;;
28,490;0,624;0,079;-3,927;0,0149;0,002;-0,094;;
28,500;0,624;0,000;-3,927;0,0149;0,000;-0,094;0,2;0,23
28,510;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,520;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,530;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,540;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,550;0,624;0,000;0,000;0,0149;0,000;0,000;0,2;0,23
28,560;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,570;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,580;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,590;0,624;0,000;0,000;0,0149;0,000;0,000;;
28,600;0,624;0,000;3,927;0,0149;0,000;0,094;0,2;0,24
28,610;0,624;0,079;3,927;0,0149;0,002;0,094;;
28,620;0,625;0,079;-3,927;0,0149;0,002;-0,094;;
28,630;0,625;0,000;-3,927;0,0149;0,000;-0,094;;
28,640;0,625;0,000;0,000;0,0149;0,000;0,000;;
28,650;0,625;0,000;0,000;0,0149;0,000;0,000;0,2;0,25
28,660;0,625;0,000;0,000;0,0149;0,000;0,000;;
28,670;0,625;0,000;0,000;0,0149;0,000;0,000;;
28,680;0,625;0,000;0,000;0,0149;0,000;0,000;;
28,690;0,625;0,000;3,927;0,0149;0,000;0,094;;
28,700;0,625;0,079;3,927;0,0149;0,002;0,094;0,3;0,25
28,710;0,627;0,079;-3,927;0,0150;0,002;-0,094;;
28,720;0,627;0,000;-3,927;0,0150;0,000;-0,094;;
28,730;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,740;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,750;0,627;0,000;0,000;0,0150;0,000;0,000;0,3;0,26
28,760;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,770;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,780;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,790;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,800;0,627;0,000;0,000;0,0150;0,000;0,000;0,3;0,27
28,810;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,820;0,627;0,000;0,000;0,0150;0,000;0,000;;
28,830;0,627;0,000;3,927;0,0150;0,000;0,094;;
28,840;0,627;0,079;3,927;0,0150;0,002;0,094;;
28,850;0,628;0,079;-3,927;0,0150;0,002;-0,094;0,3;0,27
28,860;0,628;0,000;-3,927;0,0150;0,000;-0,094;;
28,870;0,628;0,000;0,000;0,0150;0,000;0,000;;
28,880;0,628;0,000;0,000;0,0150;0,000;0,000;;
28,890;0,628;0,000;0,000;0,0150;0,000;0,000;;
28,900;0,628;0,000;0,000;0,0150;0,000;0,000;0,3;0,27
28,910;0,628;0,000;0,000;0,0150;0,000;0,000;;
28,920;0,628;0,000;0,000;0,0150;0,000;0,000;;
28,930;0,628;0,000;0,000;0,0150;0,000;0,000;;
28,940;0,628;0,000;0,000;0,0150;0,000;0,000;;
28,950;0,628;0,000;0,000;0,0150;0,000;0,000;0,3;0,28
28,960;0,628;0,000;3,927;0,0150;0,000;0,094;;
28,970;0,628;0,079;3,927;0,0150;0,002;0,094;;
28,980;0,630;0,079;-3,927;0,0150;0,002;-0,094;;
28,990;0,630;0,000;-3,927;0,0150;0,000;-0,094;;
29,000;0,630;0,000;0,000;0,0150;0,000;0,000;0,3;0,28
29,010;0,630;0,000;0,000;0,0150;0,000;0,000;;
29,020;0,630;0,000;0,000;0,0150;0,000;0,000;;
29,030;0,630;0,000;0,000;0,0150;0,000;0,000;;
29,040;0,630;0,000;3,927;0,0150;0,000;0,094;;
29,050;0,630;0,079;3,927;0,0150;0,002;0,094;0,3;0,29
29,060;0,631;0,079;-3,927;0,0151;0,002;-0,094;;
29,070;0,631;0,000;-3,927;0,0151;0,000;-0,094;;
29,080;0,631;0,000;0,000;0,0151;0,000;0,000;;
29,090;0,631;0,000;0,000;0,0151;0,000;0,000;;
29,100;0,631;0,000;0,000;0,0151;0,000;0,000;0,3;0,31
29,110;0,631;0,000;0,000;0,0151;0,000;0,000;;
29,120;0,631;0,000;0,000;0,0151;0,000;0,000;;
29,130;0,631;0,000;3,927;0,0151;0,000;0,094;;
29,140;0,631;0,079;3,927;0,0151;0,002;0,094;;
29,150;0,633;0,079;-3,927;0,0151;0,002;-0,094;0,3;0,34
29,160;0,633;0,000;-3,927;0,0151;0,000;-0,094;;
29,170;0,633;0,000;0,000;0,0151;0,000;0,000;;
29,180;0,633;0,000;0,000;0,0151;0,000;0,000;;
29,190;0,633;0,000;0,000;0,0151;0,000;0,000;;
29,200;0,633;0,000;0,000;0,0151;0,000;0,000;0,4;0,35
29,210;0,633;0,000;3,927;0,0151;0,000;0,094;;
29,220;0,633;0,079;3,927;0,0151;0,002;0,094;;
29,230;0,635;0,079;-3,927;0,0151;0,002;-0,094;;
29,240;0,635;0,000;-3,927;0,0151;0,000;-0,094;;
29,250;0,635;0,000;0,000;0,0151;0,000;0,000;0,4;0,37
29,260;0,635;0,000;0,000;0,0151;0,000;0,000;;
29,270;0,635;0,000;0,000;0,0151;0,000;0,000;;
29,280;0,635;0,000;0,000;0,0151;0,000;0,000;;
29,290;0,635;0,000;3,927;0,0151;0,000;0,094;;
29,300;0,635;0,079;3,927;0,0151;0,002;0,094;0,4;0,41
29,310;0,636;0,079;-3,927;0,0152;0,002;-0,094;;
29,320;0,636;0,000;-3,927;0,0152;0,000;-0,094;;
29,330;0,636;0,000;0,000;0,0152;0,000;0,000;;
29,340;0,636;0,000;0,000;0,0152;0,000;0,000;;
29,350;0,636;0,000;0,000;0,0152;0,000;0,000;0,4;0,43
29,360;0,636;0,000;0,000;0,0152;0,000;0,000;;
29,370;0,636;0,000;3,927;0,0152;0,000;0,094;;
29,380;0,636;0,079;3,927;0,0152;0,002;0,094;;
29,390;0,638;0,079;-3,927;0,0152;0,002;-0,094;;
29,400;0,638;0,000;-3,927;0,0152;0,000;-0,094;0,5;0,45
29,410;0,638;0,000;0,000;0,0152;0,000;0,000;;
29,420;0,638;0,000;0,000;0,0152;0,000;0,000;;
29,430;0,638;0,000;0,000;0,0152;0,000;0,000;;
29,440;0,638;0,000;0,000;0,0152;0,000;0,000;;
29,450;0,638;0,000;0,000;0,0152;0,000;0,000;0,4;0,45
29,460;0,638;0,000;0,000;0,0152;0,000;0,000;;
29,470;0,638;0,000;0,000;0,0152;0,000;0,000;;
29,480;0,638;0,000;0,000;0,0152;0,000;0,000;;
29,490;0,638;0,000;3,927;0,0152;0,000;0,094;;
29,500;0,638;0,079;3,927;0,0152;0,002;0,094;0,5;0,46
29,510;0,639;0,079;-3,927;0,0153;0,002;-0,094;;
29,520;0,639;0,000;-3,927;0,0153;0,000;-0,094;;
29,530;0,639;0,000;0,000;0,0153;0,000;0,000;;
29,540;0,639;0,000;0,000;0,0153;0,000;0,000;;
29,550;0,639;0,000;0,000;0,0153;0,000;0,000;0,5;0,46
29,560;0,639;0,000;0,000;0,0153;0,000;0,000;;
29,570;0,639;0,000;0,000;0,0153;0,000;0,000;;
29,580;0,639;0,000;0,000;0,0153;0,000;0,000;;
29,590;0,639;0,000;0,000;0,0153;0,000;0,000;;
29,600;0,639;0,000;0,000;0,0153;0,000;0,000;0,5;0,47
29,610;0,639;0,000;3,927;0,0153;0,000;0,094;;
29,620;0,639;0,079;3,927;0,0153;0,002;0,094;;
29,630;0,641;0,079;-3,927;0,0153;0,002;-0,094;;
29,640;0,641;0,000;-3,927;0,0153;0,000;-0,094;;
29,650;0,641;0,000;0,000;0,0153;0,000;0,000;0,5;0,47
29,660;0,641;0,000;0,000;0,0153;0,000;0,000;;
29,670;0,641;0,000;0,000;0,0153;0,000;0,000;;
29,680;0,641;0,000;0,000;0,0153;0,000;0,000;;
29,690;0,641;0,000;0,000;0,0153;0,000;0,000;;
29,700;0,641;0,000;0,000;0,0153;0,000;0,000;0,5;0,48
29,710;0,641;0,000;0,000;0,0153;0,000;0,000;;
29,720;0,641;0,000;0,000;0,0153;0,000;0,000;;
29,730;0,641;0,000;3,927;0,0153;0,000;0,094;;
29,740;0,641;0,079;3,927;0,0153;0,002;0,094;;
29,750;0,642;0,079;-3,927;0,0153;0,002;-0,094;0,5;0,49
29,760;0,642;0,000;-3,927;0,0153;0,000;-0,094;;
29,770;0,642;0,000;0,000;0,0153;0,000;0,000;;
29,780;0,642;0,000;0,000;0,0153;0,000;0,000;;
29,790;0,642;0,000;0,000;0,0153;0,000;0,000;;
29,800;0,642;0,000;0,000;0,0153;0,000;0,000;0,5;0,52
29,810;0,642;0,000;0,000;0,0153;0,000;0,000;;
29,820;0,642;0,000;3,927;0,0153;0,000;0,094;;
29,830;0,642;0,079;3,927;0,0153;0,002;0,094;;
29,840;0,644;0,079;-3,927;0,0154;0,002;-0,094;;
29,850;0,644;0,000;-3,927;0,0154;0,000;-0,094;0,5;0,54
29,860;0,644;0,000;0,000;0,0154;0,000;0,000;;
29,870;0,644;0,000;0,000;0,0154;0,000;0,000;;
29,880;0,644;0,000;0,000;0,0154;0,000;0,000;;
29,890;0,644;0,000;0,000;0,0154;0,000;0,000;;
29,900;0,644;0,000;3,927;0,0154;0,000;0,094;0,6;0,55
29,910;0,644;0,079;3,927;0,0154;0,002;0,094;;
29,920;0,646;0,079;-3,927;0,0154;0,002;-0,094;;
29,930;0,646;0,000;-3,927;0,0154;0,000;-0,094;;
29,940;0,646;0,000;0,000;0,0154;0,000;0,000;;
29,950;0,646;0,000;0,000;0,0154;0,000;0,000;0,6;0,57
29,960;0,646;0,000;0,000;0,0154;0,000;0,000;;
29,970;0,646;0,000;0,000;0,0154;0,000;0,000;;
29,980;0,646;0,000;0,000;0,0154;0,000;0,000;;
29,990;0,646;0,000;0,000;0,0154;0,000;0,000;;
30,000;0,646;0,000;0,000;0,0154;0,000;0,000;0,6;0,57
30,010;0,646;0,000;0,000;0,0154;0,000;0,000;;
30,020;0,646;0,000;0,000;0,0154;0,000;0,000;;
30,030;0,646;0,000;0,000;0,0154;0,000;0,000;;
30,040;0,646;0,000;3,927;0,0154;0,000;0,094;;
30,050;0,646;0,079;3,927;0,0154;0,002;0,094;0,6;0,58
30,060;0,647;0,079;-3,927;0,0154;0,002;-0,094;;
30,070;0,647;0,000;-3,927;0,0154;0,000;-0,094;;
30,080;0,647;0,000;0,000;0,0154;0,000;0,000;;
30,090;0,647;0,000;0,000;0,0154;0,000;0,000;;
30,100;0,647;0,000;0,000;0,0154;0,000;0,000;0,6;0,58
30,110;0,647;0,000;0,000;0,0154;0,000;0,000;;
30,120;0,647;0,000;0,000;0,0154;0,000;0,000;;
30,130;0,647;0,000;0,000;0,0154;0,000;0,000;;
30,140;0,647;0,000;0,000;0,0154;0,000;0,000;;
30,150;0,647;0,000;3,927;0,0154;0,000;0,094;0,6;0,58
30,160;0,647;0,079;3,927;0,0154;0,002;0,094;;
30,170;0,649;0,079;-3,927;0,0155;0,002;-0,094;;
30,180;0,649;0,000;-3,927;0,0155;0,000;-0,094;;
30,190;0,649;0,000;0,000;0,0155;0,000;0,000;;
30,200;0,649;0,000;0,000;0,0155;0,000;0,000;0,6;0,58
30,210;0,649;0,000;0,000;0,0155;0,000;0,000;;
30,220;0,649;0,000;0,000;0,0155;0,000;0,000;;
30,230;0,649;0,000;0,000;0,0155;0,000;0,000;;
30,240;0,649;0,000;0,000;0,0155;0,000;0,000;;
30,250;0,649;0,000;0,000;0,0155;0,000;0,000;0,6;0,57
30,260;0,649;0,000;0,000;0,0155;0,000;0,000;;
30,270;0,649;0,000;0,000;0,0155;0,000;0,000;;
30,280;0,649;0,000;3,927;0,0155;0,000;0,094;;
30,290;0,649;0,079;3,927;0,0155;0,002;0,094;;
30,300;0,650;0,079;-3,927;0,0155;0,002;-0,094;0,6;0,57
30,310;0,650;0,000;-3,927;0,0155;0,000;-0,094;;
30,320;0,650;0,000;0,000;0,0155;0,000;0,000;;
30,330;0,650;0,000;0,000;0,0155;0,000;0,000;;
30,340;0,650;0,000;0,000;0,0155;0,000;0,000;;
30,350;0,650;0,000;0,000;0,0155;0,000;0,000;0,6;0,56
30,360;0,650;0,000;0,000;0,0155;0,000;0,000;;
30,370;0,650;0,000;0,000;0,0155;0,000;0,000;;
30,380;0,650;0,000;0,000;0,0155;0,000;0,000;;
30,390;0,650;0,000;0,000;0,0155;0,000;0,000;;
30,400;0,650;0,000;0,000;0,0155;0,000;0,000;0,5;0,55
30,410;0,650;0,000;3,927;0,0155;0,000;0,094;;
30,420;0,650;0,079;3,927;0,0155;0,002;0,094;;
30,430;0,652;0,079;-3,927;0,0156;0,002;-0,094;;
30,440;0,652;0,000;-3,927;0,0156;0,000;-0,094;;
30,450;0,652;0,000;0,000;0,0156;0,000;0,000;0,5;0,54
30,460;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,470;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,480;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,490;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,500;0,652;0,000;0,000;0,0156;0,000;0,000;0,5;0,53
30,510;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,520;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,530;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,540;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,550;0,652;0,000;0,000;0,0156;0,000;0,000;0,5;0,52
30,560;0,652;0,000;0,000;0,0156;0,000;0,000;;
30,570;0,652;0,000;3,927;0,0156;0,000;0,094;;
30,580;0,652;0,079;3,927;0,0156;0,002;0,094;;
30,590;0,653;0,079;-3,927;0,0156;0,002;-0,094;;
30,600;0,653;0,000;-3,927;0,0156;0,000;-0,094;0,5;0,50
30,610;0,653;0,000;0,000;0,0156;0,000;0,000;;
30,620;0,653;0,000;0,000;0,0156;0,000;0,000;;
30,630;0,653;0,000;0,000;0,0156;0,000;0,000;;
30,640;0,653;0,000;0,000;0,0156;0,000;0,000;;
30,650;0,653;0,000;3,927;0,0156;0,000;0,094;0,5;0,48
30,660;0,653;0,079;3,927;0,0156;0,002;0,094;;
30,670;0,655;0,079;-3,927;0,0156;0,002;-0,094;;
30,680;0,655;0,000;-3,927;0,0156;0,000;-0,094;;
30,690;0,655;0,000;0,000;0,0156;0,000;0,000;;
30,700;0,655;0,000;0,000;0,0156;0,000;0,000;0,5;0,46
30,710;0,655;0,000;0,000;0,0156;0,000;0,000;;
30,720;0,655;0,000;0,000;0,0156;0,000;0,000;;
30,730;0,655;0,000;3,927;0,0156;0,000;0,094;;
30,740;0,655;0,079;3,927;0,0156;0,002;0,094;;
30,750;0,657;0,079;-3,927;0,0157;0,002;-0,094;0,4;0,42
30,760;0,657;0,000;-3,927;0,0157;0,000;-0,094;;
30,770;0,657;0,000;0,000;0,0157;0,000;0,000;;
30,780;0,657;0,000;0,000;0,0157;0,000;0,000;;
30,790;0,657;0,000;0,000;0,0157;0,000;0,000;;
30,800;0,657;0,000;0,000;0,0157;0,000;0,000;0,4;0,40
30,810;0,657;0,000;3,927;0,0157;0,000;0,094;;
30,820;0,657;0,079;3,927;0,0157;0,002;0,094;;
30,830;0,658;0,079;-3,927;0,0157;0,002;-0,094;;
30,840;0,658;0,000;-3,927;0,0157;0,000;-0,094;;
30,850;0,658;0,000;0,000;0,0157;0,000;0,000;0,4;0,38
30,860;0,658;0,000;0,000;0,0157;0,000;0,000;;
30,870;0,658;0,000;0,000;0,0157;0,000;0,000;;
30,880;0,658;0,000;0,000;0,0157;0,000;0,000;;
30,890;0,658;0,000;3,927;0,0157;0,000;0,094;;
30,900;0,658;0,079;3,927;0,0157;0,002;0,094;0,3;0,34
30,910;0,660;0,079;-3,927;0,0157;0,002;-0,094;;
30,920;0,660;0,000;-3,927;0,0157;0,000;-0,094;;
30,930;0,660;0,000;0,000;0,0157;0,000;0,000;;
30,940;0,660;0,000;0,000;0,0157;0,000;0,000;;
30,950;0,660;0,000;3,927;0,0157;0,000;0,094;0,3;0,32
30,960;0,660;0,079;3,927;0,0157;0,002;0,094;;
30,970;0,661;0,079;-3,927;0,0158;0,002;-0,094;;
30,980;0,661;0,000;-3,927;0,0158;0,000;-0,094;;
30,990;0,661;0,000;0,000;0,0158;0,000;0,000;;
31,000;0,661;0,000;3,927;0,0158;0,000;0,094;0,3;0,30
31,010;0,661;0,079;3,927;0,0158;0,002;0,094;;
31,020;0,663;0,079;-3,927;0,0158;0,002;-0,094;;
31,030;0,663;0,000;-3,927;0,0158;0,000;-0,094;;
31,040;0,663;0,000;3,927;0,0158;0,000;0,094;;
31,050;0,663;0,079;3,927;0,0158;0,002;0,094;0,3;0,28
31,060;0,664;0,079;-3,927;0,0159;0,002;-0,094;;
31,070;0,664;0,000;-3,927;0,0159;0,000;-0,094;;
31,080;0,664;0,000;0,000;0,0159;0,000;0,000;;
31,090;0,664;0,000;0,000;0,0159;0,000;0,000;;
31,100;0,664;0,000;0,000;0,0159;0,000;0,000;0,2;0,25
31,110;0,664;0,000;3,927;0,0159;0,000;0,094;;
31,120;0,664;0,079;3,927;0,0159;0,002;0,094;;
31,130;0,666;0,079;-3,927;0,0159;0,002;-0,094;;
31,140;0,666;0,000;-3,927;0,0159;0,000;-0,094;;
31,150;0,666;0,000;0,000;0,0159;0,000;0,000;0,2;0,24
31,160;0,666;0,000;0,000;0,0159;0,000;0,000;;
31,170;0,666;0,000;0,000;0,0159;0,000;0,000;;
31,180;0,666;0,000;3,927;0,0159;0,000;0,094;;
31,190;0,666;0,079;3,927;0,0159;0,002;0,094;;
31,200;0,668;0,079;-3,927;0,0159;0,002;-0,094;0,2;0,23
31,210;0,668;0,000;-3,927;0,0159;0,000;-0,094;;
31,220;0,668;0,000;0,000;0,0159;0,000;0,000;;
31,230;0,668;0,000;0,000;0,0159;0,000;0,000;;
31,240;0,668;0,000;0,000;0,0159;0,000;0,000;;
31,250;0,668;0,000;3,927;0,0159;0,000;0,094;0,2;0,21
31,260;0,668;0,079;3,927;0,0159;0,002;0,094;;
31,270;0,669;0,079;-3,927;0,0160;0,002;-0,094;;
31,280;0,669;0,000;-3,927;0,0160;0,000;-0,094;;
31,290;0,669;0,000;0,000;0,0160;0,000;0,000;;
31,300;0,669;0,000;0,000;0,0160;0,000;0,000;0,2;0,21
31,310;0,669;0,000;0,000;0,0160;0,000;0,000;;
31,320;0,669;0,000;0,000;0,0160;0,000;0,000;;
31,330;0,669;0,000;3,927;0,0160;0,000;0,094;;
31,340;0,669;0,079;3,927;0,0160;0,002;0,094;;
31,350;0,671;0,079;-3,927;0,0160;0,002;-0,094;0,2;0,20
31,360;0,671;0,000;-3,927;0,0160;0,000;-0,094;;
31,370;0,671;0,000;0,000;0,0160;0,000;0,000;;
31,380;0,671;0,000;0,000;0,0160;0,000;0,000;;
31,390;0,671;0,000;0,000;0,0160;0,000;0,000;;
31,400;0,671;0,000;0,000;0,0160;0,000;0,000;0,2;0,20
31,410;0,671;0,000;0,000;0,0160;0,000;0,000;;
31,420;0,671;0,000;0,000;0,0160;0,000;0,000;;
31,430;0,671;0,000;0,000;0,0160;0,000;0,000;;
31,440;0,671;0,000;3,927;0,0160;0,000;0,094;;
31,450;0,671;0,079;3,927;0,0160;0,002;0,094;0,2;0,20
31,460;0,672;0,079;-3,927;0,0160;0,002;-0,094;;
31,470;0,672;0,000;-3,927;0,0160;0,000;-0,094;;
31,480;0,672;0,000;0,000;0,0160;0,000;0,000;;
31,490;0,672;0,000;0,000;0,0160;0,000;0,000;;
31,500;0,672;0,000;0,000;0,0160;0,000;0,000;0,2;0,20
31,510;0,672;0,000;0,000;0,0160;0,000;0,000;;
31,520;0,672;0,000;0,000;0,0160;0,000;0,000;;
31,530;0,672;0,000;0,000;0,0160;0,000;0,000;;
31,540;0,672;0,000;0,000;0,0160;0,000;0,000;;
31,550;0,672;0,000;0,000;0,0160;0,000;0,000;0,2;0,19
31,560;0,672;0,000;3,927;0,0160;0,000;0,094;;
31,570;0,672;0,079;3,927;0,0160;0,002;0,094;;
31,580;0,674;0,079;-3,927;0,0161;0,002;-0,094;;
31,590;0,674;0,000;-3,927;0,0161;0,000;-0,094;;
31,600;0,674;0,000;0,000;0,0161;0,000;0,000;0,2;0,18
31,610;0,674;0,000;0,000;0,0161;0,000;0,000;;
31,620;0,674;0,000;0,000;0,0161;0,000;0,000;;
31,630;0,674;0,000;0,000;0,0161;0,000;0,000;;
31,640;0,674;0,000;3,927;0,0161;0,000;0,094;;
31,650;0,674;0,079;3,927;0,0161;0,002;0,094;0,2;0,18
31,660;0,675;0,079;-3,927;0,0161;0,002;-0,094;;
31,670;0,675;0,000;-3,927;0,0161;0,000;-0,094;;
31,680;0,675;0,000;0,000;0,0161;0,000;0,000;;
31,690;0,675;0,000;0,000;0,0161;0,000;0,000;;
31,700;0,675;0,000;0,000;0,0161;0,000;0,000;0,2;0,17
31,710;0,675;0,000;0,000;0,0161;0,000;0,000;;
31,720;0,675;0,000;0,000;0,0161;0,000;0,000;;
31,730;0,675;0,000;3,927;0,0161;0,000;0,094;;
31,740;0,675;0,079;3,927;0,0161;0,002;0,094;;
31,750;0,677;0,079;-3,927;0,0162;0,002;-0,094;0,2;0,17
31,760;0,677;0,000;-3,927;0,0162;0,000;-0,094;;
31,770;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,780;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,790;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,800;0,677;0,000;0,000;0,0162;0,000;0,000;0,2;0,17
31,810;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,820;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,830;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,840;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,850;0,677;0,000;0,000;0,0162;0,000;0,000;0,2;0,16
31,860;0,677;0,000;0,000;0,0162;0,000;0,000;;
31,870;0,677;0,000;3,927;0,0162;0,000;0,094;;
31,880;0,677;0,079;3,927;0,0162;0,002;0,094;;
31,890;0,679;0,079;-3,927;0,0162;0,002;-0,094;;
31,900;0,679;0,000;-3,927;0,0162;0,000;-0,094;0,2;0,16
31,910;0,679;0,000;0,000;0,0162;0,000;0,000;;
31,920;0,679;0,000;0,000;0,0162;0,000;0,000;;
31,930;0,679;0,000;0,000;0,0162;0,000;0,000;;
31,940;0,679;0,000;0,000;0,0162;0,000;0,000;;
31,950;0,679;0,000;0,000;0,0162;0,000;0,000;0,2;0,15
31,960;0,679;0,000;0,000;0,0162;0,000;0,000;;
31,970;0,679;0,000;0,000;0,0162;0,000;0,000;;
31,980;0,679;0,000;0,000;0,0162;0,000;0,000;;
31,990;0,679;0,000;0,000;0,0162;0,000;0,000;;
32,000;0,679;0,000;0,000;0,0162;0,000;0,000;0,2;0,15
32,010;0,679;0,000;0,000;0,0162;0,000;0,000;;
32,020;0,679;0,000;0,000;0,0162;0,000;0,000;;
32,030;0,679;0,000;0,000;0,0162;0,000;0,000;;
32,040;0,679;0,000;3,927;0,0162;0,000;0,094;;
