Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
45,910;0,909;0,000;-3,927;0,0217;0,000;-0,094;;
45,920;0,909;0,000;0,000;0,0217;0,000;0,000;;
45,930;0,909;0,000;0,000;0,0217;0,000;0,000;;
45,940;0,909;0,000;0,000;0,0217;0,000;0,000;;
45,950;0,909;0,000;3,927;0,0217;0,000;0,094;1,2;1,16
45,960;0,909;0,079;3,927;0,0217;0,002;0,094;;
45,970;0,911;0,079;-3,927;0,0217;0,002;-0,094;;
45,980;0,911;0,000;-3,927;0,0217;0,000;-0,094;;
45,990;0,911;0,000;0,000;0,0217;0,000;0,000;;
46,000;0,911;0,000;0,000;0,0217;0,000;0,000;1,1;1,12
46,010;0,911;0,000;0,000;0,0217;0,000;0,000;;
46,020;0,911;0,000;0,000;0,0217;0,000;0,000;;
46,030;0,911;0,000;3,927;0,0217;0,000;0,094;;
46,040;0,911;0,079;3,927;0,0217;0,002;0,094;;
46,050;0,913;0,079;-3,927;0,0218;0,002;-0,094;1,1;1,06
46,060;0,913;0,000;-3,927;0,0218;0,000;-0,094;;
46,070;0,913;0,000;0,000;0,0218;0,000;0,000;;
46,080;0,913;0,000;0,000;0,0218;0,000;0,000;;
46,090;0,913;0,000;0,000;0,0218;0,000;0,000;;
46,100;0,913;0,000;0,000;0,0218;0,000;0,000;1,0;1,04
46,110;0,913;0,000;0,000;0,0218;0,000;0,000;;
46,120;0,913;0,000;3,927;0,0218;0,000;0,094;;
46,130;0,913;0,079;3,927;0,0218;0,002;0,094;;
46,140;0,914;0,079;-3,927;0,0218;0,002;-0,094;;
46,150;0,914;0,000;-3,927;0,0218;0,000;-0,094;1,0;1,01
46,160;0,914;0,000;0,000;0,0218;0,000;0,000;;
46,170;0,914;0,000;0,000;0,0218;0,000;0,000;;
46,180;0,914;0,000;0,000;0,0218;0,000;0,000;;
46,190;0,914;0,000;0,000;0,0218;0,000;0,000;;
46,200;0,914;0,000;0,000;0,0218;0,000;0,000;1,0;0,96
46,210;0,914;0,000;0,000;0,0218;0,000;0,000;;
46,220;0,914;0,000;0,000;0,0218;0,000;0,000;;
46,230;0,914;0,000;3,927;0,0218;0,000;0,094;;
46,240;0,914;0,079;3,927;0,0218;0,002;0,094;;
46,250;0,916;0,079;-3,927;0,0219;0,002;-0,094;0,9;0,93
46,260;0,916;0,000;-3,927;0,0219;0,000;-0,094;;
46,270;0,916;0,000;0,000;0,0219;0,000;0,000;;
46,280;0,916;0,000;0,000;0,0219;0,000;0,000;;
46,290;0,916;0,000;0,000;0,0219;0,000;0,000;;
46,300;0,916;0,000;0,000;0,0219;0,000;0,000;0,9;0,90
46,310;0,916;0,000;0,000;0,0219;0,000;0,000;;
46,320;0,916;0,000;0,000;0,0219;0,000;0,000;;
46,330;0,916;0,000;3,927;0,0219;0,000;0,094;;
46,340;0,916;0,079;3,927;0,0219;0,002;0,094;;
46,350;0,917;0,079;-3,927;0,0219;0,002;-0,094;0,9;0,88
46,360;0,917;0,000;-3,927;0,0219;0,000;-0,094;;
46,370;0,917;0,000;0,000;0,0219;0,000;0,000;;
46,380;0,917;0,000;0,000;0,0219;0,000;0,000;;
46,390;0,917;0,000;0,000;0,0219;0,000;0,000;;
46,400;0,917;0,000;0,000;0,0219;0,000;0,000;0,9;0,87
46,410;0,917;0,000;0,000;0,0219;0,000;0,000;;
46,420;0,917;0,000;0,000;0,0219;0,000;0,000;;
46,430;0,917;0,000;3,927;0,0219;0,000;0,094;;
46,440;0,917;0,079;3,927;0,0219;0,002;0,094;;
46,450;0,919;0,079;-3,927;0,0219;0,002;-0,094;0,9;0,86
46,460;0,919;0,000;-3,927;0,0219;0,000;-0,094;;
46,470;0,919;0,000;0,000;0,0219;0,000;0,000;;
46,480;0,919;0,000;0,000;0,0219;0,000;0,000;;
46,490;0,919;0,000;0,000;0,0219;0,000;0,000;;
46,500;0,919;0,000;0,000;0,0219;0,000;0,000;0,9;0,86
46,510;0,919;0,000;0,000;0,0219;0,000;0,000;;
46,520;0,919;0,000;0,000;0,0219;0,000;0,000;;
46,530;0,919;0,000;0,000;0,0219;0,000;0,000;;
46,540;0,919;0,000;0,000;0,0219;0,000;0,000;;
46,550;0,919;0,000;0,000;0,0219;0,000;0,000;0,8;0,85
46,560;0,919;0,000;3,927;0,0219;0,000;0,094;;
46,570;0,919;0,079;3,927;0,0219;0,002;0,094;;
46,580;0,920;0,079;-3,927;0,0220;0,002;-0,094;;
46,590;0,920;0,000;-3,927;0,0220;0,000;-0,094;;
46,600;0,920;0,000;0,000;0,0220;0,000;0,000;0,8;0,84
46,610;0,920;0,000;0,000;0,0220;0,000;0,000;;
46,620;0,920;0,000;0,000;0,0220;0,000;0,000;;
46,630;0,920;0,000;0,000;0,0220;0,000;0,000;;
46,640;0,920;0,000;0,000;0,0220;0,000;0,000;;
46,650;0,920;0,000;0,000;0,0220;0,000;0,000;0,8;0,83
46,660;0,920;0,000;0,000;0,0220;0,000;0,000;;
46,670;0,920;0,000;0,000;0,0220;0,000;0,000;;
46,680;0,920;0,000;0,000;0,0220;0,000;0,000;;
46,690;0,920;0,000;3,927;0,0220;0,000;0,094;;
46,700;0,920;0,079;3,927;0,0220;0,002;0,094;0,8;0,83
46,710;0,922;0,079;-3,927;0,0220;0,002;-0,094;;
46,720;0,922;0,000;-3,927;0,0220;0,000;-0,094;;
46,730;0,922;0,000;0,000;0,0220;0,000;0,000;;
46,740;0,922;0,000;0,000;0,0220;0,000;0,000;;
46,750;0,922;0,000;0,000;0,0220;0,000;0,000;0,8;0,82
46,760;0,922;0,000;0,000;0,0220;0,000;0,000;;
46,770;0,922;0,000;0,000;0,0220;0,000;0,000;;
46,780;0,922;0,000;0,000;0,0220;0,000;0,000;;
46,790;0,922;0,000;0,000;0,0220;0,000;0,000;;
46,800;0,922;0,000;0,000;0,0220;0,000;0,000;0,8;0,81
46,810;0,922;0,000;3,927;0,0220;0,000;0,094;;
46,820;0,922;0,079;3,927;0,0220;0,002;0,094;;
46,830;0,924;0,079;-3,927;0,0220;0,002;-0,094;;
46,840;0,924;0,000;-3,927;0,0220;0,000;-0,094;;
46,850;0,924;0,000;0,000;0,0220;0,000;0,000;0,8;0,80
46,860;0,924;0,000;0,000;0,0220;0,000;0,000;;
46,870;0,924;0,000;0,000;0,0220;0,000;0,000;;
46,880;0,924;0,000;0,000;0,0220;0,000;0,000;;
46,890;0,924;0,000;0,000;0,0220;0,000;0,000;;
46,900;0,924;0,000;0,000;0,0220;0,000;0,000;0,8;0,80
46,910;0,924;0,000;0,000;0,0220;0,000;0,000;;
46,920;0,924;0,000;0,000;0,0220;0,000;0,000;;
46,930;0,924;0,000;3,927;0,0220;0,000;0,094;;
46,940;0,924;0,079;3,927;0,0220;0,002;0,094;;
46,950;0,925;0,079;-3,927;0,0221;0,002;-0,094;0,8;0,78
46,960;0,925;0,000;-3,927;0,0221;0,000;-0,094;;
46,970;0,925;0,000;0,000;0,0221;0,000;0,000;;
46,980;0,925;0,000;0,000;0,0221;0,000;0,000;;
46,990;0,925;0,000;0,000;0,0221;0,000;0,000;;
47,000;0,925;0,000;0,000;0,0221;0,000;0,000;0,8;0,78
47,010;0,925;0,000;0,000;0,0221;0,000;0,000;;
47,020;0,925;0,000;0,000;0,0221;0,000;0,000;;
47,030;0,925;0,000;3,927;0,0221;0,000;0,094;;
47,040;0,925;0,079;3,927;0,0221;0,002;0,094;;
47,050;0,927;0,079;-3,927;0,0221;0,002;-0,094;0,8;0,78
47,060;0,927;0,000;-3,927;0,0221;0,000;-0,094;;
47,070;0,927;0,000;0,000;0,0221;0,000;0,000;;
47,080;0,927;0,000;0,000;0,0221;0,000;0,000;;
47,090;0,927;0,000;0,000;0,0221;0,000;0,000;;
47,100;0,927;0,000;0,000;0,0221;0,000;0,000;0,8;0,77
47,110;0,927;0,000;0,000;0,0221;0,000;0,000;;
47,120;0,927;0,000;0,000;0,0221;0,000;0,000;;
47,130;0,927;0,000;0,000;0,0221;0,000;0,000;;
47,140;0,927;0,000;3,927;0,0221;0,000;0,094;;
47,150;0,927;0,079;3,927;0,0221;0,002;0,094;0,8;0,77
47,160;0,928;0,079;-3,927;0,0222;0,002;-0,094;;
47,170;0,928;0,000;-3,927;0,0222;0,000;-0,094;;
47,180;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,190;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,200;0,928;0,000;0,000;0,0222;0,000;0,000;0,8;0,77
47,210;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,220;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,230;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,240;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,250;0,928;0,000;0,000;0,0222;0,000;0,000;0,8;0,78
47,260;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,270;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,280;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,290;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,300;0,928;0,000;0,000;0,0222;0,000;0,000;0,8;0,78
47,310;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,320;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,330;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,340;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,350;0,928;0,000;0,000;0,0222;0,000;0,000;0,8;0,78
47,360;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,370;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,380;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,390;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,400;0,928;0,000;0,000;0,0222;0,000;0,000;0,8;0,78
47,410;0,928;0,000;0,000;0,0222;0,000;0,000;;
47,420;0,928;0,000;3,927;0,0222;0,000;0,094;;
47,430;0,928;0,079;3,927;0,0222;0,002;0,094;;
47,440;0,930;0,079;-3,927;0,0222;0,002;-0,094;;
47,450;0,930;0,000;-3,927;0,0222;0,000;-0,094;0,8;0,78
47,460;0,930;0,000;0,000;0,0222;0,000;0,000;;
47,470;0,930;0,000;0,000;0,0222;0,000;0,000;;
47,480;0,930;0,000;0,000;0,0222;0,000;0,000;;
47,490;0,930;0,000;0,000;0,0222;0,000;0,000;;
47,500;0,930;0,000;0,000;0,0222;0,000;0,000;0,8;0,77
47,510;0,930;0,000;0,000;0,0222;0,000;0,000;;
47,520;0,930;0,000;3,927;0,0222;0,000;0,094;;
47,530;0,930;0,079;3,927;0,0222;0,002;0,094;;
47,540;0,931;0,079;-3,927;0,0222;0,002;-0,094;;
47,550;0,931;0,000;-3,927;0,0222;0,000;-0,094;0,8;0,78
47,560;0,931;0,000;0,000;0,0222;0,000;0,000;;
47,570;0,931;0,000;0,000;0,0222;0,000;0,000;;
47,580;0,931;0,000;0,000;0,0222;0,000;0,000;;
47,590;0,931;0,000;0,000;0,0222;0,000;0,000;;
47,600;0,931;0,000;0,000;0,0222;0,000;0,000;0,8;0,78
47,610;0,931;0,000;0,000;0,0222;0,000;0,000;;
47,620;0,931;0,000;0,000;0,0222;0,000;0,000;;
47,630;0,931;0,000;3,927;0,0222;0,000;0,094;;
47,640;0,931;0,079;3,927;0,0222;0,002;0,094;;
47,650;0,933;0,079;-3,927;0,0223;0,002;-0,094;0,8;0,78
47,660;0,933;0,000;-3,927;0,0223;0,000;-0,094;;
47,670;0,933;0,000;0,000;0,0223;0,000;0,000;;
47,680;0,933;0,000;0,000;0,0223;0,000;0,000;;
47,690;0,933;0,000;0,000;0,0223;0,000;0,000;;
47,700;0,933;0,000;0,000;0,0223;0,000;0,000;0,8;0,81
47,710;0,933;0,000;3,927;0,0223;0,000;0,094;;
47,720;0,933;0,079;3,927;0,0223;0,002;0,094;;
47,730;0,935;0,079;-3,927;0,0223;0,002;-0,094;;
47,740;0,935;0,000;-3,927;0,0223;0,000;-0,094;;
47,750;0,935;0,000;0,000;0,0223;0,000;0,000;0,8;0,84
47,760;0,935;0,000;0,000;0,0223;0,000;0,000;;
47,770;0,935;0,000;0,000;0,0223;0,000;0,000;;
47,780;0,935;0,000;0,000;0,0223;0,000;0,000;;
47,790;0,935;0,000;0,000;0,0223;0,000;0,000;;
47,800;0,935;0,000;3,927;0,0223;0,000;0,094;0,9;0,85
47,810;0,935;0,079;3,927;0,0223;0,002;0,094;;
47,820;0,936;0,079;-3,927;0,0223;0,002;-0,094;;
47,830;0,936;0,000;-3,927;0,0223;0,000;-0,094;;
47,840;0,936;0,000;0,000;0,0223;0,000;0,000;;
47,850;0,936;0,000;0,000;0,0223;0,000;0,000;0,9;0,93
47,860;0,936;0,000;0,000;0,0223;0,000;0,000;;
47,870;0,936;0,000;3,927;0,0223;0,000;0,094;;
47,880;0,936;0,079;3,927;0,0223;0,002;0,094;;
47,890;0,938;0,079;-3,927;0,0224;0,002;-0,094;;
47,900;0,938;0,000;-3,927;0,0224;0,000;-0,094;1,0;1,00
47,910;0,938;0,000;0,000;0,0224;0,000;0,000;;
47,920;0,938;0,000;0,000;0,0224;0,000;0,000;;
47,930;0,938;0,000;0,000;0,0224;0,000;0,000;;
47,940;0,938;0,000;3,927;0,0224;0,000;0,094;;
47,950;0,938;0,079;3,927;0,0224;0,002;0,094;1,1;1,12
47,960;0,939;0,079;-3,927;0,0224;0,002;-0,094;;
47,970;0,939;0,000;-3,927;0,0224;0,000;-0,094;;
47,980;0,939;0,000;0,000;0,0224;0,000;0,000;;
47,990;0,939;0,000;0,000;0,0224;0,000;0,000;;
48,000;0,939;0,000;0,000;0,0224;0,000;0,000;1,4;1,38
48,010;0,939;0,000;0,000;0,0224;0,000;0,000;;
48,020;0,939;0,000;3,927;0,0224;0,000;0,094;;
48,030;0,939;0,079;3,927;0,0224;0,002;0,094;;
48,040;0,941;0,079;-3,927;0,0225;0,002;-0,094;;
48,050;0,941;0,000;-3,927;0,0225;0,000;-0,094;1,6;1,56
48,060;0,941;0,000;0,000;0,0225;0,000;0,000;;
48,070;0,941;0,000;0,000;0,0225;0,000;0,000;;
48,080;0,941;0,000;0,000;0,0225;0,000;0,000;;
48,090;0,941;0,000;0,000;0,0225;0,000;0,000;;
48,100;0,941;0,000;0,000;0,0225;0,000;0,000;1,7;1,66
48,110;0,941;0,000;0,000;0,0225;0,000;0,000;;
48,120;0,941;0,000;0,000;0,0225;0,000;0,000;;
48,130;0,941;0,000;3,927;0,0225;0,000;0,094;;
48,140;0,941;0,079;3,927;0,0225;0,002;0,094;;
48,150;0,942;0,079;-3,927;0,0225;0,002;-0,094;1,9;1,90
48,160;0,942;0,000;-3,927;0,0225;0,000;-0,094;;
48,170;0,942;0,000;0,000;0,0225;0,000;0,000;;
48,180;0,942;0,000;0,000;0,0225;0,000;0,000;;
48,190;0,942;0,000;0,000;0,0225;0,000;0,000;;
48,200;0,942;0,000;0,000;0,0225;0,000;0,000;2,0;1,98
48,210;0,942;0,000;0,000;0,0225;0,000;0,000;;
48,220;0,942;0,000;0,000;0,0225;0,000;0,000;;
48,230;0,942;0,000;3,927;0,0225;0,000;0,094;;
48,240;0,942;0,079;3,927;0,0225;0,002;0,094;;
48,250;0,944;0,079;-3,927;0,0225;0,002;-0,094;2,2;2,18
48,260;0,944;0,000;-3,927;0,0225;0,000;-0,094;;
48,270;0,944;0,000;0,000;0,0225;0,000;0,000;;
48,280;0,944;0,000;0,000;0,0225;0,000;0,000;;
48,290;0,944;0,000;0,000;0,0225;0,000;0,000;;
48,300;0,944;0,000;3,927;0,0225;0,000;0,094;2,7;2,70
48,310;0,944;0,079;3,927;0,0225;0,002;0,094;;
48,320;0,946;0,079;-3,927;0,0226;0,002;-0,094;;
48,330;0,946;0,000;-3,927;0,0226;0,000;-0,094;;
48,340;0,946;0,000;3,927;0,0226;0,000;0,094;;
48,350;0,946;0,079;3,927;0,0226;0,002;0,094;3,2;3,16
48,360;0,947;0,079;-3,927;0,0226;0,002;-0,094;;
48,370;0,947;0,000;-3,927;0,0226;0,000;-0,094;;
48,380;0,947;0,000;0,000;0,0226;0,000;0,000;;
48,390;0,947;0,000;0,000;0,0226;0,000;0,000;;
48,400;0,947;0,000;0,000;0,0226;0,000;0,000;3,6;3,58
48,410;0,947;0,000;3,927;0,0226;0,000;0,094;;
48,420;0,947;0,079;3,927;0,0226;0,002;0,094;;
48,430;0,949;0,079;-3,927;0,0226;0,002;-0,094;;
48,440;0,949;0,000;-3,927;0,0226;0,000;-0,094;;
48,450;0,949;0,000;0,000;0,0226;0,000;0,000;4,3;4,28
48,460;0,949;0,000;0,000;0,0226;0,000;0,000;;
48,470;0,949;0,000;0,000;0,0226;0,000;0,000;;
48,480;0,949;0,000;3,927;0,0226;0,000;0,094;;
48,490;0,949;0,079;3,927;0,0226;0,002;0,094;;
48,500;0,950;0,079;-3,927;0,0227;0,002;-0,094;4,7;4,66
48,510;0,950;0,000;-3,927;0,0227;0,000;-0,094;;
48,520;0,950;0,000;0,000;0,0227;0,000;0,000;;
48,530;0,950;0,000;0,000;0,0227;0,000;0,000;;
48,540;0,950;0,000;0,000;0,0227;0,000;0,000;;
48,550;0,950;0,000;0,000;0,0227;0,000;0,000;5,6;5,58
48,560;0,950;0,000;3,927;0,0227;0,000;0,094;;
48,570;0,950;0,079;3,927;0,0227;0,002;0,094;;
48,580;0,952;0,079;-3,927;0,0227;0,002;-0,094;;
48,590;0,952;0,000;-3,927;0,0227;0,000;-0,094;;
48,600;0,952;0,000;3,927;0,0227;0,000;0,094;6,2;6,22
48,610;0,952;0,079;3,927;0,0227;0,002;0,094;;
48,620;0,953;0,079;-3,927;0,0228;0,002;-0,094;;
48,630;0,953;0,000;-3,927;0,0228;0,000;-0,094;;
48,640;0,953;0,000;0,000;0,0228;0,000;0,000;;
48,650;0,953;0,000;0,000;0,0228;0,000;0,000;6,9;6,88
48,660;0,953;0,000;0,000;0,0228;0,000;0,000;;
48,670;0,953;0,000;3,927;0,0228;0,000;0,094;;
48,680;0,953;0,079;3,927;0,0228;0,002;0,094;;
48,690;0,955;0,079;-3,927;0,0228;0,002;-0,094;;
48,700;0,955;0,000;-3,927;0,0228;0,000;-0,094;8,5;8,51
48,710;0,955;0,000;0,000;0,0228;0,000;0,000;;
48,720;0,955;0,000;3,927;0,0228;0,000;0,094;;
48,730;0,955;0,079;3,927;0,0228;0,002;0,094;;
48,740;0,957;0,079;-3,927;0,0228;0,002;-0,094;;
48,750;0,957;0,000;-3,927;0,0228;0,000;-0,094;9,3;9,34
48,760;0,957;0,000;0,000;0,0228;0,000;0,000;;
48,770;0,957;0,000;0,000;0,0228;0,000;0,000;;
48,780;0,957;0,000;3,927;0,0228;0,000;0,094;;
48,790;0,957;0,079;3,927;0,0228;0,002;0,094;;
48,800;0,958;0,079;-3,927;0,0229;0,002;-0,094;11,0;11,00
48,810;0,958;0,000;-3,927;0,0229;0,000;-0,094;;
48,820;0,958;0,000;0,000;0,0229;0,000;0,000;;
48,830;0,958;0,000;0,000;0,0229;0,000;0,000;;
48,840;0,958;0,000;0,000;0,0229;0,000;0,000;;
48,850;0,958;0,000;3,927;0,0229;0,000;0,094;11,5;11,54
48,860;0,958;0,079;3,927;0,0229;0,002;0,094;;
48,870;0,960;0,079;-3,927;0,0229;0,002;-0,094;;
48,880;0,960;0,000;-3,927;0,0229;0,000;-0,094;;
48,890;0,960;0,000;0,000;0,0229;0,000;0,000;;
48,900;0,960;0,000;0,000;0,0229;0,000;0,000;12,0;12,02
48,910;0,960;0,000;0,000;0,0229;0,000;0,000;;
48,920;0,960;0,000;0,000;0,0229;0,000;0,000;;
48,930;0,960;0,000;0,000;0,0229;0,000;0,000;;
48,940;0,960;0,000;0,000;0,0229;0,000;0,000;;
48,950;0,960;0,000;3,927;0,0229;0,000;0,094;13,2;13,18
48,960;0,960;0,079;3,927;0,0229;0,002;0,094;;
48,970;0,961;0,079;-3,927;0,0229;0,002;-0,094;;
48,980;0,961;0,000;-3,927;0,0229;0,000;-0,094;;
48,990;0,961;0,000;0,000;0,0229;0,000;0,000;;
49,000;0,961;0,000;0,000;0,0229;0,000;0,000;13,8;13,82
49,010;0,961;0,000;0,000;0,0229;0,000;0,000;;
49,020;0,961;0,000;0,000;0,0229;0,000;0,000;;
49,030;0,961;0,000;0,000;0,0229;0,000;0,000;;
49,040;0,961;0,000;3,927;0,0229;0,000;0,094;;
49,050;0,961;0,079;3,927;0,0229;0,002;0,094;15,0;15,01
49,060;0,963;0,079;-3,927;0,0230;0,002;-0,094;;
49,070;0,963;0,000;-3,927;0,0230;0,000;-0,094;;
49,080;0,963;0,000;0,000;0,0230;0,000;0,000;;
49,090;0,963;0,000;0,000;0,0230;0,000;0,000;;
49,100;0,963;0,000;0,000;0,0230;0,000;0,000;15,4;15,40
49,110;0,963;0,000;0,000;0,0230;0,000;0,000;;
49,120;0,963;0,000;0,000;0,0230;0,000;0,000;;
49,130;0,963;0,000;0,000;0,0230;0,000;0,000;;
49,140;0,963;0,000;3,927;0,0230;0,000;0,094;;
49,150;0,963;0,079;3,927;0,0230;0,002;0,094;15,9;15,91
49,160;0,964;0,079;-3,927;0,0230;0,002;-0,094;;
49,170;0,964;0,000;-3,927;0,0230;0,000;-0,094;;
49,180;0,964;0,000;0,000;0,0230;0,000;0,000;;
49,190;0,964;0,000;0,000;0,0230;0,000;0,000;;
49,200;0,964;0,000;0,000;0,0230;0,000;0,000;17,8;17,76
49,210;0,964;0,000;0,000;0,0230;0,000;0,000;;
49,220;0,964;0,000;0,000;0,0230;0,000;0,000;;
49,230;0,964;0,000;0,000;0,0230;0,000;0,000;;
49,240;0,964;0,000;0,000;0,0230;0,000;0,000;;
49,250;0,964;0,000;3,927;0,0230;0,000;0,094;18,2;18,20
49,260;0,964;0,079;3,927;0,0230;0,002;0,094;;
49,270;0,966;0,079;-3,927;0,0231;0,002;-0,094;;
49,280;0,966;0,000;-3,927;0,0231;0,000;-0,094;;
49,290;0,966;0,000;0,000;0,0231;0,000;0,000;;
49,300;0,966;0,000;3,927;0,0231;0,000;0,094;19,9;19,94
49,310;0,966;0,079;3,927;0,0231;0,002;0,094;;
49,320;0,968;0,079;-3,927;0,0231;0,002;-0,094;;
49,330;0,968;0,000;-3,927;0,0231;0,000;-0,094;;
49,340;0,968;0,000;0,000;0,0231;0,000;0,000;;
49,350;0,968;0,000;0,000;0,0231;0,000;0,000;20,8;20,76
49,360;0,968;0,000;3,927;0,0231;0,000;0,094;;
49,370;0,968;0,079;3,927;0,0231;0,002;0,094;;
49,380;0,969;0,079;-3,927;0,0231;0,002;-0,094;;
49,390;0,969;0,000;-3,927;0,0231;0,000;-0,094;;
49,400;0,969;0,000;0,000;0,0231;0,000;0,000;21,2;21,16
49,410;0,969;0,000;0,000;0,0231;0,000;0,000;;
49,420;0,969;0,000;0,000;0,0231;0,000;0,000;;
49,430;0,969;0,000;0,000;0,0231;0,000;0,000;;
49,440;0,969;0,000;0,000;0,0231;0,000;0,000;;
49,450;0,969;0,000;3,927;0,0231;0,000;0,094;21,4;21,37
49,460;0,969;0,079;3,927;0,0231;0,002;0,094;;
49,470;0,971;0,079;-3,927;0,0232;0,002;-0,094;;
49,480;0,971;0,000;-3,927;0,0232;0,000;-0,094;;
49,490;0,971;0,000;0,000;0,0232;0,000;0,000;;
49,500;0,971;0,000;0,000;0,0232;0,000;0,000;21,3;21,31
49,510;0,971;0,000;0,000;0,0232;0,000;0,000;;
49,520;0,971;0,000;0,000;0,0232;0,000;0,000;;
49,530;0,971;0,000;0,000;0,0232;0,000;0,000;;
49,540;0,971;0,000;0,000;0,0232;0,000;0,000;;
49,550;0,971;0,000;3,927;0,0232;0,000;0,094;21,4;21,36
49,560;0,971;0,079;3,927;0,0232;0,002;0,094;;
49,570;0,972;0,079;-3,927;0,0232;0,002;-0,094;;
49,580;0,972;0,000;-3,927;0,0232;0,000;-0,094;;
49,590;0,972;0,000;0,000;0,0232;0,000;0,000;;
49,600;0,972;0,000;0,000;0,0232;0,000;0,000;21,4;21,37
49,610;0,972;0,000;0,000;0,0232;0,000;0,000;;
49,620;0,972;0,000;0,000;0,0232;0,000;0,000;;
49,630;0,972;0,000;3,927;0,0232;0,000;0,094;;
49,640;0,972;0,079;3,927;0,0232;0,002;0,094;;
49,650;0,974;0,079;-3,927;0,0232;0,002;-0,094;20,9;20,91
49,660;0,974;0,000;-3,927;0,0232;0,000;-0,094;;
49,670;0,974;0,000;0,000;0,0232;0,000;0,000;;
49,680;0,974;0,000;0,000;0,0232;0,000;0,000;;
49,690;0,974;0,000;3,927;0,0232;0,000;0,094;;
49,700;0,974;0,079;3,927;0,0232;0,002;0,094;20,4;20,41
49,710;0,975;0,079;-3,927;0,0233;0,002;-0,094;;
49,720;0,975;0,000;-3,927;0,0233;0,000;-0,094;;
49,730;0,975;0,000;0,000;0,0233;0,000;0,000;;
49,740;0,975;0,000;0,000;0,0233;0,000;0,000;;
49,750;0,975;0,000;3,927;0,0233;0,000;0,094;18,9;18,86
49,760;0,975;0,079;3,927;0,0233;0,002;0,094;;
49,770;0,977;0,079;-3,927;0,0233;0,002;-0,094;;
49,780;0,977;0,000;-3,927;0,0233;0,000;-0,094;;
49,790;0,977;0,000;0,000;0,0233;0,000;0,000;;
49,800;0,977;0,000;0,000;0,0233;0,000;0,000;17,9;17,94
49,810;0,977;0,000;0,000;0,0233;0,000;0,000;;
49,820;0,977;0,000;3,927;0,0233;0,000;0,094;;
49,830;0,977;0,079;3,927;0,0233;0,002;0,094;;
49,840;0,979;0,079;-3,927;0,0234;0,002;-0,094;;
49,850;0,979;0,000;-3,927;0,0234;0,000;-0,094;17,1;17,05
49,860;0,979;0,000;0,000;0,0234;0,000;0,000;;
49,870;0,979;0,000;3,927;0,0234;0,000;0,094;;
49,880;0,979;0,079;3,927;0,0234;0,002;0,094;;
49,890;0,980;0,079;-3,927;0,0234;0,002;-0,094;;
49,900;0,980;0,000;-3,927;0,0234;0,000;-0,094;14,8;14,79
49,910;0,980;0,000;0,000;0,0234;0,000;0,000;;
49,920;0,980;0,000;0,000;0,0234;0,000;0,000;;
49,930;0,980;0,000;0,000;0,0234;0,000;0,000;;
49,940;0,980;0,000;0,000;0,0234;0,000;0,000;;
49,950;0,980;0,000;3,927;0,0234;0,000;0,094;13,6;13,61
49,960;0,980;0,079;3,927;0,0234;0,002;0,094;;
49,970;0,982;0,079;-3,927;0,0234;0,002;-0,094;;
49,980;0,982;0,000;-3,927;0,0234;0,000;-0,094;;
49,990;0,982;0,000;0,000;0,0234;0,000;0,000;;
50,000;0,982;0,000;3,927;0,0234;0,000;0,094;11,7;11,72
50,010;0,982;0,079;3,927;0,0234;0,002;0,094;;
50,020;0,983;0,079;-3,927;0,0235;0,002;-0,094;;
50,030;0,983;0,000;-3,927;0,0235;0,000;-0,094;;
50,040;0,983;0,000;0,000;0,0235;0,000;0,000;;
50,050;0,983;0,000;0,000;0,0235;0,000;0,000;11,0;10,95
50,060;0,983;0,000;3,927;0,0235;0,000;0,094;;
50,070;0,983;0,079;3,927;0,0235;0,002;0,094;;
50,080;0,985;0,079;-3,927;0,0235;0,002;-0,094;;
50,090;0,985;0,000;-3,927;0,0235;0,000;-0,094;;
50,100;0,985;0,000;0,000;0,0235;0,000;0,000;9,9;9,90
50,110;0,985;0,000;0,000;0,0235;0,000;0,000;;
50,120;0,985;0,000;3,927;0,0235;0,000;0,094;;
50,130;0,985;0,079;3,927;0,0235;0,002;0,094;;
