Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
76,200;2,801;0,020;-0,010;0,0668625;4,688E-4;-2,344E-4;1,9;1,8900452;76,200;2,652;0,008;0,000;0,0633000;1,875E-4;0,000;0,5;51,9473419
76,400;2,804;0,024;0,010;0,0669375;5,625E-4;2,344E-4;1,9;1,9199524;76,400;2,653;0,008;0,000;0,0633375;1,875E-4;0,000;0,5;46,7494965
76,600;2,810;0,024;2,099E-15;0,0670875;5,625E-4;5,014E-17;1,9;1,9028168;76,600;2,655;0,008;6,982E-16;0,0633750;1,875E-4;1,660E-17;0,4;39,3507996
76,800;2,813;0,024;0,029;0,0671625;5,625E-4;7,031E-4;1,8;1,7948303;76,800;2,656;0,008;6,982E-16;0,0634125;1,875E-4;1,660E-17;0,3;32,1124725
77,000;2,820;0,035;0,039;0,0673125;8,437E-4;9,375E-4;1,6;1,5579529;77,000;2,658;0,008;-0,010;0,0634500;1,875E-4;-2,344E-4;0,3;25,5999908
77,200;2,827;0,039;-3,140E-15;0,0675000;9,375E-4;-7,508E-17;1,3;1,3114014;77,200;2,659;0,004;-0,010;0,0634875;9,375E-5;-2,344E-4;0,2;23,8382263
77,400;2,835;0,035;-0,029;0,0676875;8,437E-4;-7,031E-4;1,0;1,0468292;77,400;2,659;0,004;0,000;0,0634875;9,375E-5;0,000;0,2;21,6441193
77,600;2,842;0,027;-0,029;0,0678375;6,562E-4;-7,031E-4;0,8;0,7609406;77,600;2,661;0,004;3,491E-16;0,0635250;9,375E-5;8,301E-18;0,2;21,0835876
77,800;2,846;0,024;2,446E-15;0,0679500;5,625E-4;5,828E-17;0,6;0,6132965;77,800;2,661;0,004;0,010;0,0635250;9,375E-5;2,344E-4;0,2;17,8221588
78,000;2,851;0,027;0,010;0,0680625;6,563E-4;2,344E-4;0,6;0,5860138;78,000;2,663;0,008;-3,491E-16;0,0635625;1,875E-4;-8,301E-18;0,2;15,4996033
78,200;2,857;0,027;-2,446E-15;0,0682125;6,562E-4;-5,828E-17;0,8;0,7750244;78,200;2,664;0,004;-0,010;0,0636000;9,375E-5;-2,344E-4;0,1;14,8134766
78,400;2,862;0,027;0,000;0,0683250;6,562E-4;0,000;1,4;1,3936920;78,400;2,664;0,004;0,000;0,0636000;9,375E-5;0,000;0,1;13,7157745
78,600;2,868;0,027;-0,010;0,0684750;6,562E-4;-2,344E-4;2,1;2,0651093;78,600;2,666;0,004;3,491E-16;0,0636375;9,375E-5;8,301E-18;0,1;12,3253632
78,800;2,873;0,024;2,446E-15;0,0685875;5,625E-4;5,828E-17;2,5;2,4727325;78,800;2,666;0,004;0,010;0,0636375;9,375E-5;2,344E-4;0,1;11,0742950
79,000;2,878;0,027;0,029;0,0687000;6,563E-4;7,031E-4;2,8;2,8417664;79,000;2,667;0,008;0,010;0,0636750;1,875E-4;2,344E-4;0,1;10,5737152
79,200;2,884;0,035;0,010;0,0688500;8,437E-4;2,344E-4;2,8;2,8284607;79,200;2,669;0,008;-6,982E-16;0,0637125;1,875E-4;-1,660E-17;0,1;10,5135040
79,400;2,892;0,031;-0,020;0,0690375;7,500E-4;-4,687E-4;2,6;2,5719757;79,400;2,670;0,008;0,000;0,0637500;1,875E-4;0,000;0,1;10,6629791
79,600;2,897;0,027;2,793E-15;0,0691500;6,562E-4;6,641E-17;1,7;1,6904449;79,600;2,672;0,008;6,982E-16;0,0637875;1,875E-4;1,660E-17;0,1;11,0125275
79,800;2,903;0,031;0,010;0,0693000;7,500E-4;2,344E-4;1,0;1,0412598;79,800;2,673;0,008;6,982E-16;0,0638250;1,875E-4;1,660E-17;0,1;11,7025452
80,000;2,909;0,031;0,010;0,0694500;7,500E-4;2,344E-4;0,6;0,5946045;80,000;2,675;0,008;0,010;0,0638625;1,875E-4;2,344E-4;0,1;13,0693512
80,200;2,915;0,035;-2,793E-15;0,0696000;8,437E-4;-6,641E-17;0,4;0,3990479;80,200;2,677;0,012;0,010;0,0639000;2,812E-4;2,344E-4;0,1;14,7075958
80,400;2,923;0,031;-0,020;0,0697875;7,500E-4;-4,687E-4;0,4;0,3890991;80,400;2,680;0,012;-0,010;0,0639750;2,812E-4;-2,344E-4;0,2;15,1391449
80,600;2,928;0,027;0,010;0,0699000;6,562E-4;2,344E-4;0,4;0,4486847;80,600;2,681;0,008;-0,010;0,0640125;1,875E-4;-2,344E-4;0,2;16,9701996
80,800;2,934;0,035;0,020;0,0700500;8,437E-4;4,688E-4;0,6;0,5784607;80,800;2,683;0,008;0,010;0,0640500;1,875E-4;2,344E-4;0,2;18,3533630
81,000;2,942;0,035;-0,029;0,0702375;8,437E-4;-7,031E-4;0,7;0,7363129;81,000;2,684;0,012;0,010;0,0640875;2,813E-4;2,344E-4;0,2;21,3573608
81,200;2,948;0,024;-0,029;0,0703875;5,625E-4;-7,031E-4;0,8;0,7954712;81,200;2,688;0,012;-0,010;0,0641625;2,812E-4;-2,344E-4;0,2;22,6380157
81,400;2,952;0,024;0,020;0,0704625;5,625E-4;4,687E-4;0,8;0,8234863;81,400;2,689;0,008;-0,010;0,0642000;1,875E-4;-2,344E-4;0,2;22,6761627
81,600;2,958;0,031;0,029;0,0706125;7,500E-4;7,031E-4;0,8;0,7869720;81,600;2,691;0,008;6,982E-16;0,0642375;1,875E-4;1,660E-17;0,2;22,8754578
81,800;2,964;0,035;0,010;0,0707625;8,437E-4;2,344E-4;0,6;0,6172638;81,800;2,692;0,008;0,010;0,0642750;1,875E-4;2,344E-4;0,2;23,2239685
82,000;2,972;0,035;-0,020;0,0709500;8,437E-4;-4,688E-4;0,6;0,5765839;82,000;2,694;0,012;0,029;0,0643125;2,813E-4;7,031E-4;0,2;22,7859344
82,200;2,978;0,027;-0,010;0,0711000;6,562E-4;-2,344E-4;0,4;0,4246826;82,200;2,697;0,020;0,010;0,0643875;4,688E-4;2,344E-4;0,2;20,2583771
82,400;2,983;0,031;0,039;0,0712125;7,500E-4;9,375E-4;0,3;0,2763367;82,400;2,702;0,016;-0,029;0,0645000;3,750E-4;-7,031E-4;0,2;17,8865051
82,600;2,991;0,043;0,029;0,0714000;0,001;7,031E-4;0,4;0,3851471;82,600;2,703;0,008;-0,020;0,0645375;1,875E-4;-4,688E-4;0,2;16,6159821
82,800;3,000;0,043;-0,010;0,0716250;0,001;-2,344E-4;0,6;0,6393890;82,800;2,705;0,008;6,982E-16;0,0645750;1,875E-4;1,660E-17;0,2;15,9378967
83,000;3,008;0,039;-0,010;0,0718125;9,375E-4;-2,344E-4;0,9;0,8975372;83,000;2,706;0,008;0,010;0,0646125;1,875E-4;2,344E-4;0,1;14,3811493
83,200;3,016;0,039;-0,010;0,0720000;9,375E-4;-2,344E-4;1,0;0,9657135;83,200;2,708;0,012;2,077E-15;0,0646500;2,812E-4;7,013E-17;0,1;12,5350342
83,400;3,024;0,035;0,020;0,0721875;8,437E-4;4,688E-4;0,9;0,9220428;83,400;2,711;0,008;-0,020;0,0647250;1,875E-4;-4,688E-4;0,1;11,8086853
83,600;3,030;0,047;0,049;0,0723375;0,001;0,001;0,6;0,5863953;83,600;2,711;0,004;-2,077E-15;0,0647250;9,375E-5;-7,013E-17;0,1;10,5524292
83,800;3,043;0,055;-0,020;0,0726375;0,001;-4,687E-4;0,3;0,2834167;83,800;2,713;0,008;0,020;0,0647625;1,875E-4;4,688E-4;0,1;9,8411255
84,000;3,052;0,039;-0,059;0,0728625;9,375E-4;-0,001;0,2;0,1914978;84,000;2,714;0,012;0,010;0,0648000;2,813E-4;2,344E-4;0,1;8,4696655
84,200;3,058;0,031;-3,487E-15;0,0730125;7,500E-4;-8,321E-17;0,2;0,1875916;84,200;2,717;0,012;-0,010;0,0648750;2,812E-4;-2,344E-4;0,1;7,2258606
84,400;3,065;0,039;0,059;0,0731625;9,375E-4;0,001;0,3;0,3124237;84,400;2,719;0,008;-0,010;0,0649125;1,875E-4;-2,344E-4;0,1;6,3902588
84,600;3,074;0,055;0,049;0,0733875;0,001;0,001;0,6;0,5616455;84,600;2,721;0,008;0,010;0,0649500;1,875E-4;2,344E-4;0,1;5,5305328
84,800;3,087;0,059;-0,039;0,0736875;0,001;-9,375E-4;0,6;0,6240845;84,800;2,722;0,012;0,010;0,0649875;2,813E-4;2,344E-4;0,1;5,1501007
85,000;3,098;0,039;-0,049;0,0739500;9,375E-4;-0,001;0,7;0,6520844;85,000;2,725;0,012;-1,050E-15;0,0650625;2,813E-4;-2,507E-17;0,0;4,5016022
85,200;3,102;0,039;0,049;0,0740625;9,375E-4;0,001;0,5;0,4909821;85,200;2,727;0,012;-1,050E-15;0,0651000;2,812E-4;-2,507E-17;0,0;3,9379578
85,400;3,113;0,059;0,039;0,0743250;0,001;9,375E-4;0,2;0,2297516;85,400;2,730;0,012;-0,010;0,0651750;2,812E-4;-2,344E-4;0,0;3,7173767
85,600;3,126;0,055;-0,039;0,0746250;0,001;-9,375E-4;0,2;0,1959839;85,600;2,732;0,008;1,050E-15;0,0652125;1,875E-4;2,507E-17;0,0;3,6322632
85,800;3,135;0,043;-0,029;0,0748500;0,001;-7,031E-4;0,3;0,3281708;85,800;2,733;0,012;0,020;0,0652500;2,813E-4;4,688E-4;0,0;3,5741272
86,000;3,143;0,043;0,029;0,0750375;0,001;7,031E-4;0,5;0,5447083;86,000;2,736;0,016;0,010;0,0653250;3,750E-4;2,344E-4;0,0;3,4529419
86,200;3,153;0,055;0,029;0,0752625;0,001;7,031E-4;0,6;0,5625916;86,200;2,739;0,016;-1,396E-15;0,0654000;3,750E-4;-3,320E-17;0,0;3,5230103
86,400;3,165;0,055;0,010;0,0755625;0,001;2,344E-4;0,4;0,4271545;86,400;2,743;0,016;-0,010;0,0654750;3,750E-4;-2,344E-4;0,0;3,6517181
86,600;3,175;0,059;0,020;0,0757875;0,001;4,688E-4;0,2;0,2192383;86,600;2,746;0,012;-0,010;0,0655500;2,812E-4;-2,344E-4;0,0;3,7264557
86,800;3,189;0,063;5,239E-15;0,0761250;0,002;3,795E-17;0,1;0,1192169;86,800;2,747;0,012;1,050E-15;0,0655875;2,813E-4;2,507E-17;0,0;4,0142517
87,000;3,200;0,059;0,010;0,0763875;0,001;2,344E-4;0,2;0,1823273;87,000;2,750;0,012;-0,010;0,0656625;2,813E-4;-2,344E-4;0,0;4,2428741
87,200;3,212;0,067;0,029;0,0766875;0,002;7,031E-4;0,4;0,4050140;87,200;2,752;0,008;-1,050E-15;0,0657000;1,875E-4;-2,507E-17;0,0;4,4517670
87,400;3,226;0,071;0,010;0,0770250;0,002;2,344E-4;0,5;0,4721527;87,400;2,754;0,012;0,020;0,0657375;2,812E-4;4,688E-4;0,0;4,6412048
87,600;3,241;0,071;0,010;0,0773625;0,002;2,344E-4;0,4;0,3703766;87,600;2,757;0,016;1,050E-15;0,0658125;3,750E-4;2,507E-17;0,1;5,0322723
87,800;3,255;0,075;9,055E-15;0,0777000;0,002;6,343E-17;0,2;0,1747894;87,800;2,760;0,012;-0,010;0,0658875;2,813E-4;-2,344E-4;0,1;5,4996490
88,000;3,270;0,071;-0,039;0,0780750;0,002;-9,375E-4;0,2;0,2390747;88,000;2,761;0,012;0,010;0,0659250;2,813E-4;2,344E-4;0,1;5,8917542
88,200;3,283;0,059;-0,020;0,0783750;0,001;-4,688E-4;0,3;0,3369751;88,200;2,765;0,016;-1,050E-15;0,0660000;3,750E-4;-2,507E-17;0,1;6,2654419
88,400;3,294;0,063;0,000;0,0786375;0,001;8,674E-17;0,3;0,2855682;88,400;2,768;0,012;-2,776E-15;0,0660750;2,812E-4;-8,674E-17;0,1;6,4551392
88,600;3,308;0,059;-0,029;0,0789750;0,001;-7,031E-4;0,2;0,1829071;88,600;2,769;0,016;0,010;0,0661125;3,750E-4;2,344E-4;0,1;6,6479492
88,800;3,318;0,051;0,020;0,0792000;0,001;4,688E-4;0,1;0,1454163;88,800;2,774;0,016;1,396E-15;0,0662250;3,750E-4;3,320E-17;0,1;6,6578064
89,000;3,329;0,067;0,049;0,0794625;0,002;0,001;0,1;0,1106567;89,000;2,776;0,016;0,010;0,0662625;3,750E-4;2,344E-4;0,1;6,3150024
89,200;3,344;0,071;-0,029;0,0798375;0,002;-7,031E-4;0,2;0,1905365;89,200;2,780;0,020;1,379E-15;0,0663750;4,688E-4;5,353E-17;0,1;5,5837250
89,400;3,357;0,055;-0,039;0,0801375;0,001;-9,375E-4;0,3;0,3145752;89,400;2,783;0,016;-0,010;0,0664500;3,750E-4;-2,344E-4;0,1;5,2378082
89,600;3,366;0,055;0,029;0,0803625;0,001;7,031E-4;0,4;0,3511658;89,600;2,787;0,016;1,396E-15;0,0665250;3,750E-4;3,320E-17;0,0;4,5402679
89,800;3,379;0,067;0,020;0,0806625;0,002;4,688E-4;0,2;0,1950989;89,800;2,790;0,016;1,396E-15;0,0666000;3,750E-4;3,320E-17;0,0;4,0139923
90,000;3,393;0,063;-0,010;0,0810000;0,002;-2,344E-4;0,1;0,1366577;90,000;2,793;0,016;-1,396E-15;0,0666750;3,750E-4;-3,320E-17;0,0;3,6364136
90,200;3,404;0,063;0,039;0,0812625;0,001;9,375E-4;0,1;0,1315155;90,200;2,796;0,016;-1,396E-15;0,0667500;3,750E-4;-3,320E-17;0,0;3,4835663
90,400;3,418;0,079;0,020;0,0816000;0,002;4,687E-4;0,2;0,2353821;90,400;2,799;0,016;0,000;0,0668250;3,750E-4;0,000;0,0;3,1521759
90,600;3,435;0,071;-0,049;0,0820125;0,002;-0,001;0,2;0,2051239;90,600;2,802;0,016;0,010;0,0669000;3,750E-4;2,344E-4;0,0;2,9959564
90,800;3,446;0,059;-0,020;0,0822750;0,001;-4,687E-4;0,1;0,1094971;90,800;2,805;0,020;0,010;0,0669750;4,688E-4;2,344E-4;0,0;2,9998474
91,000;3,459;0,063;-0,010;0,0825750;0,002;-2,344E-4;0,1;0,0858459;91,000;2,810;0,020;-0,010;0,0670875;4,688E-4;-2,344E-4;0,0;3,0608368
91,200;3,471;0,055;-0,020;0,0828750;0,001;-4,688E-4;0,1;0,0781250;91,200;2,813;0,016;-0,010;0,0671625;3,750E-4;-2,344E-4;0,0;3,0937958
91,400;3,481;0,055;0,029;0,0831000;0,001;7,031E-4;0,1;0,1035614;91,400;2,816;0,016;0,020;0,0672375;3,750E-4;4,687E-4;0,0;3,2414398
91,600;3,493;0,067;0,029;0,0834000;0,002;7,031E-4;0,2;0,1869965;91,600;2,820;0,024;0,020;0,0673125;5,625E-4;4,687E-4;0,0;3,3356476
91,800;3,508;0,067;-0,049;0,0837375;0,002;-0,001;0,2;0,2288971;91,800;2,826;0,024;-0,020;0,0674625;5,625E-4;-4,687E-4;0,0;3,3309784
92,000;3,520;0,047;-0,020;0,0840375;0,001;-4,688E-4;0,2;0,1920013;92,000;2,829;0,016;-2,099E-15;0,0675375;3,750E-4;-5,014E-17;0,0;3,2949066
92,200;3,526;0,059;0,088;0,0841875;0,001;0,002;0,1;0,1284637;92,200;2,832;0,024;0,020;0,0676125;5,625E-4;4,687E-4;0,0;3,1711273
92,400;3,544;0,082;-0,010;0,0846000;0,002;-2,344E-4;0,1;0,0895233;92,400;2,838;0,024;-0,020;0,0677625;5,625E-4;-4,687E-4;0,0;3,0995026
92,600;3,559;0,055;-0,098;0,0849750;0,001;-0,002;0,1;0,1135864;92,600;2,842;0,016;-0,020;0,0678375;3,750E-4;-4,687E-4;0,0;3,0605774
92,800;3,566;0,043;-0,020;0,0851250;0,001;-4,687E-4;0,1;0,1247559;92,800;2,845;0,016;1,396E-15;0,0679125;3,750E-4;3,320E-17;0,0;3,0143890
93,000;3,577;0,047;0,010;0,0853875;0,001;2,344E-4;0,1;0,1029510;93,000;2,848;0,016;0,010;0,0679875;3,750E-4;2,344E-4;0,0;2,9458771
93,200;3,585;0,047;0,010;0,0855750;0,001;2,344E-4;0,1;0,0868683;93,200;2,851;0,020;0,010;0,0680625;4,688E-4;2,344E-4;0,0;2,8789215
93,400;3,596;0,051;2,776E-15;0,0858375;0,001;8,674E-17;0,1;0,0648346;93,400;2,856;0,020;-0,010;0,0681750;4,688E-4;-2,344E-4;0,0;2,8215637
93,600;3,605;0,047;-0,010;0,0860625;0,001;-2,344E-4;0,1;0,0600586;93,600;2,859;0,016;1,743E-15;0,0682500;3,750E-4;4,161E-17;0,0;2,7774506
93,800;3,614;0,047;4,198E-15;0,0862875;0,001;1,003E-16;0,1;0,0701447;93,800;2,862;0,020;0,029;0,0683250;4,688E-4;7,031E-4;0,0;2,6650848
94,000;3,624;0,047;0,020;0,0865125;0,001;4,687E-4;0,1;0,1085052;94,000;2,867;0,027;0,020;0,0684375;6,563E-4;4,687E-4;0,0;2,6770325
94,200;3,633;0,055;-6,974E-15;0,0867375;0,001;-1,870E-16;0,1;0,1470032;94,200;2,873;0,027;-2,446E-15;0,0685875;6,562E-4;-5,828E-17;0,0;2,7561798
94,400;3,646;0,047;-0,029;0,0870375;0,001;-7,031E-4;0,2;0,1883698;94,400;2,878;0,027;-0,010;0,0687000;6,562E-4;-2,344E-4;0,0;2,8239136
94,600;3,652;0,043;0,010;0,0871875;0,001;2,344E-4;0,2;0,1922607;94,600;2,884;0,024;-0,010;0,0688500;5,625E-4;-2,344E-4;0,0;2,9910278
94,800;3,663;0,051;0,010;0,0874500;0,001;2,344E-4;0,1;0,1336975;94,800;2,887;0,024;0,010;0,0689250;5,625E-4;2,344E-4;0,0;3,1568451
95,000;3,673;0,047;-0,020;0,0876750;0,001;-4,688E-4;0,1;0,0770874;95,000;2,893;0,027;-2,099E-15;0,0690750;6,563E-4;-5,014E-17;0,0;3,2380676
95,200;3,682;0,043;-0,029;0,0879000;0,001;-7,031E-4;0,1;0,0713501;95,200;2,898;0,024;-0,010;0,0691875;5,625E-4;-2,344E-4;0,0;3,2694702
95,400;3,690;0,035;-0,020;0,0880875;8,437E-4;-4,688E-4;0,1;0,0778046;95,400;2,903;0,024;0,010;0,0693000;5,625E-4;2,344E-4;0,0;3,2103119
95,600;3,696;0,035;3,140E-15;0,0882375;8,437E-4;7,508E-17;0,1;0,1001129;95,600;2,908;0,027;0,020;0,0694125;6,562E-4;4,688E-4;0,0;2,9718170
95,800;3,704;0,035;0,039;0,0884250;8,437E-4;9,375E-4;0,1;0,1112213;95,800;2,914;0,031;0,010;0,0695625;7,500E-4;2,344E-4;0,0;2,7797852
96,000;3,710;0,051;0,029;0,0885750;0,001;7,031E-4;0,1;0,0880280;96,000;2,920;0,031;-2,793E-15;0,0697125;7,500E-4;-6,641E-17;0,0;2,6996002
96,200;3,724;0,047;-0,029;0,0889125;0,001;-7,031E-4;0,1;0,0798035;96,200;2,926;0,031;-2,793E-15;0,0698625;7,500E-4;-6,641E-17;0,0;2,5950317
96,400;3,729;0,039;0,000;0,0890250;9,375E-4;-8,674E-17;0,1;0,0635529;96,400;2,933;0,031;-0,010;0,0700125;7,500E-4;-2,344E-4;0,0;2,5335236
96,600;3,740;0,047;7,112E-16;0,0892875;0,001;-3,524E-18;0,1;0,0599060;96,600;2,939;0,027;-0,039;0,0701625;6,562E-4;-9,375E-4;0,0;2,5405273
96,800;3,748;0,039;4,198E-15;0,0894750;9,375E-4;1,003E-16;0,1;0,0627289;96,800;2,944;0,016;-0,049;0,0702750;3,750E-4;-0,001;0,0;2,5511627
97,000;3,756;0,047;0,039;0,0896625;0,001;9,375E-4;0,1;0,0772247;97,000;2,945;0,008;-1,396E-15;0,0703125;1,875E-4;-3,320E-17;0,0;2,5812683
97,200;3,767;0,055;0,029;0,0899250;0,001;7,031E-4;0,1;0,0931091;97,200;2,947;0,016;0,069;0,0703500;3,750E-4;0,002;0,0;2,6759949
97,400;3,778;0,059;0,000;0,0901875;0,001;0,000;0,2;0,1506500;97,400;2,952;0,035;0,069;0,0704625;8,437E-4;0,002;0,0;2,9736328
97,600;3,790;0,055;-0,039;0,0904875;0,001;-9,375E-4;0,2;0,1601257;97,600;2,961;0,043;0,020;0,0706875;0,001;4,688E-4;0,0;3,0932770
97,800;3,800;0,043;-0,069;0,0907125;0,001;-0,002;0,1;0,1340942;97,800;2,969;0,043;3,834E-15;0,0708750;0,001;9,162E-17;0,0;3,1939545
98,000;3,808;0,027;-0,010;0,0909000;6,563E-4;-2,344E-4;0,1;0,1129303;98,000;2,978;0,043;-0,039;0,0711000;0,001;-9,375E-4;0,0;3,0517578
98,200;3,811;0,039;0,069;0,0909750;9,375E-4;0,002;0,1;0,0726776;98,200;2,986;0,027;-0,069;0,0712875;6,562E-4;-0,002;0,0;2,9497681
98,400;3,823;0,055;0,020;0,0912750;0,001;4,688E-4;0,1;0,0698700;98,400;2,989;0,016;-0,020;0,0713625;3,750E-4;-4,687E-4;0,0;2,8218231
98,600;3,833;0,047;-0,010;0,0915000;0,001;-2,344E-4;0,1;0,0794067;98,600;2,992;0,020;0,029;0,0714375;4,688E-4;7,031E-4;0,0;2,7123260
98,800;3,842;0,051;-0,020;0,0917250;0,001;-4,687E-4;0,1;0,0834351;98,800;2,997;0,027;0,020;0,0715500;6,563E-4;4,688E-4;0,0;2,5945129
99,000;3,853;0,039;-0,029;0,0919875;9,375E-4;-7,031E-4;0,1;0,0742035;99,000;3,003;0,027;-2,446E-15;0,0717000;6,563E-4;-5,828E-17;0,0;2,5485687
99,200;3,858;0,039;0,039;0,0921000;9,375E-4;9,375E-4;0,1;0,0653839;99,200;3,008;0,027;0,010;0,0718125;6,562E-4;2,344E-4;0,0;2,5719299
99,400;3,869;0,055;0,039;0,0923625;0,001;9,375E-4;0,1;0,0517273;99,400;3,014;0,031;0,020;0,0719625;7,500E-4;4,687E-4;0,0;2,5810089
99,600;3,880;0,055;-0,029;0,0926250;0,001;-7,031E-4;0,0;0,0493011;99,600;3,021;0,035;2,793E-15;0,0721125;8,437E-4;6,641E-17;0,0;2,6453705
99,800;3,891;0,043;-0,029;0,0928875;0,001;-7,031E-4;0,1;0,0509949;99,800;3,028;0,031;5,915E-15;0,0723000;7,500E-4;1,618E-16;0,0;2,7258148
100,000;3,897;0,043;0,020;0,0930375;0,001;4,687E-4;0,1;0,0684662;100,000;3,033;0,035;0,029;0,0724125;8,438E-4;7,031E-4;0,0;2,7932892
100,200;3,908;0,051;-0,010;0,0933000;0,001;-2,344E-4;0,1;0,0859528;100,200;3,043;0,043;0,010;0,0726375;0,001;2,344E-4;0,0;2,8098907
100,400;3,918;0,039;-0,029;0,0935250;9,375E-4;-7,031E-4;0,1;0,1166992;100,400;3,050;0,039;-0,029;0,0728250;9,375E-4;-7,031E-4;0,0;2,7701874
100,600;3,924;0,039;-0,010;0,0936750;9,375E-4;-2,344E-4;0,1;0,1375427;100,600;3,058;0,031;-0,020;0,0730125;7,500E-4;-4,687E-4;0,0;2,6985626
100,800;3,933;0,035;-0,029;0,0939000;8,438E-4;-7,031E-4;0,1;0,1365509;100,800;3,063;0,031;2,793E-15;0,0731250;7,500E-4;6,641E-17;0,0;2,5789337
101,000;3,938;0,027;-5,915E-15;0,0940125;6,563E-4;-1,618E-16;0,1;0,1175079;101,000;3,071;0,031;-0,010;0,0733125;7,500E-4;-2,344E-4;0,0;2,5503845
101,200;3,944;0,035;0,029;0,0941625;8,437E-4;7,031E-4;0,1;0,1016388;101,200;3,076;0,027;0,010;0,0734250;6,562E-4;2,344E-4;0,0;2,5270386
101,400;3,952;0,039;0,010;0,0943500;9,375E-4;2,344E-4;0,1;0,0732880;101,400;3,082;0,035;0,029;0,0735750;8,437E-4;7,031E-4;0,0;2,5877533
101,600;3,960;0,039;3,487E-15;0,0945375;9,375E-4;8,321E-17;0,1;0,0615845;101,600;3,090;0,039;0,029;0,0737625;9,375E-4;7,031E-4;0,0;2,6308289
101,800;3,968;0,039;-0,039;0,0947250;9,375E-4;-9,375E-4;0,1;0,0647888;101,800;3,098;0,047;0,029;0,0739500;0,001;7,031E-4;0,0;2,6259003
102,000;3,976;0,024;-0,049;0,0949125;5,625E-4;-0,001;0,1;0,0669250;102,000;3,109;0,051;0,020;0,0742125;0,001;4,687E-4;0,0;2,5428619
102,200;3,977;0,020;0,049;0,0949500;4,687E-4;0,001;0,1;0,0690765;102,200;3,118;0,055;0,029;0,0744375;0,001;7,031E-4;0,0;2,4779816
102,400;3,984;0,043;0,088;0,0951000;0,001;0,002;0,1;0,0694885;102,400;3,131;0,063;0,010;0,0747375;0,001;2,344E-4;0,0;2,4637146
102,600;3,995;0,055;0,020;0,0953625;0,001;4,688E-4;0,1;0,0587463;102,600;3,143;0,059;-0,029;0,0750375;0,001;-7,031E-4;0,0;2,4733124
102,800;4,006;0,051;-0,049;0,0956250;0,001;-0,001;0,1;0,0520935;102,800;3,154;0,051;-0,010;0,0753000;0,001;-2,344E-4;0,0;2,5846405
103,000;4,015;0,035;-0,049;0,0958500;8,438E-4;-0,001;0,1;0,0505219;103,000;3,164;0,055;0,010;0,0755250;0,001;2,344E-4;0,0;2,7696686
103,200;4,020;0,031;0,029;0,0959625;7,500E-4;7,031E-4;0,0;0,0497131;103,200;3,176;0,055;-0,020;0,0758250;0,001;-4,688E-4;0,0;2,7595520
103,400;4,028;0,047;0,039;0,0961500;0,001;9,375E-4;0,1;0,0529785;103,400;3,186;0,047;0,000;0,0760500;0,001;0,000;0,0;2,6770325
103,600;4,039;0,047;-0,010;0,0964125;0,001;-2,344E-4;0,1;0,0717468;103,600;3,195;0,055;0,029;0,0762750;0,001;7,031E-4;0,0;2,5265198
103,800;4,046;0,043;-0,029;0,0966000;0,001;-7,031E-4;0,1;0,1045685;103,800;3,208;0,059;0,020;0,0765750;0,001;4,688E-4;0,0;2,4834442
104,000;4,056;0,035;-0,020;0,0968250;8,438E-4;-4,688E-4;0,1;0,1247711;104,000;3,219;0,063;0,010;0,0768375;0,002;2,344E-4;0,0;2,5023804
104,200;4,061;0,035;0,029;0,0969375;8,437E-4;7,031E-4;0,1;0,1352539;104,200;3,233;0,063;-5,586E-15;0,0771750;0,001;-1,328E-16;0,0;2,5675201
104,400;4,070;0,047;0,020;0,0971625;0,001;4,687E-4;0,1;0,1329651;104,400;3,244;0,063;-0,010;0,0774375;0,001;-2,344E-4;0,0;2,6531525
104,600;4,079;0,043;-0,010;0,0973875;0,001;-2,344E-4;0,1;0,1002655;104,600;3,258;0,059;-0,029;0,0777750;0,001;-7,031E-4;0,0;2,6513367
104,800;4,087;0,043;-0,020;0,0975750;0,001;-4,687E-4;0,1;0,0657959;104,800;3,267;0,051;-0,020;0,0780000;0,001;-4,687E-4;0,0;2,5311890
105,000;4,097;0,035;-0,020;0,0978000;8,438E-4;-4,688E-4;0,1;0,0561676;105,000;3,278;0,051;0,010;0,0782625;0,001;2,344E-4;0,0;2,4883728
105,200;4,101;0,035;0,029;0,0979125;8,437E-4;7,031E-4;0,1;0,0542297;105,200;3,288;0,055;0,020;0,0784875;0,001;4,687E-4;0,0;2,4951172
105,400;4,111;0,047;0,020;0,0981375;0,001;4,687E-4;0,1;0,0632935;105,400;3,300;0,059;-0,010;0,0787875;0,001;-2,344E-4;0,0;2,4938202
