Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
48,000;2,188;0,020;0,020;0,0522375;4,688E-4;4,688E-4;0,6;0,5694275;48,000;1,921;0,024;-1,050E-15;0,0458625;5,625E-4;-2,494E-17;0,2;0,1517181;48,000;1,850;0,035;0,020;0,0441750;8,437E-4;4,687E-4;0,4;0,4466400;48,000;2,004;0,031;-0,010;0,0478500;7,500E-4;-2,344E-4;0,3;0,3072968
48,200;2,193;0,024;0,029;0,0523500;5,625E-4;7,031E-4;0,5;0,4513092;48,200;1,926;0,024;-0,010;0,0459750;5,625E-4;-2,344E-4;0,2;0,1851349;48,200;1,858;0,039;0,000;0,0443625;9,375E-4;0,000;0,4;0,3565369;48,200;2,011;0,031;0,010;0,0480000;7,500E-4;2,344E-4;0,4;0,3722076
48,400;2,198;0,031;0,020;0,0524625;7,500E-4;4,688E-4;0,3;0,2814636;48,400;1,931;0,020;-0,020;0,0460875;4,688E-4;-4,688E-4;0,2;0,2346497;48,400;1,866;0,035;-0,020;0,0445500;8,437E-4;-4,687E-4;0,3;0,2886353;48,400;2,017;0,035;0,029;0,0481500;8,437E-4;7,031E-4;0,4;0,3926239
48,600;2,205;0,031;-0,010;0,0526500;7,500E-4;-2,344E-4;0,2;0,2268219;48,600;1,934;0,016;0,000;0,0461625;3,750E-4;0,000;0,3;0,2759857;48,600;1,872;0,031;-0,010;0,0447000;7,500E-4;-2,344E-4;0,2;0,1780701;48,600;2,025;0,043;0,020;0,0483375;0,001;4,688E-4;0,4;0,3785095
48,800;2,210;0,027;0,000;0,0527625;6,562E-4;-4,337E-17;0,2;0,2268677;48,800;1,937;0,020;0,010;0,0462375;4,688E-4;2,344E-4;0,3;0,3408203;48,800;1,879;0,031;0,000;0,0448500;7,500E-4;0,000;0,1;0,1189880;48,800;2,034;0,043;-0,020;0,0485625;0,001;-4,688E-4;0,3;0,3109741
49,000;2,216;0,031;0,020;0,0529125;7,500E-4;4,687E-4;0,3;0,2552185;49,000;1,942;0,020;-8,674E-16;0,0463500;4,688E-4;-2,087E-17;0,4;0,3531952;49,000;1,885;0,031;0,010;0,0450000;7,500E-4;2,344E-4;0,1;0,0917206;49,000;2,042;0,035;-0,029;0,0487500;8,437E-4;-7,031E-4;0,2;0,2453461
49,200;2,223;0,035;0,020;0,0530625;8,437E-4;4,688E-4;0,3;0,2919312;49,200;1,945;0,020;0,010;0,0464250;4,687E-4;2,344E-4;0,3;0,3009796;49,200;1,891;0,035;0,020;0,0451500;8,437E-4;4,688E-4;0,1;0,0758362;49,200;2,048;0,031;0,000;0,0489000;7,500E-4;0,000;0,2;0,1996155
49,400;2,231;0,039;1,561E-15;0,0532500;9,375E-4;3,768E-17;0,3;0,2808075;49,400;1,949;0,024;-0,010;0,0465375;5,625E-4;-2,344E-4;0,3;0,2660675;49,400;1,899;0,039;0,020;0,0453375;9,375E-4;4,688E-4;0,1;0,0720673;49,400;2,055;0,035;0,020;0,0490500;8,437E-4;4,688E-4;0,2;0,1900940
49,600;2,238;0,035;-0,020;0,0534375;8,437E-4;-4,688E-4;0,5;0,4509888;49,600;1,954;0,016;-0,020;0,0466500;3,750E-4;-4,688E-4;0,2;0,2219849;49,600;1,907;0,043;-1,388E-15;0,0455250;0,001;0,000;0,1;0,0808105;49,600;2,062;0,039;0,010;0,0492375;9,375E-4;2,344E-4;0,2;0,2472992
49,800;2,245;0,031;-0,020;0,0535875;7,500E-4;-4,688E-4;0,7;0,6963654;49,800;1,956;0,016;0,020;0,0466875;3,750E-4;4,688E-4;0,2;0,1572876;49,800;1,916;0,039;-0,029;0,0457500;9,375E-4;-7,031E-4;0,1;0,1142578;49,800;2,070;0,039;0,000;0,0494250;9,375E-4;0,000;0,3;0,3401642
50,000;2,251;0,027;-0,020;0,0537375;6,562E-4;-4,687E-4;1,0;1,0086975;50,000;1,960;0,024;0,020;0,0468000;5,625E-4;4,687E-4;0,1;0,1203461;50,000;1,923;0,031;-0,010;0,0459000;7,500E-4;-2,344E-4;0,2;0,1802673;50,000;2,078;0,039;-0,010;0,0496125;9,375E-4;-2,344E-4;0,5;0,5110626
50,200;2,256;0,024;0,010;0,0538500;5,625E-4;2,344E-4;1,1;1,1312103;50,200;1,965;0,024;0,000;0,0469125;5,625E-4;0,000;0,1;0,1088409;50,200;1,929;0,035;0,010;0,0460500;8,437E-4;2,344E-4;0,3;0,2703705;50,200;2,086;0,035;-0,020;0,0498000;8,437E-4;-4,688E-4;0,7;0,6628113
50,400;2,260;0,031;0,029;0,0539625;7,500E-4;7,031E-4;1,3;1,2831879;50,400;1,970;0,024;-0,020;0,0470250;5,625E-4;-4,687E-4;0,1;0,1035156;50,400;1,937;0,035;1,561E-15;0,0462375;8,437E-4;3,768E-17;0,3;0,2966003;50,400;2,092;0,031;-0,010;0,0499500;7,500E-4;-2,344E-4;0,8;0,7546539
50,600;2,268;0,035;0,010;0,0541500;8,437E-4;2,344E-4;1,0;1,0312958;50,600;1,974;0,016;-0,020;0,0471375;3,750E-4;-4,688E-4;0,1;0,1027985;50,600;1,943;0,035;0,000;0,0463875;8,437E-4;0,000;0,3;0,2618866;50,600;2,099;0,031;0,010;0,0501000;7,500E-4;2,344E-4;0,8;0,8056488
50,800;2,275;0,035;0,000;0,0543000;8,437E-4;0,000;0,6;0,5945282;50,800;1,976;0,016;0,020;0,0471750;3,750E-4;4,688E-4;0,1;0,0951843;50,800;1,951;0,035;0,000;0,0465750;8,437E-4;0,000;0,2;0,1844482;50,800;2,105;0,035;0,020;0,0502500;8,437E-4;4,688E-4;0,8;0,7995605
51,000;2,282;0,035;-0,020;0,0544875;8,437E-4;-4,688E-4;0,4;0,3645630;51,000;1,981;0,024;0,020;0,0472875;5,625E-4;4,687E-4;0,1;0,1011658;51,000;1,957;0,035;-1,561E-15;0,0467250;8,437E-4;-3,768E-17;0,1;0,1189728;51,000;2,113;0,039;0,010;0,0504375;9,375E-4;2,344E-4;0,7;0,6867065
51,200;2,289;0,027;-0,020;0,0546375;6,562E-4;-4,687E-4;0,3;0,2741241;51,200;1,985;0,024;-0,010;0,0474000;5,625E-4;-2,344E-4;0,1;0,1174927;51,200;1,965;0,035;-0,010;0,0469125;8,437E-4;-2,344E-4;0,1;0,1001434;51,200;2,121;0,039;-0,010;0,0506250;9,375E-4;-2,344E-4;0,5;0,5105743
51,400;2,293;0,027;1,223E-15;0,0547500;6,562E-4;2,927E-17;0,3;0,2644501;51,400;1,990;0,020;-0,020;0,0475125;4,688E-4;-4,688E-4;0,1;0,1287689;51,400;1,971;0,031;1,561E-15;0,0470625;7,500E-4;3,768E-17;0,1;0,0915222;51,400;2,128;0,035;-0,020;0,0508125;8,437E-4;-4,687E-4;0,4;0,4199066
51,600;2,300;0,027;0,010;0,0549000;6,562E-4;2,344E-4;0,3;0,2992096;51,600;1,993;0,016;0,000;0,0475875;3,750E-4;0,000;0,1;0,1349182;51,600;1,978;0,035;0,020;0,0472125;8,437E-4;4,688E-4;0,1;0,0950165;51,600;2,135;0,031;-0,010;0,0509625;7,500E-4;-2,344E-4;0,3;0,3110352
51,800;2,304;0,031;0,020;0,0550125;7,500E-4;4,688E-4;0,3;0,3274841;51,800;1,996;0,020;0,010;0,0476625;4,688E-4;2,344E-4;0,1;0,1431580;51,800;1,985;0,039;0,010;0,0474000;9,375E-4;2,344E-4;0,1;0,0997620;51,800;2,141;0,031;0,020;0,0511125;7,500E-4;4,688E-4;0,2;0,2157898
52,000;2,312;0,035;-1,388E-15;0,0552000;8,437E-4;-7,671E-17;0,3;0,3258667;52,000;2,001;0,020;-0,010;0,0477750;4,688E-4;-2,344E-4;0,1;0,1495209;52,000;1,993;0,039;-3,123E-15;0,0475875;9,375E-4;-4,174E-17;0,1;0,1056061;52,000;2,147;0,039;0,020;0,0512625;9,375E-4;4,687E-4;0,2;0,1946259
52,200;2,318;0,031;-0,010;0,0553500;7,500E-4;-2,344E-4;0,4;0,4283295;52,200;2,004;0,016;0,010;0,0478500;3,750E-4;2,344E-4;0,2;0,1695099;52,200;2,001;0,039;-0,010;0,0477750;9,375E-4;-2,344E-4;0,1;0,1302185;52,200;2,157;0,039;-0,020;0,0514875;9,375E-4;-4,688E-4;0,3;0,2764587
52,400;2,325;0,031;-0,010;0,0555000;7,500E-4;-2,344E-4;0,7;0,7090759;52,400;2,007;0,024;0,020;0,0479250;5,625E-4;4,688E-4;0,2;0,2299194;52,400;2,009;0,035;-0,020;0,0479625;8,437E-4;-4,687E-4;0,2;0,1959686;52,400;2,163;0,031;-0,020;0,0516375;7,500E-4;-4,687E-4;0,4;0,3658447
52,600;2,331;0,027;-0,010;0,0556500;6,562E-4;-2,344E-4;1,0;0,9519501;52,600;2,014;0,024;-0,020;0,0480750;5,625E-4;-4,688E-4;0,3;0,2525635;52,600;2,015;0,031;0,000;0,0481125;7,500E-4;0,000;0,3;0,2940674;52,600;2,169;0,031;-0,010;0,0517875;7,500E-4;-2,344E-4;0,4;0,4052734
52,800;2,336;0,027;0,000;0,0557625;6,562E-4;0,000;1,5;1,5012970;52,800;2,017;0,016;0,000;0,0481500;3,750E-4;0,000;0,3;0,2777100;52,800;2,022;0,035;0,010;0,0482625;8,437E-4;2,344E-4;0,3;0,3455048;52,800;2,176;0,027;0,000;0,0519375;6,562E-4;4,337E-17;0,5;0,4531708
53,000;2,342;0,027;-1,223E-15;0,0559125;6,562E-4;-2,927E-17;1,7;1,7213135;53,000;2,020;0,024;0,029;0,0482250;5,625E-4;7,031E-4;0,3;0,3482971;53,000;2,029;0,035;-1,561E-15;0,0484500;8,437E-4;-3,768E-17;0,3;0,2922821;53,000;2,180;0,031;0,020;0,0520500;7,500E-4;4,687E-4;0,5;0,5097351
53,200;2,347;0,027;0,020;0,0560250;6,562E-4;4,687E-4;1,7;1,6963501;53,200;2,026;0,027;-0,020;0,0483750;6,562E-4;-4,687E-4;0,3;0,3329163;53,200;2,036;0,035;0,000;0,0486000;8,437E-4;0,000;0,2;0,1789703;53,200;2,188;0,035;0,010;0,0522375;8,437E-4;2,344E-4;0,5;0,5229645
53,400;2,353;0,035;0,029;0,0561750;8,437E-4;7,031E-4;1,0;1,0295105;53,400;2,031;0,016;-0,039;0,0484875;3,750E-4;-9,375E-4;0,3;0,2976379;53,400;2,044;0,035;-0,020;0,0487875;8,437E-4;-4,687E-4;0,1;0,1191559;53,400;2,194;0,035;1,561E-15;0,0523875;8,437E-4;3,768E-17;0,4;0,4421997
53,600;2,361;0,039;0,000;0,0563625;9,375E-4;0,000;0,7;0,7331085;53,600;2,033;0,012;0,010;0,0485250;2,813E-4;2,344E-4;0,3;0,2519531;53,600;2,050;0,027;-0,010;0,0489375;6,562E-4;-2,344E-4;0,1;0,0996399;53,600;2,202;0,035;-0,010;0,0525750;8,437E-4;-2,344E-4;0,4;0,3560486
53,800;2,369;0,035;-0,020;0,0565500;8,437E-4;-4,688E-4;0,4;0,4028015;53,800;2,036;0,020;0,029;0,0486000;4,688E-4;7,031E-4;0,2;0,1802063;53,800;2,055;0,031;0,020;0,0490500;7,500E-4;4,688E-4;0,1;0,0956573;53,800;2,209;0,031;0,000;0,0527250;7,500E-4;0,000;0,3;0,2883911
54,000;2,375;0,031;-0,020;0,0567000;7,500E-4;-4,688E-4;0,4;0,3534546;54,000;2,040;0,024;-8,674E-16;0,0487125;5,625E-4;-2,087E-17;0,2;0,1521301;54,000;2,062;0,035;0,010;0,0492375;8,437E-4;2,344E-4;0,1;0,0970306;54,000;2,215;0,035;0,010;0,0528750;8,437E-4;2,344E-4;0,3;0,2681885
54,200;2,381;0,027;0,000;0,0568500;6,562E-4;4,337E-17;0,4;0,3927002;54,200;2,045;0,020;-0,010;0,0488250;4,687E-4;-2,344E-4;0,1;0,1233368;54,200;2,069;0,035;0,000;0,0493875;8,437E-4;0,000;0,1;0,1339111;54,200;2,223;0,035;0,010;0,0530625;8,437E-4;2,344E-4;0,2;0,2468414
54,400;2,386;0,031;0,020;0,0569625;7,500E-4;4,688E-4;0,4;0,4360962;54,400;2,048;0,020;0,010;0,0489000;4,688E-4;2,344E-4;0,1;0,0975342;54,400;2,077;0,035;1,561E-15;0,0495750;8,437E-4;3,768E-17;0,2;0,1896362;54,400;2,229;0,039;0,010;0,0532125;9,375E-4;2,344E-4;0,3;0,3346405
54,600;2,394;0,035;0,010;0,0571500;8,437E-4;2,344E-4;0,4;0,4087982;54,600;2,053;0,024;0,000;0,0490125;5,625E-4;0,000;0,1;0,0895538;54,600;2,083;0,035;-0,010;0,0497250;8,437E-4;-2,344E-4;0,3;0,2984314;54,600;2,238;0,039;-0,020;0,0534375;9,375E-4;-4,688E-4;0,5;0,5000610
54,800;2,400;0,035;0,000;0,0573000;8,437E-4;0,000;0,6;0,5861511;54,800;2,058;0,020;-0,020;0,0491250;4,688E-4;-4,688E-4;0,1;0,0910034;54,800;2,091;0,031;-0,020;0,0499125;7,500E-4;-4,688E-4;0,5;0,4568481;54,800;2,245;0,031;-0,020;0,0535875;7,500E-4;-4,688E-4;0,7;0,7000580
55,000;2,408;0,035;-0,010;0,0574875;8,437E-4;-2,344E-4;0,8;0,7999573;55,000;2,061;0,016;-8,674E-16;0,0492000;3,750E-4;-2,087E-17;0,1;0,0940552;55,000;2,095;0,027;0,020;0,0500250;6,562E-4;4,687E-4;0,7;0,7394562;55,000;2,251;0,031;0,010;0,0537375;7,500E-4;2,344E-4;0,9;0,8564606
55,200;2,414;0,031;0,000;0,0576375;7,500E-4;0,000;1,2;1,2433167;55,200;2,064;0,020;0,020;0,0492750;4,687E-4;4,688E-4;0,1;0,1066284;55,200;2,102;0,039;0,039;0,0501750;9,375E-4;9,375E-4;0,8;0,8388672;55,200;2,257;0,035;0,000;0,0538875;8,437E-4;4,337E-17;1,0;0,9802246
55,400;2,421;0,035;0,010;0,0577875;8,437E-4;2,344E-4;2,0;1,9566498;55,400;2,069;0,024;8,674E-16;0,0493875;5,625E-4;2,087E-17;0,1;0,1307983;55,400;2,111;0,043;-0,020;0,0504000;0,001;-4,687E-4;0,6;0,6413879;55,400;2,265;0,031;-0,010;0,0540750;7,500E-4;-2,344E-4;1,0;1,0360870
55,600;2,428;0,035;-0,010;0,0579750;8,437E-4;-2,344E-4;2,3;2,3227692;55,600;2,073;0,020;-0,010;0,0495000;4,688E-4;-2,344E-4;0,2;0,1562805;55,600;2,119;0,031;-0,049;0,0505875;7,500E-4;-0,001;0,4;0,4078827;55,600;2,270;0,031;0,020;0,0541875;7,500E-4;4,688E-4;1,1;1,0578613
55,800;2,435;0,031;0,000;0,0581250;7,500E-4;0,000;2,0;1,9549103;55,800;2,077;0,020;0,010;0,0495750;4,688E-4;2,344E-4;0,2;0,1922150;55,800;2,124;0,024;-0,010;0,0507000;5,625E-4;-2,344E-4;0,3;0,2541962;55,800;2,278;0,039;-0,010;0,0543750;9,375E-4;-2,344E-4;0,9;0,9270935
56,000;2,441;0,035;0,010;0,0582750;8,437E-4;2,344E-4;1,0;1,0380402;56,000;2,081;0,024;0,010;0,0496875;5,625E-4;2,344E-4;0,3;0,2676849;56,000;2,128;0,027;0,020;0,0508125;6,562E-4;4,687E-4;0,2;0,1764832;56,000;2,286;0,027;-0,029;0,0545625;6,562E-4;-7,031E-4;0,8;0,7878876
56,200;2,449;0,035;-0,010;0,0584625;8,437E-4;-2,344E-4;0,7;0,6800537;56,200;2,086;0,024;-0,010;0,0498000;5,625E-4;-2,344E-4;0,3;0,3152313;56,200;2,135;0,031;0,020;0,0509625;7,500E-4;4,687E-4;0,1;0,1318817;56,200;2,289;0,027;0,029;0,0546375;6,562E-4;7,031E-4;0,6;0,5804749
56,400;2,455;0,031;-0,010;0,0586125;7,500E-4;-2,344E-4;0,7;0,6716156;56,400;2,091;0,020;-0,010;0,0499125;4,688E-4;-2,344E-4;0,4;0,4445190;56,400;2,141;0,035;0,029;0,0511125;8,437E-4;7,031E-4;0,1;0,1078644;56,400;2,297;0,039;0,020;0,0548250;9,375E-4;4,688E-4;0,4;0,4158936
56,600;2,461;0,031;0,010;0,0587625;7,500E-4;2,344E-4;0,8;0,8292084;56,600;2,094;0,020;0,000;0,0499875;4,688E-4;0,000;0,6;0,6403961;56,600;2,149;0,043;0,010;0,0513000;0,001;2,344E-4;0,1;0,1061859;56,600;2,304;0,035;-0,010;0,0550125;8,437E-4;-2,344E-4;0,3;0,3488464
56,800;2,468;0,035;0,010;0,0589125;8,437E-4;2,344E-4;0,9;0,8773804;56,800;2,099;0,020;0,010;0,0501000;4,688E-4;2,344E-4;0,7;0,7237396;56,800;2,158;0,039;-0,029;0,0515250;9,375E-4;-7,031E-4;0,1;0,1236725;56,800;2,311;0,035;0,000;0,0551625;8,437E-4;0,000;0,5;0,4541016
57,000;2,476;0,035;0,010;0,0591000;8,437E-4;2,344E-4;0,9;0,8746033;57,000;2,102;0,024;0,010;0,0501750;5,625E-4;2,344E-4;0,9;0,9006042;57,000;2,165;0,031;-0,039;0,0516750;7,500E-4;-9,375E-4;0,2;0,1611786;57,000;2,318;0,035;-0,020;0,0553500;8,437E-4;-4,688E-4;0,7;0,7151947
57,200;2,482;0,039;0,020;0,0592500;9,375E-4;4,688E-4;1,6;1,5518799;57,200;2,108;0,024;-0,020;0,0503250;5,625E-4;-4,687E-4;0,8;0,8435364;57,200;2,171;0,024;-0,010;0,0518250;5,625E-4;-2,344E-4;0,2;0,2233276;57,200;2,325;0,027;-0,020;0,0555000;6,562E-4;-4,687E-4;0,9;0,8742371
57,400;2,491;0,043;-0,010;0,0594750;0,001;-2,344E-4;3,0;3,0426331;57,400;2,111;0,016;-0,020;0,0504000;3,750E-4;-4,687E-4;0,7;0,7060547;57,400;2,174;0,027;0,029;0,0519000;6,562E-4;7,031E-4;0,4;0,3796539;57,400;2,329;0,027;1,223E-15;0,0556125;6,562E-4;2,927E-17;1,2;1,1814117
57,600;2,499;0,035;-0,039;0,0596625;8,437E-4;-9,375E-4;3,9;3,9284973;57,600;2,114;0,016;0,010;0,0504750;3,750E-4;2,344E-4;0,6;0,5561371;57,600;2,182;0,035;0,039;0,0520875;8,437E-4;9,375E-4;0,4;0,4236908;57,600;2,336;0,027;0,000;0,0557625;6,562E-4;0,000;1,4;1,4429016
57,800;2,505;0,027;-0,020;0,0598125;6,562E-4;-4,688E-4;4,4;4,4140930;57,800;2,117;0,020;0,010;0,0505500;4,688E-4;2,344E-4;0,4;0,4407654;57,800;2,188;0,043;0,029;0,0522375;0,001;7,031E-4;0,4;0,3972626;57,800;2,340;0,027;0,010;0,0558750;6,562E-4;2,344E-4;1,6;1,6378479
58,000;2,510;0,027;0,020;0,0599250;6,562E-4;4,687E-4;4,2;4,2248840;58,000;2,122;0,020;-8,674E-16;0,0506625;4,688E-4;-2,087E-17;0,3;0,2988892;58,000;2,199;0,047;-0,020;0,0525000;0,001;-4,688E-4;0,3;0,2581329;58,000;2,347;0,031;0,029;0,0560250;7,500E-4;7,031E-4;1,8;1,7978363
58,200;2,516;0,035;0,039;0,0600750;8,437E-4;9,375E-4;2,7;2,7058563;58,200;2,125;0,020;-0,010;0,0507375;4,687E-4;-2,344E-4;0,2;0,2177429;58,200;2,207;0,035;-0,039;0,0526875;8,437E-4;-9,375E-4;0,2;0,1891479;58,200;2,353;0,039;0,029;0,0561750;9,375E-4;7,031E-4;1,7;1,7261200
58,400;2,524;0,043;0,010;0,0602625;0,001;2,344E-4;1,4;1,3802338;58,400;2,130;0,016;-0,010;0,0508500;3,750E-4;-2,344E-4;0,2;0,1835327;58,400;2,213;0,031;1,561E-15;0,0528375;7,500E-4;3,768E-17;0,2;0,1623688;58,400;2,362;0,043;-0,010;0,0564000;0,001;-2,344E-4;1,2;1,2477264
58,600;2,534;0,039;-0,029;0,0604875;9,375E-4;-7,031E-4;1,1;1,0513306;58,600;2,132;0,016;0,010;0,0508875;3,750E-4;2,344E-4;0,2;0,1570740;58,600;2,220;0,035;0,010;0,0529875;8,437E-4;2,344E-4;0,1;0,1361542;58,600;2,370;0,035;-0,020;0,0565875;8,437E-4;-4,688E-4;0,9;0,9153137
58,800;2,540;0,031;-0,020;0,0606375;7,500E-4;-4,688E-4;1,2;1,1854248;58,800;2,136;0,020;-0,010;0,0510000;4,688E-4;-2,344E-4;0,1;0,1445160;58,800;2,227;0,035;0,000;0,0531750;8,437E-4;0,000;0,1;0,1302948;58,800;2,377;0,035;-0,010;0,0567375;8,437E-4;-2,344E-4;0,6;0,6305237
59,000;2,546;0,031;-0,010;0,0607875;7,500E-4;-2,344E-4;1,5;1,5165558;59,000;2,139;0,012;-0,029;0,0510750;2,813E-4;-7,031E-4;0,1;0,1415558;59,000;2,234;0,035;0,010;0,0533250;8,437E-4;2,344E-4;0,2;0,1748047;59,000;2,384;0,031;-0,020;0,0569250;7,500E-4;-4,688E-4;0,5;0,4831238
59,200;2,553;0,027;0,000;0,0609375;6,562E-4;4,337E-17;1,9;1,8551178;59,200;2,141;0,008;0,000;0,0511125;1,875E-4;0,000;0,1;0,1371155;59,200;2,242;0,039;0,010;0,0535125;9,375E-4;2,344E-4;0,3;0,2705994;59,200;2,389;0,027;0,020;0,0570375;6,562E-4;4,687E-4;0,5;0,4605865
59,400;2,557;0,031;0,020;0,0610500;7,500E-4;4,688E-4;2,6;2,5662384;59,400;2,143;0,012;0,039;0,0511500;2,813E-4;9,375E-4;0,1;0,1274109;59,400;2,249;0,039;1,735E-15;0,0537000;9,375E-4;4,174E-17;0,5;0,5365295;59,400;2,395;0,039;0,029;0,0571875;9,375E-4;7,031E-4;0,6;0,5645905
59,600;2,565;0,035;0,010;0,0612375;8,437E-4;2,344E-4;5,1;5,1396790;59,600;2,146;0,024;0,039;0,0512250;5,625E-4;9,375E-4;0,1;0,1232910;59,600;2,257;0,039;-0,010;0,0538875;9,375E-4;-2,344E-4;1,0;0,9568176;59,600;2,405;0,039;-0,020;0,0574125;9,375E-4;-4,688E-4;0,9;0,8781281
59,800;2,571;0,035;0,000;0,0613875;8,437E-4;0,000;11,7;11,7047119;59,800;2,152;0,027;0,000;0,0513750;6,562E-4;4,337E-17;0,1;0,1408539;59,800;2,265;0,035;2,776E-15;0,0540750;8,437E-4;0,000;1,2;1,1947632;59,800;2,411;0,031;-0,010;0,0575625;7,500E-4;-2,344E-4;1,2;1,1716919
60,000;2,579;0,035;-1,561E-15;0,0615750;8,437E-4;-3,768E-17;19,5;19,5105896;60,000;2,157;0,024;-0,020;0,0514875;5,625E-4;-4,688E-4;0,1;0,1490173;60,000;2,271;0,039;0,010;0,0542250;9,375E-4;2,344E-4;0,7;0,7433929;60,000;2,417;0,035;0,010;0,0577125;8,437E-4;2,344E-4;1,4;1,4371643
60,200;2,586;0,035;-0,010;0,0617250;8,437E-4;-2,344E-4;27,6;27,6396637;60,200;2,161;0,020;-0,010;0,0516000;4,687E-4;-2,344E-4;0,2;0,1623077;60,200;2,281;0,039;-0,020;0,0544500;9,375E-4;-4,688E-4;0,4;0,4143372;60,200;2,425;0,035;-0,010;0,0579000;8,437E-4;-2,344E-4;1,6;1,6159210
60,400;2,593;0,031;-0,020;0,0619125;7,500E-4;-4,687E-4;29,8;29,8171234;60,400;2,165;0,020;8,674E-16;0,0516750;4,688E-4;2,087E-17;0,2;0,1718445;60,400;2,287;0,031;-0,020;0,0546000;7,500E-4;-4,687E-4;0,3;0,3122406;60,400;2,432;0,031;-0,010;0,0580500;7,500E-4;-2,344E-4;1,8;1,7561951
60,600;2,598;0,027;0,010;0,0620250;6,562E-4;2,344E-4;22,8;22,7551880;60,600;2,169;0,020;-0,010;0,0517875;4,688E-4;-2,344E-4;0,2;0,1793671;60,600;2,293;0,031;0,020;0,0547500;7,500E-4;4,688E-4;0,2;0,2271423;60,600;2,438;0,031;0,010;0,0582000;7,500E-4;2,344E-4;1,6;1,6265564
60,800;2,604;0,035;0,010;0,0621750;8,437E-4;2,344E-4;12,5;12,5115204;60,800;2,172;0,016;0,000;0,0518625;3,750E-4;0,000;0,2;0,2080231;60,800;2,300;0,039;0,020;0,0549000;9,375E-4;4,688E-4;0,2;0,1699982;60,800;2,444;0,035;0,000;0,0583500;8,437E-4;4,337E-17;1,2;1,1805725
61,000;2,612;0,031;-0,020;0,0623625;7,500E-4;-4,687E-4;6,9;6,8706512;61,000;2,176;0,020;0,010;0,0519375;4,688E-4;2,344E-4;0,3;0,2621460;61,000;2,309;0,039;-1,735E-15;0,0551250;9,375E-4;-4,174E-17;0,2;0,1519623;61,000;2,452;0,031;-0,029;0,0585375;7,500E-4;-7,031E-4;0,9;0,8564758
61,200;2,617;0,027;-0,020;0,0624750;6,563E-4;-4,687E-4;5,7;5,7260437;61,200;2,180;0,020;-0,010;0,0520500;4,687E-4;-2,344E-4;0,3;0,2916718;61,200;2,315;0,039;0,010;0,0552750;9,375E-4;2,344E-4;0,3;0,2515869;61,200;2,457;0,024;-0,010;0,0586500;5,625E-4;-2,344E-4;0,8;0,7879028
61,400;2,623;0,024;-0,020;0,0626250;5,625E-4;-4,687E-4;6,6;6,5591736;61,400;2,183;0,016;8,674E-16;0,0521250;3,750E-4;2,087E-17;0,4;0,3557129;61,400;2,325;0,043;-0,010;0,0555000;0,001;-2,344E-4;0,5;0,4968109;61,400;2,461;0,027;0,029;0,0587625;6,562E-4;7,031E-4;0,7;0,6678772
61,600;2,626;0,020;0,000;0,0627000;4,688E-4;-4,337E-17;8,7;8,6978149;61,600;2,187;0,020;0,010;0,0522000;4,688E-4;2,344E-4;0,5;0,4548645;61,600;2,333;0,035;-0,029;0,0556875;8,437E-4;-7,031E-4;0,7;0,6604004;61,600;2,468;0,035;0,010;0,0589125;8,437E-4;2,344E-4;0,7;0,7219543
61,800;2,631;0,024;0,000;0,0628125;5,625E-4;0,000;9,5;9,4900665;61,800;2,191;0,020;-0,020;0,0523125;4,688E-4;-4,688E-4;0,5;0,4760284;61,800;2,339;0,031;-0,010;0,0558375;7,500E-4;-2,344E-4;1,1;1,0932770;61,800;2,476;0,031;-0,010;0,0591000;7,500E-4;-2,344E-4;0,8;0,8018188
62,000;2,636;0,020;-0,010;0,0629250;4,688E-4;-2,344E-4;9,6;9,5621185;62,000;2,194;0,012;-0,029;0,0523875;2,813E-4;-7,031E-4;0,4;0,4482574;62,000;2,345;0,031;-1,388E-15;0,0559875;7,500E-4;-3,334E-17;1,5;1,5307922;62,000;2,480;0,031;-1,388E-15;0,0592125;7,500E-4;-3,334E-17;1,5;1,4747162
