Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
27,400;0,234;0,008;1,735E-16;0,0055875;1,875E-4;4,201E-18;0,0;0,0336304;27,400;1,324;0,047;0,020;0,0316125;0,001;4,688E-4;0,0;0,0412140
27,600;0,236;0,008;0,000;0,0056250;1,875E-4;0,000;0,0;0,0335083;27,600;1,335;0,047;-0,010;0,0318750;0,001;-2,344E-4;0,0;0,0391388
27,800;0,237;0,008;0,010;0,0056625;1,875E-4;2,344E-4;0,0;0,0331879;27,800;1,343;0,043;0,010;0,0320625;0,001;2,344E-4;0,0;0,0386353
28,000;0,239;0,012;-1,735E-16;0,0057000;2,813E-4;-4,201E-18;0,0;0,0329590;28,000;1,352;0,051;0,010;0,0322875;0,001;2,344E-4;0,0;0,0394287
28,200;0,242;0,008;-0,020;0,0057750;1,875E-4;-4,687E-4;0,0;0,0334015;28,200;1,363;0,047;-0,020;0,0325500;0,001;-4,687E-4;0,0;0,0403748
28,400;0,242;0,004;1,735E-16;0,0057750;9,375E-5;4,201E-18;0,0;0,0336761;28,400;1,371;0,043;-0,010;0,0327375;0,001;-2,344E-4;0,0;0,0426941
28,600;0,243;0,008;0,000;0,0058125;1,875E-4;0,000;0,0;0,0336151;28,600;1,381;0,043;0,000;0,0329625;0,001;0,000;0,0;0,0461731
28,800;0,245;0,004;-0,010;0,0058500;9,375E-5;-2,344E-4;0,0;0,0326233;28,800;1,389;0,043;0,010;0,0331500;0,001;2,344E-4;0,0;0,0496216
29,000;0,245;0,004;-8,674E-17;0,0058500;9,375E-5;-2,101E-18;0,0;0,0324097;29,000;1,398;0,047;0,010;0,0333750;0,001;2,344E-4;0,1;0,0530548
29,200;0,247;0,004;8,674E-17;0,0058875;9,375E-5;2,101E-18;0,0;0,0326691;29,200;1,407;0,047;0,010;0,0336000;0,001;2,344E-4;0,1;0,0545502
29,400;0,247;0,004;0,010;0,0058875;9,375E-5;2,344E-4;0,0;0,0327759;29,400;1,417;0,051;0,010;0,0338250;0,001;2,344E-4;0,1;0,0554352
29,600;0,248;0,008;0,000;0,0059250;1,875E-4;0,000;0,0;0,0333557;29,600;1,428;0,051;-0,010;0,0340875;0,001;-2,344E-4;0,1;0,0550079
29,800;0,250;0,004;-0,010;0,0059625;9,375E-5;-2,344E-4;0,0;0,0337830;29,800;1,437;0,047;0,010;0,0343125;0,001;2,344E-4;0,1;0,0525208
30,000;0,250;0,004;0,010;0,0059625;9,375E-5;2,344E-4;0,0;0,0330811;30,000;1,447;0,055;0,010;0,0345375;0,001;2,344E-4;0,0;0,0499115
30,200;0,251;0,008;0,010;0,0060000;1,875E-4;2,344E-4;0,0;0,0335693;30,200;1,459;0,051;-0,020;0,0348375;0,001;-4,688E-4;0,0;0,0462494
30,400;0,253;0,008;-0,010;0,0060375;1,875E-4;-2,344E-4;0,0;0,0335236;30,400;1,467;0,047;1,128E-15;0,0350250;0,001;2,711E-17;0,0;0,0431824
30,600;0,254;0,004;-0,010;0,0060750;9,375E-5;-2,344E-4;0,0;0,0338745;30,600;1,478;0,051;0,010;0,0352875;0,001;2,344E-4;0,0;0,0406189
30,800;0,254;0,004;-8,674E-17;0,0060750;9,375E-5;-2,101E-18;0,0;0,0336609;30,800;1,488;0,051;-0,010;0,0355125;0,001;-2,344E-4;0,0;0,0391541
31,000;0,256;0,004;-8,674E-17;0,0061125;9,375E-5;-2,101E-18;0,0;0,0336761;31,000;1,499;0,047;-0,010;0,0357750;0,001;-2,344E-4;0,0;0,0388641
31,200;0,256;0,004;8,674E-17;0,0061125;9,375E-5;2,101E-18;0,0;0,0333862;31,200;1,506;0,047;1,041E-15;0,0359625;0,001;2,494E-17;0,0;0,0416107
31,400;0,258;0,004;8,674E-17;0,0061500;9,375E-5;2,101E-18;0,0;0,0332336;31,400;1,517;0,047;1,041E-15;0,0362250;0,001;2,494E-17;0,0;0,0438538
31,600;0,258;0,004;0,010;0,0061500;9,375E-5;2,344E-4;0,0;0,0327759;31,600;1,525;0,047;0,010;0,0364125;0,001;2,344E-4;0,0;0,0490723
31,800;0,259;0,008;0,010;0,0061875;1,875E-4;2,344E-4;0,0;0,0323334;31,800;1,536;0,051;-2,429E-15;0,0366750;0,001;1,843E-17;0,1;0,0512848
32,000;0,261;0,008;0,000;0,0062250;1,875E-4;0,000;0,0;0,0326996;32,000;1,546;0,047;-0,020;0,0369000;0,001;-4,687E-4;0,1;0,0555725
32,200;0,262;0,008;1,735E-16;0,0062625;1,875E-4;4,201E-18;0,0;0,0324554;32,200;1,555;0,043;-0,010;0,0371250;0,001;-2,344E-4;0,1;0,0579834
32,400;0,264;0,008;-0,010;0,0063000;1,875E-4;-2,344E-4;0,0;0,0327759;32,400;1,563;0,043;0,020;0,0373125;0,001;4,687E-4;0,1;0,0589752
32,600;0,265;0,004;-0,010;0,0063375;9,375E-5;-2,344E-4;0,0;0,0322723;32,600;1,572;0,051;0,010;0,0375375;0,001;2,344E-4;0,1;0,0578918
32,800;0,265;0,004;0,010;0,0063375;9,375E-5;2,344E-4;0,0;0,0331268;32,800;1,583;0,047;-0,029;0,0378000;0,001;-7,031E-4;0,1;0,0568695
33,000;0,267;0,008;0,000;0,0063750;1,875E-4;0,000;0,0;0,0330353;33,000;1,591;0,039;-0,020;0,0379875;9,375E-4;-4,687E-4;0,1;0,0530396
33,200;0,269;0,004;-0,010;0,0064125;9,375E-5;-2,344E-4;0,0;0,0324249;33,200;1,599;0,039;0,010;0,0381750;9,375E-4;2,344E-4;0,0;0,0492859
33,400;0,269;0,004;0,010;0,0064125;9,375E-5;2,344E-4;0,0;0,0331726;33,400;1,607;0,043;0,010;0,0383625;0,001;2,344E-4;0,0;0,0455933
33,600;0,270;0,008;0,010;0,0064500;1,875E-4;2,344E-4;0,0;0,0325165;33,600;1,616;0,043;-0,020;0,0385875;0,001;-4,688E-4;0,0;0,0436249
33,800;0,272;0,008;0,010;0,0064875;1,875E-4;2,344E-4;0,0;0,0327911;33,800;1,624;0,035;1,908E-15;0,0387750;8,437E-4;2,711E-18;0,0;0,0412140
34,000;0,273;0,012;0,010;0,0065250;2,813E-4;2,344E-4;0,0;0,0337830;34,000;1,630;0,043;0,049;0,0389250;0,001;0,001;0,0;0,0400391
34,200;0,276;0,012;-0,020;0,0066000;2,813E-4;-4,687E-4;0,0;0,0337830;34,200;1,641;0,055;0,029;0,0391875;0,001;7,031E-4;0,0;0,0429687
34,400;0,278;0,004;-0,020;0,0066375;9,375E-5;-4,688E-4;0,0;0,0337524;34,400;1,652;0,055;-0,020;0,0394500;0,001;-4,688E-4;0,0;0,0481720
34,600;0,278;0,004;0,010;0,0066375;9,375E-5;2,344E-4;0,0;0,0329437;34,600;1,663;0,047;-0,029;0,0397125;0,001;-7,031E-4;0,1;0,0521240
34,800;0,280;0,008;1,735E-16;0,0066750;1,875E-4;4,167E-18;0,0;0,0341949;34,800;1,671;0,043;-0,010;0,0399000;0,001;-2,344E-4;0,1;0,0611877
35,000;0,281;0,004;-0,010;0,0067125;9,375E-5;-2,344E-4;0,0;0,0331421;35,000;1,681;0,043;0,000;0,0401250;0,001;0,000;0,1;0,0689392
35,200;0,281;0,004;0,010;0,0067125;9,375E-5;2,344E-4;0,0;0,0339203;35,200;1,689;0,043;0,010;0,0403125;0,001;2,344E-4;0,1;0,0780640
35,400;0,283;0,008;-1,735E-16;0,0067500;1,875E-4;-4,167E-18;0,0;0,0330811;35,400;1,698;0,047;0,020;0,0405375;0,001;4,687E-4;0,1;0,0819702
35,600;0,284;0,004;-0,020;0,0067875;9,375E-5;-4,688E-4;0,0;0,0342712;35,600;1,707;0,051;0,010;0,0407625;0,001;2,344E-4;0,1;0,0870972
35,800;0,284;0,000;1,735E-16;0,0067875;0,000;4,167E-18;0,0;0,0345917;35,800;1,718;0,051;-0,010;0,0410250;0,001;-2,344E-4;0,1;0,0881805
36,000;0,284;0,004;0,010;0,0067875;9,375E-5;2,344E-4;0,0;0,0338898;36,000;1,728;0,047;-0,010;0,0412500;0,001;-2,344E-4;0,1;0,0861511
36,200;0,286;0,004;0,000;0,0068250;9,375E-5;0,000;0,0;0,0346527;36,200;1,737;0,047;-0,020;0,0414750;0,001;-4,688E-4;0,1;0,0807648
36,400;0,286;0,004;-1,735E-16;0,0068250;9,375E-5;-4,167E-18;0,0;0,0345612;36,400;1,747;0,039;-0,010;0,0417000;9,375E-4;-2,344E-4;0,1;0,0782013
36,600;0,287;0,004;0,000;0,0068625;9,375E-5;0,000;0,0;0,0345917;36,600;1,753;0,043;0,029;0,0418500;0,001;7,031E-4;0,1;0,0708313
36,800;0,287;0,004;0,010;0,0068625;9,375E-5;2,344E-4;0,0;0,0365601;36,800;1,764;0,051;0,010;0,0421125;0,001;2,344E-4;0,1;0,0630188
37,000;0,289;0,008;0,010;0,0069000;1,875E-4;2,344E-4;0,0;0,0364685;37,000;1,773;0,047;-0,010;0,0423375;0,001;-2,344E-4;0,1;0,0558929
37,200;0,291;0,008;-0,010;0,0069375;1,875E-4;-2,344E-4;0,0;0,0346069;37,200;1,783;0,047;0,010;0,0425625;0,001;2,344E-4;0,1;0,0538330
37,400;0,292;0,004;-0,010;0,0069750;9,375E-5;-2,344E-4;0,0;0,0351410;37,400;1,792;0,051;0,020;0,0427875;0,001;4,687E-4;0,1;0,0543823
37,600;0,292;0,004;0,000;0,0069750;9,375E-5;0,000;0,0;0,0344391;37,600;1,803;0,055;0,010;0,0430500;0,001;2,344E-4;0,1;0,0597687
37,800;0,294;0,004;1,735E-16;0,0070125;9,375E-5;4,167E-18;0,0;0,0354462;37,800;1,814;0,055;-0,010;0,0433125;0,001;-2,344E-4;0,1;0,0703583
38,000;0,294;0,004;-1,735E-16;0,0070125;9,375E-5;-4,167E-18;0,0;0,0345154;38,000;1,825;0,051;-0,020;0,0435750;0,001;-4,687E-4;0,1;0,0816193
38,200;0,295;0,004;0,000;0,0070500;9,375E-5;0,000;0,0;0,0355682;38,200;1,835;0,047;-0,010;0,0438000;0,001;-2,344E-4;0,1;0,0922394
38,400;0,295;0,004;0,010;0,0070500;9,375E-5;2,344E-4;0,0;0,0357361;38,400;1,844;0,047;-0,039;0,0440250;0,001;-9,375E-4;0,1;0,0971832
38,600;0,297;0,008;0,010;0,0070875;1,875E-4;2,344E-4;0,0;0,0355530;38,600;1,854;0,031;-0,088;0,0442500;7,500E-4;-0,002;0,1;0,1008911
38,800;0,298;0,008;0,000;0,0071250;1,875E-4;0,000;0,0;0,0346985;38,800;1,857;0,012;-0,029;0,0443250;2,813E-4;-7,031E-4;0,1;0,1025085
39,000;0,300;0,008;-3,469E-16;0,0071625;1,875E-4;-8,335E-18;0,0;0,0357513;39,000;1,858;0,020;0,039;0,0443625;4,688E-4;9,375E-4;0,1;0,1079102
39,200;0,302;0,008;0,010;0,0072000;1,875E-4;2,344E-4;0,0;0,0349426;39,200;1,865;0,027;0,029;0,0445125;6,562E-4;7,031E-4;0,1;0,1094055
39,400;0,303;0,012;0,020;0,0072375;2,813E-4;4,688E-4;0,0;0,0349579;39,400;1,869;0,031;0,049;0,0446250;7,500E-4;0,001;0,1;0,1099396
39,600;0,306;0,016;0,000;0,0073125;3,750E-4;0,000;0,0;0,0360260;39,600;1,877;0,047;0,049;0,0448125;0,001;0,001;0,1;0,1067810
39,800;0,309;0,012;-0,010;0,0073875;2,813E-4;-2,344E-4;0,0;0,0355072;39,800;1,888;0,051;-0,020;0,0450750;0,001;-4,688E-4;0,1;0,1013184
40,000;0,311;0,012;0,010;0,0074250;2,813E-4;2,344E-4;0,0;0,0357819;40,000;1,898;0,039;-0,049;0,0453000;9,375E-4;-0,001;0,1;0,0933990
40,200;0,314;0,016;0,020;0,0075000;3,750E-4;4,687E-4;0,0;0,0350647;40,200;1,904;0,031;0,000;0,0454500;7,500E-4;0,000;0,1;0,0861206
40,400;0,317;0,020;6,939E-16;0,0075750;4,688E-4;1,125E-17;0,0;0,0351715;40,400;1,910;0,039;0,049;0,0456000;9,375E-4;0,001;0,1;0,0807800
40,600;0,322;0,016;-0,020;0,0076875;3,750E-4;-4,688E-4;0,0;0,0355682;40,600;1,920;0,051;0,010;0,0458250;0,001;2,344E-4;0,1;0,0716248
40,800;0,324;0,012;0,000;0,0077250;2,813E-4;5,421E-18;0,0;0,0356903;40,800;1,931;0,043;-0,020;0,0460875;0,001;-4,688E-4;0,1;0,0682678
41,000;0,327;0,016;-5,248E-16;0,0078000;3,750E-4;-1,789E-17;0,0;0,0354767;41,000;1,937;0,043;0,020;0,0462375;0,001;4,687E-4;0,1;0,0690155
41,200;0,330;0,012;-0,010;0,0078750;2,812E-4;-2,344E-4;0,0;0,0354004;41,200;1,948;0,051;0,020;0,0465000;0,001;4,688E-4;0,1;0,0767059
41,400;0,331;0,012;0,010;0,0079125;2,813E-4;2,344E-4;0,0;0,0351715;41,400;1,957;0,051;-0,010;0,0467250;0,001;-2,344E-4;0,1;0,0837250
41,600;0,335;0,016;0,000;0,0079875;3,750E-4;0,000;0,0;0,0351715;41,600;1,968;0,047;-0,029;0,0469875;0,001;-7,031E-4;0,1;0,0951691
41,800;0,338;0,012;-0,010;0,0080625;2,813E-4;-2,344E-4;0,0;0,0348969;41,800;1,976;0,039;0,010;0,0471750;9,375E-4;2,344E-4;0,1;0,1091003
42,000;0,339;0,012;0,010;0,0081000;2,813E-4;2,344E-4;0,0;0,0350189;42,000;1,984;0,051;0,059;0,0473625;0,001;0,001;0,1;0,1338959
42,200;0,342;0,016;0,020;0,0081750;3,750E-4;4,687E-4;0,0;0,0340271;42,200;1,996;0,063;-0,010;0,0476625;0,001;-2,344E-4;0,1;0,1490021
42,400;0,346;0,020;6,939E-16;0,0082500;4,688E-4;5,828E-18;0,0;0,0350952;42,400;2,009;0,047;-0,069;0,0479625;0,001;-0,002;0,2;0,1524353
42,600;0,350;0,016;-0,020;0,0083625;3,750E-4;-4,688E-4;0,0;0,0353088;42,600;2,015;0,035;-1,388E-15;0,0481125;8,437E-4;0,000;0,2;0,1565704
42,800;0,352;0,012;0,010;0,0084000;2,813E-4;2,344E-4;0,0;0,0351715;42,800;2,023;0,047;0,039;0,0483000;0,001;9,375E-4;0,2;0,1538544
43,000;0,355;0,020;0,020;0,0084750;4,688E-4;4,687E-4;0,0;0,0350189;43,000;2,034;0,051;-0,010;0,0485625;0,001;-2,344E-4;0,1;0,1464996
43,200;0,360;0,020;-0,020;0,0085875;4,687E-4;-4,687E-4;0,0;0,0351257;43,200;2,044;0,043;-0,039;0,0487875;0,001;-9,375E-4;0,1;0,1360321
43,400;0,363;0,012;-0,020;0,0086625;2,813E-4;-4,687E-4;0,0;0,0343170;43,400;2,051;0,035;-0,039;0,0489750;8,437E-4;-9,375E-4;0,1;0,1247406
43,600;0,364;0,012;0,010;0,0087000;2,813E-4;2,344E-4;0,0;0,0342255;43,600;2,058;0,027;0,029;0,0491250;6,562E-4;7,031E-4;0,1;0,1225128
43,800;0,368;0,016;0,000;0,0087750;3,750E-4;0,000;0,0;0,0352173;43,800;2,062;0,047;0,069;0,0492375;0,001;0,002;0,1;0,0986023
44,000;0,371;0,012;-0,010;0,0088500;2,813E-4;-2,344E-4;0,0;0,0350952;44,000;2,077;0,055;-0,020;0,0495750;0,001;-4,688E-4;0,1;0,0914917
44,200;0,372;0,012;0,000;0,0088875;2,812E-4;0,000;0,0;0,0348511;44,200;2,084;0,039;-0,049;0,0497625;9,375E-4;-0,001;0,1;0,0876617
44,400;0,375;0,012;-0,010;0,0089625;2,813E-4;-2,344E-4;0,0;0,0349731;44,400;2,092;0,035;-0,020;0,0499500;8,437E-4;-4,687E-4;0,1;0,0888519
44,600;0,377;0,008;0,000;0,0090000;1,875E-4;0,000;0,0;0,0347748;44,600;2,099;0,031;0,029;0,0501000;7,500E-4;7,031E-4;0,1;0,0905609
44,800;0,379;0,012;0,020;0,0090375;2,813E-4;4,688E-4;0,0;0,0350952;44,800;2,105;0,047;0,039;0,0502500;0,001;9,375E-4;0,1;0,1087646
45,000;0,382;0,016;0,010;0,0091125;3,750E-4;2,344E-4;0,0;0,0353088;45,000;2,117;0,047;-0,029;0,0505500;0,001;-7,031E-4;0,1;0,1223145
45,200;0,385;0,016;0,000;0,0091875;3,750E-4;0,000;0,0;0,0352325;45,200;2,124;0,035;-0,029;0,0507000;8,437E-4;-7,031E-4;0,1;0,1415253
45,400;0,388;0,016;0,010;0,0092625;3,750E-4;2,344E-4;0,0;0,0345459;45,400;2,132;0,035;-0,010;0,0508875;8,437E-4;-2,344E-4;0,2;0,1564026
45,600;0,391;0,020;0,010;0,0093375;4,688E-4;2,344E-4;0,0;0,0356903;45,600;2,138;0,031;0,020;0,0510375;7,500E-4;4,688E-4;0,2;0,1648254
45,800;0,396;0,020;-0,010;0,0094500;4,688E-4;-2,344E-4;0,0;0,0352936;45,800;2,144;0,043;0,039;0,0511875;0,001;9,375E-4;0,2;0,1889648
46,000;0,399;0,016;-0,010;0,0095250;3,750E-4;-2,344E-4;0,0;0,0358124;46,000;2,155;0,047;-0,029;0,0514500;0,001;-7,031E-4;0,2;0,2028046
46,200;0,402;0,016;0,010;0,0096000;3,750E-4;2,344E-4;0,0;0,0360870;46,200;2,163;0,031;-0,039;0,0516375;7,500E-4;-9,375E-4;0,2;0,2077179
46,400;0,405;0,020;6,939E-16;0,0096750;4,688E-4;5,828E-18;0,0;0,0349274;46,400;2,168;0,031;0,010;0,0517500;7,500E-4;2,344E-4;0,2;0,2108459
46,600;0,410;0,016;-0,020;0,0097875;3,750E-4;-4,688E-4;0,0;0,0354919;46,600;2,176;0,035;0,000;0,0519375;8,437E-4;-4,337E-17;0,2;0,2081909
46,800;0,412;0,012;-0,010;0,0098250;2,813E-4;-2,344E-4;0,0;0,0353699;46,800;2,182;0,031;0,020;0,0520875;7,500E-4;4,688E-4;0,2;0,2062988
47,000;0,415;0,012;-5,248E-16;0,0099000;2,813E-4;-1,247E-17;0,0;0,0355225;47,000;2,188;0,043;0,029;0,0522375;0,001;7,031E-4;0,2;0,1908875
47,200;0,416;0,012;0,010;0,0099375;2,812E-4;2,344E-4;0,0;0,0343933;47,200;2,199;0,043;-0,029;0,0525000;0,001;-7,031E-4;0,2;0,1765900
47,400;0,419;0,016;0,010;0,0100125;3,750E-4;2,344E-4;0,0;0,0350342;47,400;2,205;0,031;-0,029;0,0526500;7,500E-4;-7,031E-4;0,2;0,1655731
47,600;0,423;0,016;0,010;0,0100875;3,750E-4;2,344E-4;0,0;0,0341339;47,600;2,212;0,031;-0,010;0,0528000;7,500E-4;-2,344E-4;0,2;0,1557465
47,800;0,426;0,020;0,010;0,0101625;4,688E-4;2,344E-4;0,0;0,0348206;47,800;2,218;0,027;-0,010;0,0529500;6,562E-4;-2,344E-4;0,2;0,1518707
48,000;0,430;0,020;-0,010;0,0102750;4,688E-4;-2,344E-4;0,0;0,0349121;48,000;2,223;0,027;0,029;0,0530625;6,562E-4;7,031E-4;0,1;0,1449890
48,200;0,434;0,016;0,000;0,0103500;3,750E-4;0,000;0,0;0,0345459;48,200;2,229;0,039;0,039;0,0532125;9,375E-4;9,375E-4;0,1;0,1366882
48,400;0,437;0,020;0,020;0,0104250;4,688E-4;4,688E-4;0,0;0,0341492;48,400;2,238;0,043;0,010;0,0534375;0,001;2,344E-4;0,1;0,1413422
48,600;0,441;0,024;0,010;0,0105375;5,625E-4;2,344E-4;0,0;0,0344391;48,600;2,246;0,043;-0,010;0,0536250;0,001;-2,344E-4;0,2;0,1550598
48,800;0,446;0,024;-0,020;0,0106500;5,625E-4;-4,688E-4;0,0;0,0357513;48,800;2,256;0,039;-0,039;0,0538500;9,375E-4;-9,375E-4;0,2;0,1648712
49,000;0,451;0,016;-0,029;0,0107625;3,750E-4;-7,031E-4;0,0;0,0351563;49,000;2,262;0,027;-0,039;0,0540000;6,562E-4;-9,375E-4;0,2;0,1731567
49,200;0,452;0,012;-0,010;0,0108000;2,812E-4;-2,344E-4;0,0;0,0361176;49,200;2,267;0,024;0,010;0,0541125;5,625E-4;2,344E-4;0,2;0,1844330
49,400;0,456;0,012;5,248E-16;0,0108750;2,813E-4;1,247E-17;0,0;0,0356293;49,400;2,271;0,031;0,049;0,0542250;7,500E-4;0,001;0,2;0,2197266
49,600;0,457;0,012;0,010;0,0109125;2,813E-4;2,344E-4;0,0;0,0364838;49,600;2,279;0,043;0,029;0,0544125;0,001;7,031E-4;0,3;0,2543793
49,800;0,460;0,016;0,020;0,0109875;3,750E-4;4,688E-4;0,0;0,0353241;49,800;2,289;0,043;-0,020;0,0546375;0,001;-4,688E-4;0,3;0,2813721
50,000;0,463;0,020;-6,939E-16;0,0110625;4,688E-4;-2,751E-17;0,0;0,0362396;50,000;2,297;0,035;-0,029;0,0548250;8,437E-4;-7,031E-4;0,3;0,2940369
50,200;0,468;0,016;-0,020;0,0111750;3,750E-4;-4,687E-4;0,0;0,0360260;50,200;2,303;0,031;-0,020;0,0549750;7,500E-4;-4,687E-4;0,3;0,3013763
50,400;0,470;0,012;6,939E-16;0,0112125;2,813E-4;2,751E-17;0,0;0,0357208;50,400;2,309;0,027;0,010;0,0551250;6,562E-4;2,344E-4;0,3;0,3073730
50,600;0,473;0,016;0,010;0,0112875;3,750E-4;2,344E-4;0,0;0,0358276;50,600;2,314;0,035;0,039;0,0552375;8,438E-4;9,375E-4;0,3;0,3087311
50,800;0,476;0,016;0,010;0,0113625;3,750E-4;2,344E-4;0,0;0,0351257;50,800;2,323;0,043;0,010;0,0554625;0,001;2,344E-4;0,3;0,2962341
51,000;0,479;0,020;0,020;0,0114375;4,688E-4;4,687E-4;0,0;0,0359192;51,000;2,331;0,039;-0,029;0,0556500;9,375E-4;-7,031E-4;0,3;0,2775421
51,200;0,484;0,024;-0,010;0,0115500;5,625E-4;-2,344E-4;0,0;0,0350342;51,200;2,339;0,031;-0,039;0,0558375;7,500E-4;-9,375E-4;0,3;0,2658234
51,400;0,489;0,016;-0,049;0,0116625;3,750E-4;-0,001;0,0;0,0353088;51,400;2,344;0,024;-0,020;0,0559500;5,625E-4;-4,687E-4;0,2;0,2478943
51,600;0,490;0,004;-0,020;0,0117000;9,375E-5;-4,688E-4;0,0;0,0356445;51,600;2,348;0,024;0,020;0,0560625;5,625E-4;4,688E-4;0,2;0,2395935
51,800;0,490;0,008;0,029;0,0117000;1,875E-4;7,031E-4;0,0;0,0352936;51,800;2,353;0,031;0,039;0,0561750;7,500E-4;9,375E-4;0,2;0,2160492
52,000;0,493;0,016;0,010;0,0117750;3,750E-4;2,344E-4;0,0;0,0356140;52,000;2,361;0,039;0,020;0,0563625;9,375E-4;4,687E-4;0,2;0,1923370
52,200;0,496;0,012;-0,010;0,0118500;2,812E-4;-2,344E-4;0,0;0,0362244;52,200;2,369;0,039;-0,010;0,0565500;9,375E-4;-2,344E-4;0,2;0,1864777
52,400;0,498;0,012;0,010;0,0118875;2,813E-4;2,344E-4;0,0;0,0365143;52,400;2,377;0,035;-0,029;0,0567375;8,437E-4;-7,031E-4;0,2;0,1931000
52,600;0,501;0,016;0,010;0,0119625;3,750E-4;2,344E-4;0,0;0,0360718;52,600;2,383;0,027;-0,029;0,0568875;6,562E-4;-7,031E-4;0,2;0,1963348
52,800;0,504;0,016;0,010;0,0120375;3,750E-4;2,344E-4;0,0;0,0359192;52,800;2,388;0,024;-0,010;0,0570000;5,625E-4;-2,344E-4;0,2;0,2144318
53,000;0,507;0,020;-6,939E-16;0,0121125;4,688E-4;-2,751E-17;0,0;0,0366669;53,000;2,392;0,024;0,020;0,0571125;5,625E-4;4,687E-4;0,2;0,2314453
53,200;0,512;0,016;-0,010;0,0122250;3,750E-4;-2,344E-4;0,0;0,0370331;53,200;2,397;0,031;0,039;0,0572250;7,500E-4;9,375E-4;0,3;0,2905121
53,400;0,514;0,016;0,020;0,0122625;3,750E-4;4,688E-4;0,0;0,0369415;53,400;2,405;0,039;0,020;0,0574125;9,375E-4;4,688E-4;0,4;0,3775940
53,600;0,518;0,024;0,020;0,0123750;5,625E-4;4,688E-4;0,0;0,0366516;53,600;2,413;0,039;-0,010;0,0576000;9,375E-4;-2,344E-4;0,5;0,4561768
53,800;0,523;0,024;-0,020;0,0124875;5,625E-4;-4,688E-4;0,0;0,0364838;53,800;2,421;0,035;-0,029;0,0577875;8,437E-4;-7,031E-4;0,5;0,5108185
54,000;0,528;0,016;-0,029;0,0126000;3,750E-4;-7,031E-4;0,0;0,0363312;54,000;2,427;0,027;-0,029;0,0579375;6,562E-4;-7,031E-4;0,5;0,5332489
54,200;0,529;0,012;-0,010;0,0126375;2,812E-4;-2,344E-4;0,0;0,0353394;54,200;2,432;0,024;-0,020;0,0580500;5,625E-4;-4,687E-4;0,6;0,5906525
54,400;0,533;0,012;5,248E-16;0,0127125;2,813E-4;1,247E-17;0,0;0,0352020;54,400;2,436;0,020;0,010;0,0581625;4,688E-4;2,344E-4;0,6;0,6239319
54,600;0,534;0,012;0,000;0,0127500;2,813E-4;0,000;0,0;0,0357208;54,600;2,439;0,027;0,049;0,0582375;6,562E-4;0,001;0,7;0,6980896
54,800;0,537;0,012;-0,010;0,0128250;2,813E-4;-2,344E-4;0,0;0,0355682;54,800;2,447;0,039;0,039;0,0584250;9,375E-4;9,375E-4;0,7;0,7398987
55,000;0,539;0,008;-5,248E-16;0,0128625;1,875E-4;-1,247E-17;0,0;0,0354462;55,000;2,455;0,043;-0,010;0,0586125;0,001;-2,344E-4;0,7;0,7477417
55,200;0,540;0,012;0,020;0,0129000;2,812E-4;4,688E-4;0,0;0,0354614;55,200;2,465;0,035;-0,059;0,0588375;8,437E-4;-0,001;0,7;0,7351685
55,400;0,543;0,016;0,020;0,0129750;3,750E-4;4,688E-4;0,0;0,0357361;55,400;2,469;0,020;-0,049;0,0589500;4,688E-4;-0,001;0,7;0,7253723
55,600;0,547;0,020;0,020;0,0130500;4,688E-4;4,688E-4;0,0;0,0353699;55,600;2,472;0,016;-0,010;0,0590250;3,750E-4;-2,344E-4;0,7;0,7131500
55,800;0,551;0,024;0,000;0,0131625;5,625E-4;0,000;0,0;0,0361023;55,800;2,476;0,016;0,010;0,0591000;3,750E-4;2,344E-4;0,7;0,6944580
56,000;0,556;0,020;-0,010;0,0132750;4,688E-4;-2,344E-4;0,0;0,0361938;56,000;2,479;0,020;0,039;0,0591750;4,688E-4;9,375E-4;0,7;0,6700287
56,200;0,559;0,020;0,000;0,0133500;4,687E-4;0,000;0,0;0,0363922;56,200;2,483;0,031;0,049;0,0592875;7,500E-4;0,001;0,6;0,5681763
56,400;0,564;0,020;-0,010;0,0134625;4,688E-4;-2,344E-4;0,0;0,0359497;56,400;2,491;0,039;0,020;0,0594750;9,375E-4;4,688E-4;0,5;0,4542084
56,600;0,567;0,016;-0,020;0,0135375;3,750E-4;-4,688E-4;0,0;0,0363770;56,600;2,499;0,039;-0,020;0,0596625;9,375E-4;-4,688E-4;0,4;0,3745270
56,800;0,570;0,012;-0,020;0,0136125;2,813E-4;-4,688E-4;0,0;0,0357513;56,800;2,507;0,031;-0,039;0,0598500;7,500E-4;-9,375E-4;0,3;0,3433533
