Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
28,200;1,305;0,055;0,010;0,0311625;0,001;2,344E-4;0,1;0,0558624;28,200;1,243;0,051;-0,059;0,0296625;0,001;-0,001;0,0;0,0452271
28,400;1,316;0,055;-0,010;0,0314250;0,001;-2,344E-4;0,1;0,0541992;28,400;1,252;0,035;-0,010;0,0298875;8,438E-4;-2,344E-4;0,1;0,0506439
28,600;1,327;0,051;-0,020;0,0316875;0,001;-4,687E-4;0,1;0,0553894;28,600;1,257;0,047;0,059;0,0300000;0,001;0,001;0,1;0,0921326
28,800;1,337;0,047;-1,128E-15;0,0319125;0,001;-2,711E-17;0,1;0,0627441;28,800;1,271;0,059;-2,429E-15;0,0303375;0,001;-4,662E-17;0,1;0,1257324
29,000;1,346;0,051;0,010;0,0321375;0,001;2,344E-4;0,1;0,0617981;29,000;1,280;0,047;-0,039;0,0305625;0,001;-9,375E-4;0,1;0,1270599
29,200;1,357;0,051;-0,020;0,0324000;0,001;-4,687E-4;0,1;0,0558014;29,200;1,290;0,043;0,010;0,0307875;0,001;2,344E-4;0,1;0,0915680
29,400;1,367;0,043;-0,010;0,0326250;0,001;-2,344E-4;0,1;0,0567780;29,400;1,297;0,051;0,039;0,0309750;0,001;9,375E-4;0,1;0,0575409
29,600;1,374;0,047;0,020;0,0328125;0,001;4,687E-4;0,1;0,0575562;29,600;1,310;0,059;-0,010;0,0312750;0,001;-2,344E-4;0,1;0,0512848
29,800;1,385;0,051;-0,010;0,0330750;0,001;-2,344E-4;0,1;0,0593109;29,800;1,321;0,047;-0,079;0,0315375;0,001;-0,002;0,1;0,0538330
30,000;1,395;0,043;-0,020;0,0333000;0,001;-4,688E-4;0,1;0,0604858;30,000;1,329;0,027;-0,039;0,0317250;6,562E-4;-9,375E-4;0,1;0,0539703
30,200;1,403;0,043;0,020;0,0334875;0,001;4,688E-4;0,1;0,0622101;30,200;1,332;0,031;0,069;0,0318000;7,500E-4;0,002;0,1;0,0504913
30,400;1,412;0,051;0,020;0,0337125;0,001;4,688E-4;0,1;0,1222687;30,400;1,341;0,055;0,049;0,0320250;0,001;0,001;0,1;0,0556488
30,600;1,423;0,051;-0,010;0,0339750;0,001;-2,344E-4;0,2;0,1706085;30,600;1,354;0,051;-0,010;0,0323250;0,001;-2,344E-4;0,1;0,0591431
30,800;1,433;0,047;-0,010;0,0342000;0,001;-2,344E-4;0,2;0,2230835;30,800;1,362;0,051;-1,128E-15;0,0325125;0,001;-2,711E-17;0,1;0,0540009
31,000;1,442;0,047;-1,041E-15;0,0344250;0,001;-2,494E-17;0,2;0,1779633;31,000;1,374;0,051;-0,020;0,0328125;0,001;-4,688E-4;0,0;0,0472412
31,200;1,451;0,047;1,041E-15;0,0346500;0,001;2,494E-17;0,1;0,0978851;31,200;1,382;0,043;-0,010;0,0330000;0,001;-2,344E-4;0,0;0,0464478
31,400;1,461;0,047;1,041E-15;0,0348750;0,001;2,494E-17;0,1;0,0648956;31,400;1,392;0,047;0,010;0,0332250;0,001;2,344E-4;0,0;0,0480347
31,600;1,470;0,047;0,010;0,0351000;0,001;2,344E-4;0,1;0,0622711;31,600;1,401;0,047;-0,010;0,0334500;0,001;-2,344E-4;0,1;0,0598450
31,800;1,480;0,051;0,010;0,0353250;0,001;2,344E-4;0,1;0,0627441;31,800;1,411;0,043;-0,010;0,0336750;0,001;-2,344E-4;0,1;0,0650940
32,000;1,491;0,051;-0,010;0,0355875;0,001;-2,344E-4;0,1;0,0658722;32,000;1,418;0,043;0,020;0,0338625;0,001;4,687E-4;0,1;0,0836639
32,200;1,500;0,047;-0,010;0,0358125;0,001;-2,344E-4;0,1;0,0789337;32,200;1,428;0,051;9,541E-16;0,0340875;0,001;-2,060E-17;0,2;0,1665344
32,400;1,510;0,047;0,010;0,0360375;0,001;2,344E-4;0,1;0,1165161;32,400;1,439;0,043;-0,020;0,0343500;0,001;-4,688E-4;0,2;0,2086639
32,600;1,519;0,051;0,020;0,0362625;0,001;4,687E-4;0,1;0,1376038;32,600;1,445;0,043;0,010;0,0345000;0,001;2,344E-4;0,1;0,1433411
32,800;1,530;0,055;0,010;0,0365250;0,001;2,344E-4;0,1;0,1204834;32,800;1,456;0,047;1,908E-15;0,0347625;0,001;8,945E-17;0,1;0,1127777
33,000;1,541;0,055;0,000;0,0367875;0,001;0,000;0,1;0,0733795;33,000;1,464;0,043;0,010;0,0349500;0,001;2,344E-4;0,1;0,0717316
33,200;1,552;0,055;-0,010;0,0370500;0,001;-2,344E-4;0,1;0,0733490;33,200;1,473;0,051;0,020;0,0351750;0,001;4,687E-4;0,1;0,0559998
33,400;1,563;0,051;-0,010;0,0373125;0,001;-2,344E-4;0,1;0,0705566;33,400;1,484;0,051;-0,020;0,0354375;0,001;-4,688E-4;0,1;0,0506592
33,600;1,572;0,051;0,000;0,0375375;0,001;0,000;0,1;0,0783386;33,600;1,494;0,043;-0,029;0,0356625;0,001;-7,031E-4;0,1;0,0501099
33,800;1,583;0,051;-0,010;0,0378000;0,001;-2,344E-4;0,1;0,1484680;33,800;1,502;0,039;1,908E-15;0,0358500;9,375E-4;4,608E-17;0,1;0,0529327
34,000;1,593;0,047;0,000;0,0380250;0,001;0,000;0,2;0,2032166;34,000;1,510;0,043;0,020;0,0360375;0,001;4,688E-4;0,1;0,0694580
34,200;1,602;0,051;0,010;0,0382500;0,001;2,344E-4;0,2;0,1588440;34,200;1,519;0,047;0,000;0,0362625;0,001;0,000;0,1;0,0938416
34,400;1,613;0,051;-2,272E-15;0,0385125;0,001;-5,421E-17;0,1;0,0962830;34,400;1,528;0,043;-0,020;0,0364875;0,001;-4,688E-4;0,1;0,1045990
34,600;1,623;0,051;0,000;0,0387375;0,001;0,000;0,1;0,0777740;34,600;1,536;0,039;0,000;0,0366750;9,375E-4;0,000;0,1;0,0817719
34,800;1,634;0,051;2,272E-15;0,0390000;0,001;5,421E-17;0,1;0,0696259;34,800;1,544;0,043;0,029;0,0368625;0,001;7,031E-4;0,1;0,0667725
35,000;1,643;0,051;0,000;0,0392250;0,001;0,000;0,1;0,0754852;35,000;1,554;0,051;0,010;0,0370875;0,001;2,344E-4;0,1;0,0561066
35,200;1,654;0,051;0,000;0,0394875;0,001;0,000;0,1;0,0948181;35,200;1,565;0,047;-0,029;0,0373500;0,001;-7,031E-4;0,1;0,0553284
35,400;1,663;0,051;0,010;0,0397125;0,001;2,344E-4;0,2;0,1926727;35,400;1,572;0,039;-0,029;0,0375375;9,375E-4;-7,031E-4;0,1;0,0668640
35,600;1,674;0,055;-0,010;0,0399750;0,001;-2,344E-4;0,3;0,2655640;35,600;1,580;0,035;-0,010;0,0377250;8,437E-4;-2,344E-4;0,1;0,0725250
35,800;1,685;0,047;-0,029;0,0402375;0,001;-7,031E-4;0,3;0,3267517;35,800;1,587;0,035;0,010;0,0378750;8,437E-4;2,344E-4;0,1;0,0792847
36,000;1,693;0,043;-1,388E-15;0,0404250;0,001;4,337E-17;0,2;0,2457581;36,000;1,594;0,039;0,010;0,0380625;9,375E-4;2,344E-4;0,1;0,1296082
36,200;1,703;0,047;0,000;0,0406500;0,001;0,000;0,1;0,1197815;36,200;1,602;0,039;0,000;0,0382500;9,375E-4;0,000;0,2;0,1772461
36,400;1,712;0,043;-0,020;0,0408750;0,001;-4,688E-4;0,1;0,0940704;36,400;1,610;0,039;-0,020;0,0384375;9,375E-4;-4,688E-4;0,2;0,1598206
36,600;1,720;0,039;0,000;0,0410625;9,375E-4;0,000;0,1;0,0932770;36,600;1,618;0,031;-0,029;0,0386250;7,500E-4;-7,031E-4;0,1;0,1274109
36,800;1,728;0,043;0,059;0,0412500;0,001;0,001;0,1;0,0886688;36,800;1,623;0,027;0,000;0,0387375;6,562E-4;-1,003E-17;0,1;0,1019287
37,000;1,737;0,063;0,039;0,0414750;0,002;9,375E-4;0,1;0,0778961;37,000;1,629;0,031;0,000;0,0388875;7,500E-4;0,000;0,1;0,0727386
37,200;1,753;0,059;-0,059;0,0418500;0,001;-0,001;0,1;0,0789795;37,200;1,635;0,027;-0,020;0,0390375;6,562E-4;-4,687E-4;0,1;0,0638275
37,400;1,761;0,039;-0,029;0,0420375;9,375E-4;-7,031E-4;0,1;0,0860443;37,400;1,640;0,024;-0,010;0,0391500;5,625E-4;-2,344E-4;0,1;0,0600739
37,600;1,769;0,047;0,029;0,0422250;0,001;7,031E-4;0,1;0,1110229;37,600;1,645;0,024;0,010;0,0392625;5,625E-4;2,344E-4;0,1;0,0601044
37,800;1,780;0,051;-0,010;0,0424875;0,001;-2,344E-4;0,1;0,1090546;37,800;1,649;0,027;0,029;0,0393750;6,562E-4;7,031E-4;0,1;0,0613861
38,000;1,789;0,043;-0,039;0,0427125;0,001;-9,375E-4;0,1;0,0925293;38,000;1,656;0,035;0,010;0,0395250;8,437E-4;2,344E-4;0,1;0,0708466
38,200;1,797;0,035;0,000;0,0429000;8,437E-4;-4,337E-17;0,1;0,0898590;38,200;1,663;0,031;-0,029;0,0397125;7,500E-4;-7,031E-4;0,1;0,0810852
38,400;1,803;0,043;0,029;0,0430500;0,001;7,031E-4;0,1;0,1043091;38,400;1,668;0,024;-0,010;0,0398250;5,625E-4;-2,344E-4;0,1;0,1022034
38,600;1,814;0,047;0,000;0,0433125;0,001;4,337E-17;0,1;0,1145630;38,600;1,673;0,027;0,020;0,0399375;6,562E-4;4,687E-4;0,2;0,1573486
38,800;1,822;0,043;-0,010;0,0435000;0,001;-2,344E-4;0,1;0,1474609;38,800;1,679;0,031;-0,010;0,0400875;7,500E-4;-2,344E-4;0,2;0,2011261
39,000;1,832;0,043;-1,908E-15;0,0437250;0,001;-4,608E-17;0,3;0,2735748;39,000;1,685;0,024;-0,020;0,0402375;5,625E-4;-4,688E-4;0,3;0,2561340
39,200;1,839;0,043;0,010;0,0439125;0,001;2,344E-4;0,5;0,4693756;39,200;1,689;0,024;0,020;0,0403125;5,625E-4;4,687E-4;0,3;0,3129730
39,400;1,849;0,047;0,010;0,0441375;0,001;2,344E-4;0,5;0,4691315;39,400;1,695;0,031;0,020;0,0404625;7,500E-4;4,688E-4;0,3;0,2916870
39,600;1,858;0,047;0,000;0,0443625;0,001;0,000;0,3;0,2862854;39,600;1,701;0,031;-0,010;0,0406125;7,500E-4;-2,344E-4;0,2;0,2122498
39,800;1,868;0,047;0,000;0,0445875;0,001;0,000;0,1;0,1464691;39,800;1,707;0,027;-0,020;0,0407625;6,562E-4;-4,687E-4;0,1;0,1422424
40,000;1,877;0,047;-0,010;0,0448125;0,001;-2,344E-4;0,1;0,1180878;40,000;1,712;0,024;-0,020;0,0408750;5,625E-4;-4,688E-4;0,1;0,1199188
40,200;1,887;0,043;-0,010;0,0450375;0,001;-2,344E-4;0,1;0,0980835;40,200;1,717;0,020;-1,388E-15;0,0409875;4,687E-4;-4,337E-17;0,1;0,0923920
40,400;1,894;0,043;0,010;0,0452250;0,001;2,344E-4;0,1;0,0980682;40,400;1,720;0,024;0,010;0,0410625;5,625E-4;2,344E-4;0,1;0,0757294
40,600;1,904;0,047;0,000;0,0454500;0,001;0,000;0,1;0,1050415;40,600;1,726;0,024;0,000;0,0412125;5,625E-4;0,000;0,1;0,0722351
40,800;1,913;0,043;-0,020;0,0456750;0,001;-4,688E-4;0,1;0,1488037;40,800;1,729;0,024;0,029;0,0412875;5,625E-4;7,031E-4;0,1;0,0667572
41,000;1,921;0,039;-1,908E-15;0,0458625;9,375E-4;-4,608E-17;0,3;0,2637939;41,000;1,736;0,035;0,010;0,0414375;8,437E-4;2,344E-4;0,1;0,0673218
41,200;1,929;0,043;0,020;0,0460500;0,001;4,688E-4;0,4;0,3585052;41,200;1,744;0,027;-0,029;0,0416250;6,562E-4;-7,031E-4;0,1;0,0685883
41,400;1,938;0,047;0,010;0,0462750;0,001;2,344E-4;0,4;0,3898163;41,400;1,747;0,024;0,010;0,0417000;5,625E-4;2,344E-4;0,1;0,0677490
41,600;1,948;0,047;-0,010;0,0465000;0,001;-2,344E-4;0,2;0,2159576;41,600;1,753;0,031;0,020;0,0418500;7,500E-4;4,688E-4;0,1;0,0654297
41,800;1,957;0,043;-0,029;0,0467250;0,001;-7,031E-4;0,1;0,1332397;41,800;1,759;0,031;-0,010;0,0420000;7,500E-4;-2,344E-4;0,1;0,0676270
42,000;1,965;0,035;-0,020;0,0469125;8,437E-4;-4,688E-4;0,1;0,1238861;42,000;1,766;0,027;-0,039;0,0421500;6,562E-4;-9,375E-4;0,1;0,0703125
42,200;1,971;0,035;0,020;0,0470625;8,437E-4;4,688E-4;0,1;0,1451111;42,200;1,770;0,016;-0,029;0,0422625;3,750E-4;-7,031E-4;0,1;0,0727234
42,400;1,979;0,043;0,039;0,0472500;0,001;9,375E-4;0,1;0,1411285;42,400;1,772;0,016;0,029;0,0423000;3,750E-4;7,031E-4;0,1;0,0809784
42,600;1,989;0,051;0,010;0,0474750;0,001;2,344E-4;0,2;0,1834412;42,600;1,777;0,027;0,029;0,0424125;6,562E-4;7,031E-4;0,1;0,0870056
42,800;2,000;0,047;-0,020;0,0477375;0,001;-4,688E-4;0,3;0,2951965;42,800;1,783;0,027;-0,010;0,0425625;6,562E-4;-2,344E-4;0,1;0,0859985
43,000;2,007;0,043;6,765E-16;0,0479250;0,001;-6,505E-18;0,3;0,3461609;43,000;1,788;0,024;0,010;0,0426750;5,625E-4;2,344E-4;0,1;0,0773468
43,200;2,017;0,047;0,010;0,0481500;0,001;2,344E-4;0,3;0,2766113;43,200;1,792;0,031;0,029;0,0427875;7,500E-4;7,031E-4;0,1;0,0689240
43,400;2,026;0,047;-0,010;0,0483750;0,001;-2,344E-4;0,2;0,1773682;43,400;1,800;0,035;-0,010;0,0429750;8,437E-4;-2,344E-4;0,1;0,0674896
43,600;2,036;0,043;-0,010;0,0486000;0,001;-2,344E-4;0,1;0,1403351;43,600;1,806;0,027;-0,029;0,0431250;6,562E-4;-7,031E-4;0,1;0,0682373
43,800;2,044;0,043;0,010;0,0487875;0,001;2,344E-4;0,1;0,1132813;43,800;1,811;0,024;0,010;0,0432375;5,625E-4;2,344E-4;0,1;0,0682220
44,000;2,053;0,047;-0,010;0,0490125;0,001;-2,344E-4;0,1;0,1232605;44,000;1,816;0,031;0,020;0,0433500;7,500E-4;4,687E-4;0,1;0,0812683
44,200;2,062;0,039;-0,020;0,0492375;9,375E-4;-4,688E-4;0,1;0,1371765;44,200;1,824;0,031;-0,010;0,0435375;7,500E-4;-2,344E-4;0,1;0,0986481
44,400;2,069;0,039;0,010;0,0493875;9,375E-4;2,344E-4;0,3;0,2566833;44,400;1,828;0,027;0,010;0,0436500;6,562E-4;2,344E-4;0,1;0,1283569
44,600;2,078;0,043;-2,776E-15;0,0496125;0,001;0,000;0,4;0,3695526;44,600;1,835;0,035;0,020;0,0438000;8,437E-4;4,688E-4;0,2;0,2012482
44,800;2,086;0,039;-0,020;0,0498000;9,375E-4;-4,688E-4;0,7;0,6611176;44,800;1,843;0,035;-0,020;0,0439875;8,437E-4;-4,688E-4;0,3;0,2545471
45,000;2,094;0,035;-0,010;0,0499875;8,437E-4;-2,344E-4;0,9;0,8853455;45,000;1,849;0,027;-0,020;0,0441375;6,562E-4;-4,688E-4;0,4;0,3775940
45,200;2,100;0,035;0,000;0,0501375;8,437E-4;0,000;0,9;0,9086151;45,200;1,854;0,027;0,010;0,0442500;6,562E-4;2,344E-4;0,5;0,4706421
45,400;2,108;0,035;0,010;0,0503250;8,437E-4;2,344E-4;0,6;0,6223145;45,400;1,860;0,031;-0,010;0,0444000;7,500E-4;-2,344E-4;0,4;0,4060059
45,600;2,114;0,039;0,010;0,0504750;9,375E-4;2,344E-4;0,3;0,2992401;45,600;1,866;0,024;-0,029;0,0445500;5,625E-4;-7,031E-4;0,3;0,3331909
45,800;2,124;0,039;-0,020;0,0507000;9,375E-4;-4,688E-4;0,2;0,1853027;45,800;1,869;0,020;0,010;0,0446250;4,688E-4;2,344E-4;0,2;0,2375183
46,000;2,130;0,031;-0,020;0,0508500;7,500E-4;-4,688E-4;0,2;0,1683655;46,000;1,874;0,027;0,020;0,0447375;6,562E-4;4,687E-4;0,1;0,1264954
46,200;2,136;0,031;0,000;0,0510000;7,500E-4;0,000;0,2;0,1745911;46,200;1,880;0,027;-0,010;0,0448875;6,562E-4;-2,344E-4;0,1;0,1067200
46,400;2,143;0,031;0,020;0,0511500;7,500E-4;4,688E-4;0,2;0,1732941;46,400;1,885;0,024;-0,010;0,0450000;5,625E-4;-2,344E-4;0,1;0,0803986
46,600;2,149;0,039;0,029;0,0513000;9,375E-4;7,031E-4;0,1;0,1494293;46,600;1,890;0,024;0,000;0,0451125;5,625E-4;0,000;0,1;0,0742798
46,800;2,158;0,043;-0,020;0,0515250;0,001;-4,688E-4;0,2;0,1939240;46,800;1,894;0,024;0,010;0,0452250;5,625E-4;2,344E-4;0,1;0,0670471
47,000;2,166;0,031;-0,039;0,0517125;7,500E-4;-9,375E-4;0,3;0,2959137;47,000;1,899;0,027;-2,437E-15;0,0453375;6,562E-4;-6,830E-17;0,1;0,0643463
47,200;2,171;0,027;-0,010;0,0518250;6,562E-4;-2,344E-4;0,4;0,3943939;47,200;1,905;0,024;-0,029;0,0454875;5,625E-4;-7,031E-4;0,1;0,0661469
47,400;2,177;0,027;-0,020;0,0519750;6,562E-4;-4,687E-4;0,4;0,4306946;47,400;1,909;0,016;-0,010;0,0455625;3,750E-4;-2,344E-4;0,1;0,0729980
47,600;2,182;0,020;-0,029;0,0520875;4,688E-4;-7,031E-4;0,6;0,5612640;47,600;1,912;0,020;0,020;0,0456375;4,688E-4;4,688E-4;0,1;0,0863037
47,800;2,185;0,016;0,000;0,0521625;3,750E-4;0,000;0,6;0,5996399;47,800;1,916;0,024;0,010;0,0457500;5,625E-4;2,344E-4;0,1;0,1070557
48,000;2,188;0,020;0,020;0,0522375;4,688E-4;4,688E-4;0,6;0,5694275;48,000;1,921;0,024;-1,050E-15;0,0458625;5,625E-4;-2,494E-17;0,2;0,1517181
48,200;2,193;0,024;0,029;0,0523500;5,625E-4;7,031E-4;0,5;0,4513092;48,200;1,926;0,024;-0,010;0,0459750;5,625E-4;-2,344E-4;0,2;0,1851349
48,400;2,198;0,031;0,020;0,0524625;7,500E-4;4,688E-4;0,3;0,2814636;48,400;1,931;0,020;-0,020;0,0460875;4,688E-4;-4,688E-4;0,2;0,2346497
48,600;2,205;0,031;-0,010;0,0526500;7,500E-4;-2,344E-4;0,2;0,2268219;48,600;1,934;0,016;0,000;0,0461625;3,750E-4;0,000;0,3;0,2759857
48,800;2,210;0,027;0,000;0,0527625;6,562E-4;-4,337E-17;0,2;0,2268677;48,800;1,937;0,020;0,010;0,0462375;4,688E-4;2,344E-4;0,3;0,3408203
49,000;2,216;0,031;0,020;0,0529125;7,500E-4;4,687E-4;0,3;0,2552185;49,000;1,942;0,020;-8,674E-16;0,0463500;4,688E-4;-2,087E-17;0,4;0,3531952
49,200;2,223;0,035;0,020;0,0530625;8,437E-4;4,688E-4;0,3;0,2919312;49,200;1,945;0,020;0,010;0,0464250;4,687E-4;2,344E-4;0,3;0,3009796
49,400;2,231;0,039;1,561E-15;0,0532500;9,375E-4;3,768E-17;0,3;0,2808075;49,400;1,949;0,024;-0,010;0,0465375;5,625E-4;-2,344E-4;0,3;0,2660675
49,600;2,238;0,035;-0,020;0,0534375;8,437E-4;-4,688E-4;0,5;0,4509888;49,600;1,954;0,016;-0,020;0,0466500;3,750E-4;-4,688E-4;0,2;0,2219849
49,800;2,245;0,031;-0,020;0,0535875;7,500E-4;-4,688E-4;0,7;0,6963654;49,800;1,956;0,016;0,020;0,0466875;3,750E-4;4,688E-4;0,2;0,1572876
50,000;2,251;0,027;-0,020;0,0537375;6,562E-4;-4,687E-4;1,0;1,0086975;50,000;1,960;0,024;0,020;0,0468000;5,625E-4;4,687E-4;0,1;0,1203461
50,200;2,256;0,024;0,010;0,0538500;5,625E-4;2,344E-4;1,1;1,1312103;50,200;1,965;0,024;0,000;0,0469125;5,625E-4;0,000;0,1;0,1088409
50,400;2,260;0,031;0,029;0,0539625;7,500E-4;7,031E-4;1,3;1,2831879;50,400;1,970;0,024;-0,020;0,0470250;5,625E-4;-4,687E-4;0,1;0,1035156
50,600;2,268;0,035;0,010;0,0541500;8,437E-4;2,344E-4;1,0;1,0312958;50,600;1,974;0,016;-0,020;0,0471375;3,750E-4;-4,688E-4;0,1;0,1027985
50,800;2,275;0,035;0,000;0,0543000;8,437E-4;0,000;0,6;0,5945282;50,800;1,976;0,016;0,020;0,0471750;3,750E-4;4,688E-4;0,1;0,0951843
51,000;2,282;0,035;-0,020;0,0544875;8,437E-4;-4,688E-4;0,4;0,3645630;51,000;1,981;0,024;0,020;0,0472875;5,625E-4;4,687E-4;0,1;0,1011658
51,200;2,289;0,027;-0,020;0,0546375;6,562E-4;-4,687E-4;0,3;0,2741241;51,200;1,985;0,024;-0,010;0,0474000;5,625E-4;-2,344E-4;0,1;0,1174927
51,400;2,293;0,027;1,223E-15;0,0547500;6,562E-4;2,927E-17;0,3;0,2644501;51,400;1,990;0,020;-0,020;0,0475125;4,688E-4;-4,688E-4;0,1;0,1287689
51,600;2,300;0,027;0,010;0,0549000;6,562E-4;2,344E-4;0,3;0,2992096;51,600;1,993;0,016;0,000;0,0475875;3,750E-4;0,000;0,1;0,1349182
51,800;2,304;0,031;0,020;0,0550125;7,500E-4;4,688E-4;0,3;0,3274841;51,800;1,996;0,020;0,010;0,0476625;4,688E-4;2,344E-4;0,1;0,1431580
52,000;2,312;0,035;-1,388E-15;0,0552000;8,437E-4;-7,671E-17;0,3;0,3258667;52,000;2,001;0,020;-0,010;0,0477750;4,688E-4;-2,344E-4;0,1;0,1495209
52,200;2,318;0,031;-0,010;0,0553500;7,500E-4;-2,344E-4;0,4;0,4283295;52,200;2,004;0,016;0,010;0,0478500;3,750E-4;2,344E-4;0,2;0,1695099
52,400;2,325;0,031;-0,010;0,0555000;7,500E-4;-2,344E-4;0,7;0,7090759;52,400;2,007;0,024;0,020;0,0479250;5,625E-4;4,688E-4;0,2;0,2299194
52,600;2,331;0,027;-0,010;0,0556500;6,562E-4;-2,344E-4;1,0;0,9519501;52,600;2,014;0,024;-0,020;0,0480750;5,625E-4;-4,688E-4;0,3;0,2525635
52,800;2,336;0,027;0,000;0,0557625;6,562E-4;0,000;1,5;1,5012970;52,800;2,017;0,016;0,000;0,0481500;3,750E-4;0,000;0,3;0,2777100
53,000;2,342;0,027;-1,223E-15;0,0559125;6,562E-4;-2,927E-17;1,7;1,7213135;53,000;2,020;0,024;0,029;0,0482250;5,625E-4;7,031E-4;0,3;0,3482971
53,200;2,347;0,027;0,020;0,0560250;6,562E-4;4,687E-4;1,7;1,6963501;53,200;2,026;0,027;-0,020;0,0483750;6,562E-4;-4,687E-4;0,3;0,3329163
53,400;2,353;0,035;0,029;0,0561750;8,437E-4;7,031E-4;1,0;1,0295105;53,400;2,031;0,016;-0,039;0,0484875;3,750E-4;-9,375E-4;0,3;0,2976379
53,600;2,361;0,039;0,000;0,0563625;9,375E-4;0,000;0,7;0,7331085;53,600;2,033;0,012;0,010;0,0485250;2,813E-4;2,344E-4;0,3;0,2519531
53,800;2,369;0,035;-0,020;0,0565500;8,437E-4;-4,688E-4;0,4;0,4028015;53,800;2,036;0,020;0,029;0,0486000;4,688E-4;7,031E-4;0,2;0,1802063
54,000;2,375;0,031;-0,020;0,0567000;7,500E-4;-4,688E-4;0,4;0,3534546;54,000;2,040;0,024;-8,674E-16;0,0487125;5,625E-4;-2,087E-17;0,2;0,1521301
54,200;2,381;0,027;0,000;0,0568500;6,562E-4;4,337E-17;0,4;0,3927002;54,200;2,045;0,020;-0,010;0,0488250;4,687E-4;-2,344E-4;0,1;0,1233368
54,400;2,386;0,031;0,020;0,0569625;7,500E-4;4,688E-4;0,4;0,4360962;54,400;2,048;0,020;0,010;0,0489000;4,688E-4;2,344E-4;0,1;0,0975342
54,600;2,394;0,035;0,010;0,0571500;8,437E-4;2,344E-4;0,4;0,4087982;54,600;2,053;0,024;0,000;0,0490125;5,625E-4;0,000;0,1;0,0895538
54,800;2,400;0,035;0,000;0,0573000;8,437E-4;0,000;0,6;0,5861511;54,800;2,058;0,020;-0,020;0,0491250;4,688E-4;-4,688E-4;0,1;0,0910034
55,000;2,408;0,035;-0,010;0,0574875;8,437E-4;-2,344E-4;0,8;0,7999573;55,000;2,061;0,016;-8,674E-16;0,0492000;3,750E-4;-2,087E-17;0,1;0,0940552
55,200;2,414;0,031;0,000;0,0576375;7,500E-4;0,000;1,2;1,2433167;55,200;2,064;0,020;0,020;0,0492750;4,687E-4;4,688E-4;0,1;0,1066284
55,400;2,421;0,035;0,010;0,0577875;8,437E-4;2,344E-4;2,0;1,9566498;55,400;2,069;0,024;8,674E-16;0,0493875;5,625E-4;2,087E-17;0,1;0,1307983
55,600;2,428;0,035;-0,010;0,0579750;8,437E-4;-2,344E-4;2,3;2,3227692;55,600;2,073;0,020;-0,010;0,0495000;4,688E-4;-2,344E-4;0,2;0,1562805
55,800;2,435;0,031;0,000;0,0581250;7,500E-4;0,000;2,0;1,9549103;55,800;2,077;0,020;0,010;0,0495750;4,688E-4;2,344E-4;0,2;0,1922150
56,000;2,441;0,035;0,010;0,0582750;8,437E-4;2,344E-4;1,0;1,0380402;56,000;2,081;0,024;0,010;0,0496875;5,625E-4;2,344E-4;0,3;0,2676849
56,200;2,449;0,035;-0,010;0,0584625;8,437E-4;-2,344E-4;0,7;0,6800537;56,200;2,086;0,024;-0,010;0,0498000;5,625E-4;-2,344E-4;0,3;0,3152313
56,400;2,455;0,031;-0,010;0,0586125;7,500E-4;-2,344E-4;0,7;0,6716156;56,400;2,091;0,020;-0,010;0,0499125;4,688E-4;-2,344E-4;0,4;0,4445190
56,600;2,461;0,031;0,010;0,0587625;7,500E-4;2,344E-4;0,8;0,8292084;56,600;2,094;0,020;0,000;0,0499875;4,688E-4;0,000;0,6;0,6403961
56,800;2,468;0,035;0,010;0,0589125;8,437E-4;2,344E-4;0,9;0,8773804;56,800;2,099;0,020;0,010;0,0501000;4,688E-4;2,344E-4;0,7;0,7237396
57,000;2,476;0,035;0,010;0,0591000;8,437E-4;2,344E-4;0,9;0,8746033;57,000;2,102;0,024;0,010;0,0501750;5,625E-4;2,344E-4;0,9;0,9006042
57,200;2,482;0,039;0,020;0,0592500;9,375E-4;4,688E-4;1,6;1,5518799;57,200;2,108;0,024;-0,020;0,0503250;5,625E-4;-4,687E-4;0,8;0,8435364
57,400;2,491;0,043;-0,010;0,0594750;0,001;-2,344E-4;3,0;3,0426331;57,400;2,111;0,016;-0,020;0,0504000;3,750E-4;-4,687E-4;0,7;0,7060547
57,600;2,499;0,035;-0,039;0,0596625;8,437E-4;-9,375E-4;3,9;3,9284973;57,600;2,114;0,016;0,010;0,0504750;3,750E-4;2,344E-4;0,6;0,5561371
57,800;2,505;0,027;-0,020;0,0598125;6,562E-4;-4,688E-4;4,4;4,4140930;57,800;2,117;0,020;0,010;0,0505500;4,688E-4;2,344E-4;0,4;0,4407654
